occ,y2_hhid,qx_type,interview_status,ag_d00,ag_d01,ag_d01_1,ag_d01_2a,ag_d01_2b,ag_d02,ag_d03,ag_d03_1,ag_d03_2a,ag_d03_2b,ag_d04a,ag_d04b,ag_d04_1,ag_d04_2a,ag_d04_2b,ag_d04_3,ag_d05,ag_d06,ag_d10a,ag_d10b,ag_d10c,ag_d10d,ag_d11a,ag_d11b,ag_d11c,ag_d11d,ag_d12,ag_d13a,ag_d13b,ag_d13_1a,ag_d13_1b,ag_d14,ag_d18a,ag_d18b,ag_d18c,ag_d18d,ag_d19a,ag_d19b,ag_d19c,ag_d19d,ag_d20a,ag_d20b,ag_d20c,ag_d20d,ag_d20e,ag_d21,ag_d22,ag_d23,ag_d24a,ag_d24b,ag_d25a,ag_d25b,ag_d25_1a,ag_d25_1b,ag_d25_2a,ag_d25_2b,ag_d26,ag_d27,ag_d28a,ag_d28b,ag_d29,ag_d30,ag_d31,ag_d32,ag_d33,ag_d34a,ag_d34b,ag_d35,ag_d35_1a,ag_d35_1b,ag_d36,ag_d37a,ag_d37b,ag_d38,ag_d39a,ag_d39b,ag_d39c,ag_d39d,ag_d39e,ag_d39f,ag_d39g,ag_d39h,ag_d39i,ag_d39j,ag_d39_1,ag_d39_2,ag_d40,ag_d41a,ag_d41b,ag_d41c,ag_d41d,ag_d41e,ag_d41f,ag_d42a,ag_d42b,ag_d42c,ag_d42d,ag_d42e,ag_d42f,ag_d42g,ag_d42h,ag_d42i,ag_d42j,ag_d42k,ag_d42l,ag_d42m,ag_d42n,ag_d42o,ag_d42p,ag_d43a,ag_d43b,ag_d43c,ag_d43d,ag_d43e,ag_d43f,ag_d43g,ag_d43h,ag_d43i,ag_d43j,ag_d43k,ag_d43l,ag_d43m,ag_d43n,ag_d43o,ag_d43p,ag_d44a,ag_d44b,ag_d44c,ag_d44d,ag_d44e,ag_d44f,ag_d44g,ag_d44h,ag_d44i,ag_d44j,ag_d44k,ag_d44l,ag_d44m,ag_d44n,ag_d44o,ag_d44p,ag_d47a,ag_d47b,ag_d47c,ag_d47d,ag_d47e,ag_d47f,ag_d47g,ag_d47h,ag_d47i,ag_d47j,ag_d48a,ag_d48b,ag_d48c,ag_d48d,ag_d48e,ag_d48f,ag_d48g,ag_d48h,ag_d48i,ag_d48j,ag_d52a,ag_d52b,ag_d52c,ag_d53a,ag_d53b,ag_d53c,ag_d54a,ag_d54b,ag_d54c,ag_d55a,ag_d55b,ag_d55c,ag_d56,ag_d57,ag_d58,ag_d59,ag_d60,ag_d61,ag_d62,ag_d63a,ag_d63b,ag_d64,ag_d65,ag_d66,ag_d67,ag_d68
1,2939-001,PANEL A,Panel A - Combined Visit,R01,1,YES,2,,2,RENT SHORT-TERM,,,,,,,,,,,,,0,,,3000,0,0,0,RAINY SEASON,N01,,1,2,,,,,,,,,,MAIZE HYBRID,,,,,CLAY,GOOD,NO EROSION,,,NO EROSION CONTROL,NO EROSION CONTROL,,,NO SOIL OR WATER EROSION PROBLEMS ON ANY PLOTS,,FLAT,NO,RAINFED/NO IRRIGATION,,,,NO,8888,,,,YES,NOVEMBER,2ND HALF,NO,,,YES,23:21:0+4S/CHITOWE,25,KILOGRAM,25,1,UREA,25,KILOGRAM,25,1,2,1,NO,,,,,,,1,1,1,3,2,1,1,3,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,2,1,1,3,,0,,,,0,,,,0,,,3,1750,0,,0,,,0,,,0,,0,,0,,,,,,0,0,0,,,,1,1,0,N03,,,0,NO,,,,,TRADITIONAL RIDGING,HAND HOE,,DURING THE LAST 12 MONTHS,1,0,0,0
1,2940-002,PANEL B,Panel B - 2 Visits,R01,1,YES,2,4,4,INHERITED,NO,,,1,,YES,1,,YES,500000,5000,,,,,,,,,,,,,,CULTIVATED,,,,,,,,,MAIZE HYBRID RECYCLED,,,,,BETWEEN SANDY & CLAY,GOOD,LOW,FLOODING,,NO EROSION CONTROL,,MORE THAN 5 YEARS AGO,,,,MODERATE SLOPE,YES,RAINFED/NO IRRIGATION,,,,NO,0,,,,YES,DECEMBER,1ST HALF,NO,,,YES,23:21:0+4S/CHITOWE,25,KILOGRAM,25,2,UREA,25,KILOGRAM,25,2,2,2,NO,,,,,,,1,1,5,3,2,1,5,5,4,18,5,5,,0,,,1,1,5,2,2,1,5,4,4,1,5,4,,0,,,1,1,6,4,2,1,6,4,3,1,6,4,4,1,6,4,0,,0,,0,,,,,,0,,0,,0,,,,,,0,0,0,,,,0,0,0,,,,0,YES,NO,,ALL RESIDUES CUT AND SPREAD OVER PLOT,,TRADITIONAL RIDGING,HAND HOE,,MORE THAN 5 YEARS AGO,0,0,0,0
2,2940-002,PANEL B,Panel B - 2 Visits,R02,1,YES,2,4,4,INHERITED,NO,,,1,,YES,1,,YES,250000,2500,,,,,,,,,,,,,,CULTIVATED,,,,,,,,,MAIZE LOCAL,,,,,BETWEEN SANDY & CLAY,GOOD,NO EROSION,,,EROSION CONTROL BUNDS,,MORE THAN 5 YEARS AGO,,,,FLAT,NO,RAINFED/NO IRRIGATION,,,,NO,0,,,,YES,DECEMBER,1ST HALF,NO,,,YES,23:21:0+4S/CHITOWE,10,KILOGRAM,10,1,UREA,10,KILOGRAM,10,2,2,2,NO,,,,,,,1,1,5,3,2,1,5,5,4,1,5,5,,0,,,1,1,5,2,2,1,5,4,4,1,5,4,,0,,,1,1,5,3,2,1,5,3,3,1,5,3,4,1,5,3,0,,0,,0,,,,,,0,,0,,0,,,,,,0,0,0,,,,0,0,0,,,,0,YES,NO,,ALL RESIDUES CUT AND SPREAD OVER PLOT,,TRADITIONAL RIDGING,HAND HOE,,MORE THAN 5 YEARS AGO,,,,
1,2940-005,PANEL B,Panel B - 2 Visits,R01,1,YES,2,,2,INHERITED,NO,,,1,2,NO,,,NO,50000,2500,,,,,,,,,,,,,,CULTIVATED,,,,,,,,,MAIZE HYBRID,,,,,SANDY,GOOD,NO EROSION,,,NO EROSION CONTROL,,DURING THE LAST 12 MONTHS,,,,FLAT,NO,RAINFED/NO IRRIGATION,,,,NO,0,,,,YES,DECEMBER,1ST HALF,NO,,,YES,CAN,20,KILOGRAM,20,2,UREA,20,KILOGRAM,20,4,1,4,NO,,,,,,,1,1,6,4,2,1,5,3,,0,,,,0,,,1,1,2,3,2,1,2,3,,0,,,,0,,,1,1,3,5,2,1,3,5,,0,,,,0,,,0,,0,,0,,,,,,0,,0,,0,,,,,,0,0,0,,,,0,0,0,,,,0,NO,,,,,TRADITIONAL RIDGING,HAND HOE,,DURING THE LAST 12 MONTHS,0,0,0,0
1,2942-001,PANEL B,Panel B - 2 Visits,R01,1,NO,,,2,INHERITED,NO,,,1,,YES,1,,NO,500000,10000,,,,,,,,,,,,,,CULTIVATED,,,,,,,,,MAIZE HYBRID,,,,,BETWEEN SANDY & CLAY,FAIR,NO EROSION,,,NO EROSION CONTROL,NO EROSION CONTROL,,,NO SOIL OR WATER EROSION PROBLEMS ON ANY PLOTS,,FLAT,NO,RAINFED/NO IRRIGATION,,,,NO,0,,,,YES,DECEMBER,1ST HALF,NO,,,YES,23:21:0+4S/CHITOWE,2,50 KG BAG,100,1,UREA,2,50 KG BAG,100,1,2,2,NO,,,,,,,1,3,7,4,2,3,7,4,3,3,5,3,,0,,,1,2,5,4,2,2,5,4,1,2,5,4,,0,,,1,3,2,6,2,3,2,6,3,3,2,6,4,3,2,6,3,300,0,,0,,,0,,,0,,0,,0,,,,,,0,0,0,,,,0,0,0,,,,0,YES,NO,,LEFT IN THE FIELD UNTIL LAND PREPARED FOR CULTIVATION,,TRADITIONAL RIDGING,HAND HOE,,MORE THAN 5 YEARS AGO,3,0,4,5
2,2942-001,PANEL B,Panel B - 2 Visits,R02,1,NO,,,2,INHERITED,NO,,,1,,YES,1,,NO,500000,10000,,,,,,,,,,,,,,CULTIVATED,,,,,,,,,MAIZE LOCAL,,,,,BETWEEN SANDY & CLAY,FAIR,NO EROSION,,,NO EROSION CONTROL,NO EROSION CONTROL,,,NO SOIL OR WATER EROSION PROBLEMS ON ANY PLOTS,,FLAT,NO,RAINFED/NO IRRIGATION,,,,NO,0,,,,YES,DECEMBER,1ST HALF,NO,,,YES,23:21:0+4S/CHITOWE,2,50 KG BAG,100,1,UREA,2,50 KG BAG,100,1,2,2,NO,,,,,,,1,3,4,5,,0,,,,0,,,,0,,,1,2,5,3,,0,,,,0,,,,0,,,1,2,3,6,2,2,3,6,3,2,3,6,4,2,3,6,6,200,0,,0,,,0,,,0,,0,,0,,,,,,0,0,0,,,,0,0,0,,,,2,YES,NO,,LEFT IN THE FIELD UNTIL LAND PREPARED FOR CULTIVATION,,TRADITIONAL RIDGING,HAND HOE,,MORE THAN 5 YEARS AGO,,,,
1,2945-001,PANEL A,Panel A - 2 Visits,R01,1,NO,,,2,RENT SHORT-TERM,,,,,,,,,,,,,0,,,3000,0,0,0,RAINY SEASON,N01,,1,,,,,,,,,,,MAIZE HYBRID,,,,,BETWEEN SANDY & CLAY,GOOD,LOW,FLOODING,,NO EROSION CONTROL,,2 YEARS AGO,,,,SLIGHT SLOPE,NO,RAINFED/NO IRRIGATION,,,,NO,0,,,,YES,NOVEMBER,1ST HALF,NO,,,YES,23:21:0+4S/CHITOWE,1,50 KG BAG,50,4,UREA,1,50 KG BAG,50,4,1,4,NO,,,,,,,1,2,6,3,2,2,6,3,,0,,,,0,,,1,1,6,4,2,1,6,4,,0,,,,0,,,1,2,5,5,2,2,5,5,,0,,,,0,,,0,,0,,0,,,,,,0,,0,,0,,,,,,0,0,0,,,,0,4,0,N03,,,0,YES,NO,,ALL RESIDUES CUT AND SPREAD OVER PLOT,,TRADITIONAL RIDGING,HAND HOE,,2 YEARS AGO,0,0,0,2
1,2947-002,PANEL A,Panel A - 2 Visits,R01,1,NO,,,1,RENT SHORT-TERM,,,,,,,,,,,,,0,,,10000,0,0,0,RAINY SEASON,N01,,1,,,,,,,,,,,MAIZE HYBRID,PIGEONPEA(NANDOLO),,,,BETWEEN SANDY & CLAY,FAIR,NO EROSION,,,NO EROSION CONTROL,NO EROSION CONTROL,,,NO SOIL OR WATER EROSION PROBLEMS ON ANY PLOTS,,MODERATE SLOPE,YES,RAINFED/NO IRRIGATION,,,,NO,8888,,,,YES,NOVEMBER,1ST HALF,NO,,,YES,23:21:0+4S/CHITOWE,50,KILOGRAM,50,1,UREA,50,KILOGRAM,50,1,3,1,NO,,,,,,,1,1,1,7,2,1,1,3,4,1,1,7,4,1,1,7,1,1,1,6,2,1,1,6,3,1,1,6,4,1,1,6,1,1,1,5,2,1,1,5,3,1,1,5,4,1,1,5,7,850,0,,0,,,0,,,0,,0,,0,,,,,,1,1,0,N04,N05,,1,1,0,N09,N10,,0,YES,YES,PIGEON PEA,ALL RESIDUES CUT AND SPREAD OVER PLOT,,TRADITIONAL RIDGING,HAND HOE,,MORE THAN 5 YEARS AGO,0,0,0,2
2,2947-002,PANEL A,Panel A - 2 Visits,R02,1,NO,,,1,RENT SHORT-TERM,,,,,,,,,,,,,0,,,4500,0,0,0,RAINY SEASON,N02,,1,,,,,,,,,,,MAIZE HYBRID,PIGEONPEA(NANDOLO),,,,BETWEEN SANDY & CLAY,FAIR,NO EROSION,,,NO EROSION CONTROL,NO EROSION CONTROL,,,NO SOIL OR WATER EROSION PROBLEMS ON ANY PLOTS,,MODERATE SLOPE,NO,RAINFED/NO IRRIGATION,,,,NO,8888,,,,YES,NOVEMBER,1ST HALF,NO,,,YES,23:21:0+4S/CHITOWE,25,KILOGRAM,25,1,UREA,25,KILOGRAM,25,1,3,1,NO,,,,,,,1,1,1,4,2,1,1,3,4,1,1,7,4,1,1,4,1,1,1,4,2,1,1,4,3,1,1,4,4,1,1,4,1,1,1,4,2,1,1,4,3,1,1,4,4,1,1,4,3,850,0,,0,,,0,,,0,,0,,0,,,,,,1,1,0,N04,N05,,1,1,0,N09,N10,,0,YES,YES,PIGEON PEA,ALL RESIDUES CUT AND SPREAD OVER PLOT,,TRADITIONAL RIDGING,HAND HOE,,MORE THAN 5 YEARS AGO,,,,
3,2947-002,PANEL A,Panel A - 2 Visits,R03,1,NO,,,1,RENT SHORT-TERM,,,,,,,,,,,,,0,,,5500,0,0,0,RAINY SEASON,N03,,1,,,,,,,,,,,MAIZE LOCAL,PIGEONPEA(NANDOLO),,,,BETWEEN SANDY & CLAY,FAIR,MODERATE,FLOODING,,TERRACES,,3 YEARS AGO,,,,FLAT,YES,RAINFED/NO IRRIGATION,,,,NO,8888,,,,YES,NOVEMBER,1ST HALF,NO,,,YES,23:21:0+4S/CHITOWE,25,KILOGRAM,25,1,UREA,25,KILOGRAM,25,1,3,1,NO,,,,,,,1,1,1,7,2,1,1,3,4,1,1,7,4,1,1,7,1,1,1,3,2,1,1,3,3,1,1,3,4,1,1,3,1,1,1,4,2,1,1,4,3,1,1,4,4,1,1,4,3,850,0,,0,,,0,,,0,,0,,0,,,,,,1,1,0,N04,N05,,1,1,0,N09,N10,,0,YES,YES,PIGEON PEA,ALL RESIDUES CUT AND SPREAD OVER PLOT,,TRADITIONAL RIDGING,HAND HOE,,MORE THAN 5 YEARS AGO,,,,
1,2949-001,PANEL A,Panel A - 2 Visits,R01,2,YES,1,,2,INHERITED,NO,,,2,,YES,2,,NO,80000,5000,,,,,,,,,,,,,,CULTIVATED,,,,,,,,,MAIZE HYBRID,GROUNDNUT CG7,,,,BETWEEN SANDY & CLAY,FAIR,MODERATE,TERRAIN,,EROSION CONTROL BUNDS,,MORE THAN 5 YEARS AGO,,,,MODERATE SLOPE,NO,RAINFED/NO IRRIGATION,,,,NO,8888,,,,YES,DECEMBER,1ST HALF,NO,,,YES,23:21:0+4S/CHITOWE,10,KILOGRAM,10,1,UREA,15,KILOGRAM,15,,2,2,NO,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,3,300,0,,0,,,0,,,0,,3,0,0,,,2,50 KG BAG,SHELLED,3,0,0,N01,,,0,0,0,,,,0,NO,,,,,TRADITIONAL RIDGING,HAND HOE,,MORE THAN 5 YEARS AGO,2,0,3,3
1,2951-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2952-001,PANEL B,Panel B - 2 Visits,R01,2,YES,1,,2,BORROWED FOR FREE,,,,,,,,,,,,,,,,,,,,,N01,,1,,,,,,,,,,,MAIZE LOCAL,,,,,CLAY,GOOD,NO EROSION,,,NO EROSION CONTROL,NO EROSION CONTROL,,,NO SOIL OR WATER EROSION PROBLEMS ON ANY PLOTS,,FLAT,NO,RAINFED/NO IRRIGATION,,,,NO,0,,,,YES,DECEMBER,1ST HALF,NO,,,NO,,,,,,,,,,,,,NO,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,18,600,0,,0,,,0,,,2,2000,0,,0,,,0,,,0,0,0,,,,0,0,0,,,,0,YES,NO,,LEFT IN THE FIELD UNTIL LAND PREPARED FOR CULTIVATION,,TRADITIONAL RIDGING,HAND HOE,,MORE THAN 5 YEARS AGO,0,0,10,0
2,2952-001,PANEL B,Panel B - 2 Visits,R02,2,YES,1,,2,INHERITED,NO,,,2,,YES,2,,NO,200000,10000,,,,,,,,,,,,,,CULTIVATED,,,,,,,,,MAIZE HYBRID RECYCLED,,,,,BETWEEN SANDY & CLAY,POOR,NO EROSION,,,NO EROSION CONTROL,NO EROSION CONTROL,,,NO SOIL OR WATER EROSION PROBLEMS ON ANY PLOTS,,FLAT,NO,RAINFED/NO IRRIGATION,,,,NO,0,,,,YES,DECEMBER,1ST HALF,NO,,,NO,,,,,,,,,,,,,NO,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,2,1,1,2,,0,,,,0,,,,0,,,0,,0,,20,900,,0,,,0,,0,,0,,,,,,0,0,0,,,,0,0,0,,,,0,YES,NO,,LEFT IN THE FIELD UNTIL LAND PREPARED FOR CULTIVATION,,TRADITIONAL RIDGING,HAND HOE,,MORE THAN 5 YEARS AGO,,,,
1,2952-006,PANEL B,Panel B - 2 Visits,R01,1,NO,,,1,INHERITED,NO,,,1,,YES,1,,NO,30000,2000,,,,,,,,,,,,,,CULTIVATED,,,,,,,,,MAIZE HYBRID RECYCLED,,,,,SANDY,POOR,LOW,TERRAIN,,NO EROSION CONTROL,NO EROSION CONTROL,,,REQUIRES TOO MUCH LABOR,,SLIGHT SLOPE,NO,RAINFED/NO IRRIGATION,,,,NO,0,,,,YES,DECEMBER,1ST HALF,NO,,,NO,,,,,,,,,,,,,NO,,,,,,,1,2,5,3,,0,,,,0,,,,0,,,1,1,6,4,,0,,,,0,,,,0,,,1,1,3,3,,,,,,,,,,,,,0,,0,,0,,,,,,0,,0,,0,,,,,,0,0,0,,,,0,0,0,,,,0,YES,NO,,LEFT IN THE FIELD UNTIL LAND PREPARED FOR CULTIVATION,,TRADITIONAL RIDGING,HAND HOE,,MORE THAN 5 YEARS AGO,0,0,4,0
1,2953-002,PANEL A,Panel A - 2 Visits,R01,1,YES,2,,2,INHERITED,NO,,,2,,YES,2,,NO,150000,5000,,,,,,,,,,,,,,CULTIVATED,,,,,,,,,MAIZE HYBRID,GROUNDNUT CG7,PIGEONPEA(NANDOLO),,,BETWEEN SANDY & CLAY,FAIR,LOW,TERRAIN,,EROSION CONTROL BUNDS,,MORE THAN 5 YEARS AGO,,,,SLIGHT SLOPE,NO,RAINFED/NO IRRIGATION,,,,NO,0,,,,YES,DECEMBER,1ST HALF,NO,,,YES,UREA,75,KILOGRAM,75,4,,,,,,2,3,NO,,,,,,,1,2,6,3,2,2,6,3,,0,,,,0,,,1,2,2,3,2,2,2,3,,0,,,,0,,,2,2,3,3,,0,,,,0,,,,0,,,0,,0,,2,2000,,0,,,0,,0,,0,,,,,,0,0,0,,,,0,0,0,,,,0,YES,YES,PIGEON PEA,LEFT IN THE FIELD UNTIL LAND PREPARED FOR CULTIVATION,,TRADITIONAL RIDGING,HAND HOE,,MORE THAN 5 YEARS AGO,0,0,9,6
1,2954-002,PANEL B,Panel B - Combined Visit,R01,2,YES,2,,2,INHERITED,NO,,,2,,YES,2,,NO,120000,8000,,,,,,,,,,,,,,CULTIVATED,,,,,,,,,MAIZE HYBRID,PIGEONPEA(NANDOLO),OTHER (SPECIFY),,,BETWEEN SANDY & CLAY,GOOD,MODERATE,FLOODING,,TERRACES,,MORE THAN 5 YEARS AGO,,,,FLAT,YES,RAINFED/NO IRRIGATION,,,,NO,2010,2,LACK OF HOUSEHOLD LABOUR,,YES,NOVEMBER,2ND HALF,NO,,,NO,,,,,,,,,,,,,NO,,,,,,,2,1,2,4,3,1,2,4,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,4,500,0,,0,,,0,,,0,,3,500,0,,,0,,,3,3,0,N01,N02,,0,3,0,N01,,,2,NO,,,,,TRADITIONAL RIDGING,HAND HOE,,MORE THAN 5 YEARS AGO,0,0,3,4
2,2954-002,PANEL B,Panel B - Combined Visit,R02,2,YES,2,,2,INHERITED,NO,,,2,,YES,2,,NO,100000,7000,,,,,,,,,,,,,,CULTIVATED,,,,,,,,,MAIZE LOCAL,PIGEONPEA(NANDOLO),OTHER (SPECIFY),,,BETWEEN SANDY & CLAY,GOOD,MODERATE,FLOODING,,TERRACES,,MORE THAN 5 YEARS AGO,,,,MODERATE SLOPE,YES,RAINFED/NO IRRIGATION,,,,NO,0,,,,YES,NOVEMBER,2ND HALF,NO,,,NO,,,,,,,,,,,,,NO,,,,,,,1,1,3,5,5,1,3,5,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,3,500,0,,0,,,0,,,0,,0,,0,,,,,,0,0,0,,,,0,2,0,N01,,,0,YES,YES,PIGEON PEA,ALL RESIDUES CUT AND SPREAD OVER PLOT,,TRADITIONAL RIDGING,HAND HOE,,MORE THAN 5 YEARS AGO,,,,
1,2956-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2956-002,PANEL B,Panel B - 2 Visits,R01,2,YES,1,,1,INHERITED,NO,,,1,,YES,1,,NO,200000,4000,,,,,,,,,,,,,,CULTIVATED,,,,,,,,,MAIZE HYBRID,,,,,CLAY,POOR,NO EROSION,,,EROSION CONTROL BUNDS,,MORE THAN 5 YEARS AGO,,,,"STEEP, HILLY",NO,RAINFED/NO IRRIGATION,,,,NO,2007,3,LACK OF EQUIPMENT,,YES,NOVEMBER,1ST HALF,NO,,,YES,23:21:0+4S/CHITOWE,75,KILOGRAM,75,2,UREA,75,KILOGRAM,75,4,2,1,NO,,,,,,,1,1,3,2,2,1,3,2,3,1,3,4,4,1,3,4,,0,,,,0,,,,0,,,,0,,,1,1,2,8,2,1,2,8,3,1,2,8,4,1,2,8,2,200,0,,0,,,0,,,0,,0,,0,,,,,,0,0,0,,,,0,0,0,,,,0,YES,NO,,ALL RESIDUES CUT AND SPREAD OVER PLOT,,TRADITIONAL RIDGING,HAND HOE,,MORE THAN 5 YEARS AGO,2,1,0,20
2,2956-002,PANEL B,Panel B - 2 Visits,R02,2,YES,1,,1,INHERITED,NO,,,1,,YES,1,,NO,200000,4000,,,,,,,,,,,,,,CULTIVATED,,,,,,,,,BEANS,,,,,CLAY,POOR,NO EROSION,,,EROSION CONTROL BUNDS,,MORE THAN 5 YEARS AGO,,,,"STEEP, HILLY",NO,RAINFED/NO IRRIGATION,,,,NO,2007,3,LACK OF EQUIPMENT,,YES,NOVEMBER,1ST HALF,NO,,,NO,,,,,,,,,,,,,NO,,,,,,,1,1,2,2,2,1,2,2,3,1,2,4,4,1,2,4,,0,,,,0,,,,0,,,,0,,,1,1,4,2,2,1,4,2,3,1,4,2,4,1,4,2,2,200,0,,0,,,0,,,0,,0,,0,,,,,,0,0,0,,,,0,0,0,,,,0,YES,NO,,ALL RESIDUES CUT AND SPREAD OVER PLOT,,TRADITIONAL RIDGING,HAND HOE,,MORE THAN 5 YEARS AGO,,,,
3,2956-002,PANEL B,Panel B - 2 Visits,R03,2,YES,1,,1,INHERITED,NO,,,1,,YES,1,,NO,150000,8000,,,,,,,,,,,,,,CULTIVATED,,,,,,,,,MAIZE HYBRID,BEANS,,,,BETWEEN SANDY & CLAY,GOOD,NO EROSION,,,EROSION CONTROL BUNDS,,MORE THAN 5 YEARS AGO,,,,FLAT,NO,RAINFED/NO IRRIGATION,,,,NO,0,,,,YES,NOVEMBER,1ST HALF,YES,16,WHEELBARROW,YES,23:21:0+4S/CHITOWE,87.5,KILOGRAM,88,1,UREA,75,KILOGRAM,75,3,2,1,NO,,,,,,,1,1,2,4,2,1,2,4,3,1,2,4,4,1,2,4,1,1,5,4,2,1,5,4,3,1,5,4,4,1,5,4,1,1,1,6,2,1,1,6,3,1,1,6,4,1,1,6,3,150,0,,0,,,0,,,0,,0,,0,,,,,,0,0,0,,,,0,0,0,,,,0,YES,NO,,ALL RESIDUES CUT AND SPREAD OVER PLOT,,TRADITIONAL RIDGING,HAND HOE,,MORE THAN 5 YEARS AGO,,,,
4,2956-002,PANEL B,Panel B - 2 Visits,R04,2,YES,1,,1,BORROWED FOR FREE,,,,,,,,,,,,,,,,,,,,,N01,,1,2,,,,,,,,,,MAIZE HYBRID,BEANS,,,,OTHER (SPECIFY),GOOD,NO EROSION,,,NO EROSION CONTROL,,MORE THAN 5 YEARS AGO,,,,FLAT,NO,RAINFED/NO IRRIGATION,,,,NO,0,,,,YES,NOVEMBER,1ST HALF,NO,,,YES,23:21:0+4S/CHITOWE,75,KILOGRAM,75,1,UREA,75,KILOGRAM,75,3,2,1,NO,,,,,,,1,1,1,5,2,1,1,5,3,1,1,5,4,1,1,5,,0,,,,0,,,,0,,,,0,,,1,1,1,6,2,1,1,6,3,1,1,6,4,1,1,6,6,900,0,,0,,,0,,,0,,0,,0,,,,,,0,0,0,,,,0,0,0,,,,0,YES,NO,,ALL RESIDUES CUT AND SPREAD OVER PLOT,,TRADITIONAL RIDGING,HAND HOE,,MORE THAN 5 YEARS AGO,,,,
1,2958-001,PANEL B,Panel B - 2 Visits,R01,1,YES,1,,1,RENT SHORT-TERM,,,,,,,,,,,,,0,,,10000,0,0,0,RAINY SEASON,N01,,1,,CULTIVATED,,,,,,,,,MAIZE HYBRID,PIGEONPEA(NANDOLO),SORGHUM,,,BETWEEN SANDY & CLAY,FAIR,LOW,FLOODING,,EROSION CONTROL BUNDS,,MORE THAN 5 YEARS AGO,,,,FLAT,NO,RAINFED/NO IRRIGATION,,,,NO,8888,,,,YES,NOVEMBER,2ND HALF,NO,,,YES,UREA,50,KILOGRAM,50,1,,,,,,2,1,NO,,,,,,,2,1,3,7,,0,,,,0,,,,0,,,2,1,1,7,,0,,,,0,,,,0,,,1,1,1,5,2,1,1,5,,0,,,,0,,,4,1200,4,1200,0,,,0,,,1,800,0,,0,,,0,,,0,0,0,,,,1,0,0,N06,,,0,YES,YES,PIGEON PEA,ALL RESIDUES CUT AND SPREAD OVER PLOT,,TIED OR BOX RIDGING,HAND HOE,,MORE THAN 5 YEARS AGO,0,0,3,1
1,2958-005,PANEL B,Panel B - 2 Visits,R01,1,YES,2,,2,RENT SHORT-TERM,,,,,,,,,,,,,0,,,7000,0,0,0,RAINY SEASON,N01,,1,,,,,,,,,,,MAIZE LOCAL,NKHWANI,,,,SANDY,GOOD,NO EROSION,,,NO EROSION CONTROL,NO EROSION CONTROL,,,NO SOIL OR WATER EROSION PROBLEMS ON ANY PLOTS,,FLAT,NO,RAINFED/NO IRRIGATION,,,,NO,8888,,,,YES,DECEMBER,1ST HALF,NO,,,YES,23:21:0+4S/CHITOWE,50,KILOGRAM,50,1,,0,,,,2,1,NO,,,,,,,1,1,1,4,,0,,,,0,,,,0,,,1,1,1,6,,0,,,,0,,,,0,,,1,1,1,7,4,1,1,7,,0,,,,0,,,7,400,7,800,0,,,0,,,1,500,1,500,0,,,0,,,0,0,0,,,,0,0,0,,,,0,YES,NO,,ALL RESIDUES CUT AND SPREAD OVER PLOT,,TIED OR BOX RIDGING,HAND HOE,,4 YEARS AGO,0,0,0,0
1,2960-001,PANEL B,Panel B - 2 Visits,R01,1,YES,2,,1,INHERITED,NO,,,,,YES,2,,NO,60000,6000,,,,,,,,,,,,,,CULTIVATED,,,,,,,,,MAIZE HYBRID,MAIZE HYBRID RECYCLED,,,,CLAY,GOOD,NO EROSION,,,VETIVER GRASS,,MORE THAN 5 YEARS AGO,,,,FLAT,NO,RAINFED/NO IRRIGATION,,,,NO,0,,,,YES,DECEMBER,1ST HALF,NO,,,YES,UREA,2,50 KG BAG,100,4,,0,,,,2,3,NO,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,2,1,7,9,,0,,,,0,,,,0,,,18,1000,0,,0,,,0,,,0,,0,,0,,,,,,0,0,0,,,,0,0,0,,,,0,YES,NO,,LEFT IN THE FIELD UNTIL LAND PREPARED FOR CULTIVATION,,TRADITIONAL RIDGING,HAND HOE,,MORE THAN 5 YEARS AGO,0,0,0,4
