occ,y2_hhid,qx_type,interview_status,ag_u300a,ag_u300b,ag_u301,ag_u302,ag_u303,ag_u304,ag_u305
1,2213-007,PANEL A,Panel A - 2 Visits,,,,,,,
1,2214-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2215-001,PANEL A,Panel A - 2 Visits,1,I plan tasks carefully.,X,,,,
2,2215-001,PANEL A,Panel A - 2 Visits,2,I make up my mind quickly,X,,,,
3,2215-001,PANEL A,Panel A - 2 Visits,3,I save regularly.,,,,,X
4,2215-001,PANEL A,Panel A - 2 Visits,4,I look forward to returni,,,,,X
5,2215-001,PANEL A,Panel A - 2 Visits,5,I can think of many times,,,,,X
6,2215-001,PANEL A,Panel A - 2 Visits,6,I continue to work on har,,,,,X
7,2215-001,PANEL A,Panel A - 2 Visits,7,I like to juggle several,,,,,X
8,2215-001,PANEL A,Panel A - 2 Visits,8,I would rather complete a,X,,,,
9,2215-001,PANEL A,Panel A - 2 Visits,9,I believe it is best to c,X,,,,
10,2215-001,PANEL A,Panel A - 2 Visits,10,It is difficult to know w,,,,,X
11,2215-001,PANEL A,Panel A - 2 Visits,11,I never try anything that,,,,,X
12,2215-001,PANEL A,Panel A - 2 Visits,12,A person can get rich by,X,,,,
13,2215-001,PANEL A,Panel A - 2 Visits,13,It is important for me to,X,,,,
14,2215-001,PANEL A,Panel A - 2 Visits,14,Part of my enjoyment in d,,,,X,
15,2215-001,PANEL A,Panel A - 2 Visits,15,When a group I belong to,X,,,,
16,2215-001,PANEL A,Panel A - 2 Visits,16,I try harder when I'm in,X,,,,
17,2215-001,PANEL A,Panel A - 2 Visits,17,It is important to me to,X,,,,
18,2215-001,PANEL A,Panel A - 2 Visits,18,I enjoy planning things a,X,,,,
19,2215-001,PANEL A,Panel A - 2 Visits,19,I find satisfaction in ha,X,,,,
20,2215-001,PANEL A,Panel A - 2 Visits,20,I like to have a lot of c,X,,,,
21,2215-001,PANEL A,Panel A - 2 Visits,21,The most important thing,X,,,,
22,2215-001,PANEL A,Panel A - 2 Visits,22,My family and friends wou,X,,,,
23,2215-001,PANEL A,Panel A - 2 Visits,23,In uncertain times I usua,,,,X,
24,2215-001,PANEL A,Panel A - 2 Visits,24,If something can go wrong,X,,,,
25,2215-001,PANEL A,Panel A - 2 Visits,25,I'm always optimistic abo,,,,,X
26,2215-001,PANEL A,Panel A - 2 Visits,26,I hardly ever expect thin,X,,,,
27,2215-001,PANEL A,Panel A - 2 Visits,27,I rarely count on good th,X,,,,
28,2215-001,PANEL A,Panel A - 2 Visits,28,Overall I expect more goo,X,,,,
1,2216-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2217-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2218-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2219-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2220-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2221-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2222-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2223-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2224-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2225-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2226-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2228-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2229-002,PANEL A,Panel A - 2 Visits,,,,,,,
1,2229-003,PANEL A,Panel A - 2 Visits,,,,,,,
1,2230-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2231-001,PANEL A,Panel A - 2 Visits,1,I plan tasks carefully.,X,,,,
2,2231-001,PANEL A,Panel A - 2 Visits,2,I make up my mind quickly,X,,,,
3,2231-001,PANEL A,Panel A - 2 Visits,3,I save regularly.,,,,X,
4,2231-001,PANEL A,Panel A - 2 Visits,4,I look forward to returni,X,,,,
5,2231-001,PANEL A,Panel A - 2 Visits,5,I can think of many times,X,,,,
6,2231-001,PANEL A,Panel A - 2 Visits,6,I continue to work on har,X,,,,
7,2231-001,PANEL A,Panel A - 2 Visits,7,I like to juggle several,X,,,,
8,2231-001,PANEL A,Panel A - 2 Visits,8,I would rather complete a,X,,,,
9,2231-001,PANEL A,Panel A - 2 Visits,9,I believe it is best to c,X,,,,
10,2231-001,PANEL A,Panel A - 2 Visits,10,It is difficult to know w,,X,,,
11,2231-001,PANEL A,Panel A - 2 Visits,11,I never try anything that,X,,,,
12,2231-001,PANEL A,Panel A - 2 Visits,12,A person can get rich by,,,,,X
13,2231-001,PANEL A,Panel A - 2 Visits,13,It is important for me to,X,,,,
14,2231-001,PANEL A,Panel A - 2 Visits,14,Part of my enjoyment in d,,X,,,
15,2231-001,PANEL A,Panel A - 2 Visits,15,When a group I belong to,,,X,,
16,2231-001,PANEL A,Panel A - 2 Visits,16,I try harder when I'm in,X,,,,
17,2231-001,PANEL A,Panel A - 2 Visits,17,It is important to me to,,,X,,
18,2231-001,PANEL A,Panel A - 2 Visits,18,I enjoy planning things a,,,X,,
19,2231-001,PANEL A,Panel A - 2 Visits,19,I find satisfaction in ha,,,,X,
20,2231-001,PANEL A,Panel A - 2 Visits,20,I like to have a lot of c,,X,,,
21,2231-001,PANEL A,Panel A - 2 Visits,21,The most important thing,X,,,,
22,2231-001,PANEL A,Panel A - 2 Visits,22,My family and friends wou,,,X,,
23,2231-001,PANEL A,Panel A - 2 Visits,23,In uncertain times I usua,,X,,,
24,2231-001,PANEL A,Panel A - 2 Visits,24,If something can go wrong,,,X,,
25,2231-001,PANEL A,Panel A - 2 Visits,25,I'm always optimistic abo,X,,,,
26,2231-001,PANEL A,Panel A - 2 Visits,26,I hardly ever expect thin,,,X,,
27,2231-001,PANEL A,Panel A - 2 Visits,27,I rarely count on good th,,,,X,
28,2231-001,PANEL A,Panel A - 2 Visits,28,Overall I expect more goo,,,,X,
1,2231-004,PANEL A,Panel A - 2 Visits,,,,,,,
1,2232-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2233-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2234-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2236-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2238-001,PANEL B,Panel B - 2 Visits,1,I plan tasks carefully.,,X,,,
2,2238-001,PANEL B,Panel B - 2 Visits,2,I make up my mind quickly,,X,,,
3,2238-001,PANEL B,Panel B - 2 Visits,3,I save regularly.,,X,,,
4,2238-001,PANEL B,Panel B - 2 Visits,4,I look forward to returni,,X,,,
5,2238-001,PANEL B,Panel B - 2 Visits,5,I can think of many times,X,,,,
6,2238-001,PANEL B,Panel B - 2 Visits,6,I continue to work on har,,X,,,
7,2238-001,PANEL B,Panel B - 2 Visits,7,I like to juggle several,,X,,,
8,2238-001,PANEL B,Panel B - 2 Visits,8,I would rather complete a,,X,,,
9,2238-001,PANEL B,Panel B - 2 Visits,9,I believe it is best to c,,X,,,
10,2238-001,PANEL B,Panel B - 2 Visits,10,It is difficult to know w,,X,,,
11,2238-001,PANEL B,Panel B - 2 Visits,11,I never try anything that,,X,,,
12,2238-001,PANEL B,Panel B - 2 Visits,12,A person can get rich by,,X,,,
13,2238-001,PANEL B,Panel B - 2 Visits,13,It is important for me to,X,,,,
14,2238-001,PANEL B,Panel B - 2 Visits,14,Part of my enjoyment in d,,X,,,
15,2238-001,PANEL B,Panel B - 2 Visits,15,When a group I belong to,,X,,,
16,2238-001,PANEL B,Panel B - 2 Visits,16,I try harder when I'm in,X,,,,
17,2238-001,PANEL B,Panel B - 2 Visits,17,It is important to me to,,X,,,
18,2238-001,PANEL B,Panel B - 2 Visits,18,I enjoy planning things a,,X,,,
19,2238-001,PANEL B,Panel B - 2 Visits,19,I find satisfaction in ha,,X,,,
20,2238-001,PANEL B,Panel B - 2 Visits,20,I like to have a lot of c,,X,,,
21,2238-001,PANEL B,Panel B - 2 Visits,21,The most important thing,,X,,,
22,2238-001,PANEL B,Panel B - 2 Visits,22,My family and friends wou,,,X,,
23,2238-001,PANEL B,Panel B - 2 Visits,23,In uncertain times I usua,,,X,,
24,2238-001,PANEL B,Panel B - 2 Visits,24,If something can go wrong,,,,,X
25,2238-001,PANEL B,Panel B - 2 Visits,25,I'm always optimistic abo,X,,,,
26,2238-001,PANEL B,Panel B - 2 Visits,26,I hardly ever expect thin,,,,,X
27,2238-001,PANEL B,Panel B - 2 Visits,27,I rarely count on good th,,,,,X
28,2238-001,PANEL B,Panel B - 2 Visits,28,Overall I expect more goo,X,,,,
1,2239-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2239-003,PANEL A,Panel A - 2 Visits,,,,,,,
1,2239-005,PANEL A,Panel A - 2 Visits,,,,,,,
1,2240-002,PANEL B,Panel B - 2 Visits,,,,,,,
1,2241-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2242-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2243-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2244-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2245-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2245-003,PANEL A,Panel A - 2 Visits,,,,,,,
1,2245-004,PANEL A,Panel A - 2 Visits,,,,,,,
1,2245-006,PANEL A,Panel A - Only Visit 1,,,,,,,
1,2246-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2247-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2248-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2249-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2250-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2251-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2251-003,PANEL A,Panel A - 2 Visits,,,,,,,
1,2251-005,PANEL A,Panel A - 2 Visits,1,I plan tasks carefully.,,X,,,
2,2251-005,PANEL A,Panel A - 2 Visits,2,I make up my mind quickly,X,,,,
3,2251-005,PANEL A,Panel A - 2 Visits,3,I save regularly.,,,,X,
4,2251-005,PANEL A,Panel A - 2 Visits,4,I look forward to returni,X,,,,
5,2251-005,PANEL A,Panel A - 2 Visits,5,I can think of many times,,X,,,
6,2251-005,PANEL A,Panel A - 2 Visits,6,I continue to work on har,X,,,,
7,2251-005,PANEL A,Panel A - 2 Visits,7,I like to juggle several,,,,X,
8,2251-005,PANEL A,Panel A - 2 Visits,8,I would rather complete a,,X,,,
9,2251-005,PANEL A,Panel A - 2 Visits,9,I believe it is best to c,,X,,,
10,2251-005,PANEL A,Panel A - 2 Visits,10,It is difficult to know w,,X,,,
11,2251-005,PANEL A,Panel A - 2 Visits,11,I never try anything that,X,,,,
12,2251-005,PANEL A,Panel A - 2 Visits,12,A person can get rich by,,X,,,
13,2251-005,PANEL A,Panel A - 2 Visits,13,It is important for me to,,X,,,
14,2251-005,PANEL A,Panel A - 2 Visits,14,Part of my enjoyment in d,,X,,,
15,2251-005,PANEL A,Panel A - 2 Visits,15,When a group I belong to,,X,,,
16,2251-005,PANEL A,Panel A - 2 Visits,16,I try harder when I'm in,X,,,,
17,2251-005,PANEL A,Panel A - 2 Visits,17,It is important to me to,,X,,,
18,2251-005,PANEL A,Panel A - 2 Visits,18,I enjoy planning things a,X,,,,
19,2251-005,PANEL A,Panel A - 2 Visits,19,I find satisfaction in ha,,X,,,
20,2251-005,PANEL A,Panel A - 2 Visits,20,I like to have a lot of c,,X,,,
21,2251-005,PANEL A,Panel A - 2 Visits,21,The most important thing,X,,,,
22,2251-005,PANEL A,Panel A - 2 Visits,22,My family and friends wou,,X,,,
23,2251-005,PANEL A,Panel A - 2 Visits,23,In uncertain times I usua,X,,,,
24,2251-005,PANEL A,Panel A - 2 Visits,24,If something can go wrong,,X,,,
25,2251-005,PANEL A,Panel A - 2 Visits,25,I'm always optimistic abo,X,,,,
26,2251-005,PANEL A,Panel A - 2 Visits,26,I hardly ever expect thin,X,,,,
27,2251-005,PANEL A,Panel A - 2 Visits,27,I rarely count on good th,,X,,,
28,2251-005,PANEL A,Panel A - 2 Visits,28,Overall I expect more goo,X,,,,
1,2252-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2253-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2254-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2255-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2257-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2258-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2259-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2260-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2261-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2262-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2263-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2264-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2265-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2266-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2267-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2268-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2270-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2271-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2272-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2273-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2275-001,PANEL A,Panel A - 2 Visits,1,I plan tasks carefully.,X,,,,
2,2275-001,PANEL A,Panel A - 2 Visits,2,I make up my mind quickly,X,,,,
3,2275-001,PANEL A,Panel A - 2 Visits,3,I save regularly.,,X,,,
4,2275-001,PANEL A,Panel A - 2 Visits,4,I look forward to returni,,,,X,
5,2275-001,PANEL A,Panel A - 2 Visits,5,I can think of many times,,,,X,
6,2275-001,PANEL A,Panel A - 2 Visits,6,I continue to work on har,,,,X,
7,2275-001,PANEL A,Panel A - 2 Visits,7,I like to juggle several,,X,,,
8,2275-001,PANEL A,Panel A - 2 Visits,8,I would rather complete a,,,,X,
9,2275-001,PANEL A,Panel A - 2 Visits,9,I believe it is best to c,,X,,,
10,2275-001,PANEL A,Panel A - 2 Visits,10,It is difficult to know w,,X,,,
11,2275-001,PANEL A,Panel A - 2 Visits,11,I never try anything that,,,,X,
12,2275-001,PANEL A,Panel A - 2 Visits,12,A person can get rich by,,X,,,
13,2275-001,PANEL A,Panel A - 2 Visits,13,It is important for me to,,X,,,
14,2275-001,PANEL A,Panel A - 2 Visits,14,Part of my enjoyment in d,,X,,,
15,2275-001,PANEL A,Panel A - 2 Visits,15,When a group I belong to,,X,,,
16,2275-001,PANEL A,Panel A - 2 Visits,16,I try harder when I'm in,,X,,,
17,2275-001,PANEL A,Panel A - 2 Visits,17,It is important to me to,,X,,,
18,2275-001,PANEL A,Panel A - 2 Visits,18,I enjoy planning things a,,X,,,
19,2275-001,PANEL A,Panel A - 2 Visits,19,I find satisfaction in ha,,,,X,
20,2275-001,PANEL A,Panel A - 2 Visits,20,I like to have a lot of c,,,,X,
21,2275-001,PANEL A,Panel A - 2 Visits,21,The most important thing,X,,,,
22,2275-001,PANEL A,Panel A - 2 Visits,22,My family and friends wou,X,,,,
23,2275-001,PANEL A,Panel A - 2 Visits,23,In uncertain times I usua,,,,X,
24,2275-001,PANEL A,Panel A - 2 Visits,24,If something can go wrong,,,,X,
25,2275-001,PANEL A,Panel A - 2 Visits,25,I'm always optimistic abo,,X,,,
26,2275-001,PANEL A,Panel A - 2 Visits,26,I hardly ever expect thin,,X,,,
27,2275-001,PANEL A,Panel A - 2 Visits,27,I rarely count on good th,,X,,,
28,2275-001,PANEL A,Panel A - 2 Visits,28,Overall I expect more goo,X,,,,
1,2276-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2277-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2278-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2278-005,PANEL B,Panel B - 2 Visits,,,,,,,
1,2279-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2281-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2282-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2282-003,PANEL B,Panel B - 2 Visits,,,,,,,
1,2282-004,PANEL B,Panel B - 2 Visits,,,,,,,
1,2283-001,PANEL A,Panel A - 2 Visits,1,I plan tasks carefully.,X,,,,
2,2283-001,PANEL A,Panel A - 2 Visits,2,I make up my mind quickly,,X,,,
3,2283-001,PANEL A,Panel A - 2 Visits,3,I save regularly.,,,,,X
4,2283-001,PANEL A,Panel A - 2 Visits,4,I look forward to returni,,X,,,
5,2283-001,PANEL A,Panel A - 2 Visits,5,I can think of many times,,X,,,
6,2283-001,PANEL A,Panel A - 2 Visits,6,I continue to work on har,,,,X,
7,2283-001,PANEL A,Panel A - 2 Visits,7,I like to juggle several,,X,,,
8,2283-001,PANEL A,Panel A - 2 Visits,8,I would rather complete a,,,,X,
9,2283-001,PANEL A,Panel A - 2 Visits,9,I believe it is best to c,,X,,,
10,2283-001,PANEL A,Panel A - 2 Visits,10,It is difficult to know w,,,,X,
11,2283-001,PANEL A,Panel A - 2 Visits,11,I never try anything that,,X,,,
12,2283-001,PANEL A,Panel A - 2 Visits,12,A person can get rich by,,X,,,
13,2283-001,PANEL A,Panel A - 2 Visits,13,It is important for me to,,X,,,
14,2283-001,PANEL A,Panel A - 2 Visits,14,Part of my enjoyment in d,,X,,,
15,2283-001,PANEL A,Panel A - 2 Visits,15,When a group I belong to,X,,,,
16,2283-001,PANEL A,Panel A - 2 Visits,16,I try harder when I'm in,,X,,,
17,2283-001,PANEL A,Panel A - 2 Visits,17,It is important to me to,,X,,,
18,2283-001,PANEL A,Panel A - 2 Visits,18,I enjoy planning things a,,X,,,
19,2283-001,PANEL A,Panel A - 2 Visits,19,I find satisfaction in ha,,X,,,
20,2283-001,PANEL A,Panel A - 2 Visits,20,I like to have a lot of c,,X,,,
21,2283-001,PANEL A,Panel A - 2 Visits,21,The most important thing,X,,,,
22,2283-001,PANEL A,Panel A - 2 Visits,22,My family and friends wou,X,,,,
23,2283-001,PANEL A,Panel A - 2 Visits,23,In uncertain times I usua,,X,,,
24,2283-001,PANEL A,Panel A - 2 Visits,24,If something can go wrong,,X,,,
25,2283-001,PANEL A,Panel A - 2 Visits,25,I'm always optimistic abo,,X,,,
26,2283-001,PANEL A,Panel A - 2 Visits,26,I hardly ever expect thin,,X,,,
27,2283-001,PANEL A,Panel A - 2 Visits,27,I rarely count on good th,,X,,,
28,2283-001,PANEL A,Panel A - 2 Visits,28,Overall I expect more goo,,X,,,
1,2284-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2285-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2286-001,PANEL B,Panel B - 2 Visits,1,I plan tasks carefully.,X,,,,
2,2286-001,PANEL B,Panel B - 2 Visits,2,I make up my mind quickly,X,,,,
3,2286-001,PANEL B,Panel B - 2 Visits,3,I save regularly.,,,X,,
4,2286-001,PANEL B,Panel B - 2 Visits,4,I look forward to returni,X,,,,
5,2286-001,PANEL B,Panel B - 2 Visits,5,I can think of many times,X,,,,
6,2286-001,PANEL B,Panel B - 2 Visits,6,I continue to work on har,X,,,,
7,2286-001,PANEL B,Panel B - 2 Visits,7,I like to juggle several,X,,,,
8,2286-001,PANEL B,Panel B - 2 Visits,8,I would rather complete a,X,,,,
9,2286-001,PANEL B,Panel B - 2 Visits,9,I believe it is best to c,X,,,,
10,2286-001,PANEL B,Panel B - 2 Visits,10,It is difficult to know w,,,,,X
11,2286-001,PANEL B,Panel B - 2 Visits,11,I never try anything that,,X,,,
12,2286-001,PANEL B,Panel B - 2 Visits,12,A person can get rich by,X,,,,
13,2286-001,PANEL B,Panel B - 2 Visits,13,It is important for me to,X,,,,
14,2286-001,PANEL B,Panel B - 2 Visits,14,Part of my enjoyment in d,X,,,,
15,2286-001,PANEL B,Panel B - 2 Visits,15,When a group I belong to,,,,X,
16,2286-001,PANEL B,Panel B - 2 Visits,16,I try harder when I'm in,,X,,,
17,2286-001,PANEL B,Panel B - 2 Visits,17,It is important to me to,,X,,,
18,2286-001,PANEL B,Panel B - 2 Visits,18,I enjoy planning things a,,X,,,
19,2286-001,PANEL B,Panel B - 2 Visits,19,I find satisfaction in ha,,X,,,
20,2286-001,PANEL B,Panel B - 2 Visits,20,I like to have a lot of c,,X,,,
21,2286-001,PANEL B,Panel B - 2 Visits,21,The most important thing,X,,,,
22,2286-001,PANEL B,Panel B - 2 Visits,22,My family and friends wou,X,,,,
23,2286-001,PANEL B,Panel B - 2 Visits,23,In uncertain times I usua,,X,,,
24,2286-001,PANEL B,Panel B - 2 Visits,24,If something can go wrong,,,X,,
25,2286-001,PANEL B,Panel B - 2 Visits,25,I'm always optimistic abo,X,,,,
26,2286-001,PANEL B,Panel B - 2 Visits,26,I hardly ever expect thin,,X,,,
27,2286-001,PANEL B,Panel B - 2 Visits,27,I rarely count on good th,,X,,,
28,2286-001,PANEL B,Panel B - 2 Visits,28,Overall I expect more goo,,X,,,
1,2287-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2288-001,PANEL B,Panel B - 2 Visits,1,I plan tasks carefully.,X,,,,
2,2288-001,PANEL B,Panel B - 2 Visits,2,I make up my mind quickly,X,,,,
3,2288-001,PANEL B,Panel B - 2 Visits,3,I save regularly.,,X,,,
4,2288-001,PANEL B,Panel B - 2 Visits,4,I look forward to returni,X,,,,
5,2288-001,PANEL B,Panel B - 2 Visits,5,I can think of many times,,,X,,
6,2288-001,PANEL B,Panel B - 2 Visits,6,I continue to work on har,X,,,,
7,2288-001,PANEL B,Panel B - 2 Visits,7,I like to juggle several,X,,,,
8,2288-001,PANEL B,Panel B - 2 Visits,8,I would rather complete a,X,,,,
9,2288-001,PANEL B,Panel B - 2 Visits,9,I believe it is best to c,X,,,,
10,2288-001,PANEL B,Panel B - 2 Visits,10,It is difficult to know w,,,,X,
11,2288-001,PANEL B,Panel B - 2 Visits,11,I never try anything that,X,,,,
12,2288-001,PANEL B,Panel B - 2 Visits,12,A person can get rich by,X,,,,
13,2288-001,PANEL B,Panel B - 2 Visits,13,It is important for me to,X,,,,
14,2288-001,PANEL B,Panel B - 2 Visits,14,Part of my enjoyment in d,X,,,,
15,2288-001,PANEL B,Panel B - 2 Visits,15,When a group I belong to,,,,X,
16,2288-001,PANEL B,Panel B - 2 Visits,16,I try harder when I'm in,,X,,,
17,2288-001,PANEL B,Panel B - 2 Visits,17,It is important to me to,,X,,,
18,2288-001,PANEL B,Panel B - 2 Visits,18,I enjoy planning things a,,X,,,
19,2288-001,PANEL B,Panel B - 2 Visits,19,I find satisfaction in ha,,X,,,
20,2288-001,PANEL B,Panel B - 2 Visits,20,I like to have a lot of c,,X,,,
21,2288-001,PANEL B,Panel B - 2 Visits,21,The most important thing,,X,,,
22,2288-001,PANEL B,Panel B - 2 Visits,22,My family and friends wou,,,X,,
23,2288-001,PANEL B,Panel B - 2 Visits,23,In uncertain times I usua,,X,,,
24,2288-001,PANEL B,Panel B - 2 Visits,24,If something can go wrong,,,X,,
25,2288-001,PANEL B,Panel B - 2 Visits,25,I'm always optimistic abo,X,,,,
26,2288-001,PANEL B,Panel B - 2 Visits,26,I hardly ever expect thin,,X,,,
27,2288-001,PANEL B,Panel B - 2 Visits,27,I rarely count on good th,,X,,,
28,2288-001,PANEL B,Panel B - 2 Visits,28,Overall I expect more goo,X,,,,
1,2289-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2291-001,PANEL A,Panel A - 2 Visits,1,I plan tasks carefully.,X,,,,
2,2291-001,PANEL A,Panel A - 2 Visits,2,I make up my mind quickly,X,,,,
3,2291-001,PANEL A,Panel A - 2 Visits,3,I save regularly.,X,,,,
4,2291-001,PANEL A,Panel A - 2 Visits,4,I look forward to returni,,X,,,
5,2291-001,PANEL A,Panel A - 2 Visits,5,I can think of many times,X,,,,
6,2291-001,PANEL A,Panel A - 2 Visits,6,I continue to work on har,X,,,,
7,2291-001,PANEL A,Panel A - 2 Visits,7,I like to juggle several,X,,,,
8,2291-001,PANEL A,Panel A - 2 Visits,8,I would rather complete a,,,,X,
9,2291-001,PANEL A,Panel A - 2 Visits,9,I believe it is best to c,X,,,,
10,2291-001,PANEL A,Panel A - 2 Visits,10,It is difficult to know w,,,,X,
11,2291-001,PANEL A,Panel A - 2 Visits,11,I never try anything that,,X,,,
12,2291-001,PANEL A,Panel A - 2 Visits,12,A person can get rich by,,X,,,
13,2291-001,PANEL A,Panel A - 2 Visits,13,It is important for me to,,X,,,
14,2291-001,PANEL A,Panel A - 2 Visits,14,Part of my enjoyment in d,,X,,,
15,2291-001,PANEL A,Panel A - 2 Visits,15,When a group I belong to,,X,,,
16,2291-001,PANEL A,Panel A - 2 Visits,16,I try harder when I'm in,,X,,,
17,2291-001,PANEL A,Panel A - 2 Visits,17,It is important to me to,,X,,,
18,2291-001,PANEL A,Panel A - 2 Visits,18,I enjoy planning things a,,X,,,
19,2291-001,PANEL A,Panel A - 2 Visits,19,I find satisfaction in ha,,X,,,
20,2291-001,PANEL A,Panel A - 2 Visits,20,I like to have a lot of c,,X,,,
21,2291-001,PANEL A,Panel A - 2 Visits,21,The most important thing,X,,,,
22,2291-001,PANEL A,Panel A - 2 Visits,22,My family and friends wou,X,,,,
23,2291-001,PANEL A,Panel A - 2 Visits,23,In uncertain times I usua,,X,,,
24,2291-001,PANEL A,Panel A - 2 Visits,24,If something can go wrong,,X,,,
25,2291-001,PANEL A,Panel A - 2 Visits,25,I'm always optimistic abo,,X,,,
26,2291-001,PANEL A,Panel A - 2 Visits,26,I hardly ever expect thin,,X,,,
27,2291-001,PANEL A,Panel A - 2 Visits,27,I rarely count on good th,,X,,,
28,2291-001,PANEL A,Panel A - 2 Visits,28,Overall I expect more goo,X,,,,
1,2292-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2293-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2294-002,PANEL B,Panel B - 2 Visits,,,,,,,
1,2295-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2296-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2297-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2299-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2299-002,PANEL A,Panel A - 2 Visits,,,,,,,
1,2300-002,PANEL B,Panel B - 2 Visits,,,,,,,
1,2301-001,PANEL A,Panel A - Only Visit 1,,,,,,,
1,2301-002,PANEL A,Panel A - 2 Visits,,,,,,,
1,2302-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2305-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2305-002,PANEL A,Panel A - 2 Visits,,,,,,,
