HHID,case_id,qx_type,visit,ea_id,ag_f0a,ag_f0c,ag_f0c_os,ag_f01a,ag_f01b,ag_f01b_os,ag_f02,ag_f03,ag_f04,ag_f15,ag_f16a,ag_f16b,ag_f16b_os,ag_f17,ag_f17_os,ag_f18,ag_f19,ag_f20,ag_f21,ag_f22,ag_f23,ag_f24,ag_f25,ag_f26a,ag_f26b,ag_f26b_os,ag_f27,ag_f27_os,ag_f28,ag_f29,ag_f30,ag_f31,ag_f32,ag_f33,ag_f34,ag_f35,ag_f36a,ag_f36b,ag_f36b_os,ag_f37,ag_f38a,ag_f38b,ag_f38b_os,ag_f39a,ag_f39b,ag_f40,ag_f41,ag_f42a,ag_f42b,ag_f42b_os,ag_f43,ag_f44a,ag_f44b,ag_f44b_os
2949,314357530200,Panel A,1,31435753,Yes,23:21:0+4S/CHITOWE,,50,Kilogram,,"Yes, The Figures Matched",No,Yes,N01,1,50 kg bag,,Truck / Bus / Minibus,,50,5500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2963,314357530227,Panel A,1,31435753,Yes,23:21:0+4S/CHITOWE,,25,Kilogram,,"Yes, The Figures Matched",No,Yes,N01,25,Kilogram,,Truck / Bus / Minibus,,50,450,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2963,314357530227,Panel A,1,31435753,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2963,314357530227,Panel A,1,31435753,Yes,UREA,,25,Kilogram,,"Yes, The Figures Matched",No,Yes,N01,25,Kilogram,,Truck / Bus / Minibus,,50,450,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2965,314357530242,Panel A,1,31435753,Yes,ORGANIC FERTILIZER,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2965,314357530242,Panel A,1,31435753,Yes,UREA,,25,Kilogram,,"Yes, The Figures Matched",No,Yes,N01,25,Kilogram,,Truck / Bus / Minibus,,100,2500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2967,314357530281,Panel A,1,31435753,Yes,23:21:0+4S/CHITOWE,,75,Gram,,"Yes, The Figures Matched",No,Yes,N02,75,Kilogram,,Truck / Bus / Minibus,,50,6250,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2967,314357530281,Panel A,1,31435753,Yes,UREA,,75,Gram,,"Yes, The Figures Matched",No,Yes,N02,75,Kilogram,,Truck / Bus / Minibus,,50,6250,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2967,314357530281,Panel A,1,31435753,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2961,314357530283,Panel A,1,31435753,Yes,UREA,,50,Kilogram,,"Yes, The Figures Matched",No,Yes,N01,50,Kilogram,,Truck / Bus / Minibus,,150,7000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2961,314357530283,Panel A,1,31435753,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2961,314357530283,Panel A,1,31435753,Yes,23:21:0+4S/CHITOWE,,50,Kilogram,,"Yes, The Figures Matched",No,Yes,N01,50,Kilogram,,Truck / Bus / Minibus,,150,5000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2989,314366950029,Panel A,1,31436695,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2989,314366950029,Panel A,1,31436695,Yes,UREA,,100,Kilogram,,"Yes, The Figures Matched",No,Yes,N02,2,50 kg bag,,Other (Specify),OWN VEHICLE,2000,8000,Received on credit,8000,0,N03,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2989,314366950029,Panel A,1,31436695,Yes,23:21:0+4S/CHITOWE,,100,Kilogram,,"Yes, The Figures Matched",No,Yes,N02,2,50 kg bag,,Other (Specify),OWN VEHICLE,2000,8000,Received on credit,8000,0,N03,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2991,314366950079,Panel A,1,31436695,Yes,UREA,,20,Kilogram,,"Yes, The Figures Matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,20,Kilogram,,N02,,0,No,,,,,,,
2991,314366950079,Panel A,1,31436695,Yes,23:21:0+4S/CHITOWE,,10,Kilogram,,"Yes, The Figures Matched",No,Yes,N01,10,Kilogram,,Truck / Bus / Minibus,,50,250,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2991,314366950079,Panel A,1,31436695,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2997,314366950086,Panel A,1,31436695,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2997,314366950086,Panel A,1,31436695,Yes,UREA,,75,Kilogram,,"Yes, The Figures Matched",No,Yes,N02,3,50 kg bag,,Truck / Bus / Minibus,,900,18000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2997,314366950086,Panel A,1,31436695,Yes,23:21:0+4S/CHITOWE,,75,Kilogram,,"Yes, The Figures Matched",No,Yes,N02,3,50 kg bag,,Truck / Bus / Minibus,,900,15000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
3005,314366950106,Panel A,1,31436695,Yes,UREA,,25,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005,314366950106,Panel A,1,31436695,Yes,CAN,,25,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005,314366950106,Panel A,1,31436695,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3007,314366950118,Panel A,1,31436695,Yes,UREA,,50,Kilogram,,"Yes, The Figures Matched",No,Yes,N02,50,Kilogram,,Truck / Bus / Minibus,,150,4500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
3007,314366950118,Panel A,1,31436695,Yes,23:21:0+4S/CHITOWE,,30,Kilogram,,"Yes, The Figures Matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,5,Kilogram,,N05,,0,No,,,,,,,
3007,314366950118,Panel A,1,31436695,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2987,314366950125,Panel A,1,31436695,Yes,23:21:0+4S/CHITOWE,,50,Kilogram,,"Yes, The Figures Matched",No,Yes,N01,50,Kilogram,,Truck / Bus / Minibus,,150,4000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2987,314366950125,Panel A,1,31436695,Yes,UREA,,50,Kilogram,,"Yes, The Figures Matched",No,Yes,N01,50,Kilogram,,Truck / Bus / Minibus,,150,4000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2987,314366950125,Panel A,1,31436695,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2983,314366950166,Panel A,1,31436695,Yes,UREA,,10,Kilogram,,"Yes, The Figures Matched",No,Yes,N01,10,Kilogram,,On Foot,,0,2500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2983,314366950166,Panel A,1,31436695,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,2,50 kg bag,
2979,314366950178,Panel A,1,31436695,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2940,314386900029,Panel B,1,31438690,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2940,314386900029,Panel B,1,31438690,Yes,UREA,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2940,314386900029,Panel B,1,31438690,Yes,23:21:0+4S/CHITOWE,,100,Kilogram,,"Yes, The Figures Matched",No,Yes,N03,1,50 kg bag,,Truck / Bus / Minibus,,1500,5750,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2924,314386900045,Panel B,1,31438690,Yes,23:21:0+4S/CHITOWE,,110,Kilogram,,"Yes, The Figures Matched",No,Yes,N02,2,50 kg bag,,Own Bicycle or Oxcart,,0,7000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,15,Kilogram,,,,,
2924,314386900045,Panel B,1,31438690,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2924,314386900045,Panel B,1,31438690,Yes,UREA,,110,Kilogram,,"Yes, The Figures Matched",No,Yes,N02,2,50 kg bag,,Own Bicycle or Oxcart,,0,7000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,15,Kilogram,,,,,
2944,314386900061,Panel B,1,31438690,Yes,UREA,,150,Kilogram,,"Yes, The Figures Matched",No,Yes,N02,150,Kilogram,,Own Bicycle or Oxcart,,0,13700,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2944,314386900061,Panel B,1,31438690,Yes,23:21:0+4S/CHITOWE,,25,Kilogram,,"Yes, The Figures Matched",No,Yes,N02,100,Kilogram,,Truck / Bus / Minibus,,1500,9800,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2944,314386900061,Panel B,1,31438690,Yes,DAP,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2944,314386900061,Panel B,1,31438690,Yes,ORGANIC FERTILIZER,,500,Kilogram,,"Yes, The Figures Matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Yes,500,Kilogram,
2920,314386900109,Panel B,1,31438690,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,No,,,
2920,314386900109,Panel B,1,31438690,Yes,23:21:0+4S/CHITOWE,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2920,314386900109,Panel B,1,31438690,Yes,UREA,,50,Kilogram,,"Yes, The Figures Matched",No,Yes,N03,50,Kilogram,,On Foot,,0,5600,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2934,314386900125,Panel B,1,31438690,Yes,UREA,,125,Kilogram,,"Yes, The Figures Matched",No,Yes,N03,50,Kilogram,,On Foot,,100,2500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2934,314386900125,Panel B,1,31438690,Yes,23:21:0+4S/CHITOWE,,30,Kilogram,,"Yes, The Figures Matched",No,Yes,N03,50,Kilogram,,On Foot,,100,2500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2934,314386900125,Panel B,1,31438690,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2932,314386900141,Panel B,1,31438690,Yes,23:21:0+4S/CHITOWE,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2932,314386900141,Panel B,1,31438690,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2932,314386900141,Panel B,1,31438690,Yes,UREA,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2946,314386900157,Panel B,1,31438690,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2946,314386900157,Panel B,1,31438690,Yes,UREA,,50,Kilogram,,"Yes, The Figures Matched",No,Yes,N01,1,50 kg bag,,Bicycle Taxi,,100,5500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2922,314386900188,Panel B,1,31438690,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2922,314386900188,Panel B,1,31438690,Yes,UREA,,25,Kilogram,,"Yes, The Figures Matched",No,Yes,N02,50,Kilogram,,Truck / Bus / Minibus,,0,4800,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2922,314386900188,Panel B,1,31438690,Yes,23:21:0+4S/CHITOWE,,25,Kilogram,,"Yes, The Figures Matched",No,Yes,N02,50,Kilogram,,Truck / Bus / Minibus,,0,5500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2942,314386900204,Panel B,1,31438690,Yes,ORGANIC FERTILIZER,,350,Kilogram,,"Yes, The Figures Matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Yes,350,Kilogram,
2942,314386900204,Panel B,1,31438690,Yes,UREA,,250,Kilogram,,"Yes, The Figures Matched",No,Yes,N04,100,Kilogram,,Truck / Bus / Minibus,,1000,7000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,25,Kilogram,,,,,
2942,314386900204,Panel B,1,31438690,Yes,23:21:0+4S/CHITOWE,,250,Kilogram,,"Yes, The Figures Matched",No,Yes,N04,100,Kilogram,,Truck / Bus / Minibus,,1000,7000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2926,314386900220,Panel B,1,31438690,Yes,23:21:0+4S/CHITOWE,,25,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2926,314386900220,Panel B,1,31438690,Yes,ORGANIC FERTILIZER,,2,Ox cart,,"Yes, The Figures Matched",No,Yes,N01,2,Ox cart,,Own Bicycle or Oxcart,,200,1250,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Yes,2,Ox cart,
2926,314386900220,Panel B,1,31438690,Yes,UREA,,25,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2936,314386900236,Panel B,1,31438690,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2936,314386900236,Panel B,1,31438690,Yes,UREA,,50,Kilogram,,"Yes, The Figures Matched",No,Yes,N01,50,Kilogram,,Own Bicycle or Oxcart,,0,3500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2936,314386900236,Panel B,1,31438690,Yes,23:21:0+4S/CHITOWE,,50,Kilogram,,"Yes, The Figures Matched",No,Yes,N01,50,Kilogram,,Own Bicycle or Oxcart,,0,4000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2918,314386900268,Panel B,1,31438690,Yes,CAN,,50,Kilogram,,"Yes, The Figures Matched",No,Yes,N01,50,Kilogram,,On Foot,,0,5400,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2918,314386900268,Panel B,1,31438690,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2916,314386900300,Panel B,1,31438690,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2916,314386900300,Panel B,1,31438690,Yes,CAN,,30,Kilogram,,"Yes, The Figures Matched",No,Yes,N02,30,Kilogram,,Own Bicycle or Oxcart,,0,3000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2916,314386900300,Panel B,1,31438690,Yes,23:21:0+4S/CHITOWE,,20,Kilogram,,"Yes, The Figures Matched",No,Yes,N02,20,Kilogram,,Own Bicycle or Oxcart,,0,2000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2966,314391020004,Panel B,1,31439102,Yes,CAN,,5,Kilogram,,"Yes, The Figures Matched",No,Yes,N02,1,50 kg bag,,On Foot,,150,4000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2966,314391020004,Panel B,1,31439102,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2966,314391020004,Panel B,1,31439102,Yes,23:21:0+4S/CHITOWE,,50,Kilogram,,"Yes, The Figures Matched",No,Yes,N02,1,50 kg bag,,On Foot,,150,4000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2972,314391020014,Panel B,1,31439102,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2972,314391020014,Panel B,1,31439102,Yes,23:21:0+4S/CHITOWE,,100,Kilogram,,"Yes, The Figures Matched",No,Yes,N01,100,Kilogram,,Truck / Bus / Minibus,,0,9500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2972,314391020014,Panel B,1,31439102,Yes,UREA,,100,Kilogram,,"Yes, The Figures Matched",No,Yes,N01,100,Kilogram,,Truck / Bus / Minibus,,0,11000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2962,314391020024,Panel B,1,31439102,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2958,314391020044,Panel B,1,31439102,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2958,314391020044,Panel B,1,31439102,Yes,UREA,,75,Kilogram,,"Yes, The Figures Matched",No,Yes,N02,2,50 kg bag,,On Foot,,0,11000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2958,314391020044,Panel B,1,31439102,Yes,23:21:0+4S/CHITOWE,,75,Kilogram,,"Yes, The Figures Matched",No,Yes,N02,2,50 kg bag,,On Foot,,0,11000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2954,314391020065,Panel B,1,31439102,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2954,314391020065,Panel B,1,31439102,Yes,UREA,,20,Kilogram,,"Yes, The Figures Matched",No,Yes,N01,20,Kilogram,,On Foot,,0,1800,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2960,314391020115,Panel B,1,31439102,Yes,ORGANIC FERTILIZER,,200,Kilogram,,"Yes, The Figures Matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,200,Kilogram,,N02,,0,No,,,,No,,,
2960,314391020115,Panel B,1,31439102,Yes,UREA,,25,Kilogram,,"Yes, The Figures Matched",No,Yes,N01,25,Kilogram,,Bicycle Taxi,,125,3000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2960,314391020115,Panel B,1,31439102,Yes,23:21:0+4S/CHITOWE,,25,Kilogram,,"Yes, The Figures Matched",No,Yes,N01,25,Kilogram,,Bicycle Taxi,,125,3000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2970,314391020136,Panel B,1,31439102,Yes,UREA,,25,Kilogram,,"Yes, The Figures Matched",No,Yes,N02,25,Kilogram,,Own Bicycle or Oxcart,,0,2800,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2970,314391020136,Panel B,1,31439102,Yes,CAN,,25,Kilogram,,"Yes, The Figures Matched",No,Yes,N02,25,Kilogram,,Own Bicycle or Oxcart,,0,2800,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2970,314391020136,Panel B,1,31439102,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2948,314391020166,Panel B,1,31439102,Yes,UREA,,25,Kilogram,,"Yes, The Figures Matched",No,Yes,N02,25,Kilogram,,On Foot,,0,1500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2948,314391020166,Panel B,1,31439102,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2964,314391020176,Panel B,1,31439102,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2964,314391020176,Panel B,1,31439102,Yes,23:21:0+4S/CHITOWE,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2964,314391020176,Panel B,1,31439102,Yes,UREA,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2956,314391020186,Panel B,1,31439102,Yes,UREA,,100,Kilogram,,"Yes, The Figures Matched",No,Yes,N01,100,Kilogram,,Own Bicycle or Oxcart,,0,9000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2956,314391020186,Panel B,1,31439102,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2956,314391020186,Panel B,1,31439102,Yes,23:21:0+4S/CHITOWE,,100,Kilogram,,"Yes, The Figures Matched",No,Yes,N01,100,Kilogram,,Own Bicycle or Oxcart,,0,9000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
3033,314413890017,Panel A,1,31441389,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3033,314413890017,Panel A,1,31441389,Yes,CAN,,25,Kilogram,,"Yes, The Figures Matched",No,Yes,N02,25,Kilogram,,Bicycle Taxi,,250,2500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
3033,314413890017,Panel A,1,31441389,Yes,23:21:0+4S/CHITOWE,,25,Kilogram,,"Yes, The Figures Matched",No,Yes,N02,25,Kilogram,,Bicycle Taxi,,250,2500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
3009,314413890027,Panel A,1,31441389,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3009,314413890027,Panel A,1,31441389,Yes,23:21:0+4S/CHITOWE,,25,Kilogram,,"Yes, The Figures Matched",No,Yes,N01,25,Kilogram,,On Foot,,0,2250,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
3009,314413890027,Panel A,1,31441389,Yes,UREA,,25,Kilogram,,"Yes, The Figures Matched",No,Yes,N01,25,Kilogram,,On Foot,,0,2250,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
3027,314413890036,Panel A,1,31441389,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3011,314413890063,Panel A,1,31441389,Yes,23:21:0+4S/CHITOWE,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3011,314413890063,Panel A,1,31441389,Yes,UREA,,50,Kilogram,,"Yes, The Figures Matched",No,Yes,N03,1,50 kg bag,,On Foot,,0,2500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
3011,314413890063,Panel A,1,31441389,Yes,ORGANIC FERTILIZER,,50,Kilogram,,"Yes, The Figures Matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,50 kg bag,,N04,,0,No,,,,No,,,
3013,314413890144,Panel A,1,31441389,Yes,23:21:0+4S/CHITOWE,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3013,314413890144,Panel A,1,31441389,Yes,UREA,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3013,314413890144,Panel A,1,31441389,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3023,314413890183,Panel A,1,31441389,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3037,314413890207,Panel A,1,31441389,Yes,CAN,,1,Kilogram,,"Yes, The Figures Matched",No,Yes,N02,1,Kilogram,,On Foot,,0,150,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
3037,314413890207,Panel A,1,31441389,Yes,UREA,,1,Kilogram,,"Yes, The Figures Matched",No,Yes,N02,1,Kilogram,,On Foot,,0,150,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
3037,314413890207,Panel A,1,31441389,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
