occ,y2_hhid,qx_type,interview_status,ag_c00,ag_c02,ag_c03_2,ag_c04a,ag_c04b,ag_c04c,ag_c05e,ag_c06,ag_c07
1,2300-002,PANEL B,Panel B - 2 Visits,R01,BESE MANGOLO,RG01,1,ACRE,.80000001,,11,CLEAR / SUNNY
1,2301-001,PANEL A,Panel A - Only Visit 1,R01,H/MAIZE,RG01,1.5,ACRE,1.6,,,CLEAR / SUNNY
1,2301-002,PANEL A,Panel A - 2 Visits,R01,L/MAIZE,RG01,.5,ACRE,1.1,,,CLEAR / SUNNY
1,2302-001,PANEL B,Panel B - 2 Visits,R01,LIPUNGA,RG01,1,ACRE,.25,,11,CLEAR / SUNNY
1,2305-001,PANEL A,Panel A - 2 Visits,R01,WA KUMUSI,RG01,.5,ACRE,.40000001,,11,MOSTLY CLEAR / MOSTLY SUNNY
1,2305-002,PANEL A,Panel A - 2 Visits,R01,KUMUSI,RG01,.5,ACRE,.40000001,,12,PARTLY CLOUDY / PARTLY SUNNY
1,2306-001,PANEL B,Panel B - 2 Visits,R01,LOCAL MAIZE,RG01,.75,ACRE,.70999998,,11,PARTLY CLOUDY / PARTLY SUNNY
2,2306-001,PANEL B,Panel B - 2 Visits,R02,LOCAL MAIZE,RG02,1.5,ACRE,1.09,,11,PARTLY CLOUDY / PARTLY SUNNY
3,2306-001,PANEL B,Panel B - 2 Visits,R03,HYBRID MAIZE,RG03,.5,ACRE,.44999999,,11,PARTLY CLOUDY / PARTLY SUNNY
1,2307-002,PANEL A,Panel A - 2 Visits,R01,MERCY NAGOLI,RG01,.5,ACRE,.69999999,,10,MOSTLY CLEAR / MOSTLY SUNNY
2,2307-002,PANEL A,Panel A - 2 Visits,R02,MERCY NAGOLI,RG02,.5,ACRE,.2,,11,MOSTLY CLEAR / MOSTLY SUNNY
1,2308-001,PANEL B,Panel B - 2 Visits,R01,KUMCHENGA,RG01,.050000001,ACRE,.039999999,,8,CLEAR / SUNNY
1,2309-001,PANEL A,Panel A - 2 Visits,R01,RWALA KUMUSI,RG01,1,ACRE,1.4,,10,COMPLETELY CLOUDY
2,2309-001,PANEL A,Panel A - 2 Visits,R02,RWALA KUNTUNDA,RG02,.5,ACRE,.5,,10,COMPLETELY CLOUDY
1,2310-001,PANEL B,Panel B - 2 Visits,R01,LOCAL MAIZE,RG01,.25,ACRE,.34,,11,PARTLY CLOUDY / PARTLY SUNNY
2,2310-001,PANEL B,Panel B - 2 Visits,R02,LOCAL MAIZE,RG02,1,ACRE,1,,11,PARTLY CLOUDY / PARTLY SUNNY
3,2310-001,PANEL B,Panel B - 2 Visits,R03,MANIPINTAR G/N,RG01,.25,ACRE,.16,,11,PARTLY CLOUDY / PARTLY SUNNY
1,2311-001,PANEL A,Panel A - 2 Visits,R01,PAKHOMO,RG01,.5,ACRE,.2,,11,MOSTLY CLEAR / MOSTLY SUNNY
2,2311-001,PANEL A,Panel A - 2 Visits,R02,KUPHIRI,RG02,1.5,ACRE,.2,,12,MOSTLY CLEAR / MOSTLY SUNNY
1,2312-001,PANEL B,Panel B - 2 Visits,R01,LOCAL MAIZE,RG01,.5,ACRE,.22,,11,CLEAR / SUNNY
2,2312-001,PANEL B,Panel B - 2 Visits,R02,HYBRID MAIZE,RG01,1,ACRE,.5,,12,CLEAR / SUNNY
1,2313-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2314-001,PANEL B,Panel B - 2 Visits,R01,LOCAL MAIZE,RG01,1,ACRE,1.5,,11,PARTLY CLOUDY / PARTLY SUNNY
1,2315-001,PANEL A,Panel A - 2 Visits,R01,PAKHOMO,RG01,.5,ACRE,.1,,11,COMPLETELY CLOUDY
2,2315-001,PANEL A,Panel A - 2 Visits,R02,KUMCHENGA,RG02,1.5,ACRE,1.2,,10,COMPLETELY CLOUDY
1,2316-001,PANEL B,Panel B - 2 Visits,R01,KU LUNZU,RG01,2,ACRE,,OTHER (SPECIFY),,
1,2317-001,PANEL A,Panel A - 2 Visits,R01,WACHIMANGA,RG01,.89999998,ACRE,1.1,,11,PARTLY CLOUDY / PARTLY SUNNY
1,2317-003,PANEL A,Panel A - 2 Visits,R01,LOCAL MAIZE,RG01,1,ACRE,.51999998,,11,MOSTLY CLEAR / MOSTLY SUNNY
2,2317-003,PANEL A,Panel A - 2 Visits,R02,HYBRID RECYCLED,RG02,.5,ACRE,.22,,12,MOSTLY CLEAR / MOSTLY SUNNY
1,2318-001,PANEL B,Panel B - 2 Visits,R01,HYBRID MAIZE,RG01,.5,ACRE,.64999998,,11,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
2,2318-001,PANEL B,Panel B - 2 Visits,R02,HYBRID RECYCLED,RG02,.5,ACRE,.44,,11,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
3,2318-001,PANEL B,Panel B - 2 Visits,R03,LOCAL MAIZE,RG03,.5,ACRE,.58999997,,10,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
1,2319-001,PANEL A,Panel A - 2 Visits,R01,WAKUPHIRI,RG01,.5,ACRE,1.7,,10,PARTLY CLOUDY / PARTLY SUNNY
2,2319-001,PANEL A,Panel A - 2 Visits,R02,WAPAKHOMO,RG02,.2,ACRE,.2,,11,PARTLY CLOUDY / PARTLY SUNNY
1,2320-001,PANEL B,Panel B - 2 Visits,R01,KUMUSI,RG01,.5,ACRE,1.38,,11,CLEAR / SUNNY
1,2321-001,PANEL A,Panel A - 2 Visits,R01,NAMULENGA,RG01,.5,ACRE,.2,,11,MOSTLY CLEAR / MOSTLY SUNNY
2,2321-001,PANEL A,Panel A - 2 Visits,R02,DIMBA,RG02,1,ACRE,.30000001,,11,MOSTLY CLEAR / MOSTLY SUNNY
3,2321-001,PANEL A,Panel A - 2 Visits,R03,BULUGAMU,RG03,.5,ACRE,.40000001,,12,COMPLETELY CLOUDY
1,2322-001,PANEL B,Panel B - 2 Visits,R01,INDIA,RG01,1.03,ACRE,1.0599999,,11,COMPLETELY CLOUDY
1,2323-001,PANEL A,Panel A - 2 Visits,R01,NAMITAMB HILL,RG01,.5,ACRE,.60000002,,10,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
2,2323-001,PANEL A,Panel A - 2 Visits,R02,KUMULAMBE,RG02,.5,ACRE,.69999999,,11,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
3,2323-001,PANEL A,Panel A - 2 Visits,R03,NEAR HOUSEHOLD,RG03,.25,ACRE,0,,11,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
4,2323-001,PANEL A,Panel A - 2 Visits,R04,KUDAMBO,RG04,.2,ACRE,.60000002,,10,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
1,2324-001,PANEL B,Panel B - 2 Visits,R01,HYBRID RECYCLED,RG01,.5,ACRE,.50999999,,11,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
2,2324-001,PANEL B,Panel B - 2 Visits,R02,HYBRID MAIZE,RG02,1,ACRE,.63999999,,11,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
1,2325-001,PANEL A,Panel A - 2 Visits,R01,WA KUSIDYA,RG01,.5,ACRE,.30000001,,11,CLEAR / SUNNY
2,2325-001,PANEL A,Panel A - 2 Visits,R02,WA KUMULO,RG02,1,ACRE,.60000002,,11,CLEAR / SUNNY
1,2326-001,PANEL B,Panel B - 2 Visits,R01,HYBRID MAIZE,RG01,3,ACRE,6.6100001,,11,PARTLY CLOUDY / PARTLY SUNNY
2,2326-001,PANEL B,Panel B - 2 Visits,R02,TOMATO,RG02,1,ACRE,.91000003,,11,PARTLY CLOUDY / PARTLY SUNNY
3,2326-001,PANEL B,Panel B - 2 Visits,R03,COTTON,RG03,.25,ACRE,.44,,11,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
4,2326-001,PANEL B,Panel B - 2 Visits,R04,PIGEON PEAS,RG03,.25,ACRE,.62,,11,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
5,2326-001,PANEL B,Panel B - 2 Visits,R05,GROUND BEAN,RG03,.25,ACRE,.41999999,,12,PARTLY CLOUDY / PARTLY SUNNY
1,2326-003,PANEL B,Panel B - 2 Visits,R01,HYBRID MAIZE,RG01,2,ACRE,1.7,,11,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
2,2326-003,PANEL B,Panel B - 2 Visits,R02,COTTON,RG02,1,ACRE,.89999998,,11,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
3,2326-003,PANEL B,Panel B - 2 Visits,R03,SOYABEAN,RG03,.25,ACRE,.1,,11,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
1,2327-001,PANEL A,Panel A - 2 Visits,R01,PAKHOMO WA KUMUSI,RG01,.89999998,ACRE,.5,,10,MOSTLY CLEAR / MOSTLY SUNNY
2,2327-001,PANEL A,Panel A - 2 Visits,R02,WAPAKHOMO,RG02,.5,ACRE,.60000002,,10,MOSTLY CLEAR / MOSTLY SUNNY
1,2328-001,PANEL B,Panel B - 2 Visits,R01,PANKHOKWE,RG01,.5,ACRE,.44999999,,12,CLEAR / SUNNY
2,2328-001,PANEL B,Panel B - 2 Visits,R02,KUMPAKASA,RG02,.5,ACRE,.73000002,,12,CLEAR / SUNNY
1,2329-001,PANEL A,Panel A - 2 Visits,R01,KUMITUMBILA,RG01,.5,ACRE,.5,,11,PARTLY CLOUDY / PARTLY SUNNY
2,2329-001,PANEL A,Panel A - 2 Visits,R02,WAPAKHOMO,RG02,.25,ACRE,0,,10,PARTLY CLOUDY / PARTLY SUNNY
1,2330-001,PANEL B,Panel B - 2 Visits,R01,KWA MANGAULE,RG01,1,ACRE,1.04,,9,CLEAR / SUNNY
2,2330-001,PANEL B,Panel B - 2 Visits,R02,WAPAKHOMO,RG02,2,ACRE,2.01,,10,CLEAR / SUNNY
1,2331-001,PANEL A,Panel A - 2 Visits,R01,MUNDA WA PAKHOMO,RG01,.5,ACRE,.30000001,,11,MOSTLY CLEAR / MOSTLY SUNNY
2,2331-001,PANEL A,Panel A - 2 Visits,R02,MUNDA WAKUNGULUDI,RG02,1,ACRE,1.1,,11,MOSTLY CLEAR / MOSTLY SUNNY
1,2331-007,PANEL A,Panel A - 2 Visits,R01,WA PAKHOMO,RG01,.2,ACRE,.40000001,,7,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
2,2331-007,PANEL A,Panel A - 2 Visits,R02,KWA NYAMA,RG02,.5,ACRE,.5,,7,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
1,2332-002,PANEL B,Panel B - 2 Visits,R01,HYBRID RECYCLED MAIZE,RG01,.25,ACRE,.61000001,,11,PARTLY CLOUDY / PARTLY SUNNY
2,2332-002,PANEL B,Panel B - 2 Visits,R02,HYBRID RECYCLED MAIZE,RG02,1,ACRE,.89999998,,11,MOSTLY CLEAR / MOSTLY SUNNY
3,2332-002,PANEL B,Panel B - 2 Visits,R03,HYBRID MAIZE RECYCLED,RG03,2,ACRE,1.8200001,,10,PARTLY CLOUDY / PARTLY SUNNY
4,2332-002,PANEL B,Panel B - 2 Visits,R04,HYBRID MAIZE,RG04,.5,ACRE,.40000001,,8,MOSTLY CLEAR / MOSTLY SUNNY
1,2333-001,PANEL A,Panel A - 2 Visits,R01,WA KWA KAMBUWA,RG01,.5,ACRE,.2,,12,CLEAR / SUNNY
2,2333-001,PANEL A,Panel A - 2 Visits,R02,WAPAKHOMO,RG02,.25,ACRE,.1,,12,CLEAR / SUNNY
1,2334-001,PANEL B,Panel B - 2 Visits,R01,PAKHOMO,RG01,1,ACRE,.94,,11,CLEAR / SUNNY
2,2334-001,PANEL B,Panel B - 2 Visits,R02,THOMBONONGWE KUMTUNDA,RG02,1,ACRE,.95999998,,11,CLEAR / SUNNY
3,2334-001,PANEL B,Panel B - 2 Visits,R03,THOMBONONGWE KUMUSI,RG03,1.5,ACRE,1.47,,11,CLEAR / SUNNY
1,2335-001,PANEL A,Panel A - 2 Visits,R01,MUNDA WA KUDAMBO,RG01,.40000001,ACRE,.40000001,,11,MOSTLY CLEAR / MOSTLY SUNNY
2,2335-001,PANEL A,Panel A - 2 Visits,R02,MUNDA WAKUDAMBO WAUNG'ONO,RG02,.40000001,ACRE,.2,,11,MOSTLY CLEAR / MOSTLY SUNNY
3,2335-001,PANEL A,Panel A - 2 Visits,R03,KUMA INDIA,RG03,.40000001,ACRE,.60000002,,11,MOSTLY CLEAR / MOSTLY SUNNY
1,2336-001,PANEL B,Panel B - 2 Visits,R01,HYBRID MAIZE,RG01,.5,ACRE,.44,,8,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
2,2336-001,PANEL B,Panel B - 2 Visits,R02,LOCAL MAIZE,RG02,1.5,ACRE,1.75,,8,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
3,2336-001,PANEL B,Panel B - 2 Visits,R03,HYBRID MAIZE,RG03,.25,ACRE,.43000001,,8,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
1,2337-001,PANEL A,Panel A - Combined Visit,R01,LOCAL MAIZE,RG01,.5,ACRE,.60000002,,10,CLEAR / SUNNY
2,2337-001,PANEL A,Panel A - Combined Visit,R02,GROUND NUTS,RG02,1,ACRE,.60000002,,10,CLEAR / SUNNY
1,2337-002,PANEL A,Panel A - 2 Visits,R01,MUNDA WAPAKHOMO,RG01,1,HECTARE,.40000001,,11,PARTLY CLOUDY / PARTLY SUNNY
1,2338-001,PANEL B,Panel B - 2 Visits,R01,HYBRID RECYCLED,RG01,.5,ACRE,.41,,11,MOSTLY CLEAR / MOSTLY SUNNY
2,2338-001,PANEL B,Panel B - 2 Visits,R02,HYBRID RECYCLED,RG02,.25,ACRE,.22,,10,MOSTLY CLEAR / MOSTLY SUNNY
3,2338-001,PANEL B,Panel B - 2 Visits,R03,RICE PLOT,RG03,.25,ACRE,.31999999,,11,MOSTLY CLEAR / MOSTLY SUNNY
1,2338-002,PANEL B,Panel B - 2 Visits,R01,HYBRID MAIZE,RG01,.5,ACRE,.69999999,,9,PARTLY CLOUDY / PARTLY SUNNY
1,2339-001,PANEL A,Panel A - 2 Visits,R01,HYBRID MAIZE,RG01,.5,ACRE,1.3,,,
2,2339-001,PANEL A,Panel A - 2 Visits,R02,SOYABEAN,RG01,.5,ACRE,1.1,,,
3,2339-001,PANEL A,Panel A - 2 Visits,R03,HYBRID MAIZE,RG02,.5,ACRE,.30000001,,,
4,2339-001,PANEL A,Panel A - 2 Visits,R04,HYBRID MAIZE,RG03,.5,ACRE,.30000001,,,
5,2339-001,PANEL A,Panel A - 2 Visits,R05,HYBRID MAIZE,RG04,.5,ACRE,.2,,,
1,2340-001,PANEL B,Panel B - 2 Visits,R01,RECYCLED HYBRID MAIZE,RG01,1.5,ACRE,1.5,,11,PARTLY CLOUDY / PARTLY SUNNY
2,2340-001,PANEL B,Panel B - 2 Visits,R02,FALLOW,RG02,.25,ACRE,.40000001,,11,PARTLY CLOUDY / PARTLY SUNNY
1,2341-001,PANEL A,Panel A - 2 Visits,R01,HYBRID MAIZE,RG01,1,ACRE,1.5,,11,PARTLY CLOUDY / PARTLY SUNNY
2,2341-001,PANEL A,Panel A - 2 Visits,R02,MUNDA WA CHOTCHA,RG02,.050000001,ACRE,.079999998,,11,PARTLY CLOUDY / PARTLY SUNNY
1,2342-001,PANEL B,Panel B - 2 Visits,R01,WAPAKHOMO,RG01,2,ACRE,2,,11,CLEAR / SUNNY
1,2343-001,PANEL A,Panel A - 2 Visits,R01,H\MAIZE\G.NUTS\P.PEAS,RG01,.25,ACRE,.30000001,,12,CLEAR / SUNNY
2,2343-001,PANEL A,Panel A - 2 Visits,R02,L\MAIZE\SOYA P\PEAS,RG02,.5,ACRE,.60000002,,10,PARTLY CLOUDY / PARTLY SUNNY
3,2343-001,PANEL A,Panel A - 2 Visits,R03,H\MAIZE SOYA BEANS,RG03,.69999999,ACRE,.5,,10,PARTLY CLOUDY / PARTLY SUNNY
1,2344-001,PANEL B,Panel B - 2 Visits,R01,MUNDA WAKU TSIDYA,RG01,1,ACRE,.88999999,,11,CLEAR / SUNNY
2,2344-001,PANEL B,Panel B - 2 Visits,R02,PAKHWAWA,RG02,.5,ACRE,.54000002,,11,CLEAR / SUNNY
3,2344-001,PANEL B,Panel B - 2 Visits,R03,PABULUGAMA,RG03,.25,ACRE,.17,,11,CLEAR / SUNNY
1,2345-001,PANEL A,Panel A - 2 Visits,R01,KAPYOLA1,RG01,.5,ACRE,.40000001,,12,MOSTLY CLEAR / MOSTLY SUNNY
2,2345-001,PANEL A,Panel A - 2 Visits,R02,KAPYOLA2,RG02,.5,ACRE,.30000001,,11,MOSTLY CLEAR / MOSTLY SUNNY
3,2345-001,PANEL A,Panel A - 2 Visits,R03,PHUTHEYA,RG03,.5,ACRE,.89999998,,10,MOSTLY CLEAR / MOSTLY SUNNY
1,2346-001,PANEL B,Panel B - 2 Visits,R01,PAKHOMO,RG01,1,ACRE,.15000001,,10,CLEAR / SUNNY
1,2347-002,PANEL A,Panel A - 2 Visits,R01,MAIZE,RG01,.5,ACRE,1.5,,13,PARTLY CLOUDY / PARTLY SUNNY
2,2347-002,PANEL A,Panel A - 2 Visits,R02,MERIA,RG02,1,ACRE,1.1,,11,PARTLY CLOUDY / PARTLY SUNNY
3,2347-002,PANEL A,Panel A - 2 Visits,R03,MERIA,RG03,1,ACRE,1.5,,11,PARTLY CLOUDY / PARTLY SUNNY
4,2347-002,PANEL A,Panel A - 2 Visits,R04,MERIA,RG04,1,ACRE,.69999999,,11,PARTLY CLOUDY / PARTLY SUNNY
1,2348-001,PANEL B,Panel B - 2 Visits,R01,HYBRID MAIZE,RG01,.5,ACRE,1,,11,CLEAR / SUNNY
2,2348-001,PANEL B,Panel B - 2 Visits,R02,LOCAL MAIZE,RG02,1,ACRE,.5,,8,PARTLY CLOUDY / PARTLY SUNNY
3,2348-001,PANEL B,Panel B - 2 Visits,R03,HYBRID MAIZE,RG03,.25,ACRE,.1,,11,CLEAR / SUNNY
1,2349-001,PANEL A,Panel A - 2 Visits,R01,HYBRID MAIZE,RG01,3,HECTARE,4,,,CLEAR / SUNNY
1,2349-004,PANEL A,Panel A - 2 Visits,R01,LIWONDE,RG01,1,ACRE,,TOO FAR,,
1,2350-001,PANEL B,Panel B - 2 Visits,R01,L. MAIZE,RG01,1,ACRE,.1,,8,CLEAR / SUNNY
1,2351-001,PANEL A,Panel A - 2 Visits,R01,KU DAMBO,RG01,.5,ACRE,.80000001,,11,COMPLETELY CLOUDY
2,2351-001,PANEL A,Panel A - 2 Visits,R02,PA KHOMO,RG02,.5,ACRE,.60000002,,11,COMPLETELY CLOUDY
3,2351-001,PANEL A,Panel A - 2 Visits,R03,KU DAMBO,RG03,.5,ACRE,.76999998,,11,COMPLETELY CLOUDY
1,2352-001,PANEL B,Panel B - 2 Visits,R01,KUTHOCHI,RG01,1,ACRE,1.27,,10,CLEAR / SUNNY
2,2352-001,PANEL B,Panel B - 2 Visits,R02,KUMANGO,RG02,.25,ACRE,.20999999,,10,CLEAR / SUNNY
3,2352-001,PANEL B,Panel B - 2 Visits,R03,PAKHOMO,RG03,.5,ACRE,.61000001,,10,CLEAR / SUNNY
1,2353-001,PANEL A,Panel A - 2 Visits,R01,L\MAIZE,RG01,.60000002,ACRE,1.6,,11,CLEAR / SUNNY
1,2354-001,PANEL B,Panel B - 2 Visits,R01,WAPAKHOMO,RG01,.5,ACRE,1.05,,7,PARTLY CLOUDY / PARTLY SUNNY
2,2354-001,PANEL B,Panel B - 2 Visits,R02,WAPAKHOMO,RG02,.039999999,ACRE,.079999998,,9,PARTLY CLOUDY / PARTLY SUNNY
3,2354-001,PANEL B,Panel B - 2 Visits,R03,CHITHIPA,RG03,.039999999,ACRE,.050000001,,9,PARTLY CLOUDY / PARTLY SUNNY
4,2354-001,PANEL B,Panel B - 2 Visits,R04,WAKUPHIRI,RG04,.25,ACRE,.039999999,,11,PARTLY CLOUDY / PARTLY SUNNY
1,2355-001,PANEL A,Panel A - 2 Visits,R01,HYBRID MAIZE,RG01,.25,HECTARE,.30000001,,12,CLEAR / SUNNY
1,2356-001,PANEL B,Panel B - 2 Visits,R01,PANKHOMO,RG01,1.5,ACRE,.57999998,,11,CLEAR / SUNNY
2,2356-001,PANEL B,Panel B - 2 Visits,R02,PATSIDYA,RG02,1,ACRE,.81999999,,13,CLEAR / SUNNY
3,2356-001,PANEL B,Panel B - 2 Visits,R03,PATSIDYA,RG02,1,ACRE,.51999998,,13,CLEAR / SUNNY
1,2356-002,PANEL B,Panel B - 2 Visits,R01,KULESA,RG01,1,ACRE,.67000002,,9,CLEAR / SUNNY
2,2356-002,PANEL B,Panel B - 2 Visits,R02,PANKHOMO,RG02,.5,ACRE,.28,,9,CLEAR / SUNNY
1,2357-002,PANEL A,Panel A - Combined Visit,R01,HYBRID MAIZE,RG01,.5,ACRE,,TOO FAR,,
2,2357-002,PANEL A,Panel A - Combined Visit,R02,G/NUTS,RG02,.5,ACRE,,TOO FAR,,
3,2357-002,PANEL A,Panel A - Combined Visit,R03,LOCAL MAIZE,RG02,.5,ACRE,,TOO FAR,,
1,2357-004,PANEL A,Panel A - 2 Visits,R01,WAKALOZERA,RG01,.5,ACRE,.62,,8,PARTLY CLOUDY / PARTLY SUNNY
2,2357-004,PANEL A,Panel A - 2 Visits,R02,PANAZEMBA,RG02,.5,ACRE,.73000002,,8,PARTLY CLOUDY / PARTLY SUNNY
3,2357-004,PANEL A,Panel A - 2 Visits,R03,KUTAWONI,RG03,.25,ACRE,.5,,8,PARTLY CLOUDY / PARTLY SUNNY
1,2358-001,PANEL B,Panel B - 2 Visits,R01,LOCAL MAIZE,RG01,.89999998,ACRE,.5,,11,PARTLY CLOUDY / PARTLY SUNNY
2,2358-001,PANEL B,Panel B - 2 Visits,R02,LOCAL MAIZE,RG02,1.5,ACRE,.89999998,,11,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
3,2358-001,PANEL B,Panel B - 2 Visits,R03,HYBRID MAIZE,RG03,.25,ACRE,.89999998,,11,PARTLY CLOUDY / PARTLY SUNNY
1,2359-002,PANEL A,Panel A - 2 Visits,R01,WAKUPHIRI,RG01,.5,ACRE,.40000001,,11,CLEAR / SUNNY
2,2359-002,PANEL A,Panel A - 2 Visits,R02,WAKUNSEU,RG02,.75,ACRE,.2,,11,CLEAR / SUNNY
1,2359-003,PANEL A,Panel A - 2 Visits,R01,KUDAMBO,RG01,1.5,ACRE,1.3,,11,COMPLETELY CLOUDY
2,2359-003,PANEL A,Panel A - 2 Visits,R02,KUSUNGWI,RG02,1,ACRE,.5,,11,COMPLETELY CLOUDY
1,2360-003,PANEL B,Panel B - 2 Visits,R01,KACHIMA,RG01,1,ACRE,.44999999,,8,MOSTLY CLEAR / MOSTLY SUNNY
1,2360-004,PANEL B,Panel B - 2 Visits,R01,LOCAL MAIZE,RG01,5,ACRE,3.45,,10,MOSTLY CLEAR / MOSTLY SUNNY
1,2361-001,PANEL A,Panel A - 2 Visits,R01,L\MAIZE,RG01,.5,ACRE,.60000002,,11,PARTLY CLOUDY / PARTLY SUNNY
2,2361-001,PANEL A,Panel A - 2 Visits,R02,NSAWAWA,RG01,.5,ACRE,.60000002,,11,PARTLY CLOUDY / PARTLY SUNNY
3,2361-001,PANEL A,Panel A - 2 Visits,R03,HYBRIDMAIZE,RG02,.5,ACRE,.80000001,,10,PARTLY CLOUDY / PARTLY SUNNY
4,2361-001,PANEL A,Panel A - 2 Visits,R04,SOYABEANS,RG02,.5,ACRE,.80000001,,10,PARTLY CLOUDY / PARTLY SUNNY
5,2361-001,PANEL A,Panel A - 2 Visits,R05,S\POTATOE,RG03,.5,ACRE,.80000001,,11,PARTLY CLOUDY / PARTLY SUNNY
6,2361-001,PANEL A,Panel A - 2 Visits,R06,G\NUTS,RG04,.5,ACRE,.80000001,,11,PARTLY CLOUDY / PARTLY SUNNY
1,2362-001,PANEL B,Panel B - 2 Visits,R01,LOCAL MAIZE,RG01,1.25,ACRE,.92000002,,11,CLEAR / SUNNY
1,2363-001,PANEL A,Panel A - 2 Visits,R01,MUNDA WAUNG'ONO,RG01,.5,ACRE,1.4,,12,MOSTLY CLEAR / MOSTLY SUNNY
1,2364-001,PANEL B,Panel B - 2 Visits,R01,LOCAL MAIZE,RG01,3.5,ACRE,2.1800001,,10,MOSTLY CLEAR / MOSTLY SUNNY
2,2364-001,PANEL B,Panel B - 2 Visits,R02,LOCAL MAIZE,RG02,2,ACRE,1.46,,10,MOSTLY CLEAR / MOSTLY SUNNY
1,2365-001,PANEL A,Panel A - 2 Visits,R01,HYBRID MAIZE,RG01,.5,ACRE,.89999998,,11,MOSTLY CLEAR / MOSTLY SUNNY
2,2365-001,PANEL A,Panel A - 2 Visits,R02,SWEET POTATO,RG01,.40000001,ACRE,.1,,11,MOSTLY CLEAR / MOSTLY SUNNY
3,2365-001,PANEL A,Panel A - 2 Visits,R03,KWAMPOTOLA,RG02,1,ACRE,1,,12,MOSTLY CLEAR / MOSTLY SUNNY
4,2365-001,PANEL A,Panel A - 2 Visits,R04,KUCHIMWALIRA,RG03,1,ACRE,1,,9,MOSTLY CLEAR / MOSTLY SUNNY
5,2365-001,PANEL A,Panel A - 2 Visits,R05,KWASABUNI,RG04,1,ACRE,.89999998,,10,MOSTLY CLEAR / MOSTLY SUNNY
1,2366-001,PANEL B,Panel B - 2 Visits,R01,MKALAZI,RG01,2,ACRE,.059999999,,12,PARTLY CLOUDY / PARTLY SUNNY
2,2366-001,PANEL B,Panel B - 2 Visits,R02,KUMKHOMO,RG02,1.05,ACRE,.02,,10,PARTLY CLOUDY / PARTLY SUNNY
3,2366-001,PANEL B,Panel B - 2 Visits,R03,CHIMEMBE,RG03,1.03,ACRE,.0099999998,,11,PARTLY CLOUDY / PARTLY SUNNY
4,2366-001,PANEL B,Panel B - 2 Visits,R04,PAKHOMO,RG04,1.0599999,ACRE,.029999999,,11,PARTLY CLOUDY / PARTLY SUNNY
1,2367-002,PANEL A,Panel A - 2 Visits,R01,PASUNGWI,RG01,.5,ACRE,.60000002,,9,CLEAR / SUNNY
2,2367-002,PANEL A,Panel A - 2 Visits,R02,KUDAMBO,RG02,.30000001,ACRE,.5,,12,PARTLY CLOUDY / PARTLY SUNNY
1,2368-002,PANEL B,Panel B - 2 Visits,R01,WAPAKHOMO,RG01,1,ACRE,1.28,,11,CLEAR / SUNNY
2,2368-002,PANEL B,Panel B - 2 Visits,R02,WAKUMKALAZI,RG02,.5,ACRE,.56999999,,11,CLEAR / SUNNY
1,2369-001,PANEL A,Panel A - 2 Visits,R01,LOCAL MAIZE,RG01,.40000001,ACRE,.2,,6,MOSTLY CLEAR / MOSTLY SUNNY
2,2369-001,PANEL A,Panel A - 2 Visits,R02,FALLOW,RG02,.5,ACRE,.30000001,,8,MOSTLY CLEAR / MOSTLY SUNNY
3,2369-001,PANEL A,Panel A - 2 Visits,R03,HYBRID MAIZE,RG03,.5,ACRE,.81,,9,MOSTLY CLEAR / MOSTLY SUNNY
4,2369-001,PANEL A,Panel A - 2 Visits,R04,LOCAL MAIZE,RG04,.5,ACRE,.31999999,,8,MOSTLY CLEAR / MOSTLY SUNNY
1,2370-001,PANEL B,Panel B - 2 Visits,R01,LOCAL MAIZE,RG01,1,ACRE,2.1600001,,10,MOSTLY CLEAR / MOSTLY SUNNY
2,2370-001,PANEL B,Panel B - 2 Visits,R02,HYBRID MAIZE,RG02,.5,ACRE,.31999999,,10,MOSTLY CLEAR / MOSTLY SUNNY
1,2370-002,PANEL B,Panel B - 2 Visits,R01,HYBRID MAIZE,RG01,.25,ACRE,.22,,10,MOSTLY CLEAR / MOSTLY SUNNY
