occ,y2_hhid,qx_type,interview_status,ag_b0a,ag_b0c,ag_b01a,ag_b01b,ag_b02,ag_b03a,ag_b03b,ag_b04a,ag_b04b,ag_b04c,ag_b05a,ag_b05b,ag_b06,ag_b07a,ag_b07b,ag_b07c,ag_b08,ag_b09a,ag_b09b,ag_b10,ag_b11a,ag_b11b,ag_b11c,ag_b12a,ag_b12b,ag_b12c,ag_b13a,ag_b13b,ag_b13c,ag_b14a,ag_b14b,ag_b14c,ag_b15a,ag_b15b,ag_b15c,ag_b16a,ag_b16b,ag_b16c,ag_b16d,ag_b17a,ag_b17b,ag_b18,ag_b19,ag_b20a,ag_b20b,ag_b20c,ag_b21a,ag_b21b,ag_b22a,ag_b22b
1,2542-001,PANEL B,Panel B - Combined Visit,YES,TOBACCO BURLEY,1,ACRE,YES,IRREGULAR RAINS,,600,KILOGRAM,NOT APPLICABLE,MARCH,APRIL,YES,600,KILOGRAM,NOT APPLICABLE,170000,1,2,0,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,TO SELL AT A HIGHER PRICE,
1,2542-004,PANEL B,Panel B - 2 Visits,YES,MAIZE LOCAL,.5,ACRE,NO,,,4,50 KG BAG,SHELLED,MARCH,MARCH,NO,,,,,,,,0,,,0,,,0,,,0,,,2,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,2542-004,PANEL B,Panel B - 2 Visits,YES,GROUNDNUT CG7,.5,ACRE,NO,,,25,KILOGRAM,SHELLED,MAY,MAY,NO,,,,,,,,0,,,0,,,0,,,0,,,1,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,2543-001,PANEL A,Panel A - 2 Visits,YES,MAIZE HYBRID,.40000001,ACRE,NO,,,5,50 KG BAG,SHELLED,APRIL,APRIL,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,25,KILOGRAM,SHELLED,,INSECTS,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,2543-001,PANEL A,Panel A - 2 Visits,YES,TANAPOSI,.1,ACRE,NO,,,1,OX-CART,NOT APPLICABLE,MARCH,MARCH,YES,1,OX-CART,NOT APPLICABLE,5000,1,2,0,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,TO SELL AT A HIGHER PRICE,
1,2544-002,PANEL B,Panel B - 2 Visits,YES,MAIZE LOCAL,.80000001,ACRE,YES,DROUGHT,,6,50 KG BAG,SHELLED,MARCH,MARCH,NO,,,,,,,,0,,,0,,,0,,,0,,,50,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,2544-002,PANEL B,Panel B - 2 Visits,YES,PIGEONPEA(NANDOLO),.1,ACRE,YES,DROUGHT,,10,KILOGRAM,SHELLED,SEPTEMBER,SEPTEMBER,YES,3,KILOGRAM,SHELLED,300,1,,0,0,,,0,,,0,,,0,,,5,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,2545-001,PANEL A,Panel A - 2 Visits,YES,MAIZE LOCAL,1,ACRE,NO,,,12,50 KG BAG,SHELLED,APRIL,APRIL,NO,,,,,,,,4,50 KG BAG,SHELLED,0,,,0,,,0,,,4,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,2545-001,PANEL A,Panel A - 2 Visits,YES,PIGEONPEA(NANDOLO),1,ACRE,NO,,,1,50 KG BAG,SHELLED,SEPTEMBER,SEPTEMBER,YES,8,KILOGRAM,SHELLED,1500,1,,0,2,KILOGRAM,SHELLED,0,,,0,,,0,,,1,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
3,2545-001,PANEL A,Panel A - 2 Visits,YES,PEA,1,ACRE,NO,,,25,KILOGRAM,SHELLED,MARCH,APRIL,NO,,,,,,,,3,KILOGRAM,SHELLED,0,,,0,,,0,,,1,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
4,2545-001,PANEL A,Panel A - 2 Visits,YES,NKHWANI,1,ACRE,NO,,,16,BUNCH,NOT APPLICABLE,DECEMBER,APRIL,NO,,,,,,,,6,BUNCH,NOT APPLICABLE,0,,,0,,,0,,,20,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
1,2545-002,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2546-001,PANEL B,Panel B - 2 Visits,YES,MAIZE LOCAL,1,ACRE,YES,LACK OF HIRED LABOR,IRREGULAR RAINS,3,50 KG BAG,SHELLED,NOVEMBER,NOVEMBER,NO,,,,,,,,0,,,0,,,0,,,0,,,25,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,2546-001,PANEL B,Panel B - 2 Visits,YES,PIGEONPEA(NANDOLO),.1,ACRE,YES,DROUGHT,IRREGULAR RAINS,1,50 KG BAG,SHELLED,NOVEMBER,NOVEMBER,NO,,,,,,,,0,,,0,,,0,,,0,,,1,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,SEED FOR PLANTING,WAIT FOR THE ARRIVAL OF BUYER
1,2547-001,PANEL A,Panel A - 2 Visits,YES,MAIZE LOCAL,.5,ACRE,NO,,,8,50 KG BAG,SHELLED,APRIL,APRIL,NO,,,,,,,,0,,,0,,,0,,,0,,,50,KILOGRAM,SHELLED,50,KILOGRAM,SHELLED,,RODENTS/PESTS,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,2547-001,PANEL A,Panel A - 2 Visits,YES,BEANS,.2,ACRE,NO,,,25,KILOGRAM,SHELLED,MARCH,MARCH,YES,23,KILOGRAM,SHELLED,3000,1,2,0,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
3,2547-001,PANEL A,Panel A - 2 Visits,YES,PIGEONPEA(NANDOLO),.1,ACRE,NO,,,1,KILOGRAM,SHELLED,AUGUST,AUGUST,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
4,2547-001,PANEL A,Panel A - 2 Visits,YES,NKHWANI,.1,ACRE,NO,,,25,BUNCH,NOT APPLICABLE,DECEMBER,AUGUST,YES,20,BUNCH,NOT APPLICABLE,600,1,2,0,0,,,0,,,0,,,0,,,1,NO 12 PLATE,NOT APPLICABLE,0,,,,,,NO,,,,,,,TO SELL AT A HIGHER PRICE,SEED FOR PLANTING
1,2548-001,PANEL B,Panel B - 2 Visits,YES,MAIZE LOCAL,.5,ACRE,YES,DROUGHT,,2,50 KG BAG,SHELLED,MARCH,MARCH,NO,,,,,,,,0,,,0,,,0,,,0,,,4,KILOGRAM,SHELLED,1,50 KG BAG,SHELLED,,RODENTS/PESTS,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,2548-001,PANEL B,Panel B - 2 Visits,YES,MAIZE HYBRID,.5,ACRE,NO,,,3,50 KG BAG,SHELLED,MARCH,MARCH,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
3,2548-001,PANEL B,Panel B - 2 Visits,YES,PIGEONPEA(NANDOLO),.2,ACRE,NO,,,25,KILOGRAM,SHELLED,AUGUST,AUGUST,NO,,,,,,,,0,,,0,,,0,,,0,,,3,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,2549-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2549-002,PANEL A,Panel A - 2 Visits,YES,MAIZE HYBRID,.25,ACRE,YES,DROUGHT,FLOODING,5,50 KG BAG,SHELLED,APRIL,APRIL,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,2549-002,PANEL A,Panel A - 2 Visits,YES,BEANS,.25,ACRE,YES,DROUGHT,FLOODING,20,50 KG BAG,SHELLED,APRIL,APRIL,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
3,2549-002,PANEL A,Panel A - 2 Visits,YES,TOMATO,.25,ACRE,YES,DROUGHT,FLOODING,10,BALE,NOT APPLICABLE,FEBRUARY,FEBRUARY,YES,10,BALE,NOT APPLICABLE,15000,1,2,1500,0,,,0,,,0,,,0,,,0,,,4,OTHER (SPECIFY),NOT APPLICABLE,,ROTTING,,NO,,,,,,,OTHER (SPECIFY),
4,2549-002,PANEL A,Panel A - 2 Visits,YES,NKHWANI,.25,ACRE,NO,,,20,BALE,NOT APPLICABLE,APRIL,APRIL,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,OTHER (SPECIFY),
1,2550-001,PANEL B,Panel B - 2 Visits,YES,MAIZE LOCAL,1,ACRE,YES,IRREGULAR RAINS,,9,50 KG BAG,SHELLED,APRIL,APRIL,NO,,,,,,,,0,,,0,,,0,,,0,,,15,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,2550-001,PANEL B,Panel B - 2 Visits,YES,PIGEONPEA(NANDOLO),.5,ACRE,YES,IRREGULAR RAINS,,1,50 KG BAG,SHELLED,SEPTEMBER,SEPTEMBER,YES,25,KILOGRAM,SHELLED,2250,1,,0,0,,,0,,,0,,,0,,,5,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,2551-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2552-001,PANEL B,Panel B - 2 Visits,YES,MAIZE LOCAL,.5,ACRE,YES,DROUGHT,,2,50 KG BAG,SHELLED,MARCH,MARCH,NO,,,,,,,,0,,,0,,,0,,,0,,,15,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,2552-001,PANEL B,Panel B - 2 Visits,YES,GROUNDNUT CG7,.5,ACRE,YES,DROUGHT,,25,KILOGRAM,SHELLED,MARCH,MARCH,NO,,,,,,,,0,,,0,,,0,,,0,,,5,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
3,2552-001,PANEL B,Panel B - 2 Visits,YES,PIGEONPEA(NANDOLO),.5,ACRE,YES,DROUGHT,,25,KILOGRAM,SHELLED,OCTOBER,OCTOBER,NO,,,,,,,,0,,,0,,,0,,,0,,,3,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
4,2552-001,PANEL B,Panel B - 2 Visits,YES,RICE LOCAL,.5,ACRE,YES,DROUGHT,,25,KILOGRAM,SHELLED,JUNE,JUNE,NO,,,,,,,,0,,,0,,,0,,,0,,,1,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
5,2552-001,PANEL B,Panel B - 2 Visits,YES,SWEET POTATO,.5,ACRE,YES,DROUGHT,,2,PAIL (LARGE),NOT APPLICABLE,APRIL,APRIL,NO,,,,,,,,1,PAIL (SMALL),NOT APPLICABLE,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
6,2552-001,PANEL B,Panel B - 2 Visits,YES,NKHWANI,.5,ACRE,YES,DROUGHT,,7,BUNCH,NOT APPLICABLE,DECEMBER,FEBRUARY,NO,,,,,,,,2,BUNCH,NOT APPLICABLE,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
1,2552-003,PANEL B,Panel B - 2 Visits,YES,MAIZE LOCAL,.5,ACRE,YES,DROUGHT,,2,50 KG BAG,SHELLED,MARCH,MARCH,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,2552-003,PANEL B,Panel B - 2 Visits,YES,PIGEONPEA(NANDOLO),.5,ACRE,YES,DROUGHT,,13,KILOGRAM,SHELLED,AUGUST,AUGUST,YES,3,KILOGRAM,SHELLED,300,1,2,0,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,2553-001,PANEL A,Panel A - 2 Visits,YES,MAIZE LOCAL,.5,ACRE,YES,OTHER (SPECIFY),,12,50 KG BAG,SHELLED,APRIL,APRIL,NO,,,,,,,,0,,,0,,,0,,,0,,,15,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,2553-001,PANEL A,Panel A - 2 Visits,YES,BEANS,.5,ACRE,YES,OTHER (SPECIFY),,25,KILOGRAM,SHELLED,FEBRUARY,MARCH,YES,15,KILOGRAM,SHELLED,6000,2,,600,0,,,0,,,0,,,0,,,12,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
3,2553-001,PANEL A,Panel A - 2 Visits,YES,NKHWANI,.5,ACRE,YES,OTHER (SPECIFY),,4,BALE,NOT APPLICABLE,DECEMBER,APRIL,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,2554-003,PANEL B,Panel B - 2 Visits,YES,MAIZE LOCAL,.75,ACRE,YES,DROUGHT,,2,50 KG BAG,SHELLED,APRIL,APRIL,NO,,,,,,,,0,,,0,,,0,,,0,,,20,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,2554-003,PANEL B,Panel B - 2 Visits,YES,MAIZE HYBRID,.25,ACRE,YES,DROUGHT,,1,50 KG BAG,SHELLED,APRIL,APRIL,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
3,2554-003,PANEL B,Panel B - 2 Visits,YES,PIGEONPEA(NANDOLO),1,ACRE,NO,,,25,KILOGRAM,SHELLED,SEPTEMBER,SEPTEMBER,YES,2,50 KG BAG,SHELLED,160,1,,0,0,,,0,,,0,,,0,,,7,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
4,2554-003,PANEL B,Panel B - 2 Visits,YES,GROUNDNUT CG7,.5,ACRE,NO,,,10,50 KG BAG,SHELLED,MAY,MAY,NO,,,,,,,,0,,,0,,,0,,,0,,,5,KILOGRAM,NOT APPLICABLE,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
1,2555-001,PANEL A,Panel A - 2 Visits,YES,MAIZE LOCAL,.5,ACRE,YES,OTHER (SPECIFY),,11,50 KG BAG,SHELLED,APRIL,APRIL,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,2555-001,PANEL A,Panel A - 2 Visits,YES,TOMATO,.5,ACRE,YES,DISEASES,,5,PAIL (LARGE),NOT APPLICABLE,MARCH,APRIL,YES,4,PAIL (LARGE),NOT APPLICABLE,83000,1,2,0,0,,,0,,,0,,,0,,,0,,,1,PAIL (SMALL),NOT APPLICABLE,,ROTTING,INSECTS,NO,,,,,,,TO SELL AT A HIGHER PRICE,
3,2555-001,PANEL A,Panel A - 2 Visits,YES,OTHER (SPECIFY),.5,ACRE,YES,DISEASES,,10,BUNCH,NOT APPLICABLE,JANUARY,FEBRUARY,YES,8,BUNCH,NOT APPLICABLE,32000,1,2,0,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,TO SELL AT A HIGHER PRICE,
4,2555-001,PANEL A,Panel A - 2 Visits,YES,CABBAGE,.5,ACRE,YES,DISEASES,,1,OX-CART,NOT APPLICABLE,MARCH,MARCH,YES,1,OX-CART,NOT APPLICABLE,43000,1,2,0,0,,,0,,,0,,,10,PIECE,NOT APPLICABLE,0,,,0,,,,,,NO,,,,,,,TO SELL AT A HIGHER PRICE,
5,2555-001,PANEL A,Panel A - 2 Visits,YES,TANAPOSI,.5,ACRE,YES,DISEASES,,15,BUNCH,NOT APPLICABLE,JANUARY,FEBRUARY,YES,10,BUNCH,NOT APPLICABLE,1700,1,2,0,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,TO SELL AT A HIGHER PRICE,
6,2555-001,PANEL A,Panel A - 2 Visits,YES,NKHWANI,.5,ACRE,YES,DISEASES,,6,BUNCH,NOT APPLICABLE,DECEMBER,APRIL,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
1,2556-001,PANEL B,Panel B - 2 Visits,YES,MAIZE LOCAL,1,ACRE,YES,IRREGULAR RAINS,,2,50 KG BAG,SHELLED,APRIL,APRIL,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,2556-001,PANEL B,Panel B - 2 Visits,YES,PIGEONPEA(NANDOLO),1,ACRE,YES,IRREGULAR RAINS,,25,KILOGRAM,SHELLED,SEPTEMBER,SEPTEMBER,NO,,,,,,,,5,KILOGRAM,SHELLED,0,,,0,,,0,,,3,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
3,2556-001,PANEL B,Panel B - 2 Visits,YES,GROUNDNUT CG7,1,ACRE,YES,IRREGULAR RAINS,,1,50 KG BAG,SHELLED,APRIL,APRIL,NO,,,,,,,,10,KILOGRAM,SHELLED,0,,,0,,,0,,,1,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
1,2557-001,PANEL A,Panel A - 2 Visits,YES,MAIZE HYBRID,1.5,ACRE,YES,OTHER (SPECIFY),,12,50 KG BAG,SHELLED,APRIL,APRIL,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,2557-001,PANEL A,Panel A - 2 Visits,YES,BEANS,1.5,ACRE,NO,,,120,KILOGRAM,SHELLED,FEBRUARY,MARCH,NO,,,,,,,,0,,,0,,,0,,,0,,,20,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
3,2557-001,PANEL A,Panel A - 2 Visits,YES,PEA,1.5,ACRE,NO,,,1,50 KG BAG,SHELLED,JANUARY,FEBRUARY,NO,,,,,,,,0,,,0,,,0,,,0,,,20,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
4,2557-001,PANEL A,Panel A - 2 Visits,YES,PIGEONPEA(NANDOLO),1.5,ACRE,NO,,,4,50 KG BAG,SHELLED,AUGUST,SEPTEMBER,YES,3,50 KG BAG,SHELLED,18000,1,2,0,0,,,0,,,0,,,0,,,40,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,RENDER PAYMENTS IN-KIND,FOOD FOR HOUSEHOLD
5,2557-001,PANEL A,Panel A - 2 Visits,YES,CABBAGE,.75,ACRE,NO,,,3,OX-CART,NOT APPLICABLE,JANUARY,MAY,YES,3,KILOGRAM,NOT APPLICABLE,80000,1,2,0,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,RENDER PAYMENTS IN-KIND,FOOD FOR HOUSEHOLD
6,2557-001,PANEL A,Panel A - 2 Visits,YES,TOMATO,.75,ACRE,NO,,,100,PAIL (LARGE),NOT APPLICABLE,NOVEMBER,DECEMBER,YES,99,PAIL (LARGE),NOT APPLICABLE,140000,1,2,6000,1,PAIL (SMALL),NOT APPLICABLE,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,RENDER PAYMENTS IN-KIND,FOOD FOR HOUSEHOLD
7,2557-001,PANEL A,Panel A - 2 Visits,YES,TANAPOSI,.75,ACRE,NO,,,150,BUNCH,NOT APPLICABLE,JUNE,AUGUST,YES,146,BUNCH,NOT APPLICABLE,35000,1,2,0,2,BUNCH,NOT APPLICABLE,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,RENDER PAYMENTS IN-KIND,FOOD FOR HOUSEHOLD
1,2557-002,PANEL A,Panel A - 2 Visits,YES,MAIZE LOCAL,.5,ACRE,YES,DROUGHT,,4,50 KG BAG,SHELLED,APRIL,APRIL,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,2557-002,PANEL A,Panel A - 2 Visits,YES,PEA,.5,ACRE,NO,,,3,PAIL (LARGE),UNSHELLED,MAY,MAY,YES,2,PAIL (LARGE),UNSHELLED,15000,1,,0,1,PAIL (SMALL),UNSHELLED,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,TO SELL AT A HIGHER PRICE,
3,2557-002,PANEL A,Panel A - 2 Visits,YES,NKHWANI,.5,ACRE,NO,,,6,BUNCH,NOT APPLICABLE,DECEMBER,APRIL,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
1,2558-001,PANEL B,Panel B - 2 Visits,YES,MAIZE LOCAL,.5,ACRE,YES,DROUGHT,IRREGULAR RAINS,1,50 KG BAG,SHELLED,FEBRUARY,FEBRUARY,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,2558-001,PANEL B,Panel B - 2 Visits,YES,MAIZE HYBRID,.5,ACRE,YES,DROUGHT,IRREGULAR RAINS,2,50 KG BAG,SHELLED,FEBRUARY,FEBRUARY,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
3,2558-001,PANEL B,Panel B - 2 Visits,YES,SWEET POTATO,.5,ACRE,NO,,,19,50 KG BAG,NOT APPLICABLE,MAY,MAY,YES,19,50 KG BAG,NOT APPLICABLE,35000,1,2,2550,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,TO SELL AT A HIGHER PRICE,
1,2559-001,PANEL A,Panel A - 2 Visits,YES,MAIZE LOCAL,1,ACRE,NO,,,12,50 KG BAG,SHELLED,APRIL,APRIL,NO,,,,,,,,0,,,0,,,0,,,0,,,10,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,2559-001,PANEL A,Panel A - 2 Visits,YES,BEANS,1,ACRE,NO,,,20,KILOGRAM,SHELLED,FEBRUARY,MARCH,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
3,2559-001,PANEL A,Panel A - 2 Visits,YES,PIGEONPEA(NANDOLO),1,ACRE,NO,,,25,KILOGRAM,SHELLED,JULY,JULY,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
4,2559-001,PANEL A,Panel A - 2 Visits,YES,NKHWANI,1,ACRE,NO,,,20,BUNCH,NOT APPLICABLE,DECEMBER,APRIL,NO,,,,,,,,0,,,0,,,0,,,0,,,1,KILOGRAM,NOT APPLICABLE,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
5,2559-001,PANEL A,Panel A - 2 Visits,YES,TOMATO,.5,ACRE,NO,,,11,PAIL (LARGE),NOT APPLICABLE,AUGUST,OCTOBER,YES,8,PAIL (LARGE),NOT APPLICABLE,9500,1,,0,1,PAIL (LARGE),NOT APPLICABLE,0,,,0,,,1,PAIL (LARGE),NOT APPLICABLE,0,,,1,PAIL (LARGE),NOT APPLICABLE,,ROTTING,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,2560-002,PANEL B,Panel B - 2 Visits,YES,MAIZE LOCAL,.5,ACRE,YES,DROUGHT,,4,50 KG BAG,SHELLED,MARCH,MARCH,NO,,,,,,,,0,,,0,,,0,,,0,,,20,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,2560-002,PANEL B,Panel B - 2 Visits,YES,MAIZE HYBRID,1,ACRE,YES,DROUGHT,,12,50 KG BAG,SHELLED,FEBRUARY,FEBRUARY,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
3,2560-002,PANEL B,Panel B - 2 Visits,YES,PIGEONPEA(NANDOLO),.5,ACRE,YES,DROUGHT,,18,KILOGRAM,SHELLED,AUGUST,AUGUST,NO,,,,,,,,0,,,0,,,0,,,0,,,5,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
4,2560-002,PANEL B,Panel B - 2 Visits,YES,GROUNDNUT CHALIMBANA,.5,ACRE,YES,DROUGHT,,1,50 KG BAG,SHELLED,APRIL,APRIL,NO,,,,,,,,0,,,0,,,0,,,0,,,20,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
5,2560-002,PANEL B,Panel B - 2 Visits,YES,RICE WAMBONE,.5,ACRE,YES,DROUGHT,,3,50 KG BAG,SHELLED,JUNE,JULY,NO,,,,,,,,1,50 KG BAG,SHELLED,0,,,0,,,0,,,10,KILOGRAM,SHELLED,4,KILOGRAM,NOT APPLICABLE,,RODENTS/PESTS,,NO,,,,,,,FOOD FOR HOUSEHOLD,
1,2561-001,PANEL A,Panel A - 2 Visits,YES,MAIZE HYBRID,.5,ACRE,NO,,,9,50 KG BAG,SHELLED,MARCH,MARCH,YES,1,50 KG BAG,SHELLED,2500,1,,0,20,KILOGRAM,SHELLED,0,,,0,,,0,,,25,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,2561-001,PANEL A,Panel A - 2 Visits,YES,PIGEONPEA(NANDOLO),.5,ACRE,NO,,,25,KILOGRAM,SHELLED,JULY,JULY,YES,15,KILOGRAM,SHELLED,900,1,,0,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,TO SELL AT A HIGHER PRICE,FOOD FOR HOUSEHOLD
1,2562-002,PANEL B,Panel B - 2 Visits,YES,MAIZE LOCAL,.25,ACRE,YES,DROUGHT,,3,50 KG BAG,SHELLED,MARCH,MARCH,NO,,,,,,,,0,,,1,PAIL (LARGE),SHELLED,0,,,0,,,5,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,2562-002,PANEL B,Panel B - 2 Visits,YES,PIGEONPEA(NANDOLO),.25,ACRE,NO,,,25,KILOGRAM,SHELLED,JULY,JULY,NO,,,,,,,,0,,,0,,,0,,,0,,,5,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
1,2563-001,PANEL A,Panel A - 2 Visits,YES,MAIZE HYBRID,2,ACRE,YES,DROUGHT,,18,50 KG BAG,SHELLED,MAY,MAY,NO,,,,,,,,0,,,0,,,0,,,0,,,5,KILOGRAM,SHELLED,2,50 KG BAG,SHELLED,,ROTTING,,NO,,,,,,,FOOD FOR HOUSEHOLD,
