HHID,case_id,qx_type,visit,ea_id,ag_i0b,ag_i0b_os,ag_i01,ag_i02a,ag_i02b,ag_i02b_os,ag_i02c,ag_i03,ag_i11,ag_i12a,ag_i12b,ag_i12b_os,ag_i12c,ag_i13,ag_i14a,ag_i14b,ag_i15a,ag_i15b,ag_i16,ag_i17,ag_i17_os,ag_i18,ag_i19,ag_i20,ag_i21a,ag_i21b,ag_i21b_os,ag_i21c,ag_i22,ag_i23a,ag_i23b,ag_i24a,ag_i24b,ag_i25,ag_i26,ag_i26_os,ag_i27,ag_i28,ag_i29,ag_i30a,ag_i30b,ag_i30b_os,ag_i30c,ag_i31a,ag_i31b,ag_i31b_os,ag_i31c,ag_i32a,ag_i32b,ag_i32b_os,ag_i32c,ag_i33a,ag_i33b,ag_i33b_os,ag_i33c,ag_i34a,ag_i34b,ag_i34b_os,ag_i34c,ag_i35a,ag_i35b,ag_i35b_os,ag_i35c,ag_i36a,ag_i36b,ag_i36b_os,ag_i36c,ag_i36d,ag_i36e,ag_i37a,ag_i37a_os,ag_i37b,ag_i37b_os,ag_i38,ag_i39,ag_i39_os,ag_i40a,ag_i40b,ag_i40b_os,ag_i40c,ag_i41a,ag_i41a_os,ag_i41b,ag_i41b_os,ag_i42a,ag_i42a_os,ag_i42b,ag_i42b_os
2615,308016720128,Panel A,2,30801672,PIGEONPEA(NANDOLO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,5,KILOGRAM,,S: SHELLED,0,,,,,,,,,,YES,Bags in house,,4,50 KG BAG,,S: SHELLED,Did Nothing,,,,Food for household,,Seed for planting,
2615,308016720128,Panel A,2,30801672,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,1,50 KG BAG,,S: SHELLED,Spraying,,,,Food for household,,,
2615,308016720128,Panel A,2,30801672,SORGHUM.,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50 KG BAG,,NOT APPLICABLE,0,,,,0,,,,0,,,,5,KILOGRAM,,NOT APPLICABLE,0,,,,,,,,,,YES,Bags in house,,3,50 KG BAG,,NOT APPLICABLE,Did Nothing,,,,Food for household,,Seed for planting,
2619,308016720130,Panel A,2,30801672,PIGEONPEA(NANDOLO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,Seed for planting,
2619,308016720130,Panel A,2,30801672,GROUNDNUT CHALIMBANA,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,5,KILOGRAM,,S: SHELLED,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,Seed for planting,
2619,308016720130,Panel A,2,30801672,MAIZE LOCAL,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,Seed for planting,
2595,308016720142,Panel A,2,30801672,GROUNDNUT CHALIMBANA,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,To sell at a higher price,
2595,308016720142,Panel A,2,30801672,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
2595,308016720142,Panel A,2,30801672,SORGHUM.,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
2595,308016720142,Panel A,2,30801672,PIGEONPEA(NANDOLO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,25,KILOGRAM,,U: UNSHELLED,Spraying,,,,Food for household,,To sell at a higher price,
2603,308016720201,Panel A,2,30801672,NKHWANI,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
2603,308016720201,Panel A,2,30801672,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
2603,308016720201,Panel A,2,30801672,PIGEONPEA(NANDOLO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,23,KILOGRAM,,S: SHELLED,Did Nothing,,,,Food for household,,To sell at a higher price,
2603,308016720201,Panel A,2,30801672,SORGHUM.,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
2607,308016720203,Panel A,2,30801672,SORGHUM.,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
2607,308016720203,Panel A,2,30801672,PIGEONPEA(NANDOLO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
2607,308016720203,Panel A,2,30801672,MAIZE LOCAL,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
2617,308016720219,Panel A,2,30801672,PIGEONPEA(NANDOLO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
2617,308016720219,Panel A,2,30801672,MAIZE LOCAL,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
2617,308016720219,Panel A,2,30801672,GROUNDNUT CHALIMBANA,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,3,KILOGRAM,,U: UNSHELLED,Did Nothing,,,,Food for household,,,
2516,308016790005,Panel B,2,30801679,MAIZE LOCAL,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,20,KILOGRAM,,S: SHELLED,0,,,,,,,,,,YES,Bags in house,,3,50 KG BAG,,S: SHELLED,Spraying,,,,Food for household,,Seed for planting,
2516,308016790005,Panel B,2,30801679,PIGEONPEA(NANDOLO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,Seed for planting,
2512,308016790014,Panel B,2,30801679,MAIZE LOCAL,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,10,KILOGRAM,,S: SHELLED,0,,,,,,,,,,YES,Bags in house,,1,50 KG BAG,,S: SHELLED,Spraying,,,,Food for household,,Seed for planting,
2512,308016790014,Panel B,2,30801679,GROUNDNUT CHALIMBANA,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,Seed for planting,
2512,308016790014,Panel B,2,30801679,PIGEONPEA(NANDOLO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,5,KILOGRAM,,S: SHELLED,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,Seed for planting,
2512,308016790014,Panel B,2,30801679,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
2512,308016790014,Panel B,2,30801679,NKHWANI,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Does not usually store,,,
2530,308016790023,Panel B,2,30801679,RISE LOCAL,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,5,KILOGRAM,,S: SHELLED,0,,,,,,,,,,YES,Bags in house,,10,KILOGRAM,,S: SHELLED,Did Nothing,,,,Food for household,,Seed for planting,
2530,308016790023,Panel B,2,30801679,MAIZE LOCAL,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,Seed for planting,
2518,308016790038,Panel B,2,30801679,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
2504,308016790041,Panel B,2,30801679,PIGEONPEA(NANDOLO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,Seed for planting,
2504,308016790041,Panel B,2,30801679,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
2502,308016790050,Panel B,2,30801679,GROUNDNUT CHALIMBANA,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
2502,308016790050,Panel B,2,30801679,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
2502,308016790050,Panel B,2,30801679,PIGEONPEA(NANDOLO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
2528,308016790078,Panel B,2,30801679,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
2528,308016790078,Panel B,2,30801679,RISE LOCAL,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
2506,308016790087,Panel B,2,30801679,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
2506,308016790087,Panel B,2,30801679,NKHWANI,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
2524,308016790096,Panel B,2,30801679,MAIZE LOCAL,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,10,KILOGRAM,,S: SHELLED,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,Seed for planting,
2524,308016790096,Panel B,2,30801679,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
2524,308016790096,Panel B,2,30801679,RISE LOCAL,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,4,KILOGRAM,,S: SHELLED,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,Seed for planting,
2524,308016790096,Panel B,2,30801679,PIGEONPEA(NANDOLO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,Seed for planting,
2522,308016790115,Panel B,2,30801679,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
2522,308016790115,Panel B,2,30801679,PIGEONPEA(NANDOLO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
2520,308016790124,Panel B,2,30801679,SORGHUM.,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
2520,308016790124,Panel B,2,30801679,PIGEONPEA(NANDOLO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
2520,308016790124,Panel B,2,30801679,MAIZE LOCAL,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,KILOGRAM,,S: SHELLED,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
2514,308016790133,Panel B,2,30801679,PIGEONPEA(NANDOLO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
2514,308016790133,Panel B,2,30801679,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
2526,308016790152,Panel B,2,30801679,PEA,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,To sell at a higher price,
2526,308016790152,Panel B,2,30801679,PIGEONPEA(NANDOLO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
2526,308016790152,Panel B,2,30801679,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
2526,308016790152,Panel B,2,30801679,MAIZE LOCAL,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
2526,308016790152,Panel B,2,30801679,SUGAR CANE,,YES,1,OX - CART,,NOT APPLICABLE,2000,N04,1,OX - CART,,NOT APPLICABLE,2000,1,2,June,2010,1,On Foot,,0,NO,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,To sell at a higher price,
2532,308016790161,Panel B,2,30801679,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
2532,308016790161,Panel B,2,30801679,RISE FAYA,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,10,KILOGRAM,,S: SHELLED,0,,,,,,,,,,YES,Bags in house,,2,50 KG BAG,,S: SHELLED,Did Nothing,,,,Food for household,,,
2510,308016790170,Panel B,2,30801679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508,308016790188,Panel B,2,30801679,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
2508,308016790188,Panel B,2,30801679,RISE LOCAL,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
2558,308031150019,Panel B,2,30803115,MAIZE LOCAL,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,2,50 KG BAG,,S: SHELLED,Did Nothing,,,,Food for household,,,
2536,308031150028,Panel B,2,30803115,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,5,KILOGRAM,,S: SHELLED,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,Seed for planting,
2536,308031150028,Panel B,2,30803115,MAIZE LOCAL,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,10,KILOGRAM,,S: SHELLED,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,Seed for planting,
2536,308031150028,Panel B,2,30803115,PIGEONPEA(NANDOLO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,20,KILOGRAM,,S: SHELLED,Did Nothing,,,,Food for household,,Seed for planting,
2544,308031150038,Panel B,2,30803115,MAIZE LOCAL,,YES,1,PAIL (SMALL),,S: SHELLED,350,N03,1,PAIL (SMALL),,S: SHELLED,350,1,,April,2010,1,On Foot,,0,NO,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,25,KILOGRAM,,S: SHELLED,0,,,,,,,,,,YES,Bags in house,,4,50 KG BAG,,S: SHELLED,Spraying,,,,Food for household,,Seed for planting,
2550,308031150048,Panel B,2,30803115,GROUNDNUT MANIPINTA,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,15,KILOGRAM,,S: SHELLED,0,,,,,,,,,,YES,Bags in house,,25,KILOGRAM,,U: UNSHELLED,Did Nothing,,,,Food for household,,Seed for planting,
2550,308031150048,Panel B,2,30803115,MAIZE LOCAL,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,25,KILOGRAM,,S: SHELLED,0,,,,,,,,,,YES,Bags in house,,3,50 KG BAG,,S: SHELLED,Spraying,,,,Food for household,,Seed for planting,
2550,308031150048,Panel B,2,30803115,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,25,KILOGRAM,,S: SHELLED,0,,,,,,,,,,YES,Bags in house,,4,50 KG BAG,,S: SHELLED,Spraying,,,,Food for household,,Seed for planting,
2550,308031150048,Panel B,2,30803115,PIGEONPEA(NANDOLO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,10,KILOGRAM,,S: SHELLED,0,,,,,,,,,,YES,Bags in house,,40,KILOGRAM,,S: SHELLED,Did Nothing,,,,Food for household,,Seed for planting,
2546,308031150067,Panel B,2,30803115,MAIZE LOCAL,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Unprotected pile,,5,50 KG BAG,,S: SHELLED,Did Nothing,,,,Food for household,,,
2546,308031150067,Panel B,2,30803115,GROUNDNUT CHALIMBANA,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Unprotected pile,,4,50 KG BAG,,S: SHELLED,Did Nothing,,,,Food for household,,,
2546,308031150067,Panel B,2,30803115,SWEET POTATO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Unprotected pile,,20,50 KG BAG,,NOT APPLICABLE,Did Nothing,,,,Food for household,,,
2546,308031150067,Panel B,2,30803115,PIGEONPEA(NANDOLO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Unprotected pile,,1,50 KG BAG,,S: SHELLED,Did Nothing,,,,Food for household,,,
2560,308031150077,Panel B,2,30803115,MAIZE LOCAL,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
2560,308031150077,Panel B,2,30803115,PIGEONPEA(NANDOLO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
2560,308031150077,Panel B,2,30803115,SWEET POTATO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Unprotected pile,,1,BASKET (DENGU),,NOT APPLICABLE,Did Nothing,,,,Food for household,,,
2538,308031150087,Panel B,2,30803115,MAIZE LOCAL,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,25,KILOGRAM,,S: SHELLED,Did Nothing,,,,Food for household,,,
2556,308031150116,Panel B,2,30803115,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
2556,308031150116,Panel B,2,30803115,PIGEONPEA(NANDOLO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,5,KILOGRAM,,S: SHELLED,0,,,,,,,,,,YES,Bags in house,,20,KILOGRAM,,S: SHELLED,Did Nothing,,,,Food for household,,Seed for planting,
2540,308031150126,Panel B,2,30803115,MAIZE LOCAL,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,Seed for planting,
2540,308031150126,Panel B,2,30803115,SWEET POTATO,,YES,3,50 KG BAG,,NOT APPLICABLE,1500,N02,3,50 KG BAG,,NOT APPLICABLE,1500,1,2,June,2010,1,Bicycle Taxi,,100,NO,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Does not usually store,,,
2540,308031150126,Panel B,2,30803115,PIGEONPEA(NANDOLO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,Seed for planting,
2554,308031150136,Panel B,2,30803115,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,3,50 KG BAG,,S: SHELLED,Spraying,,,,Food for household,,,
2554,308031150136,Panel B,2,30803115,MAIZE LOCAL,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,Seed for planting,
2554,308031150136,Panel B,2,30803115,GROUNDNUT CHALIMBANA,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,Seed for planting,
2554,308031150136,Panel B,2,30803115,PIGEONPEA(NANDOLO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,10,KILOGRAM,,S: SHELLED,Did Nothing,,,,Food for household,,Seed for planting,
2542,308031150146,Panel B,2,30803115,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
2542,308031150146,Panel B,2,30803115,PIGEONPEA(NANDOLO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,KILOGRAM,,S: SHELLED,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,25,KILOGRAM,,S: SHELLED,Did Nothing,,,,Food for household,,Seed for planting,
2548,308031150165,Panel B,2,30803115,PIGEONPEA(NANDOLO,,YES,40,KILOGRAM,,S: SHELLED,2000,N04,40,KILOGRAM,,S: SHELLED,2000,1,2,July,,1,Bicycle Taxi,,0,NO,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,10,KILOGRAM,,S: SHELLED,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,To sell at a higher price,
