occ,ea_id,com_cj0b,com_cj01,com_cj02,com_cj03,com_cj04,com_cj05,com_cj06
4,30804416,FARMERS` GROUP,YES,1,MONTHLY,15,12,0
5,30804416,SAVING AND CREDIT COOP,NO,,,,,
6,30804416,BUSINESS ASSOC,NO,,,,,
7,30804416,WOMEN`S GROUP,YES,4,MONTHLY,1,0,0
8,30804416,YOUTH GROUP,NO,,,,,
9,30804416,POLITICAL GROUP,NO,,,,,
10,30804416,RELIGIOUS GROUP,YES,1,MONTHLY,1,0,2
11,30804416,CULTURAL GROUP,NO,,,,,
12,30804416,HEALTH COMMITTEE,YES,3,WEEKLY,10,6,0
13,30804416,SCHOOL COMMITTEE,NO,,,,,
14,30804416,PARENT-TEACHER ASSOC.,YES,2,MONTHLY,6,4,0
15,30804416,SPORTS GROUP,NO,,,,,
16,30804416,NGO,NO,,,,,
17,30804416,COMMUNITY POLICE/WATCH GROUP,NO,,,,,
18,30804416,DISABLED ASSOC.,YES,1,MONTHLY,10,9,1
19,30804416,OTHER (SPECIFY),NO,,,,,
1,30805259,VILLAGE DEVELOPMENT COMMITTE,YES,1,WEEKLY,10,7,10
2,30805259,AGRICULTURAL COOP,NO,,,,,
3,30805259,TOBACCO CLUB,NO,,,,,
4,30805259,FARMERS` GROUP,NO,,,,,
5,30805259,SAVING AND CREDIT COOP,NO,,,,,
6,30805259,BUSINESS ASSOC,NO,,,,,
7,30805259,WOMEN`S GROUP,YES,1,WEEKLY,25,25,25
8,30805259,YOUTH GROUP,NO,,,,,
9,30805259,POLITICAL GROUP,YES,4,QUARTERLY,100,75,28
10,30805259,RELIGIOUS GROUP,YES,15,WEEKLY,6000,4500,5000
11,30805259,CULTURAL GROUP,YES,1,MONTHLY,40,25,10
12,30805259,HEALTH COMMITTEE,YES,1,MONTHLY,10,5,10
13,30805259,SCHOOL COMMITTEE,YES,1,MONTHLY,10,4,5
14,30805259,PARENT-TEACHER ASSOC.,YES,1,MONTHLY,10,5,8
15,30805259,SPORTS GROUP,NO,,,,,
16,30805259,NGO,NO,,,,,
17,30805259,COMMUNITY POLICE/WATCH GROUP,NO,,,,,
18,30805259,DISABLED ASSOC.,NO,,,,,
19,30805259,OTHER (SPECIFY),NO,,,,,
1,30806611,VILLAGE DEVELOPMENT COMMITTE,YES,1,MONTHLY,10,5,1
2,30806611,AGRICULTURAL COOP,NO,,,,,
3,30806611,TOBACCO CLUB,YES,1,MONTHLY,6,0,0
4,30806611,FARMERS` GROUP,YES,1,MONTHLY,14,7,0
5,30806611,SAVING AND CREDIT COOP,NO,,,,,
6,30806611,BUSINESS ASSOC,NO,,,,,
7,30806611,WOMEN`S GROUP,YES,1,MONTHLY,10,10,2
8,30806611,YOUTH GROUP,YES,1,WEEKLY,10,4,10
9,30806611,POLITICAL GROUP,NO,,,,,
10,30806611,RELIGIOUS GROUP,YES,1,WEEKLY,35,0,5
11,30806611,CULTURAL GROUP,NO,,,,,
12,30806611,HEALTH COMMITTEE,YES,1,MONTHLY,10,4,3
13,30806611,SCHOOL COMMITTEE,NO,,,,,
14,30806611,PARENT-TEACHER ASSOC.,YES,1,MONTHLY,10,4,1
15,30806611,SPORTS GROUP,NO,,,,,
16,30806611,NGO,NO,,,,,
17,30806611,COMMUNITY POLICE/WATCH GROUP,NO,,,,,
18,30806611,DISABLED ASSOC.,NO,,,,,
19,30806611,OTHER (SPECIFY),NO,,,,,
1,30901054,VILLAGE DEVELOPMENT COMMITTE,YES,1,MONTHLY,10,4,5
2,30901054,AGRICULTURAL COOP,NO,,,,,
3,30901054,TOBACCO CLUB,YES,1,WEEKLY,10,5,10
4,30901054,FARMERS` GROUP,NO,,,,,
5,30901054,SAVING AND CREDIT COOP,NO,,,,,
6,30901054,BUSINESS ASSOC,NO,,,,,
7,30901054,WOMEN`S GROUP,YES,10,WEEKLY,100,100,100
8,30901054,YOUTH GROUP,NO,,,,,
9,30901054,POLITICAL GROUP,NO,,,,,
10,30901054,RELIGIOUS GROUP,YES,20,WEEKLY,5000,3500,4000
11,30901054,CULTURAL GROUP,YES,1,QUARTERLY,60,60,60
12,30901054,HEALTH COMMITTEE,YES,1,WEEKLY,10,5,10
13,30901054,SCHOOL COMMITTEE,YES,1,MONTHLY,10,5,10
14,30901054,PARENT-TEACHER ASSOC.,YES,1,MONTHLY,10,4,10
15,30901054,SPORTS GROUP,NO,,,,,
16,30901054,NGO,NO,,,,,
17,30901054,COMMUNITY POLICE/WATCH GROUP,YES,3,MONTHLY,30,0,30
18,30901054,DISABLED ASSOC.,NO,,,,,
19,30901054,OTHER (SPECIFY),NO,,,,,
1,30901475,VILLAGE DEVELOPMENT COMMITTE,YES,1,MONTHLY,10,6,1
2,30901475,AGRICULTURAL COOP,NO,,,,,
3,30901475,TOBACCO CLUB,NO,,,,,
4,30901475,FARMERS` GROUP,NO,,,,,
5,30901475,SAVING AND CREDIT COOP,NO,,,,,
6,30901475,BUSINESS ASSOC,NO,,,,,
7,30901475,WOMEN`S GROUP,NO,,,,,
8,30901475,YOUTH GROUP,YES,1,MONTHLY,15,5,15
9,30901475,POLITICAL GROUP,NO,,,,,
10,30901475,RELIGIOUS GROUP,NO,,,,,
11,30901475,CULTURAL GROUP,NO,,,,,
12,30901475,HEALTH COMMITTEE,YES,1,MONTHLY,10,4,10
13,30901475,SCHOOL COMMITTEE,YES,1,WEEKLY,5,1,0
14,30901475,PARENT-TEACHER ASSOC.,YES,1,WEEKLY,5,1,1
15,30901475,SPORTS GROUP,NO,,,,,
16,30901475,NGO,NO,,,,,
17,30901475,COMMUNITY POLICE/WATCH GROUP,YES,1,MONTHLY,10,1,0
18,30901475,DISABLED ASSOC.,YES,1,MONTHLY,45,26,5
19,30901475,OTHER (SPECIFY),NO,,,,,
1,30901603,VILLAGE DEVELOPMENT COMMITTE,YES,1,MONTHLY,10,5,5
2,30901603,AGRICULTURAL COOP,NO,,,,,
3,30901603,TOBACCO CLUB,YES,6,MONTHLY,60,20,15
4,30901603,FARMERS` GROUP,YES,5,QUARTERLY,70,10,25
5,30901603,SAVING AND CREDIT COOP,NO,,,,,
6,30901603,BUSINESS ASSOC,NO,,,,,
7,30901603,WOMEN`S GROUP,YES,3,WEEKLY,150,150,100
8,30901603,YOUTH GROUP,NO,,,,,
9,30901603,POLITICAL GROUP,YES,4,WEEKLY,2000,1200,800
10,30901603,RELIGIOUS GROUP,YES,20,WEEKLY,1800,1000,1500
11,30901603,CULTURAL GROUP,YES,2,MONTHLY,20,10,4
12,30901603,HEALTH COMMITTEE,YES,1,MONTHLY,10,6,10
13,30901603,SCHOOL COMMITTEE,YES,1,MONTHLY,10,4,10
14,30901603,PARENT-TEACHER ASSOC.,YES,1,MONTHLY,10,4,10
15,30901603,SPORTS GROUP,YES,2,WEEKLY,20,10,20
16,30901603,NGO,NO,,,,,
17,30901603,COMMUNITY POLICE/WATCH GROUP,YES,3,WEEKLY,30,1,30
18,30901603,DISABLED ASSOC.,NO,,,,,
19,30901603,OTHER (SPECIFY),NO,,,,,
1,31001333,VILLAGE DEVELOPMENT COMMITTE,YES,1,MONTHLY,10,5,2
2,31001333,AGRICULTURAL COOP,YES,1,MONTHLY,10,4,0
3,31001333,TOBACCO CLUB,NO,,,,,
4,31001333,FARMERS` GROUP,YES,13,MONTHLY,10,5,4
5,31001333,SAVING AND CREDIT COOP,NO,,,,,
6,31001333,BUSINESS ASSOC,YES,2,WEEKLY,20,20,0
7,31001333,WOMEN`S GROUP,NO,,,,,
8,31001333,YOUTH GROUP,NO,,,,,
9,31001333,POLITICAL GROUP,YES,1,OTHER (SPECIFY),10,0,0
10,31001333,RELIGIOUS GROUP,NO,,,,,
11,31001333,CULTURAL GROUP,YES,4,MONTHLY,10,3,0
12,31001333,HEALTH COMMITTEE,YES,1,MONTHLY,10,4,0
13,31001333,SCHOOL COMMITTEE,YES,1,MONTHLY,10,5,0
14,31001333,PARENT-TEACHER ASSOC.,NO,,,,,
15,31001333,SPORTS GROUP,NO,,,,,
16,31001333,NGO,NO,,,,,
17,31001333,COMMUNITY POLICE/WATCH GROUP,NO,,,,,
18,31001333,DISABLED ASSOC.,NO,,,,,
19,31001333,OTHER (SPECIFY),NO,,,,,
1,31001749,VILLAGE DEVELOPMENT COMMITTE,YES,1,MONTHLY,10,4,2
2,31001749,AGRICULTURAL COOP,NO,,,,,
3,31001749,TOBACCO CLUB,NO,,,,,
4,31001749,FARMERS` GROUP,NO,,,,,
5,31001749,SAVING AND CREDIT COOP,YES,6,WEEKLY,25,15,3
6,31001749,BUSINESS ASSOC,NO,,,,,
7,31001749,WOMEN`S GROUP,NO,,,,,
8,31001749,YOUTH GROUP,NO,,,,,
9,31001749,POLITICAL GROUP,NO,,,,,
10,31001749,RELIGIOUS GROUP,NO,,,,,
11,31001749,CULTURAL GROUP,NO,,,,,
12,31001749,HEALTH COMMITTEE,YES,1,MONTHLY,10,6,1
13,31001749,SCHOOL COMMITTEE,YES,1,MONTHLY,10,3,2
14,31001749,PARENT-TEACHER ASSOC.,YES,1,MONTHLY,9,4,2
15,31001749,SPORTS GROUP,NO,,,,,
16,31001749,NGO,NO,,,,,
17,31001749,COMMUNITY POLICE/WATCH GROUP,NO,,,,,
18,31001749,DISABLED ASSOC.,NO,,,,,
19,31001749,OTHER (SPECIFY),NO,,,,,
1,31002169,VILLAGE DEVELOPMENT COMMITTE,YES,1,MONTHLY,10,7,0
2,31002169,AGRICULTURAL COOP,YES,1,MONTHLY,2,7,8
3,31002169,TOBACCO CLUB,NO,,,,,
4,31002169,FARMERS` GROUP,NO,,,,,
5,31002169,SAVING AND CREDIT COOP,YES,30,WEEKLY,20,13,7
6,31002169,BUSINESS ASSOC,NO,,,,,
7,31002169,WOMEN`S GROUP,NO,,,,,
8,31002169,YOUTH GROUP,NO,,,,,
9,31002169,POLITICAL GROUP,NO,,,,,
10,31002169,RELIGIOUS GROUP,NO,,,,,
11,31002169,CULTURAL GROUP,NO,,,,,
12,31002169,HEALTH COMMITTEE,YES,10,QUARTERLY,10,5,0
13,31002169,SCHOOL COMMITTEE,YES,1,MONTHLY,10,5,0
14,31002169,PARENT-TEACHER ASSOC.,NO,,,,,
15,31002169,SPORTS GROUP,NO,,,,,
16,31002169,NGO,NO,,,,,
17,31002169,COMMUNITY POLICE/WATCH GROUP,YES,10,MONTHLY,10,0,3
18,31002169,DISABLED ASSOC.,NO,,,,,
19,31002169,OTHER (SPECIFY),NO,,,,,
1,31004312,VILLAGE DEVELOPMENT COMMITTE,YES,1,MONTHLY,10,4,2
2,31004312,AGRICULTURAL COOP,NO,,,,,
3,31004312,TOBACCO CLUB,NO,,,,,
4,31004312,FARMERS` GROUP,NO,,,,,
5,31004312,SAVING AND CREDIT COOP,YES,2,WEEKLY,17,17,10
6,31004312,BUSINESS ASSOC,NO,,,,,
7,31004312,WOMEN`S GROUP,YES,1,WEEKLY,1,10,0
8,31004312,YOUTH GROUP,NO,,,,,
9,31004312,POLITICAL GROUP,NO,,,,,
10,31004312,RELIGIOUS GROUP,NO,,,,,
11,31004312,CULTURAL GROUP,NO,,,,,
12,31004312,HEALTH COMMITTEE,YES,1,MONTHLY,10,4,1
13,31004312,SCHOOL COMMITTEE,YES,1,MONTHLY,10,4,0
14,31004312,PARENT-TEACHER ASSOC.,YES,1,MONTHLY,10,4,0
15,31004312,SPORTS GROUP,NO,,,,,
16,31004312,NGO,NO,,,,,
17,31004312,COMMUNITY POLICE/WATCH GROUP,YES,1,WEEKLY,6,0,0
18,31004312,DISABLED ASSOC.,NO,,,,,
19,31004312,OTHER (SPECIFY),NO,,,,,
1,31006556,VILLAGE DEVELOPMENT COMMITTE,YES,1,MONTHLY,10,5,4
2,31006556,AGRICULTURAL COOP,,,,,,
3,31006556,TOBACCO CLUB,,,,,,
4,31006556,FARMERS` GROUP,YES,4,WEEKLY,30,22,10
5,31006556,SAVING AND CREDIT COOP,YES,25,WEEKLY,25,18,10
6,31006556,BUSINESS ASSOC,,,,,,
7,31006556,WOMEN`S GROUP,YES,1,MONTHLY,10,10,6
8,31006556,YOUTH GROUP,YES,1,MONTHLY,35,18,35
9,31006556,POLITICAL GROUP,,,,,,
10,31006556,RELIGIOUS GROUP,,,,,,
11,31006556,CULTURAL GROUP,,,,,,
12,31006556,HEALTH COMMITTEE,YES,1,MONTHLY,10,4,0
13,31006556,SCHOOL COMMITTEE,YES,1,MONTHLY,10,4,2
14,31006556,PARENT-TEACHER ASSOC.,YES,1,MONTHLY,9,5,1
15,31006556,SPORTS GROUP,,,,,,
16,31006556,NGO,YES,2,MONTHLY,,,
17,31006556,COMMUNITY POLICE/WATCH GROUP,,,,,,
18,31006556,DISABLED ASSOC.,NO,,,,,
19,31006556,OTHER (SPECIFY),YES,1,WEEKLY,10,5,5
1,31007335,VILLAGE DEVELOPMENT COMMITTE,YES,1,QUARTERLY,15,5,9
2,31007335,AGRICULTURAL COOP,NO,,,,,
3,31007335,TOBACCO CLUB,NO,,,,,
4,31007335,FARMERS` GROUP,NO,,,,,
5,31007335,SAVING AND CREDIT COOP,YES,3,WEEKLY,28,21,5
6,31007335,BUSINESS ASSOC,NO,,,,,
7,31007335,WOMEN`S GROUP,NO,,,,,
8,31007335,YOUTH GROUP,NO,,,,,
9,31007335,POLITICAL GROUP,NO,,,,,
10,31007335,RELIGIOUS GROUP,YES,3,MONTHLY,4,3,1
11,31007335,CULTURAL GROUP,NO,,,,,
12,31007335,HEALTH COMMITTEE,YES,3,OTHER (SPECIFY),10,6,0
13,31007335,SCHOOL COMMITTEE,YES,2,MONTHLY,10,2,0
14,31007335,PARENT-TEACHER ASSOC.,YES,2,MONTHLY,10,6,0
15,31007335,SPORTS GROUP,NO,,,,,
16,31007335,NGO,NO,,,,,
17,31007335,COMMUNITY POLICE/WATCH GROUP,NO,,,,,
18,31007335,DISABLED ASSOC.,NO,,,,,
19,31007335,OTHER (SPECIFY),NO,,,,,
1,31108703,VILLAGE DEVELOPMENT COMMITTE,YES,1,MONTHLY,10,5,3
2,31108703,AGRICULTURAL COOP,NO,,,,,
3,31108703,TOBACCO CLUB,NO,,,,,
4,31108703,FARMERS` GROUP,NO,,,,,
5,31108703,SAVING AND CREDIT COOP,YES,5,WEEKLY,25,15,10
6,31108703,BUSINESS ASSOC,NO,,,,,
7,31108703,WOMEN`S GROUP,NO,,,,,
8,31108703,YOUTH GROUP,NO,,,,,
9,31108703,POLITICAL GROUP,NO,,,,,
10,31108703,RELIGIOUS GROUP,NO,,,,,
11,31108703,CULTURAL GROUP,NO,,,,,
12,31108703,HEALTH COMMITTEE,YES,5,MONTHLY,50,32,5
13,31108703,SCHOOL COMMITTEE,YES,1,MONTHLY,10,5,0
14,31108703,PARENT-TEACHER ASSOC.,YES,1,MONTHLY,10,6,0
15,31108703,SPORTS GROUP,NO,,,,,
16,31108703,NGO,NO,,,,,
17,31108703,COMMUNITY POLICE/WATCH GROUP,YES,1,MONTHLY,10,3,4
18,31108703,DISABLED ASSOC.,NO,,,,,
19,31108703,OTHER (SPECIFY),NO,,,,,
1,31201007,VILLAGE DEVELOPMENT COMMITTE,YES,3,WEEKLY,16,14,2
2,31201007,AGRICULTURAL COOP,NO,,,,,
3,31201007,TOBACCO CLUB,NO,,,,,
4,31201007,FARMERS` GROUP,NO,,,,,
5,31201007,SAVING AND CREDIT COOP,YES,10,WEEKLY,106,68,38
6,31201007,BUSINESS ASSOC,NO,,,,,
7,31201007,WOMEN`S GROUP,YES,4,WEEKLY,86,86,17
8,31201007,YOUTH GROUP,YES,2,WEEKLY,20,20,20
9,31201007,POLITICAL GROUP,YES,4,OTHER (SPECIFY),75,45,15
10,31201007,RELIGIOUS GROUP,YES,3,WEEKLY,200,150,40
11,31201007,CULTURAL GROUP,YES,3,MONTHLY,27,25,3
12,31201007,HEALTH COMMITTEE,YES,1,MONTHLY,10,6,0
13,31201007,SCHOOL COMMITTEE,YES,1,MONTHLY,10,6,0
14,31201007,PARENT-TEACHER ASSOC.,YES,1,MONTHLY,10,6,0
15,31201007,SPORTS GROUP,NO,,,,,
16,31201007,NGO,YES,2,WEEKLY,10,6,0
17,31201007,COMMUNITY POLICE/WATCH GROUP,YES,3,OTHER (SPECIFY),20,7,0
18,31201007,DISABLED ASSOC.,YES,1,MONTHLY,18,7,0
19,31201007,OTHER (SPECIFY),YES,1,MONTHLY,15,6,2
1,31201104,VILLAGE DEVELOPMENT COMMITTE,YES,2,MONTHLY,20,11,0
2,31201104,AGRICULTURAL COOP,NO,,,,,
3,31201104,TOBACCO CLUB,NO,,,,,
4,31201104,FARMERS` GROUP,NO,,,,,
5,31201104,SAVING AND CREDIT COOP,YES,7,WEEKLY,140,137,13
6,31201104,BUSINESS ASSOC,NO,,,,,
7,31201104,WOMEN`S GROUP,NO,,,,,
8,31201104,YOUTH GROUP,NO,,,,,
9,31201104,POLITICAL GROUP,YES,7,MONTHLY,490,482,300
10,31201104,RELIGIOUS GROUP,YES,1,WEEKLY,50,35,0
11,31201104,CULTURAL GROUP,NO,,,,,
12,31201104,HEALTH COMMITTEE,YES,2,MONTHLY,20,10,0
13,31201104,SCHOOL COMMITTEE,YES,2,MONTHLY,20,10,0
14,31201104,PARENT-TEACHER ASSOC.,YES,2,MONTHLY,20,10,0
15,31201104,SPORTS GROUP,NO,,,,,
16,31201104,NGO,NO,,,,,
17,31201104,COMMUNITY POLICE/WATCH GROUP,YES,2,MONTHLY,20,4,0
18,31201104,DISABLED ASSOC.,NO,,,,,
19,31201104,OTHER (SPECIFY),YES,2,MONTHLY,20,10,0
1,31201197,VILLAGE DEVELOPMENT COMMITTE,YES,2,MONTHLY,30,14,4
2,31201197,AGRICULTURAL COOP,NO,,,,,
3,31201197,TOBACCO CLUB,NO,,,,,
4,31201197,FARMERS` GROUP,NO,,,,,
5,31201197,SAVING AND CREDIT COOP,NO,,,,,
6,31201197,BUSINESS ASSOC,NO,,,,,
7,31201197,WOMEN`S GROUP,YES,1,WEEKLY,6,6,0
8,31201197,YOUTH GROUP,NO,,,,,
9,31201197,POLITICAL GROUP,YES,3,MONTHLY,35,20,0
10,31201197,RELIGIOUS GROUP,YES,3,WEEKLY,158,110,20
11,31201197,CULTURAL GROUP,NO,,,,,
12,31201197,HEALTH COMMITTEE,YES,1,MONTHLY,15,6,0
13,31201197,SCHOOL COMMITTEE,NO,,,,,
14,31201197,PARENT-TEACHER ASSOC.,NO,,,,,
15,31201197,SPORTS GROUP,NO,,,,,
16,31201197,NGO,YES,1,MONTHLY,10,4,0
17,31201197,COMMUNITY POLICE/WATCH GROUP,NO,,,,,
18,31201197,DISABLED ASSOC.,NO,,,,,
19,31201197,OTHER (SPECIFY),NO,,,,,
1,31201516,VILLAGE DEVELOPMENT COMMITTE,YES,2,MONTHLY,30,16,0
2,31201516,AGRICULTURAL COOP,NO,,,,,
3,31201516,TOBACCO CLUB,NO,,,,,
4,31201516,FARMERS` GROUP,NO,,,,,
5,31201516,SAVING AND CREDIT COOP,YES,13,WEEKLY,340,225,260
6,31201516,BUSINESS ASSOC,NO,,,,,
7,31201516,WOMEN`S GROUP,NO,,,,,
8,31201516,YOUTH GROUP,YES,1,MONTHLY,23,7,7
9,31201516,POLITICAL GROUP,YES,4,MONTHLY,750,500,40
10,31201516,RELIGIOUS GROUP,YES,6,WEEKLY,210,160,26
11,31201516,CULTURAL GROUP,YES,1,WEEKLY,20,13,8
12,31201516,HEALTH COMMITTEE,NO,,,,,
13,31201516,SCHOOL COMMITTEE,YES,1,MONTHLY,10,6,2
14,31201516,PARENT-TEACHER ASSOC.,YES,1,MONTHLY,9,4,2
15,31201516,SPORTS GROUP,NO,,,,,
16,31201516,NGO,NO,,,,,
17,31201516,COMMUNITY POLICE/WATCH GROUP,YES,1,MONTHLY,3,1,0
18,31201516,DISABLED ASSOC.,NO,,,,,
19,31201516,OTHER (SPECIFY),NO,,,,,
1,31204618,VILLAGE DEVELOPMENT COMMITTE,YES,1,MONTHLY,15,3,6
2,31204618,AGRICULTURAL COOP,NO,,,,,
3,31204618,TOBACCO CLUB,NO,,,,,
4,31204618,FARMERS` GROUP,YES,1,OTHER (SPECIFY),60,8,8
5,31204618,SAVING AND CREDIT COOP,NO,,,,,
6,31204618,BUSINESS ASSOC,NO,,,,,
7,31204618,WOMEN`S GROUP,YES,1,MONTHLY,15,8,8
8,31204618,YOUTH GROUP,YES,3,OTHER (SPECIFY),75,50,30
9,31204618,POLITICAL GROUP,NO,,,,,
10,31204618,RELIGIOUS GROUP,YES,3,MONTHLY,30,15,0
11,31204618,CULTURAL GROUP,YES,1,MONTHLY,9,7,0
12,31204618,HEALTH COMMITTEE,YES,1,MONTHLY,10,6,0
13,31204618,SCHOOL COMMITTEE,NO,,,,,
14,31204618,PARENT-TEACHER ASSOC.,YES,3,MONTHLY,20,12,2
15,31204618,SPORTS GROUP,YES,3,MONTHLY,30,9,2
16,31204618,NGO,YES,1,MONTHLY,10,5,2
17,31204618,COMMUNITY POLICE/WATCH GROUP,YES,3,MONTHLY,30,9,20
18,31204618,DISABLED ASSOC.,YES,3,MONTHLY,30,9,0
19,31204618,OTHER (SPECIFY),NO,,,,,
1,31432523,VILLAGE DEVELOPMENT COMMITTE,YES,1,OTHER (SPECIFY),10,2,0
2,31432523,AGRICULTURAL COOP,NO,,,,,
3,31432523,TOBACCO CLUB,NO,,,,,
4,31432523,FARMERS` GROUP,NO,,,,,
5,31432523,SAVING AND CREDIT COOP,YES,10,WEEKLY,20,15,0
6,31432523,BUSINESS ASSOC,NO,,,,,
7,31432523,WOMEN`S GROUP,YES,14,MONTHLY,11,11,0
8,31432523,YOUTH GROUP,YES,3,WEEKLY,20,10,20
9,31432523,POLITICAL GROUP,YES,3,OTHER (SPECIFY),200,130,45
10,31432523,RELIGIOUS GROUP,YES,7,WEEKLY,120,90,57
11,31432523,CULTURAL GROUP,NO,,,,,
12,31432523,HEALTH COMMITTEE,YES,1,MONTHLY,10,3,2
13,31432523,SCHOOL COMMITTEE,YES,1,QUARTERLY,10,6,0
14,31432523,PARENT-TEACHER ASSOC.,YES,1,QUARTERLY,10,6,0
15,31432523,SPORTS GROUP,YES,1,QUARTERLY,10,5,0
16,31432523,NGO,YES,7,WEEKLY,40,18,40
17,31432523,COMMUNITY POLICE/WATCH GROUP,NO,,,,,
18,31432523,DISABLED ASSOC.,YES,1,QUARTERLY,40,6,5
19,31432523,OTHER (SPECIFY),NO,,,,,
1,31432676,VILLAGE DEVELOPMENT COMMITTE,NO,,,,,
2,31432676,AGRICULTURAL COOP,NO,,,,,
3,31432676,TOBACCO CLUB,NO,,,,,
4,31432676,FARMERS` GROUP,NO,,,,,
5,31432676,SAVING AND CREDIT COOP,NO,,,,,
6,31432676,BUSINESS ASSOC,NO,,,,,
7,31432676,WOMEN`S GROUP,YES,6,WEEKLY,20,20,15
8,31432676,YOUTH GROUP,YES,2,WEEKLY,35,20,35
9,31432676,POLITICAL GROUP,YES,3,OTHER (SPECIFY),80,50,80
10,31432676,RELIGIOUS GROUP,YES,5,WEEKLY,250,150,100
11,31432676,CULTURAL GROUP,YES,2,WEEKLY,100,60,20
12,31432676,HEALTH COMMITTEE,NO,,,,,
13,31432676,SCHOOL COMMITTEE,YES,1,MONTHLY,9,3,2
14,31432676,PARENT-TEACHER ASSOC.,YES,1,MONTHLY,10,5,0
15,31432676,SPORTS GROUP,NO,,,,,
16,31432676,NGO,NO,,,,,
17,31432676,COMMUNITY POLICE/WATCH GROUP,NO,,,,,
18,31432676,DISABLED ASSOC.,NO,,,,,
19,31432676,OTHER (SPECIFY),YES,1,MONTHLY,20,15,6
1,31435120,VILLAGE DEVELOPMENT COMMITTE,YES,1,QUARTERLY,10,4,0
2,31435120,AGRICULTURAL COOP,NO,,,,,
3,31435120,TOBACCO CLUB,NO,,,,,
4,31435120,FARMERS` GROUP,NO,,,,,
5,31435120,SAVING AND CREDIT COOP,YES,5,WEEKLY,16,16,3
6,31435120,BUSINESS ASSOC,NO,,,,,
7,31435120,WOMEN`S GROUP,YES,1,OTHER (SPECIFY),8,8,0
8,31435120,YOUTH GROUP,NO,,,,,
9,31435120,POLITICAL GROUP,YES,2,MONTHLY,10,6,0
10,31435120,RELIGIOUS GROUP,YES,4,WEEKLY,15,10,0
11,31435120,CULTURAL GROUP,NO,,,,,
12,31435120,HEALTH COMMITTEE,YES,1,MONTHLY,10,9,0
13,31435120,SCHOOL COMMITTEE,YES,1,OTHER (SPECIFY),10,8,0
14,31435120,PARENT-TEACHER ASSOC.,YES,1,OTHER (SPECIFY),10,7,0
15,31435120,SPORTS GROUP,NO,,,,,
16,31435120,NGO,NO,,,,,
17,31435120,COMMUNITY POLICE/WATCH GROUP,NO,,,,,
18,31435120,DISABLED ASSOC.,NO,,,,,
19,31435120,OTHER (SPECIFY),NO,,,,,
1,31435753,VILLAGE DEVELOPMENT COMMITTE,YES,1,WEEKLY,30,12,0
2,31435753,AGRICULTURAL COOP,NO,,,,,
3,31435753,TOBACCO CLUB,NO,,,,,
4,31435753,FARMERS` GROUP,NO,,,,,
5,31435753,SAVING AND CREDIT COOP,NO,,,,,
6,31435753,BUSINESS ASSOC,NO,,,,,
7,31435753,WOMEN`S GROUP,NO,,,,,
8,31435753,YOUTH GROUP,NO,,,,,
9,31435753,POLITICAL GROUP,NO,,,,,
10,31435753,RELIGIOUS GROUP,NO,,,,,
11,31435753,CULTURAL GROUP,NO,,,,,
12,31435753,HEALTH COMMITTEE,NO,,,,,
13,31435753,SCHOOL COMMITTEE,YES,1,MONTHLY,10,3,0
14,31435753,PARENT-TEACHER ASSOC.,YES,1,MONTHLY,9,4,0
15,31435753,SPORTS GROUP,NO,,,,,
16,31435753,NGO,NO,,,,,
17,31435753,COMMUNITY POLICE/WATCH GROUP,NO,,,,,
18,31435753,DISABLED ASSOC.,NO,,,,,
19,31435753,OTHER (SPECIFY),YES,1,MONTHLY,10,7,0
1,31436695,VILLAGE DEVELOPMENT COMMITTE,NO,,,,,
2,31436695,AGRICULTURAL COOP,NO,,,,,
3,31436695,TOBACCO CLUB,NO,,,,,
4,31436695,FARMERS` GROUP,NO,,,,,
5,31436695,SAVING AND CREDIT COOP,NO,,,,,
6,31436695,BUSINESS ASSOC,NO,,,,,
7,31436695,WOMEN`S GROUP,NO,,,,,
8,31436695,YOUTH GROUP,NO,,,,,
9,31436695,POLITICAL GROUP,YES,3,WEEKLY,100,96,4
10,31436695,RELIGIOUS GROUP,YES,5,WEEKLY,40,30,10
11,31436695,CULTURAL GROUP,NO,,,,,
12,31436695,HEALTH COMMITTEE,NO,,,,,
13,31436695,SCHOOL COMMITTEE,YES,1,MONTHLY,10,5,5
14,31436695,PARENT-TEACHER ASSOC.,YES,1,MONTHLY,10,6,4
15,31436695,SPORTS GROUP,NO,,,,,
16,31436695,NGO,NO,,,,,
17,31436695,COMMUNITY POLICE/WATCH GROUP,YES,1,QUARTERLY,10,4,6
18,31436695,DISABLED ASSOC.,NO,,,,,
19,31436695,OTHER (SPECIFY),NO,,,,,
1,31438690,VILLAGE DEVELOPMENT COMMITTE,YES,1,MONTHLY,10,5,3
2,31438690,AGRICULTURAL COOP,NO,,,,,
3,31438690,TOBACCO CLUB,NO,,,,,
4,31438690,FARMERS` GROUP,NO,,,,,
5,31438690,SAVING AND CREDIT COOP,YES,5,WEEKLY,32,26,25
6,31438690,BUSINESS ASSOC,NO,,,,,
7,31438690,WOMEN`S GROUP,YES,3,WEEKLY,30,30,20
8,31438690,YOUTH GROUP,NO,,,,,
9,31438690,POLITICAL GROUP,NO,,,,,
10,31438690,RELIGIOUS GROUP,YES,12,WEEKLY,50,50,20
11,31438690,CULTURAL GROUP,NO,,,,,
12,31438690,HEALTH COMMITTEE,YES,1,WEEKLY,10,5,3
