HHID,case_id,ea_id,qx_type,ag_c0a,ag_c01,ag_j0a,ag_j01,ag_j02,ag_s00,_merge
2867,312010070230,31201007,Panel A,,Yes,,No,,Yes,both in master and using data
2859,312010070283,31201007,Panel A,,Yes,,No,,No,both in master and using data
2855,312010070285,31201007,Panel A,,Yes,,No,,Yes,both in master and using data
2794,312011040010,31201104,Panel B,,Yes,,No,,No,both in master and using data
2806,312011040023,31201104,Panel B,,Yes,,No,,No,both in master and using data
2814,312011040036,31201104,Panel B,,Yes,,No,,Yes,both in master and using data
2804,312011040061,31201104,Panel B,,Yes,,No,,No,both in master and using data
2816,312011040074,31201104,Panel B,,Yes,,No,,Yes,both in master and using data
2820,312011040086,31201104,Panel B,,Yes,,No,,No,both in master and using data
2796,312011040112,31201104,Panel B,,Yes,,Yes,Yes,No,both in master and using data
2792,312011040124,31201104,Panel B,,Yes,,No,,Yes,both in master and using data
2810,312011040137,31201104,Panel B,,Yes,,No,,No,both in master and using data
2818,312011040162,31201104,Panel B,,Yes,,,,No,both in master and using data
2790,312011040175,31201104,Panel B,,Yes,,Yes,Yes,No,both in master and using data
2802,312011040188,31201104,Panel B,,Yes,,Yes,Yes,Yes,both in master and using data
2808,312011040213,31201104,Panel B,,Yes,,No,,Yes,both in master and using data
2798,312011040226,31201104,Panel B,,Yes,,Yes,Yes,Yes,both in master and using data
2812,312011040238,31201104,Panel B,,Yes,,No,,No,both in master and using data
2800,312011040264,31201104,Panel B,,Yes,,No,,Yes,both in master and using data
2852,312011970008,31201197,Panel B,,Yes,,No,,Yes,both in master and using data
2842,312011970022,31201197,Panel B,,Yes,,No,,Yes,both in master and using data
2840,312011970028,31201197,Panel B,,Yes,,No,,No,both in master and using data
2846,312011970030,31201197,Panel B,,Yes,,No,,No,both in master and using data
2836,312011970037,31201197,Panel B,,Yes,,Yes,Yes,Yes,both in master and using data
2822,312011970057,31201197,Panel B,,Yes,,No,,No,both in master and using data
2830,312011970066,31201197,Panel B,,Yes,,No,,Yes,both in master and using data
2826,312011970081,31201197,Panel B,,Yes,,No,,No,both in master and using data
2844,312011970088,31201197,Panel B,,Yes,,No,,No,both in master and using data
2834,312011970095,31201197,Panel B,,Yes,,,,Yes,both in master and using data
2850,312011970110,31201197,Panel B,,Yes,,,,No,both in master and using data
2828,312011970117,31201197,Panel B,,Yes,,No,,No,both in master and using data
2824,312011970124,31201197,Panel B,,Yes,,No,,No,both in master and using data
2848,312011970139,31201197,Panel B,,Yes,,No,,Yes,both in master and using data
2832,312011970146,31201197,Panel B,,Yes,,No,,Yes,both in master and using data
2766,312015160017,31201516,Panel B,,Yes,,No,,Yes,both in master and using data
2774,312015160031,31201516,Panel B,,Yes,,No,,Yes,both in master and using data
2760,312015160046,31201516,Panel B,,Yes,,No,,No,both in master and using data
2762,312015160060,31201516,Panel B,,Yes,,No,,No,both in master and using data
2768,312015160089,31201516,Panel B,,Yes,,Yes,Yes,No,both in master and using data
2784,312015160108,31201516,Panel B,,Yes,,No,,Yes,both in master and using data
2764,312015160118,31201516,Panel B,,Yes,,No,,No,both in master and using data
2786,312015160132,31201516,Panel B,,Yes,,No,,Yes,both in master and using data
2780,312015160161,31201516,Panel B,,Yes,,No,,Yes,both in master and using data
2778,312015160175,31201516,Panel B,,Yes,,No,,No,both in master and using data
2758,312015160190,31201516,Panel B,,Yes,,No,,Yes,both in master and using data
2782,312015160204,31201516,Panel B,,Yes,,No,,Yes,both in master and using data
2772,312015160233,31201516,Panel B,,Yes,,No,,Yes,both in master and using data
2776,312015160248,31201516,Panel B,,Yes,,No,,No,both in master and using data
2770,312015160262,31201516,Panel B,,Yes,,No,,No,both in master and using data
2788,312015160291,31201516,Panel B,,Yes,,No,,No,both in master and using data
2907,312046180076,31204618,Panel A,,Yes,,No,,Yes,both in master and using data
2903,312046180082,31204618,Panel A,,Yes,,Yes,Yes,Yes,both in master and using data
2883,312046180090,31204618,Panel A,,Yes,,No,,Yes,both in master and using data
2889,312046180100,31204618,Panel A,,Yes,,No,,Yes,both in master and using data
2891,312046180102,31204618,Panel A,,Yes,,No,,Yes,both in master and using data
2895,312046180105,31204618,Panel A,,Yes,,No,,Yes,both in master and using data
2905,312046180112,31204618,Panel A,,Yes,,No,,Yes,both in master and using data
2911,312046180123,31204618,Panel A,,Yes,,No,,Yes,both in master and using data
2901,312046180149,31204618,Panel A,,Yes,,No,,No,both in master and using data
2881,312046180161,31204618,Panel A,,Yes,,No,,No,both in master and using data
2893,312046180169,31204618,Panel A,,Yes,,,,Yes,both in master and using data
2885,312046180205,31204618,Panel A,,Yes,,Yes,Yes,No,both in master and using data
2909,312046180216,31204618,Panel A,,Yes,,,,No,both in master and using data
2899,312046180226,31204618,Panel A,,Yes,,,,Yes,both in master and using data
2897,312046180244,31204618,Panel A,,Yes,,No,,Yes,both in master and using data
2887,312046180276,31204618,Panel A,,Yes,,No,,Yes,both in master and using data
2884,314325230003,31432523,Panel B,,Yes,,No,,No,both in master and using data
2860,314325230060,31432523,Panel B,,Yes,,,,No,both in master and using data
2876,314325230074,31432523,Panel B,,Yes,,,,No,both in master and using data
2858,314325230103,31432523,Panel B,,Yes,,No,,Yes,both in master and using data
2880,314325230117,31432523,Panel B,,Yes,,No,,No,both in master and using data
2878,314325230132,31432523,Panel B,,Yes,,No,,No,both in master and using data
2882,314325230232,31432523,Panel B,,Yes,,No,,No,both in master and using data
2874,314325230246,31432523,Panel B,,Yes,,,,Yes,both in master and using data
2870,314325230275,31432523,Panel B,,Yes,,No,,No,both in master and using data
2856,314325230289,31432523,Panel B,,Yes,,No,,Yes,both in master and using data
2921,314326760004,31432676,Panel A,,Yes,,,,No,both in master and using data
2923,314326760010,31432676,Panel A,,Yes,,No,,No,both in master and using data
2943,314326760021,31432676,Panel A,,Yes,,No,,No,both in master and using data
2937,314326760023,31432676,Panel A,,Yes,,,,No,both in master and using data
2931,314326760032,31432676,Panel A,,Yes,,No,,No,both in master and using data
2925,314326760034,31432676,Panel A,,Yes,,No,,No,both in master and using data
2915,314326760045,31432676,Panel A,,Yes,,,,Yes,both in master and using data
2919,314326760056,31432676,Panel A,,Yes,,No,,No,both in master and using data
2898,314351200007,31435120,Panel B,,Yes,,,,Yes,both in master and using data
2890,314351200034,31435120,Panel B,,Yes,,No,,Yes,both in master and using data
2904,314351200047,31435120,Panel B,,Yes,,No,,Yes,both in master and using data
2906,314351200087,31435120,Panel B,,Yes,,,,No,both in master and using data
2910,314351200114,31435120,Panel B,,Yes,,No,,No,both in master and using data
2900,314351200127,31435120,Panel B,,No,,No,,Yes,both in master and using data
2894,314351200141,31435120,Panel B,,Yes,,No,,No,both in master and using data
2896,314351200167,31435120,Panel B,,Yes,,No,,Yes,both in master and using data
2902,314351200181,31435120,Panel B,,Yes,,No,,No,both in master and using data
2886,314351200221,31435120,Panel B,,Yes,,No,,No,both in master and using data
2912,314351200247,31435120,Panel B,,Yes,,No,,No,both in master and using data
2892,314351200274,31435120,Panel B,,Yes,,No,,No,both in master and using data
2975,314357530023,31435753,Panel A,,Yes,,No,,No,both in master and using data
2953,314357530066,31435753,Panel A,,Yes,,,,No,both in master and using data
2951,314357530102,31435753,Panel A,,Yes,,No,,No,both in master and using data
2959,314357530137,31435753,Panel A,,Yes,,No,,No,both in master and using data
2947,314357530154,31435753,Panel A,,Yes,,No,,Yes,both in master and using data
2969,314357530159,31435753,Panel A,,Yes,,,,No,both in master and using data
2949,314357530200,31435753,Panel A,,Yes,,No,,No,both in master and using data
2963,314357530227,31435753,Panel A,,Yes,,,,No,both in master and using data
2965,314357530242,31435753,Panel A,,Yes,,,,No,both in master and using data
2967,314357530281,31435753,Panel A,,Yes,,No,,No,both in master and using data
2961,314357530283,31435753,Panel A,,Yes,,No,,No,both in master and using data
2989,314366950029,31436695,Panel A,,Yes,,No,,No,both in master and using data
2991,314366950079,31436695,Panel A,,Yes,,,,No,both in master and using data
2997,314366950086,31436695,Panel A,,Yes,,No,,No,both in master and using data
3005,314366950106,31436695,Panel A,,Yes,,,,No,both in master and using data
3007,314366950118,31436695,Panel A,,Yes,,,,No,both in master and using data
2987,314366950125,31436695,Panel A,,Yes,,,,No,both in master and using data
2983,314366950166,31436695,Panel A,,Yes,,No,,No,both in master and using data
2979,314366950178,31436695,Panel A,,Yes,,,,No,both in master and using data
2940,314386900029,31438690,Panel B,,Yes,,No,,Yes,both in master and using data
2924,314386900045,31438690,Panel B,,Yes,,No,,Yes,both in master and using data
2944,314386900061,31438690,Panel B,,Yes,,No,,Yes,both in master and using data
2920,314386900109,31438690,Panel B,,Yes,,,,Yes,both in master and using data
2934,314386900125,31438690,Panel B,,Yes,,No,,Yes,both in master and using data
2932,314386900141,31438690,Panel B,,Yes,,,,No,both in master and using data
2946,314386900157,31438690,Panel B,,Yes,,No,,Yes,both in master and using data
2922,314386900188,31438690,Panel B,,Yes,,No,,No,both in master and using data
2942,314386900204,31438690,Panel B,,Yes,,No,,No,both in master and using data
2926,314386900220,31438690,Panel B,,Yes,,No,,No,both in master and using data
2936,314386900236,31438690,Panel B,,Yes,,No,,No,both in master and using data
2918,314386900268,31438690,Panel B,,Yes,,,,No,both in master and using data
2916,314386900300,31438690,Panel B,,Yes,,,,Yes,both in master and using data
2966,314391020004,31439102,Panel B,,Yes,,,,No,both in master and using data
2972,314391020014,31439102,Panel B,,Yes,,No,,No,both in master and using data
2962,314391020024,31439102,Panel B,,No,,,,Yes,both in master and using data
2958,314391020044,31439102,Panel B,,Yes,,No,,Yes,both in master and using data
2954,314391020065,31439102,Panel B,,Yes,,No,,No,both in master and using data
2960,314391020115,31439102,Panel B,,Yes,,,,No,both in master and using data
2970,314391020136,31439102,Panel B,,Yes,,No,,Yes,both in master and using data
2948,314391020166,31439102,Panel B,,Yes,,No,,No,both in master and using data
2964,314391020176,31439102,Panel B,,Yes,,,,No,both in master and using data
2956,314391020186,31439102,Panel B,,Yes,,No,,No,both in master and using data
3033,314413890017,31441389,Panel A,,Yes,,,,No,both in master and using data
3009,314413890027,31441389,Panel A,,Yes,,No,,No,both in master and using data
3027,314413890036,31441389,Panel A,,Yes,,,,No,both in master and using data
3011,314413890063,31441389,Panel A,,Yes,,,,Yes,both in master and using data
3013,314413890144,31441389,Panel A,,Yes,,,,No,both in master and using data
3023,314413890183,31441389,Panel A,,Yes,,Yes,Yes,No,both in master and using data
3037,314413890207,31441389,Panel A,,Yes,,No,,No,both in master and using data
3000,314423940001,31442394,Panel B,,Yes,,No,,Yes,both in master and using data
2984,314423940024,31442394,Panel B,,Yes,,,,No,both in master and using data
2986,314423940030,31442394,Panel B,,Yes,,No,,Yes,both in master and using data
2998,314423940042,31442394,Panel B,,Yes,,No,,No,both in master and using data
3004,314423940054,31442394,Panel B,,Yes,,,,Yes,both in master and using data
2982,314423940072,31442394,Panel B,,Yes,,,,No,both in master and using data
2980,314423940078,31442394,Panel B,,Yes,,No,,No,both in master and using data
3002,314423940114,31442394,Panel B,,Yes,,No,,No,both in master and using data
2996,314423940120,31442394,Panel B,,Yes,,,,No,both in master and using data
3057,314431080018,31443108,Panel A,,Yes,,,,Yes,both in master and using data
3041,314431080042,31443108,Panel A,,Yes,,,,No,both in master and using data
3051,314431080052,31443108,Panel A,,Yes,,No,,No,both in master and using data
3061,314431080088,31443108,Panel A,,Yes,,No,,No,both in master and using data
3053,314431080099,31443108,Panel A,,Yes,,,,Yes,both in master and using data
3047,314431080106,31443108,Panel A,,Yes,,No,,Yes,both in master and using data
3059,314431080159,31443108,Panel A,,Yes,,No,,No,both in master and using data
3069,314431080165,31443108,Panel A,,Yes,,No,,No,both in master and using data
3067,314431080170,31443108,Panel A,,Yes,,No,,Yes,both in master and using data
3045,314431080171,31443108,Panel A,,Yes,,,,No,both in master and using data
3032,314432700002,31443270,Panel B,,Yes,,No,,No,both in master and using data
3028,314432700023,31443270,Panel B,,Yes,,No,,Yes,both in master and using data
3038,314432700044,31443270,Panel B,,No,,No,,Yes,both in master and using data
3024,314432700055,31443270,Panel B,,Yes,,,,No,both in master and using data
3014,314432700065,31443270,Panel B,,Yes,,No,,No,both in master and using data
3018,314432700097,31443270,Panel B,,Yes,,,,Yes,both in master and using data
3034,314432700129,31443270,Panel B,,Yes,,,,Yes,both in master and using data
3016,314432700140,31443270,Panel B,,No,,,,Yes,both in master and using data
3040,314432700150,31443270,Panel B,,Yes,,,,No,both in master and using data
3020,314432700172,31443270,Panel B,,Yes,,No,,No,both in master and using data
3012,314432700193,31443270,Panel B,,Yes,,,,No,both in master and using data
3081,315326740050,31532674,Panel A,,Yes,,,,No,both in master and using data
3079,315326740064,31532674,Panel A,,Yes,,,,Yes,both in master and using data
3095,315326740065,31532674,Panel A,,Yes,,No,,Yes,both in master and using data
3077,315326740067,31532674,Panel A,,Yes,,,,No,both in master and using data
3089,315326740150,31532674,Panel A,,Yes,,No,,No,both in master and using data
3093,315326740163,31532674,Panel A,,Yes,,,,No,both in master and using data
3050,315330950061,31533095,Panel B,,Yes,,,,No,both in master and using data
3092,315361180106,31536118,Panel B,,Yes,,,,No,both in master and using data
3084,315361180324,31536118,Panel B,,Yes,,,,No,both in master and using data
3113,315367510047,31536751,Panel A,,Yes,,,,No,both in master and using data
3126,315404190015,31540419,Panel B,,No,,,,Yes,both in master and using data
3175,315453840045,31545384,Panel A,,No,,,,Yes,both in master and using data
3197,315453840609,31545384,Panel A,,Yes,,,,No,both in master and using data
3179,315453840939,31545384,Panel A,,Yes,,,,Yes,both in master and using data
3144,315467600077,31546760,Panel B,,No,,,,Yes,both in master and using data
3261,315546130008,31554613,Panel A,,Yes,,,,No,both in master and using data
3247,315546130283,31554613,Panel A,,Yes,,,,No,both in master and using data
