HHID,case_id,qx_type,visit,ea_id,hh_n09a,hh_n09b,hh_n09c,hh_n10a,hh_n10b,hh_n11,hh_n12a,hh_n12b,hh_n13a,hh_n13b,hh_n14,hh_n15a,hh_n15b,hh_n16a,hh_n16a_os,hh_n16b,hh_n16b_os,hh_n17,hh_n18,hh_n19,hh_n20a,hh_n20b,hh_n21a,hh_n21b,hh_n21c,hh_n22,hh_n23,hh_n24,hh_n24_os,hh_n25a,hh_n25b,hh_n25c,hh_n25d,hh_n25e,hh_n25f,hh_n25g,hh_n25h,hh_n25i,hh_n25j,hh_n25k,hh_n25l,hh_n25m,hh_n25n,hh_n25o,hh_n25p,hh_n25q,hh_n25r,hh_n25s,hh_n25t,hh_n25u,hh_n25v,hh_n25w,hh_n25x,hh_n25y,hh_n26a,hh_n26a_os,hh_n26b,hh_n26b_os,hh_n27,hh_n28,hh_n29a,hh_n29a_os,hh_n29b,hh_n29b_os,hh_n30a1,hh_n30a2,hh_n30a3,hh_n30a4,hh_n30b1,hh_n30b2,hh_n30b3,hh_n30b4,hh_n30c1,hh_n30c2,hh_n30c3,hh_n30c4,hh_n30d1,hh_n30d2,hh_n30d3,hh_n30d4,hh_n31a1,hh_n31a2,hh_n31a3,hh_n31a4,hh_n31b1,hh_n31b2,hh_n31b3,hh_n31b4,hh_n31c1,hh_n31c2,hh_n31c3,hh_n31c4,hh_n32,hh_n33,hh_n34,hh_n35,hh_n36,hh_n37,hh_n38,hh_n39,hh_n40,hh_n41a,hh_n41b,hh_n41c,hh_n41d,hh_n41e,hh_n41f,hh_n41g,hh_n41h
3033,314413890017,Panel A,1,31441389,1,RICE SELLING,62,1,,2,1,,0,,,6,2004,Own-savings from non-agriculture,,,,Traditional market place,,,Final consumers,Traders,No,No,No,No,No,,,,,,AVERAGE,LOW,LOW,LOW,LOW,LOW,AVERAGE,LOW,LOW,LOW,LOW,LOW,AVERAGE,,,,,,,,,,,,,,Yes,,,,,,1,26,8,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,10000,Average sales,,,3000,0,,,1000,6000,6000,700,0,0,0,0,0
3009,314413890027,Panel A,1,31441389,1,PARAFFIN SELLER,62,1,,2,1,,0,0,,4,2010,Gift from family/friends,,,,Home (inside residence),,,Final consumers,,No,No,No,No,No,,,,,,,,,,,,,,,,,HIGH,HIGH,,,,,,,,,,,,,,Yes,,,,,,1,30,2,5,,,,,,,,,,,,,0,,,,0,,,,0,,,,800,High sales,,,,,0,0,300,500,500,0,0,0,0,0,0
3035,314413890028,Panel A,1,31441389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3017,314413890031,Panel A,1,31441389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3027,314413890036,Panel A,1,31441389,1,TOMATO SELLER,62,1,,1,1,,0,0,,4,1999,Loan from family/friends,,,,Traditional market place,,,Final consumers,,No,No,Yes,Yes,No,,,,,,LOW,LOW,LOW,LOW,LOW,LOW,AVERAGE,AVERAGE,AVERAGE,LOW,LOW,LOW,,,,,,,,,,,,,,,Yes,,,,,,1,7,11,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,3000,Low sales,5000,8000,,,,,500,2500,2500,300,0,0,0,0,0
3011,314413890063,Panel A,1,31441389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3025,314413890100,Panel A,1,31441389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3031,314413890115,Panel A,1,31441389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3013,314413890144,Panel A,1,31441389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3029,314413890156,Panel A,1,31441389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3039,314413890157,Panel A,1,31441389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3021,314413890181,Panel A,1,31441389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3015,314413890182,Panel A,1,31441389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3023,314413890183,Panel A,1,31441389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3037,314413890207,Panel A,1,31441389,1,SELL GROCERIES,62,2,,2,2,,0,0,,10,2009,Gift from family/friends,,,,Home (outside residence),,,Final consumers,,No,No,No,No,No,,,,,,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,HIGH,HIGH,HIGH,LOW,LOW,LOW,AVERAGE,AVERAGE,,,,,,,,,,,Lack of cash,,,,Yes,,,,,,2,30,40,1,,,,,,,,,,,,,0,,,,0,,,,0,,,,13000,Average sales,,,3000,15000,,,3000,10000,10000,0,0,0,0,0,0
3000,314423940001,Panel B,2,31442394,1,SELLING CLOTHES.,62,2,,2,2,,0,0,,11,2009,Loan from family/friends,,,,Mobile,,,Final consumers,,No,No,No,No,No,,,,,,,,,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,AVERAGE,LOW,LOW,LOW,LOW,AVERAGE,AVERAGE,AVERAGE,HIGH,HIGH,,,,,,,,Lack of cash,,,,Yes,,,,,,2,7,20,1,,,,,,,,,,,,,0,,,,0,,,,0,,,,150000,High sales,,,,,50000,90000,30000,100000,100000,2000,0,0,0,0,18000
3006,314423940006,Panel B,2,31442394,1,NURSERY SCHOOL,93,1,,1,1,,0,0,,6,2007,Own-savings from non-agriculture,,,,Other fixed place,No,,Final consumers,,No,No,Yes,Yes,No,,,,,,,,,AVERAGE,AVERAGE,AVERAGE,AVERAGE,LOW,LOW,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,,,,,,,,,,,,Yes,,,,,,1,25,200,1,,,,,,,,,,,,,1,19,8,5000,1,21,8,4500,,,,,18500,High sales,,,,,10000,14000,500,0,0,0,0,2000,2000,0,14000
2992,314423940018,Panel B,2,31442394,1,COSMETICS,62,1,,1,1,,0,0,,7,2009,Non-agricultural credit from bank or other institution,,,,Home (outside residence),,,Final consumers,,No,No,No,No,No,,,,,,,,,LOW,LOW,HIGH,HIGH,AVERAGE,AVERAGE,AVERAGE,AVERAGE,AVERAGE,AVERAGE,AVERAGE,AVERAGE,,,,,,,,,,,,Yes,,,,,,1,24,8,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,20800,Average sales,,,15600,46800,,,10400,15000,15000,0,0,0,0,0,0
2984,314423940024,Panel B,2,31442394,1,FISH SELLER,62,1,,1,1,,0,0,,3,1996,Own-savings from agriculture,,,,Traditional market place,,,Final consumers,,No,No,No,No,No,,,,,,,,,AVERAGE,AVERAGE,AVERAGE,LOW,LOW,LOW,AVERAGE,AVERAGE,HIGH,HIGH,HIGH,HIGH,,,,,,,,,,,,Yes,,,,,,1,28,10,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,25000,High sales,,,,,7000,10700,14000,10000,0,1000,0,0,0,0,0
2986,314423940030,Panel B,2,31442394,1,BAKING (SAMOOSA),31,2,,2,2,,0,0,,9,1994,Gift from family/friends,,,,Home (outside residence),,,Final consumers,,No,No,No,No,No,,,,,,,,,AVERAGE,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,HIGH,HIGH,LOW,LOW,,,,,,,,,,,,Yes,,,,,,2,20,120,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,30000,Low sales,15000,30000,,,,,6000,13000,0,0,2500,0,0,0,
2998,314423940042,Panel B,2,31442394,1,TAILORING,32,2,,3,2,,0,0,,9,2007,Gift from family/friends,,,,Home (inside residence),,,Final consumers,,No,No,No,No,No,,,,,,,,,,AVERAGE,HIGH,HIGH,LOW,LOW,LOW,LOW,LOW,AVERAGE,AVERAGE,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,,,,,,,Other (Specify),NOT AT HOME,,,Yes,,,,,,2,15,75,10,,,,,,,,,,,,,0,,,,0,,,,0,,,,7000,Average sales,,,3000,10000,,,6000,500,100,0,0,0,0,0,0
2994,314423940048,Panel B,2,31442394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3004,314423940054,Panel B,2,31442394,1,TAILORING SHOP,32,2,,1,2,1,0,0,,12,2009,Own-savings from non-agriculture,,,,Home (outside residence),,,Final consumers,,No,No,No,No,No,,,,,,,,,,,,LOW,LOW,LOW,LOW,AVERAGE,AVERAGE,HIGH,HIGH,AVERAGE,,,,,,,,,,,,Yes,,,,,,,0,,,0,0,,,,,,,,,,,1,24,8,8000,0,,,,0,,,,33000,Average sales,,,2800,65000,,,12500,20000,20000,1000,150,4000,0,0,0
3008,314423940066,Panel B,2,31442394,1,SELLING CHARCOL,62,1,,1,1,,0,0,,8,2010,Own-savings from non-agriculture,,,,Home (outside residence),,,Final consumers,,No,No,No,No,Yes,Purchased from someone else,,,,,,,,,,,,,,,,,,,AVERAGE,,,,,,,,,,,,Yes,,,,,,1,4,12,1,,,,,,,,,,,,,0,,,,0,,,,0,,,,1800,Average sales,,,0,0,,,300,100,100,0,0,0,0,0,0
2982,314423940072,Panel B,2,31442394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2980,314423940078,Panel B,2,31442394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2990,314423940090,Panel B,2,31442394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2988,314423940102,Panel B,2,31442394,1,FIREWOOD SELLS,62,2,,2,2,,0,0,,8,2010,Gift from family/friends,,,,Home (inside residence),,,Final consumers,,No,No,No,No,Yes,Purchased from someone else,,,,,,,,,,,,,,,,,,,AVERAGE,,,,,,,,,,,,Yes,,,,,,2,30,150,1,,,,,,,,,,,,,0,,,,0,,,,0,,,,500,Average sales,,,0,0,,,2500,300,0,0,0,0,0,0,0
3002,314423940114,Panel B,2,31442394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2996,314423940120,Panel B,2,31442394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3065,314431080017,Panel A,1,31443108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3057,314431080018,Panel A,1,31443108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3049,314431080030,Panel A,1,31443108,1,SELLS MAIZE FLOUR,62,1,2,1,1,,0,0,,4,2007,Own-savings from agriculture,,,,Traditional market place,,,Final consumers,,No,No,Yes,No,No,,,,LOW,LOW,LOW,AVERAGE,AVERAGE,AVERAGE,AVERAGE,HIGH,HIGH,HIGH,LOW,LOW,,,,,,,,,,,,,,,,,Yes,,,,,,1,31,224,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,24800,Low sales,45000,54000,,,,,10000,14800,0,300,0,0,0,0,0
3041,314431080042,Panel A,1,31443108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3051,314431080052,Panel A,1,31443108,1,SELLING CLOTHES,62,1,,1,1,,0,0,,4,2005,Gift from family/friends,,,,Traditional market place,,,Final consumers,Traders,No,No,No,No,No,,,NONE:NOT IN OPERATION,AVERAGE,AVERAGE,AVERAGE,AVERAGE,HIGH,HIGH,HIGH,LOW,LOW,AVERAGE,AVERAGE,AVERAGE,,,,,,,,,,,,,Lack of non-labour inputs,,,,Yes,,,,,,1,27,162,1,,,,,,,,,,,,,0,,,,0,,,,0,,,,15000,Average sales,,,8000,20000,,,4050,0,6000,0,0,0,150,0,4800
3061,314431080088,Panel A,1,31443108,1,PHOTOGRAPHER,95,1,,1,1,,0,0,,5,2006,Own-savings from non-agriculture,,,,Mobile,,,Final consumers,,No,No,No,No,No,,,,AVERAGE,AVERAGE,AVERAGE,AVERAGE,AVERAGE,HIGH,HIGH,HIGH,HIGH,LOW,LOW,AVERAGE,,,,,,,,,,,,,,,,,Yes,,,,,,1,24,264,1,,,,,,,,,,,,,0,,,,0,,,,0,,,,18000,Average sales,,,12000,25000,,,8510,7490,7490,2000,0,0,0,0,0
3053,314431080099,Panel A,1,31443108,1,PLATE SELLER,62,2,,2,2,,0,0,,3,2008,Gift from family/friends,,,,Mobile,,,Final consumers,,No,No,No,No,No,,,,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,LOW,AVERAGE,AVERAGE,,,,,,,,,,,,Own-Illness/Need to care for household members,,,,Yes,,,,,,2,2,10,3,,,,,,,,,,,,,0,,,,0,,,,0,,,,20000,Average sales,,,10000,,,,5000,12000,12000,700,0,0,0,0,100
3047,314431080106,Panel A,1,31443108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3071,314431080115,Panel A,1,31443108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3043,314431080137,Panel A,1,31443108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3063,314431080143,Panel A,1,31443108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3059,314431080159,Panel A,1,31443108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3069,314431080165,Panel A,1,31443108,1,SELLER OF IRISH POTATO,62,1,,1,1,,0,0,,6,2009,Loan from money lender,,,,Traditional market place,No,,Final consumers,,No,No,No,No,No,,,,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,LOW,AVERAGE,HIGH,HIGH,LOW,HIGH,HIGH,HIGH,LOW,LOW,,,,,,,,,,,,,Other (Specify),BUSINESS NOT YET STARTED,,,Yes,,,,,,1,24,60,1,,,,,,,,,,,,,0,,,,0,,,,0,,,,10000,Low sales,13000,17000,,,,,3050,0,700,1000,0,0,0,0,5250
3055,314431080168,Panel A,1,31443108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3067,314431080170,Panel A,1,31443108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3045,314431080171,Panel A,1,31443108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3032,314432700002,Panel B,2,31443270,1,RADIO SPARE PARTS SELLER,62,1,,2,1,,0,,,4,1999,Own-savings from non-agriculture,,,,Traditional market place,,,Final consumers,,No,No,No,No,No,,,,,,,AVERAGE,AVERAGE,AVERAGE,HIGH,HIGH,HIGH,LOW,LOW,AVERAGE,AVERAGE,AVERAGE,AVERAGE,,,,,,,,,,,,,,Yes,,,,,,1,20,8,12,2,4,6,12,,,,,,,,,1,4,6,0,,,,,,,,,30000,Average sales,,,8000,20000,,,5000,25000,25000,3800,0,0,0,0,0
3032,314432700002,Panel B,2,31443270,2,KAUNJIKA SELLER,62,2,,2,2,,0,,,5,2009,Loan from money lender,,,,Traditional market place,,,Final consumers,,No,No,No,No,No,,,,,,,LOW,LOW,LOW,AVERAGE,AVERAGE,HIGH,LOW,LOW,HIGH,LOW,AVERAGE,LOW,,,,,,,,,,,,,,Yes,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,20,8,1500,,,,,8000,Low sales,3000,5000,,,,,3000,4000,4000,0,0,0,0,0,2000
3030,314432700012,Panel B,2,31443270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3028,314432700023,Panel B,2,31443270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3038,314432700044,Panel B,2,31443270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3024,314432700055,Panel B,2,31443270,1,SOFT DRINKS SELLER,62,1,,2,1,,0,,,6,2004,Gift from family/friends,,,,Home (inside residence),,,Final consumers,,No,No,No,No,No,,,,,,,LOW,LOW,HIGH,HIGH,HIGH,HIGH,AVERAGE,AVERAGE,AVERAGE,HIGH,HIGH,LOW,,,,,,,,,,,,,,Yes,,,,,,2,30,6,12,3,20,6,12,,,,,,,,,0,,,,0,,,,0,,,,3000,Low sales,5000,7000,,,,,2000,3000,3000,200,0,0,0,0,0
3014,314432700065,Panel B,2,31443270,1,KACHASU BREWERLY,31,1,,1,1,,,2,About half,4,2010,Own-savings from non-agriculture,,,,Home (outside residence),,,Final consumers,,No,No,No,No,No,,,,,,,,,,,,,,,,AVERAGE,HIGH,LOW,,,,,,,,,,,,,,Yes,,,,,,1,4,10,3,,,,,,,,,,,,,,,,,2,4,10,1300,,,,,3900,Low sales,3000,5400,,,,,1650,2550,0,0,0,0,0,0,0
3010,314432700087,Panel B,2,31443270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3018,314432700097,Panel B,2,31443270,1,VEGETABLE SELLER,62,2,,2,2,,0,,,1,2006,Loan from family/friends,,,,Traditional market place,,,Final consumers,,No,No,No,No,No,,,,,,,LOW,AVERAGE,AVERAGE,HIGH,HIGH,HIGH,LOW,LOW,AVERAGE,AVERAGE,LOW,LOW,,,,,,,,,,,,,,Yes,,,,,,2,20,8,12,3,2,6,2,,,,,,,,,0,,,,1,2,3,0,,,,,4800,Low sales,5000,10000,,,,,2500,3000,3000,300,0,0,0,0,0
3026,314432700108,Panel B,2,31443270,1,SELLING MANDASI,31,2,,2,2,,0,0,,6,2010,Gift from family/friends,,,,Home (outside residence),,,Final consumers,,No,No,No,No,No,,,,,,,,,,,,,,,,,,HIGH,LOW,,,,,,,,,,,,,Yes,,,,,,2,12,6,2,,,,,,,,,,,,,0,,,,0,,,,0,,,,2000,Low sales,,2500,,,,,800,1200,0,0,0,0,0,0,0
3034,314432700129,Panel B,2,31443270,1,SELLING GROCERIES,62,1,2,1,1,,0,0,,10,2004,Proceeds from another business,,,,Traditional market place,,,Final consumers,,No,No,No,No,No,,,,,,,LOW,AVERAGE,AVERAGE,AVERAGE,HIGH,HIGH,HIGH,AVERAGE,AVERAGE,AVERAGE,AVERAGE,LOW,,,,,,,,,,,,,,Yes,,,,,,,,,,2,20,300,1,6,8,48,1,,,,,0,,,,0,,,,0,,,,105000,Low sales,120000,150000,,,,,22800,80000,80000,0,0,700,0,0,1500
3034,314432700129,Panel B,2,31443270,2,SELLING MANDASI,31,1,2,1,1,,0,0,,2,2010,Loan from family/friends,,,,Mobile,,,Final consumers,,No,No,No,No,No,,,,,,,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,LOW,LOW,AVERAGE,AVERAGE,HIGH,,,,,,,,,,Lack of non-labour inputs,,,,Yes,,,,,,1,20,360,1,,,,,,,,,,,,,0,,,,0,,,,0,,,,96000,High sales,,,,,30000,70000,23000,72000,0,0,0,0,0,0,1000
3016,314432700140,Panel B,2,31443270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3040,314432700150,Panel B,2,31443270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3020,314432700172,Panel B,2,31443270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3022,314432700182,Panel B,2,31443270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3012,314432700193,Panel B,2,31443270,1,SOFT DRINKS(FREEZES),62,2,,2,2,,0,,,12,2009,Gift from family/friends,,,,Home (inside residence),,,Final consumers,,No,No,No,No,No,,,,,,,LOW,AVERAGE,HIGH,HIGH,HIGH,HIGH,AVERAGE,AVERAGE,AVERAGE,AVERAGE,NONE:NOT IN OPERATION,LOW,,,,,,,,,,Seasonal work,,,,Yes,,,,,,2,24,3,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,20000,Low sales,10000,25000,,,,,7000,6000,6000,0,0,500,0,0,0
3036,314432700214,Panel B,2,31443270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3097,315326740001,Panel A,1,31532674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3075,315326740004,Panel A,1,31532674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3081,315326740050,Panel A,1,31532674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3079,315326740064,Panel A,1,31532674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3095,315326740065,Panel A,1,31532674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3077,315326740067,Panel A,1,31532674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3091,315326740077,Panel A,1,31532674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3103,315326740098,Panel A,1,31532674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3099,315326740121,Panel A,1,31532674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
