HHID,case_id,qx_type,visit,ea_id,ag_p0a,ag_p0b,ag_p0d,ag_p0d_os,ag_p01,ag_p02a,ag_p02b,ag_p02b_os,ag_p03,ag_p04,ag_p05,ag_p06a,ag_p06b,ag_p06c,ag_p06d,ag_p07,ag_p08a,ag_p08a_os,ag_p08b,ag_p08b_os,ag_p09a,ag_p09b,ag_p09b_os
2524,308016790096,Panel B,2,30801679,YES,T2,MANGO,,SCATTERED,,,,8,1990,0,December,2009,January,2010,NO,,,,,6,BASKET (DENGU),
2524,308016790096,Panel B,2,30801679,YES,T1,CASSAVA,,SCATTERED,,,,,,,July,2010,August,2010,NO,,,,,2,50 KG BAG,
2522,308016790115,Panel B,2,30801679,YES,T3,BANANA,,SCATTERED,,,,10,1980,0,July,2010,August,2010,NO,,,,,7,BASKET (DENGU),
2522,308016790115,Panel B,2,30801679,YES,T1,CASSAVA,,SCATTERED,,,,,,,July,2010,August,2010,NO,,,,,3,50 KG BAG,
2522,308016790115,Panel B,2,30801679,YES,T4,GUAVA,,SCATTERED,,,,2,1980,0,June,2010,July,2010,NO,,,,,1,BASKET (DENGU),
2522,308016790115,Panel B,2,30801679,YES,T2,MANGO,,SCATTERED,,,,4,1980,0,December,2009,January,2010,NO,,,,,5,BASKET (DENGU),
2522,308016790115,Panel B,2,30801679,YES,T5,AVOCADO,,SCATTERED,,,,1,1980,0,April,2010,May,2010,NO,,,,,3,BASKET (DENGU),
2520,308016790124,Panel B,2,30801679,YES,T2,MANGO,,SCATTERED,,,,5,1969,0,November,2009,January,2010,NO,,,,,4,BASKET (DENGU),
2520,308016790124,Panel B,2,30801679,YES,T1,CASSAVA,,SCATTERED,,,,,,,August,2010,August,2010,NO,,,,,3,50 KG BAG,
2514,308016790133,Panel B,2,30801679,YES,T4,GUAVA,,SCATTERED,,,,2,1990,0,May,2010,June,2010,NO,,,,,1,BASKET (DENGU),
2514,308016790133,Panel B,2,30801679,YES,T1,CASSAVA,,SCATTERED,,,,,,,July,2010,August,2010,NO,,,,,3,50 KG BAG,
2514,308016790133,Panel B,2,30801679,YES,T3,AVOCADO,,SCATTERED,,,,1,1990,0,April,2010,May,2010,NO,,,,,2,BASKET (DENGU),
2514,308016790133,Panel B,2,30801679,YES,T2,MANGO,,SCATTERED,,,,4,1989,0,December,2009,January,2010,NO,,,,,4,BASKET (DENGU),
2526,308016790152,Panel B,2,30801679,YES,R1,BANANA,,SCATTERED,,,,50,1996,50,July,2009,December,2009,NO,,,,,130,BASKET (DENGU),
2532,308016790161,Panel B,2,30801679,NO,,,,,,,,,,,,,,,,,,,,,,
2510,308016790170,Panel B,2,30801679,NO,,,,,,,,,,,,,,,,,,,,,,
2508,308016790188,Panel B,2,30801679,NO,,,,,,,,,,,,,,,,,,,,,,
2558,308031150019,Panel B,2,30803115,NO,,,,,,,,,,,,,,,,,,,,,,
2536,308031150028,Panel B,2,30803115,YES,T1,CASSAVA,,SCATTERED,,,,,,,July,2010,July,2010,NO,,,,,2,50 KG BAG,
2544,308031150038,Panel B,2,30803115,YES,T1,CASSAVA,,SCATTERED,,,,,,,July,2010,July,2010,NO,,,,,5,50 KG BAG,
2550,308031150048,Panel B,2,30803115,YES,T1,CASSAVA,,SCATTERED,,,,,,,July,2010,July,2010,NO,,,,,2,50 KG BAG,
2550,308031150048,Panel B,2,30803115,YES,T3,PAWPAW/PAPAYA,,SCATTERED,,,,5,1991,0,June,2009,July,2009,NO,,,,,8,BASKET (DENGU),
2550,308031150048,Panel B,2,30803115,YES,T2,MANGO,,SCATTERED,,,,4,1980,0,November,2009,January,2010,NO,,,,,10,BASKET (DENGU),
2550,308031150048,Panel B,2,30803115,YES,T4,ORANGE,,SCATTERED,,,,10,1991,0,June,2010,July,2010,NO,,,,,6,BASKET (DENGU),
2546,308031150067,Panel B,2,30803115,YES,T1,CASSAVA,,SCATTERED,,,,,,,July,2010,July,2010,NO,,,,,25,50 KG BAG,
2560,308031150077,Panel B,2,30803115,NO,,,,,,,,,,,,,,,,,,,,,,
2538,308031150087,Panel B,2,30803115,NO,,,,,,,,,,,,,,,,,,,,,,
2556,308031150116,Panel B,2,30803115,NO,,,,,,,,,,,,,,,,,,,,,,
2540,308031150126,Panel B,2,30803115,NO,,,,,,,,,,,,,,,,,,,,,,
2554,308031150136,Panel B,2,30803115,YES,T2,BANANA,,SCATTERED,,,,10,2000,0,August,2009,November,2009,YES,Crop theft,,,,0,,
2554,308031150136,Panel B,2,30803115,YES,T1,MANGO,,SCATTERED,,,,4,1998,0,November,2009,January,2010,YES,Crop theft,,,,0,,
2554,308031150136,Panel B,2,30803115,YES,T3,CASSAVA,,SCATTERED,,,,,,,August,2009,October,2009,YES,Crop theft,,,,2,50 KG BAG,
2542,308031150146,Panel B,2,30803115,YES,T1,MANGO,,SCATTERED,,,,8,2008,0,November,2009,January,2010,YES,Crop theft,,,,1,BASKET (DENGU),
2542,308031150146,Panel B,2,30803115,YES,T2,BANANA,,SCATTERED,,,,3,2008,0,August,2009,November,2009,NO,,,,,1,BASKET (DENGU),
2548,308031150165,Panel B,2,30803115,YES,R2,CASSAVA,,SCATTERED,,,,,,,August,2009,September,2009,NO,,,,,20,BASKET (DENGU),
2552,308031150175,Panel B,2,30803115,NO,,,,,,,,,,,,,,,,,,,,,,
2534,308031150185,Panel B,2,30803115,NO,,,,,,,,,,,,,,,,,,,,,,
2562,308031150204,Panel B,2,30803115,NO,,,,,,,,,,,,,,,,,,,,,,
2641,308044160002,Panel A,2,30804416,NO,,,,,,,,,,,,,,,,,,,,,,
2629,308044160015,Panel A,2,30804416,YES,T1,CASSAVA,,SCATTERED,,,,,,,September,2009,September,2009,YES,Crop theft,,,,1,50 KG BAG,
2635,308044160041,Panel A,2,30804416,NO,,,,,,,,,,,,,,,,,,,,,,
2627,308044160071,Panel A,2,30804416,YES,T1,CASSAVA,,SCATTERED,,,,,,,July,2010,August,2010,YES,Drought,,,,2,50 KG BAG,
2639,308044160091,Panel A,2,30804416,YES,T1,BANANA,,SCATTERED,,,,7,2003,0,January,2010,August,2010,NO,,,,,6,BASKET (DENGU),
2631,308044160099,Panel A,2,30804416,NO,,,,,,,,,,,,,,,,,,,,,,
2633,308044160104,Panel A,2,30804416,NO,,,,,,,,,,,,,,,,,,,,,,
2649,308044160125,Panel A,2,30804416,YES,T1,CASSAVA,,SCATTERED,,,,,,,July,2010,August,2010,YES,Drought,,,,5,50 KG BAG,
2655,308044160126,Panel A,2,30804416,NO,,,,,,,,,,,,,,,,,,,,,,
2653,308044160131,Panel A,2,30804416,YES,T1,CASSAVA,,SCATTERED,,,,,,,August,2009,August,2009,NO,,,,,5,BASKET (DENGU),
2647,308044160137,Panel A,2,30804416,NO,,,,,,,,,,,,,,,,,,,,,,
2651,308044160145,Panel A,2,30804416,NO,,,,,,,,,,,,,,,,,,,,,,
2637,308044160155,Panel A,2,30804416,YES,T3,PAWPAW/PAPAYA,,SCATTERED,,,,6,1999,0,September,2009,October,2009,NO,,,,,7,BASKET (DENGU),
2637,308044160155,Panel A,2,30804416,YES,T4,ORANGE,,SCATTERED,,,,10,1970,0,April,2010,August,2010,NO,,,,,7,BASKET (DENGU),
2637,308044160155,Panel A,2,30804416,YES,T2,MANGO,,SCATTERED,,,,20,1970,0,October,2009,January,2010,NO,,,,,15,BASKET (DENGU),
2637,308044160155,Panel A,2,30804416,YES,T1,CASSAVA,,SCATTERED,,,,,,,June,2010,August,2010,NO,,,,,5,50 KG BAG,
2625,308044160168,Panel A,2,30804416,NO,,,,,,,,,,,,,,,,,,,,,,
2645,308044160196,Panel A,2,30804416,NO,,,,,,,,,,,,,,,,,,,,,,
2574,308052590001,Panel B,2,30805259,YES,T2,MANGO,,SCATTERED,,,,10,1980,0,November,2009,January,2010,NO,,,,,25,BASKET (DENGU),
2574,308052590001,Panel B,2,30805259,YES,T1,CASSAVA,,SCATTERED,,,,,,,August,2010,August,2010,NO,,,,,1,50 KG BAG,
2596,308052590015,Panel B,2,30805259,NO,,,,,,,,,,,,,,,,,,,,,,
2580,308052590042,Panel B,2,30805259,YES,T2,BANANA,,SCATTERED,,,,102,2006,0,December,2009,July,2010,NO,,,,,200,BUNCH,
2580,308052590042,Panel B,2,30805259,YES,T4,AVOCADO,,SCATTERED,,,,1,1992,0,December,2009,February,2010,NO,,,,,2,BASKET (DENGU),
2580,308052590042,Panel B,2,30805259,YES,T3,MANGO,,SCATTERED,,,,6,2000,0,November,2009,January,2010,NO,,,,,12,BASKET (DENGU),
2580,308052590042,Panel B,2,30805259,YES,T1,CASSAVA,,SCATTERED,,,,,,,August,2010,August,2010,NO,,,,,2,50 KG BAG,
2578,308052590055,Panel B,2,30805259,YES,T4,MEXICAN APPLE [MASUKU],,SCATTERED,,,,1,1999,0,August,2009,December,2009,NO,,,,,1,BASKET (DENGU),
2578,308052590055,Panel B,2,30805259,YES,T3,GUAVA,,SCATTERED,,,,2,1998,0,February,2010,April,2010,NO,,,,,2,BASKET (DENGU),
2578,308052590055,Panel B,2,30805259,YES,T2,BANANA,,SCATTERED,,,,10,2002,0,April,2010,August,2010,NO,,,,,20,BUNCH,
2578,308052590055,Panel B,2,30805259,YES,T1,CASSAVA,,SCATTERED,,,,,,,August,2010,August,2010,NO,,,,,1,50 KG BAG,
2588,308052590069,Panel B,2,30805259,YES,T1,MANGO,,SCATTERED,,,,5,1998,0,November,2009,January,2010,NO,,,,,1,BASKET (DENGU),
2588,308052590069,Panel B,2,30805259,YES,T2,PAWPAW/PAPAYA,,SCATTERED,,,,1,2007,0,August,2009,November,2009,NO,,,,,24,PIECE,
2566,308052590095,Panel B,2,30805259,YES,T1,MANGO,,SCATTERED,,,,12,1985,0,November,2009,January,2010,YES,Other (Specify),EFFECTS OF WIND,,,6,BASKET (DENGU),
2566,308052590095,Panel B,2,30805259,YES,T2,AVOCADO,,SCATTERED,,,,3,1985,,March,2010,April,2010,YES,Other (Specify),EFFECTS OF WIND,,,2,PAIL (SMALL),
2592,308052590109,Panel B,2,30805259,YES,T1,MANGO,,SCATTERED,,,,4,1989,0,November,2009,January,2010,NO,,,,,2,PAIL (SMALL),
2586,308052590122,Panel B,2,30805259,NO,,,,,,,,,,,,,,,,,,,,,,
2582,308052590149,Panel B,2,30805259,YES,T1,CASSAVA,,SCATTERED,,,,,,,August,2010,August,2010,NO,,,,,2,50 KG BAG,
2570,308052590163,Panel B,2,30805259,YES,T1,CASSAVA,,SCATTERED,,,,,,,August,2010,August,2010,NO,,,,,1,50 KG BAG,
2594,308052590176,Panel B,2,30805259,YES,T1,CASSAVA,,SCATTERED,,,,,,,August,2010,August,2010,NO,,,,,2,50 KG BAG,
2572,308052590203,Panel B,2,30805259,YES,T1,CASSAVA,,SCATTERED,,,,,,,August,2010,August,2010,YES,Drought,,,,25,KILOGRAM,
2584,308052590216,Panel B,2,30805259,NO,,,,,,,,,,,,,,,,,,,,,,
2576,308052590230,Panel B,2,30805259,YES,R2,CASSAVA,,SCATTERED,,,,,,,August,2009,October,2009,NO,,,,,20,BASKET (DENGU),
2568,308052590257,Panel B,2,30805259,YES,R2,CASSAVA,,SCATTERED,,,,,,,August,2009,September,2009,NO,,,,,3,50 KG BAG,
2590,308052590270,Panel B,2,30805259,YES,T1,CASSAVA,,SCATTERED,,,,,,,August,2010,October,2010,NO,,,,,25,KILOGRAM,
2671,308066110002,Panel A,2,30806611,NO,,,,,,,,,,,,,,,,,,,,,,
2683,308066110022,Panel A,2,30806611,NO,,,,,,,,,,,,,,,,,,,,,,
2661,308066110040,Panel A,2,30806611,NO,,,,,,,,,,,,,,,,,,,,,,
2673,308066110090,Panel A,2,30806611,NO,,,,,,,,,,,,,,,,,,,,,,
2687,308066110092,Panel A,2,30806611,NO,,,,,,,,,,,,,,,,,,,,,,
2665,308066110111,Panel A,2,30806611,NO,,,,,,,,,,,,,,,,,,,,,,
2679,308066110140,Panel A,2,30806611,NO,,,,,,,,,,,,,,,,,,,,,,
2659,308066110144,Panel A,2,30806611,NO,,,,,,,,,,,,,,,,,,,,,,
2663,308066110196,Panel A,2,30806611,NO,,,,,,,,,,,,,,,,,,,,,,
2677,308066110198,Panel A,2,30806611,NO,,,,,,,,,,,,,,,,,,,,,,
2685,308066110203,Panel A,2,30806611,NO,,,,,,,,,,,,,,,,,,,,,,
2669,308066110217,Panel A,2,30806611,NO,,,,,,,,,,,,,,,,,,,,,,
2657,308066110221,Panel A,2,30806611,NO,,,,,,,,,,,,,,,,,,,,,,
2667,308066110222,Panel A,2,30806611,NO,,,,,,,,,,,,,,,,,,,,,,
2681,308066110228,Panel A,2,30806611,NO,,,,,,,,,,,,,,,,,,,,,,
2675,308066110284,Panel A,2,30806611,NO,,,,,,,,,,,,,,,,,,,,,,
2612,309010540007,Panel B,2,30901054,YES,T3,AVOCADO,,SCATTERED,,,,1,2010,0,February,2010,March,2010,NO,,,,,4,BASKET (DENGU),
2612,309010540007,Panel B,2,30901054,YES,T2,MANGO,,SCATTERED,,,,4,2005,0,December,2009,January,2010,NO,,,,,4,50 KG BAG,
2612,309010540007,Panel B,2,30901054,YES,T1,BANANA,,SCATTERED,,,,3,2007,0,January,2010,August,2010,NO,,,,,5,BASKET (DENGU),
2628,309010540010,Panel B,2,30901054,NO,,,,,,,,,,,,,,,,,,,,,,
2624,309010540020,Panel B,2,30901054,NO,,,,,,,,,,,,,,,,,,,,,,
2614,309010540031,Panel B,2,30901054,YES,T1,MANGO,,SCATTERED,,,,6,1992,0,December,2009,January,2010,NO,,,,,15,BASKET (DENGU),
2598,309010540053,Panel B,2,30901054,YES,T1,CASSAVA,,SCATTERED,,,,3,,,August,2010,August,2010,NO,,,,,1,50 KG BAG,
2598,309010540053,Panel B,2,30901054,YES,T3,MEXICAN APPLE [MASUKU],,SCATTERED,,,,1,2006,0,August,2009,September,2009,NO,,,,,0,,
2598,309010540053,Panel B,2,30901054,YES,T2,MANGO,,SCATTERED,,,,3,2002,0,December,2009,January,2010,NO,,,,,6,BASKET (DENGU),
2600,309010540063,Panel B,2,30901054,NO,,,,,,,,,,,,,,,,,,,,,,
2620,309010540074,Panel B,2,30901054,NO,,,,,,,,,,,,,,,,,,,,,,
2618,309010540096,Panel B,2,30901054,NO,,,,,,,,,,,,,,,,,,,,,,
2606,309010540106,Panel B,2,30901054,NO,,,,,,,,,,,,,,,,,,,,,,
2622,309010540117,Panel B,2,30901054,NO,,,,,,,,,,,,,,,,,,,,,,
2626,309010540139,Panel B,2,30901054,NO,,,,,,,,,,,,,,,,,,,,,,
2610,309010540149,Panel B,2,30901054,NO,,,,,,,,,,,,,,,,,,,,,,
2604,309010540160,Panel B,2,30901054,YES,T1,CASSAVA,,SCATTERED,,,,,,,July,2010,August,2010,NO,,,,,2,50 KG BAG,
2602,309010540182,Panel B,2,30901054,YES,T1,CASSAVA,,SCATTERED,,,,,,,July,2010,August,2010,YES,Drought,,,,2,50 KG BAG,
2608,309010540193,Panel B,2,30901054,NO,,,,,,,,,,,,,,,,,,,,,,
2616,309010540225,Panel B,2,30901054,NO,,,,,,,,,,,,,,,,,,,,,,
2693,309014750002,Panel A,2,30901475,NO,,,,,,,,,,,,,,,,,,,,,,
2707,309014750011,Panel A,2,30901475,NO,,,,,,,,,,,,,,,,,,,,,,
2715,309014750030,Panel A,2,30901475,NO,,,,,,,,,,,,,,,,,,,,,,
2705,309014750031,Panel A,2,30901475,NO,,,,,,,,,,,,,,,,,,,,,,
2713,309014750039,Panel A,2,30901475,NO,,,,,,,,,,,,,,,,,,,,,,
2695,309014750053,Panel A,2,30901475,NO,,,,,,,,,,,,,,,,,,,,,,
2697,309014750054,Panel A,2,30901475,NO,,,,,,,,,,,,,,,,,,,,,,
2717,309014750056,Panel A,2,30901475,NO,,,,,,,,,,,,,,,,,,,,,,
2719,309014750070,Panel A,2,30901475,NO,,,,,,,,,,,,,,,,,,,,,,
2699,309014750073,Panel A,2,30901475,NO,,,,,,,,,,,,,,,,,,,,,,
2711,309014750083,Panel A,2,30901475,NO,,,,,,,,,,,,,,,,,,,,,,
2709,309014750093,Panel A,2,30901475,YES,T1,MANGO,,SCATTERED,,,,11,1997,0,November,2009,February,2010,YES,Other (Specify),EFFECTS OF WIND,,,3,BASKET (DENGU),
2703,309014750102,Panel A,2,30901475,YES,T1,MANGO,,SCATTERED,,,,1,1996,0,November,2009,January,2010,NO,,,,,4,BASKET (DENGU),
2691,309014750111,Panel A,2,30901475,NO,,,,,,,,,,,,,,,,,,,,,,
2689,309014750114,Panel A,2,30901475,NO,,,,,,,,,,,,,,,,,,,,,,
2701,309014750122,Panel A,2,30901475,NO,,,,,,,,,,,,,,,,,,,,,,
2652,309016030007,Panel B,2,30901603,YES,T1,CASSAVA,,SCATTERED,,,,,,,August,2009,September,2009,NO,,,,,2,50 KG BAG,
2636,309016030017,Panel B,2,30901603,NO,,,,,,,,,,,,,,,,,,,,,,
2634,309016030028,Panel B,2,30901603,NO,,,,,,,,,,,,,,,,,,,,,,
2642,309016030039,Panel B,2,30901603,NO,,,,,,,,,,,,,,,,,,,,,,
2638,309016030049,Panel B,2,30901603,NO,,,,,,,,,,,,,,,,,,,,,,
2632,309016030060,Panel B,2,30901603,NO,,,,,,,,,,,,,,,,,,,,,,
2630,309016030071,Panel B,2,30901603,NO,,,,,,,,,,,,,,,,,,,,,,
2648,309016030092,Panel B,2,30901603,NO,,,,,,,,,,,,,,,,,,,,,,
2646,309016030103,Panel B,2,30901603,NO,,,,,,,,,,,,,,,,,,,,,,
2650,309016030124,Panel B,2,30901603,NO,,,,,,,,,,,,,,,,,,,,,,
2640,309016030135,Panel B,2,30901603,NO,,,,,,,,,,,,,,,,,,,,,,
2658,309016030145,Panel B,2,30901603,NO,,,,,,,,,,,,,,,,,,,,,,
2644,309016030156,Panel B,2,30901603,YES,T1,MANGO,,SCATTERED,,,,8,1999,0,November,2009,February,2010,NO,,,,,20,BASKET (DENGU),
2654,309016030177,Panel B,2,30901603,YES,T1,MANGO,,SCATTERED,,,,10,1987,0,October,2009,January,2010,NO,,,,,4,BASKET (DENGU),
2656,309016030199,Panel B,2,30901603,NO,,,,,,,,,,,,,,,,,,,,,,
2660,309016030200,Panel B,2,30901603,NO,,,,,,,,,,,,,,,,,,,,,,
2741,310013330001,Panel A,2,31001333,NO,,,,,,,,,,,,,,,,,,,,,,
2737,310013330010,Panel A,2,31001333,NO,,,,,,,,,,,,,,,,,,,,,,
2733,310013330012,Panel A,2,31001333,NO,,,,,,,,,,,,,,,,,,,,,,
2743,310013330022,Panel A,2,31001333,NO,,,,,,,,,,,,,,,,,,,,,,
2725,310013330024,Panel A,2,31001333,NO,,,,,,,,,,,,,,,,,,,,,,
2721,310013330071,Panel A,2,31001333,NO,,,,,,,,,,,,,,,,,,,,,,
2727,310013330132,Panel A,2,31001333,YES,R1,MANGO,,SCATTERED,,,,1,2007,0,November,2009,December,2009,YES,Animals,,,,3,50 KG BAG,
2723,310013330144,Panel A,2,31001333,NO,,,,,,,,,,,,,,,,,,,,,,
2735,310013330150,Panel A,2,31001333,NO,,,,,,,,,,,,,,,,,,,,,,
2745,310013330155,Panel A,2,31001333,NO,,,,,,,,,,,,,,,,,,,,,,
2751,310013330178,Panel A,2,31001333,NO,,,,,,,,,,,,,,,,,,,,,,
2749,310013330208,Panel A,2,31001333,NO,,,,,,,,,,,,,,,,,,,,,,
2731,310013330215,Panel A,2,31001333,NO,,,,,,,,,,,,,,,,,,,,,,
2747,310013330233,Panel A,2,31001333,NO,,,,,,,,,,,,,,,,,,,,,,
2729,310013330243,Panel A,2,31001333,NO,,,,,,,,,,,,,,,,,,,,,,
2739,310013330244,Panel A,2,31001333,NO,,,,,,,,,,,,,,,,,,,,,,
2686,310017490008,Panel B,2,31001749,NO,,,,,,,,,,,,,,,,,,,,,,
2670,310017490018,Panel B,2,31001749,NO,,,,,,,,,,,,,,,,,,,,,,
2692,310017490028,Panel B,2,31001749,NO,,,,,,,,,,,,,,,,,,,,,,
2688,310017490049,Panel B,2,31001749,NO,,,,,,,,,,,,,,,,,,,,,,
2668,310017490059,Panel B,2,31001749,NO,,,,,,,,,,,,,,,,,,,,,,
2690,310017490069,Panel B,2,31001749,NO,,,,,,,,,,,,,,,,,,,,,,
2680,310017490090,Panel B,2,31001749,NO,,,,,,,,,,,,,,,,,,,,,,
2672,310017490100,Panel B,2,31001749,NO,,,,,,,,,,,,,,,,,,,,,,
2684,310017490110,Panel B,2,31001749,NO,,,,,,,,,,,,,,,,,,,,,,
2682,310017490130,Panel B,2,31001749,NO,,,,,,,,,,,,,,,,,,,,,,
2674,310017490140,Panel B,2,31001749,NO,,,,,,,,,,,,,,,,,,,,,,
2678,310017490151,Panel B,2,31001749,NO,,,,,,,,,,,,,,,,,,,,,,
2662,310017490171,Panel B,2,31001749,NO,,,,,,,,,,,,,,,,,,,,,,
2666,310017490181,Panel B,2,31001749,NO,,,,,,,,,,,,,,,,,,,,,,
2664,310017490191,Panel B,2,31001749,NO,,,,,,,,,,,,,,,,,,,,,,
2676,310017490212,Panel B,2,31001749,YES,T1,MASAU,,SCATTERED,,,,3,1998,0,May,2010,July,2010,NO,,,,,100,KILOGRAM,
2753,310021690014,Panel A,2,31002169,YES,T1,GUAVA,,SCATTERED,,,,2,2004,0,November,2009,December,2009,NO,,,,,5,BASKET (DENGU),
2753,310021690014,Panel A,2,31002169,YES,T1,MANGO,,SCATTERED,,,,3,2004,0,August,2009,November,2009,NO,,,,,15,BASKET (DENGU),
2759,310021690116,Panel A,2,31002169,NO,,,,,,,,,,,,,,,,,,,,,,
2757,310021690118,Panel A,2,31002169,NO,,,,,,,,,,,,,,,,,,,,,,
2761,310021690125,Panel A,2,31002169,NO,,,,,,,,,,,,,,,,,,,,,,
2777,310021690162,Panel A,2,31002169,YES,T1,BANANA,,SCATTERED,,,,15,2009,0,January,2010,March,2010,YES,Crop theft,,,,5,BUNCH,
2777,310021690162,Panel A,2,31002169,YES,T1,MANGO,,SCATTERED,,,,1,1945,0,November,2009,December,2009,YES,Insects,,,,80,KILOGRAM,
2771,310021690165,Panel A,2,31002169,YES,R1,MANGO,,SCATTERED,,,,3,1978,0,September,2009,October,2010,YES,Crop theft,,,,1,50 KG BAG,
2783,310021690231,Panel A,2,31002169,NO,,,,,,,,,,,,,,,,,,,,,,
2720,310043120006,Panel B,2,31004312,NO,,,,,,,,,,,,,,,,,,,,,,
2702,310043120011,Panel B,2,31004312,YES,R1,CASSAVA,,SCATTERED,,,,,,,October,2009,October,2009,NO,,,,,5,50 KG BAG,
2702,310043120011,Panel B,2,31004312,YES,R1,MANGO,,SCATTERED,,,,4,1990,0,October,2009,February,2010,NO,,,,,10,50 KG BAG,
2708,310043120017,Panel B,2,31004312,YES,T1,MANGO,,SCATTERED,,,,7,1940,0,October,2009,January,2010,NO,,,,,20,BASKET (DENGU),
2708,310043120017,Panel B,2,31004312,YES,T1,PAWPAW/PAPAYA,,SCATTERED,,,,3,2010,3,May,2010,July,2010,NO,,,,,0,,
2708,310043120017,Panel B,2,31004312,YES,D1,CASSAVA,,PLANTATION,.25,ACRE,,,,,July,2010,September,2010,NO,,,,,0,,
2706,310043120023,Panel B,2,31004312,NO,,,,,,,,,,,,,,,,,,,,,,
2710,310043120029,Panel B,2,31004312,YES,D1,BANANA,,SCATTERED,,,,8,2005,0,September,2009,August,2010,NO,,,,,7,OTHER (SPECIFY),MKOKO
2722,310043120040,Panel B,2,31004312,YES,R1,PAWPAW/PAPAYA,,SCATTERED,,,,2,1999,2,September,2009,August,2010,NO,,,,,3,BASKET (DENGU),
2722,310043120040,Panel B,2,31004312,YES,R1,MANGO,,SCATTERED,,,,6,1986,2,November,2009,February,2010,NO,,,,,8,BASKET (DENGU),
2712,310043120046,Panel B,2,31004312,YES,T1,BANANA,,SCATTERED,,,,30,2003,6,August,2010,September,2010,YES,Diseases,,,,30,BUNCH,
2712,310043120046,Panel B,2,31004312,YES,T1,PAWPAW/PAPAYA,,SCATTERED,,,,9,2003,0,August,2010,September,2010,YES,Diseases,,,,1,50 KG BAG,
2704,310043120052,Panel B,2,31004312,YES,T1,CASSAVA,,SCATTERED,,,,,,,July,2010,September,2010,NO,,,,,3,50 KG BAG,
2704,310043120052,Panel B,2,31004312,YES,T1,BANANA,,SCATTERED,,,,50,2004,14,January,2009,April,2010,YES,Drought,,,,30,BUNCH,
2696,310043120057,Panel B,2,31004312,NO,,,,,,,,,,,,,,,,,,,,,,
2716,310043120069,Panel B,2,31004312,NO,,,,,,,,,,,,,,,,,,,,,,
2714,310043120075,Panel B,2,31004312,YES,R1,CASSAVA,,SCATTERED,,,,,,,September,2009,October,2009,NO,,,,,3,50 KG BAG,
2700,310043120081,Panel B,2,31004312,NO,,,,,,,,,,,,,,,,,,,,,,
2724,310043120086,Panel B,2,31004312,YES,R1,BANANA,,SCATTERED,,,,40,2006,2,September,2009,August,2010,NO,,,,,16,OTHER (SPECIFY),MKOKO
2694,310043120104,Panel B,2,31004312,YES,R1,PAWPAW/PAPAYA,,SCATTERED,,,,7,2006,0,May,2009,May,2009,NO,,,,,40,PIECE,
2694,310043120104,Panel B,2,31004312,YES,R1,MANGO,,SCATTERED,,,,3,2005,0,October,2009,January,2010,NO,,,,,10,50 KG BAG,
2694,310043120104,Panel B,2,31004312,YES,T1,PAWPAW/PAPAYA,,SCATTERED,,,,7,2008,0,May,2009,May,2009,NO,,,,,30,PIECE,
2694,310043120104,Panel B,2,31004312,YES,R1,CASSAVA,,SCATTERED,,,,,,,July,2009,August,2009,NO,,,,,5,50 KG BAG,
2718,310043120109,Panel B,2,31004312,YES,R2,PAWPAW/PAPAYA,,SCATTERED,,,,8,2001,0,April,2009,June,2009,YES,Diseases,,,,1,50 KG BAG,
2718,310043120109,Panel B,2,31004312,YES,D1,CASSAVA,,SCATTERED,,,,,,,May,2010,June,2010,YES,Rains,,,,2,50 KG BAG,
2718,310043120109,Panel B,2,31004312,YES,D1,BANANA,,SCATTERED,,,,20,2009,0,June,2009,July,2009,YES,Diseases,,,,6,BUNCH,
2718,310043120109,Panel B,2,31004312,YES,R2,MANGO,,SCATTERED,,,,14,1990,0,December,2009,January,2010,YES,Insects,,,,6,50 KG BAG,
2698,310043120121,Panel B,2,31004312,YES,R2,MANGO,,SCATTERED,,,,2,2003,0,November,2009,January,2010,NO,,,,,4,BASKET (DENGU),
2698,310043120121,Panel B,2,31004312,YES,R2,BANANA,,SCATTERED,,,,15,1999,0,September,2009,August,2010,NO,,,,,2,BASKET (DENGU),
2813,310065560120,Panel A,2,31006556,YES,R2,CASSAVA,,SCATTERED,,,,,,,June,2010,August,2010,NO,,,,,50,50 KG BAG,
2807,310065560154,Panel A,2,31006556,NO,,,,,,,,,,,,,,,,,,,,,,
2803,310065560157,Panel A,2,31006556,NO,,,,,,,,,,,,,,,,,,,,,,
2815,310065560166,Panel A,2,31006556,YES,R1,ORANGE,,SCATTERED,,,,3,1995,0,December,2009,March,2010,NO,,,,,2,BASKET (DENGU),
2799,310065560168,Panel A,2,31006556,NO,,,,,,,,,,,,,,,,,,,,,,
2791,310065560199,Panel A,2,31006556,YES,R1,PAWPAW/PAPAYA,,SCATTERED,,,,2,2001,0,October,2009,September,2010,NO,,,,,10,PIECE,
2805,310065560216,Panel A,2,31006556,NO,,,,,,,,,,,,,,,,,,,,,,
2789,310065560246,Panel A,2,31006556,NO,,,,,,,,,,,,,,,,,,,,,,
2797,310065560257,Panel A,2,31006556,YES,T1,MANGO,,SCATTERED,,,,2,1999,0,December,2009,December,2009,YES,Insects,,,,100,KILOGRAM,
2795,310065560261,Panel A,2,31006556,NO,,,,,,,,,,,,,,,,,,,,,,
2793,310065560288,Panel A,2,31006556,NO,,,,,,,,,,,,,,,,,,,,,,
