occ,y2_hhid,qx_type,interview_status,ag_m0a,ag_m00,ag_m0b,ag_m0c,ag_m0d,ag_m01,ag_m02,ag_m03,ag_m04a,ag_m04b,ag_m05a,ag_m05b,ag_m07,ag_m08a,ag_m08b,ag_m08c,ag_m09,ag_m10a,ag_m10b,ag_m11a,ag_m11b,ag_m11c,ag_m12a,ag_m12b,ag_m13a,ag_m13b
1,2677-006,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2678-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,
1,2678-005,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2679-001,PANEL A,Panel A - 2 Visits,YES,D01,TOMATO,TOMATO,1,PURE STAND,,,20,GRAM,MAY,2013,NO,40,KILOGRAM,NOT APPLICABLE,,,,,,,,,,
1,2680-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2681-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2682-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2683-001,PANEL A,Panel A - 2 Visits,YES,D01,NKHWANI,NKHWANI,1,PURE STAND,,,30,GRAM,JULY,2013,NO,12,BUNCH,NOT APPLICABLE,,,,,,,,,,
1,2684-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2685-001,PANEL A,Panel A - 2 Visits,YES,D01,TOMATO,TOMATO,1,PURE STAND,,,30,GRAM,JANUARY,2013,NO,50,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
2,2685-001,PANEL A,Panel A - 2 Visits,YES,D02,TOMATO,TOMATO,1,PURE STAND,,,30,GRAM,JANUARY,2013,NO,60,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
1,2686-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2686-005,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2688-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2689-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2690-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2691-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2692-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2692-005,PANEL B,Panel B - Combined Visit,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2693-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2693-002,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2694-001,PANEL B,Panel B - 2 Visits,YES,D01,RECYCLED HYBRID,MAIZE HYBRID RECYCLED,1,MIXED STAND,YES,,1,KILOGRAM,MAY,2013,NO,25,KILOGRAM,SHELLED,,,,,,,,,,
2,2694-001,PANEL B,Panel B - 2 Visits,YES,D01,BEANS,BEANS,1,MIXED STAND,YES,,5,KILOGRAM,MAY,2013,YES,,,,NO,,,25,KILOGRAM,SHELLED,AUGUST,AUGUST,1,2
3,2694-001,PANEL B,Panel B - 2 Visits,YES,D01,TANAPOSI,TANAPOSI,1,MIXED STAND,NO,LESS THAN 1/4,8,GRAM,JUNE,2013,NO,2,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
4,2694-001,PANEL B,Panel B - 2 Visits,YES,D01,NKHWANI,NKHWANI,1,MIXED STAND,NO,1/4,50,GRAM,JUNE,2013,NO,3,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
1,2695-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2696-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2697-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2697-007,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2698-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2699-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2700-001,PANEL B,Panel B - 2 Visits,YES,D01,HYBRID MAIZE,MAIZE HYBRID,1,PURE STAND,,,5,KILOGRAM,AUGUST,2013,NO,10,50 KG BAG,SHELLED,,,,,,,,,,
1,2701-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2701-002,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2701-003,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2702-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2703-001,PANEL A,Panel A - 2 Visits,YES,D01,HYBRID MAIZE,MAIZE HYBRID,1,MIXED STAND,YES,,2,2 KG BAG,MAY,2013,NO,1,50 KG BAG,SHELLED,,,,,,,,,,
2,2703-001,PANEL A,Panel A - 2 Visits,YES,D01,NKHWANI,NKHWANI,1,MIXED STAND,YES,,20,GRAM,MAY,2013,YES,,,,YES,DROUGHT,,10,BUNCH,NOT APPLICABLE,JUNE,SEPTEMBER,1,2
1,2704-002,PANEL B,Panel B - 2 Visits,YES,D01,TOMATO,TOMATO,1,PURE STAND,,,50,GRAM,JULY,2013,NO,10,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
1,2705-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2707-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2708-002,PANEL B,Panel B - 2 Visits,YES,D01,SWEET POTATO,SWEET POTATO,1,MIXED STAND,NO,3/4,1,50 KG BAG,JUNE,2013,NO,2,50 KG BAG,NOT APPLICABLE,,,,,,,,,,
2,2708-002,PANEL B,Panel B - 2 Visits,YES,D01,TANAPOSI,TANAPOSI,1,MIXED STAND,NO,LESS THAN 1/4,250,GRAM,AUGUST,2013,NO,4,OTHER (SPECIFY),NOT APPLICABLE,,,,,,,,,,
3,2708-002,PANEL B,Panel B - 2 Visits,YES,D01,NKHWANI,NKHWANI,1,MIXED STAND,NO,LESS THAN 1/4,100,GRAM,AUGUST,2013,NO,1,OTHER (SPECIFY),NOT APPLICABLE,,,,,,,,,,
1,2708-004,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2709-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2710-001,PANEL B,Panel B - 2 Visits,YES,D01,BEANS,BEANS,2,MIXED STAND,YES,,5,KILOGRAM,JUNE,2013,YES,,,,NO,,,25,KILOGRAM,SHELLED,SEPTEMBER,SEPTEMBER,2,
2,2710-001,PANEL B,Panel B - 2 Visits,YES,D01,HYBRID MAIZE,MAIZE HYBRID,2,MIXED STAND,YES,,2,KILOGRAM,JUNE,2013,NO,3,50 KG BAG,SHELLED,,,,,,,,,,
3,2710-001,PANEL B,Panel B - 2 Visits,YES,D02,LOCAL MAIZE,MAIZE LOCAL,2,PURE STAND,,,2,KILOGRAM,JULY,2013,NO,2,50 KG BAG,SHELLED,,,,,,,,,,
1,2711-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2712-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2713-002,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2713-003,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2714-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2715-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2715-003,PANEL A,Panel A - 2 Visits,YES,D01,HYBRID MAIZE,MAIZE HYBRID RECYCLED,1,PURE STAND,,,1,KILOGRAM,MAY,2013,NO,3,50 KG BAG,SHELLED,,,,,,,,,,
1,2716-001,PANEL B,Panel B - 2 Visits,YES,D01,HYBRID,MAIZE HYBRID,1,MIXED STAND,YES,,5,KILOGRAM,JULY,2013,NO,4,50 KG BAG,SHELLED,,,,,,,,,,
2,2716-001,PANEL B,Panel B - 2 Visits,YES,D01,BEANS,BEANS,1,MIXED STAND,YES,,15,KILOGRAM,JULY,2013,YES,,,,NO,,,270,KILOGRAM,SHELLED,SEPTEMBER,SEPTEMBER,1,2
1,2716-002,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2717-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2718-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2719-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2719-004,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2720-002,PANEL B,Panel B - 2 Visits,YES,D01,PEA,PEA,1,MIXED STAND,YES,,500,GRAM,JUNE,2013,NO,20,KILOGRAM,SHELLED,,,,,,,,,,
2,2720-002,PANEL B,Panel B - 2 Visits,YES,D01,TOMATO,TOMATO,1,MIXED STAND,YES,,100,GRAM,JUNE,2013,NO,1,PAIL (SMALL),NOT APPLICABLE,,,,,,,,,,
1,2721-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2722-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2722-005,PANEL B,Panel B - Combined Visit,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2723-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2724-001,PANEL B,Panel B - 2 Visits,YES,D01,TOMATO,TOMATO,1,MIXED STAND,YES,,200,GRAM,MAY,2013,NO,1,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
2,2724-001,PANEL B,Panel B - 2 Visits,YES,D01,NKHWANI,NKHWANI,1,MIXED STAND,YES,,300,GRAM,MAY,2013,NO,25,KILOGRAM,NOT APPLICABLE,,,,,,,,,,
1,2725-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2726-001,PANEL B,Panel B - 2 Visits,YES,D01,LOCAL MAIZE,MAIZE LOCAL,2,PURE STAND,,,5,KILOGRAM,JUNE,2013,NO,7,50 KG BAG,SHELLED,,,,,,,,,,
2,2726-001,PANEL B,Panel B - 2 Visits,YES,D02,BEANS,BEANS,2,MIXED STAND,YES,,10,KILOGRAM,JUNE,2013,NO,2,50 KG BAG,SHELLED,,,,,,,,,,
3,2726-001,PANEL B,Panel B - 2 Visits,YES,D02,LOCAL MAIZE,MAIZE LOCAL,2,MIXED STAND,YES,,5,KILOGRAM,JUNE,2013,NO,7,50 KG BAG,SHELLED,,,,,,,,,,
4,2726-001,PANEL B,Panel B - 2 Visits,YES,D03,RICE,RICE KILOMBERO,2,PURE STAND,YES,,15,KILOGRAM,AUGUST,2013,NO,10,50 KG BAG,SHELLED,,,,,,,,,,
1,2727-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2728-003,PANEL B,Panel B - 2 Visits,YES,D01,LOCAL MAIZE,MAIZE LOCAL,1,PURE STAND,,,2,KILOGRAM,JULY,2013,NO,5,50 KG BAG,SHELLED,,,,,,,,,,
2,2728-003,PANEL B,Panel B - 2 Visits,YES,D02,LOCAL MAIZE,MAIZE LOCAL,1,PURE STAND,,,1,KILOGRAM,MAY,2013,NO,5,50 KG BAG,SHELLED,,,,,,,,,,
3,2728-003,PANEL B,Panel B - 2 Visits,YES,D03,LOCAL MAIZE,MAIZE LOCAL,1,PURE STAND,,,1,KILOGRAM,MAY,2013,NO,5,50 KG BAG,SHELLED,,,,,,,,,,
1,2728-004,PANEL B,Panel B - 2 Visits,YES,D01,RECYCLED HYBRID,MAIZE HYBRID RECYCLED,1,MIXED STAND,YES,,5,KILOGRAM,JUNE,2013,NO,4,50 KG BAG,SHELLED,,,,,,,,,,
2,2728-004,PANEL B,Panel B - 2 Visits,YES,D01,BEANS,BEANS,1,MIXED STAND,YES,,10,KILOGRAM,JUNE,2013,NO,2,50 KG BAG,SHELLED,,,,,,,,,,
3,2728-004,PANEL B,Panel B - 2 Visits,YES,D01,COWPEA,OTHER (SPECIFY),1,MIXED STAND,NO,1/4,1,KILOGRAM,JUNE,2013,NO,20,KILOGRAM,SHELLED,,,,,,,,,,
4,2728-004,PANEL B,Panel B - 2 Visits,YES,D01,NKHWANI,NKHWANI,1,MIXED STAND,NO,1/4,100,GRAM,JUNE,2013,NO,2,50 KG BAG,NOT APPLICABLE,,,,,,,,,,
1,2729-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2730-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2731-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2732-001,PANEL B,Panel B - 2 Visits,YES,D01,BEANS,BEANS,1,MIXED STAND,YES,,5,KILOGRAM,MAY,1,YES,,,,NO,,,60,KILOGRAM,SHELLED,AUGUST,AUGUST,1,2
2,2732-001,PANEL B,Panel B - 2 Visits,YES,D01,RECYCLED HYBRID,BEANS,1,MIXED STAND,YES,,10,KILOGRAM,MAY,1,NO,5,50 KG BAG,SHELLED,,,,,,,,,,
3,2732-001,PANEL B,Panel B - 2 Visits,YES,D01,NKHWANI,NKHWANI,1,MIXED STAND,NO,1/2,200,GRAM,MAY,1,NO,30,PIECE,NOT APPLICABLE,,,,,,,,,,
1,2733-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2735-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2735-004,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2737-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2738-001,PANEL B,Panel B - 2 Visits,YES,D01,HYBRID MAIZE,MAIZE HYBRID,11,MIXED STAND,YES,,1,10 KG BAG,JULY,2013,NO,4,50 KG BAG,SHELLED,,,,,,,,,,
2,2738-001,PANEL B,Panel B - 2 Visits,YES,D01,KHOBWE,OTHER (SPECIFY),11,MIXED STAND,YES,,1,2 KG BAG,JULY,2013,NO,1,PAIL (LARGE),SHELLED,,,,,,,,,,
1,2738-005,PANEL B,Panel B - Combined Visit,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2738-401,PANEL B,Panel B - Combined Visit,YES,D01,SWEET POTATO,SWEET POTATO,1,MIXED STAND,YES,,17,50 KG BAG,AUGUST,2013,NO,10,BUNCH,NOT APPLICABLE,,,,,,,,,,
2,2738-401,PANEL B,Panel B - Combined Visit,YES,D01,RECYCLED HYBRID,MAIZE HYBRID RECYCLED,1,MIXED STAND,YES,,20,KILOGRAM,AUGUST,2013,NO,24,50 KG BAG,SHELLED,,,,,,,,,,
3,2738-401,PANEL B,Panel B - Combined Visit,YES,D02,RECYCLED HYBRID,MAIZE HYBRID RECYCLED,1,PURE STAND,,,10,KILOGRAM,AUGUST,2013,NO,10,50 KG BAG,SHELLED,,,,,,,,,,
4,2738-401,PANEL B,Panel B - Combined Visit,YES,D03,SWEET POTATO,SWEET POTATO,1,PURE STAND,,,8,KILOGRAM,MAY,2013,NO,6,50 KG BAG,NOT APPLICABLE,,,,,,,,,,
5,2738-401,PANEL B,Panel B - Combined Visit,YES,D04,RECYCLED HYBRID,MAIZE HYBRID RECYCLED,1,MIXED STAND,YES,,10,KILOGRAM,MAY,2013,NO,2,50 KG BAG,SHELLED,,,,,,,,,,
6,2738-401,PANEL B,Panel B - Combined Visit,YES,D04,BEANS,BEANS,1,MIXED STAND,YES,,10,KILOGRAM,MAY,2013,NO,80,50 KG BAG,SHELLED,,,,,,,,,,
7,2738-401,PANEL B,Panel B - Combined Visit,YES,D04,TANAPOSI,TANAPOSI,1,MIXED STAND,NO,LESS THAN 1/4,15,GRAM,JUNE,2013,NO,44,BUNCH,NOT APPLICABLE,,,,,,,,,,
1,2739-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2740-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2740-003,PANEL B,Panel B - 2 Visits,YES,D01,R MAIZE,MAIZE HYBRID RECYCLED,1,MIXED STAND,YES,,1,5 KG BAG,JUNE,2013,NO,2,50 KG BAG,SHELLED,,,,,,,,,,
2,2740-003,PANEL B,Panel B - 2 Visits,YES,D01,NKHWANI,NKHWANI,1,MIXED STAND,NO,LESS THAN 1/4,500,GRAM,JUNE,2013,NO,1,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
3,2740-003,PANEL B,Panel B - 2 Visits,YES,D01,TANAPOSI,TANAPOSI,1,MIXED STAND,NO,LESS THAN 1/4,100,GRAM,JUNE,2013,NO,2,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
4,2740-003,PANEL B,Panel B - 2 Visits,YES,D02,RICE,RICE FAYA,1,PURE STAND,,,1,10 KG BAG,JULY,2013,NO,3,50 KG BAG,UNSHELLED,,,,,,,,,,
1,2741-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2742-001,PANEL B,Panel B - 2 Visits,YES,D01,RICE,RICE MTUPATUPA,2,PURE STAND,,,6,KILOGRAM,JUNE,2013,NO,10,50 KG BAG,UNSHELLED,,,,,,,,,,
1,2743-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2744-001,PANEL B,Panel B - 2 Visits,YES,D01,LOCAL MAIZE,MAIZE LOCAL,1,MIXED STAND,YES,,1,5 KG BAG,JUNE,2013,NO,1,50 KG BAG,SHELLED,,,,,,,,,,
2,2744-001,PANEL B,Panel B - 2 Visits,YES,D01,BEANS,BEANS,1,MIXED STAND,YES,,1,2 KG BAG,JUNE,2013,NO,1,50 KG BAG,SHELLED,,,,,,,,,,
3,2744-001,PANEL B,Panel B - 2 Visits,YES,D01,SWEET POTATO,SWEET POTATO,1,MIXED STAND,NO,1/2,6,5 KG BAG,JUNE,2013,NO,1,OXCART,NOT APPLICABLE,,,,,,,,,,
1,2745-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2745-003,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2746-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2747-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2748-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2749-002,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2750-001,PANEL B,Panel B - 2 Visits,YES,D01,RICE,RICE KILOMBERO,2,PURE STAND,,,1,50 KG BAG,JUNE,2013,NO,35,50 KG BAG,UNSHELLED,,,,,,,,,,
1,2751-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2752-001,PANEL B,Panel B - 2 Visits,YES,D01,BEANS,BEANS,1,MIXED STAND,YES,,20,KILOGRAM,MAY,2013,NO,1,50 KG BAG,SHELLED,,,,,,,,,,
2,2752-001,PANEL B,Panel B - 2 Visits,YES,D01,LOCAL MAIZE,MAIZE LOCAL,1,MIXED STAND,YES,,5,KILOGRAM,MAY,2013,NO,3,50 KG BAG,SHELLED,,,,,,,,,,
1,2753-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2754-001,PANEL B,Panel B - 2 Visits,YES,D01,RECYCLED MAIZE,MAIZE HYBRID RECYCLED,2,MIXED STAND,NO,3/4,15,KILOGRAM,MAY,2013,NO,4,50 KG BAG,SHELLED,,,,,,,,,,
1,2754-004,PANEL B,Panel B - 2 Visits,YES,D01,RICE,RICE KILOMBERO,1,PURE STAND,,,15,KILOGRAM,JUNE,2013,NO,35,50 KG BAG,UNSHELLED,,,,,,,,,,
1,2756-002,PANEL B,Panel B - 2 Visits,YES,D01,RECYCLED HYBRID,MAIZE HYBRID RECYCLED,1,MIXED STAND,YES,,10,KILOGRAM,APRIL,2013,NO,10,50 KG BAG,SHELLED,,,,,,,,,,
2,2756-002,PANEL B,Panel B - 2 Visits,YES,D01,BEANS,BEANS,1,MIXED STAND,YES,,10,KILOGRAM,APRIL,2013,NO,5,50 KG BAG,SHELLED,,,,,,,,,,
3,2756-002,PANEL B,Panel B - 2 Visits,YES,D01,KHWANI,NKHWANI,1,MIXED STAND,YES,,1,GRAM,APRIL,2013,NO,3,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
4,2756-002,PANEL B,Panel B - 2 Visits,YES,D02,RECYCLED HYBRID,MAIZE HYBRID RECYCLED,1,MIXED STAND,YES,,10,KILOGRAM,APRIL,2013,NO,3,50 KG BAG,SHELLED,,,,,,,,,,
5,2756-002,PANEL B,Panel B - 2 Visits,YES,D02,BEANS,BEANS,1,MIXED STAND,YES,,10,KILOGRAM,APRIL,2013,NO,2,50 KG BAG,SHELLED,,,,,,,,,,
6,2756-002,PANEL B,Panel B - 2 Visits,YES,D02,KHWANI,NKHWANI,1,MIXED STAND,YES,,1,GRAM,APRIL,2013,NO,2,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
1,2757-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2758-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2759-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2759-003,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2760-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2761-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2763-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2764-001,PANEL B,Panel B - 2 Visits,YES,D01,TANAPOSI,TANAPOSI,1,PURE STAND,,,10,KILOGRAM,AUGUST,2013,NO,5,OTHER (SPECIFY),UNSHELLED,,,,,,,,,,
1,2766-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2767-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2768-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2770-001,PANEL B,Panel B - 2 Visits,YES,D01,TOMATO,TOMATO,1,MIXED STAND,YES,,50,GRAM,JULY,2013,NO,10,OTHER (SPECIFY),NOT APPLICABLE,,,,,,,,,,
2,2770-001,PANEL B,Panel B - 2 Visits,YES,D01,NKHWANI,NKHWANI,1,MIXED STAND,NO,LESS THAN 1/4,10,GRAM,JULY,2013,NO,1,OTHER (SPECIFY),NOT APPLICABLE,,,,,,,,,,
1,2771-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2772-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2774-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2775-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2776-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2778-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2778-003,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2780-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2782-001,PANEL B,Panel B - 2 Visits,YES,D01,CABBAGE,CABBAGE,1,PURE STAND,,,10,GRAM,AUGUST,2013,NO,48,PIECE,NOT APPLICABLE,,,,,,,,,,
1,2783-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2784-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2785-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2786-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2787-002,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2788-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2789-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2790-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2791-001,PANEL A,Panel A - 2 Visits,YES,D01,HYBRID MAIZE,MAIZE HYBRID,2,PURE STAND,,,1,KILOGRAM,SEPTEMBER,2013,NO,2,50 KG BAG,SHELLED,,,,,,,,,,
1,2791-003,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2792-002,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2794-002,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2796-006,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2797-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2798-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2799-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,
1,2800-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2801-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2802-002,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2803-001,PANEL A,Panel A - 2 Visits,YES,D01,TANAPOSI,TANAPOSI,2,MIXED STAND,YES,,500,GRAM,JULY,2013,NO,3,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
2,2803-001,PANEL A,Panel A - 2 Visits,YES,D01,TOMATO,TOMATO,2,MIXED STAND,YES,,300,GRAM,JULY,2013,NO,2,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
1,2804-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2805-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2805-002,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2806-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
