occ,y2_hhid,qx_type,interview_status,ag_o01,ag_o00,ag_o02,ag_o03_2,ag_o04a,ag_o04b,ag_o04c,ag_o05e,ag_o06,ag_o07
2,2635-001,PANEL A,Panel A - 2 Visits,YES,T02,MANGO,TG02,0,ACRE,0,,11,PARTLY CLOUDY/PARTLY SUNNY
1,2635-003,PANEL A,Panel A - 2 Visits,YES,T01,PEACH,TG01,.050000001,ACRE,0,,11,MOSTLY CLOUDY/CONSIDERABLE CLOUDINESS
2,2635-003,PANEL A,Panel A - 2 Visits,YES,T02,PAWPAW,TG02,.0099999998,ACRE,0,,11,MOSTLY CLOUDY/CONSIDERABLE CLOUDINESS
3,2635-003,PANEL A,Panel A - 2 Visits,YES,T03,BANANA,TG03,.050000001,ACRE,.0099999998,,11,MOSTLY CLOUDY/CONSIDERABLE CLOUDINESS
4,2635-003,PANEL A,Panel A - 2 Visits,YES,T04,MANGO,TG04,0,ACRE,0,,11,MOSTLY CLOUDY/CONSIDERABLE CLOUDINESS
1,2636-001,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,TG01,.5,ACRE,.40000001,,12,CLEAR/SUNNY
1,2637-001,PANEL A,Panel A - 2 Visits,YES,T01,PAKHOMO,RG01,1,ACRE,.5,,8,CLEAR/SUNNY
1,2638-001,PANEL B,Panel B - 2 Visits,YES,T01,PAKHOMO,TG02,.25,ACRE,.1,,12,PARTLY CLOUDY/PARTLY SUNNY
1,2639-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2640-001,PANEL B,Panel B - 2 Visits,YES,T01,PAKHOMO,TG01,.2,ACRE,.1,,11,CLEAR/SUNNY
1,2641-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,TG01,0,ACRE,0,,11,MOSTLY CLOUDY/CONSIDERABLE CLOUDINESS
2,2641-001,PANEL A,Panel A - 2 Visits,YES,T02,ORANGE,TG01,0,ACRE,0,,11,MOSTLY CLOUDY/CONSIDERABLE CLOUDINESS
3,2641-001,PANEL A,Panel A - 2 Visits,YES,T03,AVOCADO,TG01,0,ACRE,0,,11,MOSTLY CLOUDY/CONSIDERABLE CLOUDINESS
1,2641-003,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2642-002,PANEL B,Panel B - 2 Visits,YES,T01,MUNDA WA PA KHOMO,RG01,.25,ACRE,.2,,11,CLEAR/SUNNY
1,2643-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2644-002,PANEL B,Panel B - 2 Visits,YES,T01,PAKHOMO,TG01,.5,ACRE,.1,,10,MOSTLY CLOUDY/CONSIDERABLE CLOUDINESS
1,2645-001,PANEL A,Panel A - 2 Visits,YES,T01,CASSAVA,RG01,.5,ACRE,.91000003,,11,CLEAR/SUNNY
2,2645-001,PANEL A,Panel A - 2 Visits,YES,T02,MANGO,TG01,0,ACRE,0,,9,MOSTLY CLEAR/MOSTLY SUNNY
3,2645-001,PANEL A,Panel A - 2 Visits,YES,T03,PAWPAW,TG01,0,ACRE,0,,8,MOSTLY CLEAR/MOSTLY SUNNY
1,2646-001,PANEL B,Panel B - 2 Visits,YES,T01,PAKHOMO,TG01,.5,ACRE,.69999999,,11,CLEAR/SUNNY
1,2647-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2648-001,PANEL B,Panel B - 2 Visits,YES,T01,MUNDA WA KWA MATEKENYA,RG01,.5,ACRE,.69999999,,11,MOSTLY CLEAR/MOSTLY SUNNY
1,2649-001,PANEL A,Panel A - 2 Visits,YES,T01,GUAVA,TG01,0,ACRE,0,,8,MOSTLY CLEAR/MOSTLY SUNNY
2,2649-001,PANEL A,Panel A - 2 Visits,YES,T02,MANGO,TG01,0,ACRE,0,,10,MOSTLY CLEAR/MOSTLY SUNNY
3,2649-001,PANEL A,Panel A - 2 Visits,YES,T03,MANYUMWA,TG01,0,ACRE,0,,10,MOSTLY CLEAR/MOSTLY SUNNY
4,2649-001,PANEL A,Panel A - 2 Visits,YES,T04,BANANA,TG01,0,ACRE,0,,10,MOSTLY CLEAR/MOSTLY SUNNY
1,2650-001,PANEL B,Panel B - 2 Visits,YES,T01,PAKHOMO,TG01,.2,ACRE,.5,,10,CLEAR/SUNNY
1,2651-002,PANEL A,Panel A - 2 Visits,YES,T01,PAKHOMO,TG01,.050000001,ACRE,.1,,11,PARTLY CLOUDY/PARTLY SUNNY
2,2651-002,PANEL A,Panel A - 2 Visits,YES,T02,KU MCHENGA,RG01,.75,ACRE,.47,,9,MOSTLY CLEAR/MOSTLY SUNNY
1,2652-001,PANEL B,Panel B - Combined Visit,YES,T01,MUNDA WA PAKHOMO,RG01,.5,ACRE,.60000002,,11,CLEAR/SUNNY
1,2652-002,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,TG01,1,ACRE,.30000001,,11,CLEAR/SUNNY
1,2653-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2654-001,PANEL B,Panel B - 2 Visits,YES,T01,MUNDA WA PAKHOMO,RG01,1,ACRE,.60000002,,11,CLEAR/SUNNY
1,2655-002,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2656-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2657-001,PANEL A,Panel A - 2 Visits,YES,T01,NAMATORA,RG01,5,ACRE,4.6999998,,10,MOSTLY CLOUDY/CONSIDERABLE CLOUDINESS
1,2658-001,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,TG01,1,ACRE,.69999999,,11,MOSTLY CLEAR/MOSTLY SUNNY
1,2659-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2661-001,PANEL A,Panel A - 2 Visits,YES,T01,PAKHOMO,TG01,.5,ACRE,.63999999,,11,MOSTLY CLOUDY/CONSIDERABLE CLOUDINESS
2,2661-001,PANEL A,Panel A - 2 Visits,YES,T02,KUMANGO,TG02,.5,ACRE,.40000001,,12,MOSTLY CLOUDY/CONSIDERABLE CLOUDINESS
1,2662-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2662-002,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2663-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2664-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2665-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2666-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2666-003,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2667-001,PANEL A,Panel A - 2 Visits,YES,T01,BANANA,TG01,.1,ACRE,.5,,11,MOSTLY CLEAR/MOSTLY SUNNY
1,2668-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2669-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2670-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2671-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2672-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2673-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2674-002,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2675-001,PANEL A,Panel A - 2 Visits,YES,T01,SORGHUM,RG02,.1,ACRE,.12,,11,MOSTLY CLEAR/MOSTLY SUNNY
1,2676-001,PANEL B,Panel B - 2 Visits,YES,T01,PAKHOMO,RG01,.25,ACRE,1,,11,CLEAR/SUNNY
2,2676-001,PANEL B,Panel B - 2 Visits,YES,T02,MATEMA,RG03,1,ACRE,1.3,,9,MOSTLY CLOUDY/CONSIDERABLE CLOUDINESS
1,2676-004,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2677-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2677-006,PANEL A,Panel A - 2 Visits,YES,T01,LIKHUBULA,TG01,.5,ACRE,.1,,10,CLEAR/SUNNY
1,2678-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2678-005,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2679-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2680-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2681-001,PANEL A,Panel A - 2 Visits,YES,T01,MASAU,TG01,.1,ACRE,.5,,11,PARTLY CLOUDY/PARTLY SUNNY
2,2681-001,PANEL A,Panel A - 2 Visits,YES,T02,MANGO,TG02,.1,ACRE,.5,,11,PARTLY CLOUDY/PARTLY SUNNY
1,2682-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2683-001,PANEL A,Panel A - 2 Visits,YES,T01,CHIMAMEZI,RG01,1,HECTARE,3.0999999,,12,PARTLY CLOUDY/PARTLY SUNNY
1,2684-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2685-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2686-001,PANEL B,Panel B - 2 Visits,YES,T01,PAKHOMO,TG01,.07,ACRE,0,,11,CLEAR/SUNNY
1,2686-005,PANEL B,Panel B - 2 Visits,YES,T01,PAKHOMO,TG01,.0099999998,ACRE,0,,9,MOSTLY CLOUDY/CONSIDERABLE CLOUDINESS
1,2688-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2689-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2690-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2691-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2692-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2692-005,PANEL B,Panel B - Combined Visit,NO,,,,,,,,,
1,2693-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2693-002,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,TG01,.5,ACRE,1,,10,COMPLETELY CLOUDY
1,2694-001,PANEL B,Panel B - 2 Visits,YES,T01,PAKHOMO,RG01,.5,ACRE,.93000001,,11,MOSTLY CLEAR/MOSTLY SUNNY
2,2694-001,PANEL B,Panel B - 2 Visits,YES,T02,PA PHIRI,RG01,1,ACRE,1.12,,11,CLEAR/SUNNY
1,2695-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2696-001,PANEL B,Panel B - 2 Visits,YES,T01,PAKHOMO,RG01,1,ACRE,.80000001,,7,MOSTLY CLOUDY/CONSIDERABLE CLOUDINESS
1,2697-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2697-007,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2698-001,PANEL B,Panel B - 2 Visits,YES,T01,CASSAVA,RG02,.5,ACRE,.69999999,,9,CLEAR/SUNNY
1,2699-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2700-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2701-001,PANEL A,Panel A - 2 Visits,YES,T01,WAPAKHOMO,RG01,1,ACRE,1.2,,11,CLEAR/SUNNY
1,2701-002,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2701-003,PANEL A,Panel A - 2 Visits,YES,T01,WAPAMANGO,RG01,.5,ACRE,.30000001,,11,CLEAR/SUNNY
1,2702-001,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,RG01,.02,ACRE,.60000002,,8,CLEAR/SUNNY
2,2702-001,PANEL B,Panel B - 2 Visits,YES,T02,PAWPAW,RG01,.02,ACRE,.60000002,,8,CLEAR/SUNNY
1,2703-001,PANEL A,Panel A - 2 Visits,YES,T01,WA PAKHOMO,RG01,.5,ACRE,.2,,12,CLEAR/SUNNY
1,2704-002,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2705-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2707-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,TG01,.5,ACRE,.5,,11,PARTLY CLOUDY/PARTLY SUNNY
1,2708-002,PANEL B,Panel B - 2 Visits,YES,T01,PAKHOMO,TG01,.15000001,ACRE,0,,10,CLEAR/SUNNY
2,2708-002,PANEL B,Panel B - 2 Visits,YES,T02,KUMUNSI,DG01,.25,ACRE,.0099999998,,10,CLEAR/SUNNY
1,2708-004,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2709-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,TG01,.25,ACRE,.5,,9,PARTLY CLOUDY/PARTLY SUNNY
1,2710-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2711-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,TG01,.5,ACRE,.69999999,,12,PARTLY CLOUDY/PARTLY SUNNY
1,2712-001,PANEL B,Panel B - 2 Visits,YES,T01,PAKHOMO,TG01,.25,ACRE,.0099999998,,10,CLEAR/SUNNY
2,2712-001,PANEL B,Panel B - 2 Visits,YES,T02,KUMUNDA,RG01,1,ACRE,4.3000002,,9,MOSTLY CLOUDY/CONSIDERABLE CLOUDINESS
3,2712-001,PANEL B,Panel B - 2 Visits,YES,T03,MUNDA,RG03,.2,ACRE,.2,,8,MOSTLY CLOUDY/CONSIDERABLE CLOUDINESS
1,2713-002,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2713-003,PANEL A,Panel A - 2 Visits,YES,T01,PAKHOMO,TG01,.80000001,ACRE,.80000001,,11,RAINY
1,2714-001,PANEL B,Panel B - 2 Visits,YES,T01,PAKHOMO,TG01,.5,ACRE,.1,,7,CLEAR/SUNNY
2,2714-001,PANEL B,Panel B - 2 Visits,YES,T02,PAKHOMO,RG01,.5,ACRE,1.9,,10,MOSTLY CLOUDY/CONSIDERABLE CLOUDINESS
1,2715-001,PANEL A,Panel A - 2 Visits,YES,T01,PAKHOMO,TG01,.5,ACRE,.5,,10,COMPLETELY CLOUDY
1,2715-003,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2716-001,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,TG01,.050000001,ACRE,.02,,11,CLEAR/SUNNY
2,2716-001,PANEL B,Panel B - 2 Visits,YES,T02,PAWPAW,TG01,.050000001,ACRE,.02,,11,CLEAR/SUNNY
1,2716-002,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2717-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2718-001,PANEL B,Panel B - 2 Visits,YES,T01,PAKHOMO,RG01,.5,ACRE,.61000001,,8,MOSTLY CLOUDY/CONSIDERABLE CLOUDINESS
2,2718-001,PANEL B,Panel B - 2 Visits,YES,T02,KUNTUNDA,RG02,1,ACRE,.72000003,,9,MOSTLY CLOUDY/CONSIDERABLE CLOUDINESS
1,2719-001,PANEL A,Panel A - 2 Visits,YES,T01,WAPAKHOMO,RG03,.5,ACRE,1.2,,11,CLEAR/SUNNY
1,2719-004,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2720-002,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,TG01,.050000001,ACRE,.029999999,,11,CLEAR/SUNNY
2,2720-002,PANEL B,Panel B - 2 Visits,YES,T02,PAWPAW,TG02,.02,ACRE,.0099999998,,11,CLEAR/SUNNY
1,2721-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2722-001,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,TG01,.050000001,ACRE,.02,,11,CLEAR/SUNNY
2,2722-001,PANEL B,Panel B - 2 Visits,YES,T02,PAWPAW,TG01,.050000001,ACRE,.02,,11,CLEAR/SUNNY
1,2722-005,PANEL B,Panel B - Combined Visit,YES,T01,CASSAVA,RG02,1,ACRE,.69999999,,10,CLEAR/SUNNY
1,2723-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2724-001,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,RG02,1,ACRE,1.2,,9,MOSTLY CLOUDY/CONSIDERABLE CLOUDINESS
1,2725-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2726-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2727-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2728-003,PANEL B,Panel B - 2 Visits,YES,T01,BANANA,RG02,1,ACRE,1.23,,13,CLEAR/SUNNY
1,2728-004,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2729-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2730-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2731-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2732-001,PANEL B,Panel B - 2 Visits,YES,T01,PAKHOMO,TG01,.1,ACRE,.0099999998,,11,CLEAR/SUNNY
2,2732-001,PANEL B,Panel B - 2 Visits,YES,T02,MITAWI,RG02,1,ACRE,.56,,11,CLEAR/SUNNY
1,2733-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2735-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2735-004,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2737-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2738-001,PANEL B,Panel B - 2 Visits,YES,T01,PAKHOMO,TG01,.1,ACRE,0,,10,CLEAR/SUNNY
1,2738-005,PANEL B,Panel B - Combined Visit,YES,T01,MANGO,TG01,.1,ACRE,,,,
2,2738-005,PANEL B,Panel B - Combined Visit,YES,T02,GUAVA,RG01,1,ACRE,2.7,,11,CLEAR/SUNNY
1,2738-401,PANEL B,Panel B - Combined Visit,NO,,,,,,,,,
1,2739-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2740-001,PANEL B,Panel B - 2 Visits,YES,T01,MASAU,01,.0099999998,ACRE,0,,11,CLEAR/SUNNY
1,2740-003,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2741-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2742-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2743-001,PANEL A,Panel A - 2 Visits,YES,T01,MAPIRA,RG01,1,ACRE,1.7,,11,CLEAR/SUNNY
2,2743-001,PANEL A,Panel A - 2 Visits,YES,T02,MAIZE,RG02,,,,OTHER (SPECIFY),,
1,2744-001,PANEL B,Panel B - 2 Visits,YES,T01,KUMUNSI,RG02,1,ACRE,.69999999,,11,CLEAR/SUNNY
1,2745-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2745-003,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2746-001,PANEL B,Panel B - 2 Visits,YES,T01,PAKHOMO,TG01,.050000001,SQUARE METERS,,HOUSEHOLD REFUSED,,
1,2747-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2748-001,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,RG01,.5,ACRE,.89999998,,12,CLEAR/SUNNY
1,2749-002,PANEL A,Panel A - 2 Visits,YES,T01,MASAU,TG01,.0099999998,ACRE,.0099999998,,9,CLEAR/SUNNY
1,2750-001,PANEL B,Panel B - 2 Visits,YES,T01,MASAU,TG01,.02,ACRE,0,,11,CLEAR/SUNNY
1,2751-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2752-001,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,TG01,.1,ACRE,.029999999,,11,CLEAR/SUNNY
1,2753-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2754-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2754-004,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2756-002,PANEL B,Panel B - 2 Visits,YES,T01,CHILIMAMBETA,RG01,,,,,,
1,2757-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2758-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2759-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2759-003,PANEL A,Panel A - 2 Visits,YES,T01,PAKHOMO,TG01,.25,ACRE,.039999999,,8,MOSTLY CLEAR/MOSTLY SUNNY
1,2760-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2761-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2763-001,PANEL A,Panel A - 2 Visits,YES,T01,MASAWU,RG01,1.5,ACRE,,TOO FAR,,
1,2764-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2766-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2767-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2768-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2770-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2771-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,
1,2772-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2774-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2775-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2776-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2778-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2778-003,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2780-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2782-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2783-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2784-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2785-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2786-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2787-002,PANEL A,Panel A - 2 Visits,YES,T01,MUNDA,RG01,.5,ACRE,.60000002,,10,CLEAR/SUNNY
1,2788-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2789-001,PANEL A,Panel A - 2 Visits,YES,T01,PAKHOMO,RG01,5,ACRE,3.6300001,,9,CLEAR/SUNNY
1,2790-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2791-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2791-003,PANEL A,Panel A - 2 Visits,YES,T01,HOME,TG01,.1,ACRE,.039999999,,11,CLEAR/SUNNY
1,2792-002,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2794-002,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2796-006,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2797-001,PANEL A,Panel A - 2 Visits,YES,T01,PAKHOMO,RG01,.25,ACRE,.28,,9,CLEAR/SUNNY
1,2798-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2799-001,PANEL A,Panel A - 2 Visits,YES,T01,KU KACHERE,RG01,.5,ACRE,1.3,,9,CLEAR/SUNNY
1,2800-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2801-001,PANEL A,Panel A - 2 Visits,YES,T01,PAKHOMO,TG01,.050000001,ACRE,.0099999998,,11,CLEAR/SUNNY
1,2802-002,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2803-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,TG01,.5,ACRE,.5,,11,PARTLY CLOUDY/PARTLY SUNNY
2,2803-001,PANEL A,Panel A - 2 Visits,YES,T02,MASAWU,TG02,.02,ACRE,0,,11,PARTLY CLOUDY/PARTLY SUNNY
1,2804-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2805-001,PANEL A,Panel A - 2 Visits,YES,T01,PAMUNSI,TG01,.5,ACRE,.1,,10,CLEAR/SUNNY
1,2805-002,PANEL A,Panel A - 2 Visits,YES,T01,FRUITS,RG01,,,,,10,CLEAR/SUNNY
1,2806-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2806-006,PANEL B,Panel B - 2 Visits,YES,T01,PAWPAW,RG01,.02,ACRE,2,,9,CLEAR/SUNNY
1,2807-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2807-002,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2808-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2809-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,RG01,3,ACRE,3.9000001,,11,CLEAR/SUNNY
1,2809-006,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2811-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2812-001,PANEL B,Panel B - 2 Visits,YES,T01,LOCAL MAIZE,RG01,1,ACRE,.029999999,,11,PARTLY CLOUDY/PARTLY SUNNY
1,2813-001,PANEL A,Panel A - 2 Visits,YES,T01,MASAU,RG02,.0099999998,ACRE,.2,,11,CLEAR/SUNNY
2,2813-001,PANEL A,Panel A - 2 Visits,YES,T02,MANGO,RG01,.1,ACRE,.40000001,,11,CLEAR/SUNNY
1,2813-002,PANEL A,Panel A - 2 Visits,YES,T01,KUMUNDA,RG01,1,ACRE,2.0999999,,11,CLEAR/SUNNY
1,2814-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2815-001,PANEL A,Panel A - 2 Visits,YES,T01,PAKHOMO,TG01,0,ACRE,.029999999,,9,PARTLY CLOUDY/PARTLY SUNNY
2,2815-001,PANEL A,Panel A - 2 Visits,YES,T02,KU MIVUZA,RG01,.5,ACRE,.30000001,,10,CLEAR/SUNNY
3,2815-001,PANEL A,Panel A - 2 Visits,YES,T03,KUCHIKUNI,RG04,1,ACRE,1.4,,9,CLEAR/SUNNY
1,2815-003,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2816-002,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2817-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2818-002,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2819-001,PANEL A,Panel A - 2 Visits,YES,T01,LOCAL MAIZE,RG02,.5,ACRE,.2,,6,CLEAR/SUNNY
1,2820-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2821-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2822-001,PANEL B,Panel B - Combined Visit,NO,,,,,,,,,
1,2823-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2824-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2825-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2826-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2827-001,PANEL A,Panel A - 2 Visits,YES,T01,PAKHOMO,TG01,.1,ACRE,.02,,9,PARTLY CLOUDY/PARTLY SUNNY
1,2828-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2829-003,PANEL A,Panel A - 2 Visits,YES,T01,KWA TUSIDA,TG01,.5,ACRE,.2,,10,MOSTLY CLOUDY/CONSIDERABLE CLOUDINESS
1,2830-001,PANEL B,Panel B - 2 Visits,YES,T01,MASAU,RG03,1.5,ACRE,1.3,,10,CLEAR/SUNNY
2,2830-001,PANEL B,Panel B - 2 Visits,YES,T02,MASAU,TG01,.02,ACRE,.0099999998,,10,CLEAR/SUNNY
1,2831-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2832-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2834-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2835-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2837-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2838-001,PANEL B,Panel B - Combined Visit,NO,,,,,,,,,
1,2839-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
