occ,y2_hhid,qx_type,interview_status,hh_i01,hh_i02,hh_i03
9,2367-001,PANEL A,Panel A - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,2367-002,PANEL A,Panel A - 2 Visits,NO,CHARCOAL,
2,2367-002,PANEL A,Panel A - 2 Visits,YES,PARAFFIN OR KEROSENE,100
3,2367-002,PANEL A,Panel A - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,2367-002,PANEL A,Panel A - 2 Visits,NO,CANDLES,
5,2367-002,PANEL A,Panel A - 2 Visits,YES,MATCHES,20
6,2367-002,PANEL A,Panel A - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
7,2367-002,PANEL A,Panel A - 2 Visits,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
8,2367-002,PANEL A,Panel A - 2 Visits,NO,PUBLIC TRANSPORT - BUS / MINIBUS,
9,2367-002,PANEL A,Panel A - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,2368-002,PANEL B,Panel B - 2 Visits,NO,CHARCOAL,
2,2368-002,PANEL B,Panel B - 2 Visits,NO,PARAFFIN OR KEROSENE,
3,2368-002,PANEL B,Panel B - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,2368-002,PANEL B,Panel B - 2 Visits,NO,CANDLES,
5,2368-002,PANEL B,Panel B - 2 Visits,YES,MATCHES,25
6,2368-002,PANEL B,Panel B - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
7,2368-002,PANEL B,Panel B - 2 Visits,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
8,2368-002,PANEL B,Panel B - 2 Visits,NO,PUBLIC TRANSPORT - BUS / MINIBUS,
9,2368-002,PANEL B,Panel B - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,2369-001,PANEL A,Panel A - 2 Visits,NO,CHARCOAL,
2,2369-001,PANEL A,Panel A - 2 Visits,YES,PARAFFIN OR KEROSENE,50
3,2369-001,PANEL A,Panel A - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,2369-001,PANEL A,Panel A - 2 Visits,NO,CANDLES,
5,2369-001,PANEL A,Panel A - 2 Visits,YES,MATCHES,20
6,2369-001,PANEL A,Panel A - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
7,2369-001,PANEL A,Panel A - 2 Visits,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
8,2369-001,PANEL A,Panel A - 2 Visits,NO,PUBLIC TRANSPORT - BUS / MINIBUS,
9,2369-001,PANEL A,Panel A - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,2370-001,PANEL B,Panel B - 2 Visits,NO,CHARCOAL,
2,2370-001,PANEL B,Panel B - 2 Visits,NO,PARAFFIN OR KEROSENE,
3,2370-001,PANEL B,Panel B - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,2370-001,PANEL B,Panel B - 2 Visits,NO,CANDLES,
5,2370-001,PANEL B,Panel B - 2 Visits,YES,MATCHES,20
6,2370-001,PANEL B,Panel B - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
7,2370-001,PANEL B,Panel B - 2 Visits,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
8,2370-001,PANEL B,Panel B - 2 Visits,NO,PUBLIC TRANSPORT - BUS / MINIBUS,
9,2370-001,PANEL B,Panel B - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,2370-002,PANEL B,Panel B - 2 Visits,NO,CHARCOAL,
2,2370-002,PANEL B,Panel B - 2 Visits,NO,PARAFFIN OR KEROSENE,
3,2370-002,PANEL B,Panel B - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,2370-002,PANEL B,Panel B - 2 Visits,NO,CANDLES,
5,2370-002,PANEL B,Panel B - 2 Visits,YES,MATCHES,25
6,2370-002,PANEL B,Panel B - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
7,2370-002,PANEL B,Panel B - 2 Visits,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
8,2370-002,PANEL B,Panel B - 2 Visits,NO,PUBLIC TRANSPORT - BUS / MINIBUS,
9,2370-002,PANEL B,Panel B - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,2371-001,PANEL A,Panel A - 2 Visits,NO,CHARCOAL,
2,2371-001,PANEL A,Panel A - 2 Visits,NO,PARAFFIN OR KEROSENE,
3,2371-001,PANEL A,Panel A - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,2371-001,PANEL A,Panel A - 2 Visits,NO,CANDLES,
5,2371-001,PANEL A,Panel A - 2 Visits,YES,MATCHES,100
6,2371-001,PANEL A,Panel A - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
7,2371-001,PANEL A,Panel A - 2 Visits,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
8,2371-001,PANEL A,Panel A - 2 Visits,YES,PUBLIC TRANSPORT - BUS / MINIBUS,1000
9,2371-001,PANEL A,Panel A - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,2371-004,PANEL A,Panel A - 2 Visits,NO,CHARCOAL,
2,2371-004,PANEL A,Panel A - 2 Visits,NO,PARAFFIN OR KEROSENE,
3,2371-004,PANEL A,Panel A - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,2371-004,PANEL A,Panel A - 2 Visits,NO,CANDLES,
5,2371-004,PANEL A,Panel A - 2 Visits,YES,MATCHES,20
6,2371-004,PANEL A,Panel A - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
7,2371-004,PANEL A,Panel A - 2 Visits,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
8,2371-004,PANEL A,Panel A - 2 Visits,NO,PUBLIC TRANSPORT - BUS / MINIBUS,
9,2371-004,PANEL A,Panel A - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,2372-001,PANEL B,Panel B - 2 Visits,NO,CHARCOAL,
2,2372-001,PANEL B,Panel B - 2 Visits,NO,PARAFFIN OR KEROSENE,
3,2372-001,PANEL B,Panel B - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,2372-001,PANEL B,Panel B - 2 Visits,NO,CANDLES,
5,2372-001,PANEL B,Panel B - 2 Visits,YES,MATCHES,20
6,2372-001,PANEL B,Panel B - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
7,2372-001,PANEL B,Panel B - 2 Visits,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
8,2372-001,PANEL B,Panel B - 2 Visits,NO,PUBLIC TRANSPORT - BUS / MINIBUS,
9,2372-001,PANEL B,Panel B - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,2373-001,PANEL A,Panel A - 2 Visits,NO,CHARCOAL,
2,2373-001,PANEL A,Panel A - 2 Visits,NO,PARAFFIN OR KEROSENE,
3,2373-001,PANEL A,Panel A - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,2373-001,PANEL A,Panel A - 2 Visits,NO,CANDLES,
5,2373-001,PANEL A,Panel A - 2 Visits,YES,MATCHES,20
6,2373-001,PANEL A,Panel A - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
7,2373-001,PANEL A,Panel A - 2 Visits,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
8,2373-001,PANEL A,Panel A - 2 Visits,NO,PUBLIC TRANSPORT - BUS / MINIBUS,
9,2373-001,PANEL A,Panel A - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,2373-004,PANEL A,Panel A - Combined Visit,NO,CHARCOAL,
2,2373-004,PANEL A,Panel A - Combined Visit,NO,PARAFFIN OR KEROSENE,
3,2373-004,PANEL A,Panel A - Combined Visit,NO,CIGARETTES OR OTHER TOBACCO,
4,2373-004,PANEL A,Panel A - Combined Visit,NO,CANDLES,
5,2373-004,PANEL A,Panel A - Combined Visit,YES,MATCHES,250
6,2373-004,PANEL A,Panel A - Combined Visit,NO,NEWSPAPERS OR MAGAZINES,
7,2373-004,PANEL A,Panel A - Combined Visit,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
8,2373-004,PANEL A,Panel A - Combined Visit,YES,PUBLIC TRANSPORT - BUS / MINIBUS,2000
9,2373-004,PANEL A,Panel A - Combined Visit,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,2373-005,PANEL A,Panel A - Combined Visit,NO,CHARCOAL,
2,2373-005,PANEL A,Panel A - Combined Visit,NO,PARAFFIN OR KEROSENE,
3,2373-005,PANEL A,Panel A - Combined Visit,NO,CIGARETTES OR OTHER TOBACCO,
4,2373-005,PANEL A,Panel A - Combined Visit,YES,CANDLES,80
5,2373-005,PANEL A,Panel A - Combined Visit,YES,MATCHES,75
6,2373-005,PANEL A,Panel A - Combined Visit,NO,NEWSPAPERS OR MAGAZINES,
7,2373-005,PANEL A,Panel A - Combined Visit,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
8,2373-005,PANEL A,Panel A - Combined Visit,YES,PUBLIC TRANSPORT - BUS / MINIBUS,1300
9,2373-005,PANEL A,Panel A - Combined Visit,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,2374-001,PANEL B,Panel B - 2 Visits,NO,CHARCOAL,
2,2374-001,PANEL B,Panel B - 2 Visits,NO,PARAFFIN OR KEROSENE,
3,2374-001,PANEL B,Panel B - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,2374-001,PANEL B,Panel B - 2 Visits,NO,CANDLES,
5,2374-001,PANEL B,Panel B - 2 Visits,YES,MATCHES,25
6,2374-001,PANEL B,Panel B - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
7,2374-001,PANEL B,Panel B - 2 Visits,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
8,2374-001,PANEL B,Panel B - 2 Visits,NO,PUBLIC TRANSPORT - BUS / MINIBUS,
9,2374-001,PANEL B,Panel B - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,2375-002,PANEL A,Panel A - 2 Visits,NO,CHARCOAL,
2,2375-002,PANEL A,Panel A - 2 Visits,NO,PARAFFIN OR KEROSENE,
3,2375-002,PANEL A,Panel A - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,2375-002,PANEL A,Panel A - 2 Visits,NO,CANDLES,
5,2375-002,PANEL A,Panel A - 2 Visits,YES,MATCHES,20
6,2375-002,PANEL A,Panel A - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
7,2375-002,PANEL A,Panel A - 2 Visits,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
8,2375-002,PANEL A,Panel A - 2 Visits,NO,PUBLIC TRANSPORT - BUS / MINIBUS,
9,2375-002,PANEL A,Panel A - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,2376-001,PANEL B,Panel B - 2 Visits,NO,CHARCOAL,
2,2376-001,PANEL B,Panel B - 2 Visits,NO,PARAFFIN OR KEROSENE,
3,2376-001,PANEL B,Panel B - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,2376-001,PANEL B,Panel B - 2 Visits,NO,CANDLES,
5,2376-001,PANEL B,Panel B - 2 Visits,YES,MATCHES,20
6,2376-001,PANEL B,Panel B - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
7,2376-001,PANEL B,Panel B - 2 Visits,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
8,2376-001,PANEL B,Panel B - 2 Visits,NO,PUBLIC TRANSPORT - BUS / MINIBUS,
9,2376-001,PANEL B,Panel B - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,2377-001,PANEL A,Panel A - 2 Visits,NO,CHARCOAL,
2,2377-001,PANEL A,Panel A - 2 Visits,NO,PARAFFIN OR KEROSENE,
3,2377-001,PANEL A,Panel A - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,2377-001,PANEL A,Panel A - 2 Visits,NO,CANDLES,
5,2377-001,PANEL A,Panel A - 2 Visits,YES,MATCHES,40
6,2377-001,PANEL A,Panel A - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
7,2377-001,PANEL A,Panel A - 2 Visits,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
8,2377-001,PANEL A,Panel A - 2 Visits,NO,PUBLIC TRANSPORT - BUS / MINIBUS,
9,2377-001,PANEL A,Panel A - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,2378-001,PANEL B,Panel B - 2 Visits,NO,CHARCOAL,
2,2378-001,PANEL B,Panel B - 2 Visits,NO,PARAFFIN OR KEROSENE,
3,2378-001,PANEL B,Panel B - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,2378-001,PANEL B,Panel B - 2 Visits,NO,CANDLES,
5,2378-001,PANEL B,Panel B - 2 Visits,YES,MATCHES,25
6,2378-001,PANEL B,Panel B - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
7,2378-001,PANEL B,Panel B - 2 Visits,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
8,2378-001,PANEL B,Panel B - 2 Visits,NO,PUBLIC TRANSPORT - BUS / MINIBUS,
9,2378-001,PANEL B,Panel B - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,2379-001,PANEL A,Panel A - 2 Visits,NO,CHARCOAL,
2,2379-001,PANEL A,Panel A - 2 Visits,NO,PARAFFIN OR KEROSENE,
3,2379-001,PANEL A,Panel A - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,2379-001,PANEL A,Panel A - 2 Visits,NO,CANDLES,
5,2379-001,PANEL A,Panel A - 2 Visits,YES,MATCHES,20
6,2379-001,PANEL A,Panel A - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
7,2379-001,PANEL A,Panel A - 2 Visits,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
8,2379-001,PANEL A,Panel A - 2 Visits,NO,PUBLIC TRANSPORT - BUS / MINIBUS,
9,2379-001,PANEL A,Panel A - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,2380-001,PANEL B,Panel B - 2 Visits,NO,CHARCOAL,
2,2380-001,PANEL B,Panel B - 2 Visits,NO,PARAFFIN OR KEROSENE,
3,2380-001,PANEL B,Panel B - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,2380-001,PANEL B,Panel B - 2 Visits,NO,CANDLES,
5,2380-001,PANEL B,Panel B - 2 Visits,YES,MATCHES,20
6,2380-001,PANEL B,Panel B - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
7,2380-001,PANEL B,Panel B - 2 Visits,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
8,2380-001,PANEL B,Panel B - 2 Visits,NO,PUBLIC TRANSPORT - BUS / MINIBUS,
9,2380-001,PANEL B,Panel B - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,2381-001,PANEL A,Panel A - 2 Visits,NO,CHARCOAL,
2,2381-001,PANEL A,Panel A - 2 Visits,NO,PARAFFIN OR KEROSENE,
3,2381-001,PANEL A,Panel A - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,2381-001,PANEL A,Panel A - 2 Visits,NO,CANDLES,
5,2381-001,PANEL A,Panel A - 2 Visits,YES,MATCHES,20
6,2381-001,PANEL A,Panel A - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
7,2381-001,PANEL A,Panel A - 2 Visits,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
8,2381-001,PANEL A,Panel A - 2 Visits,NO,PUBLIC TRANSPORT - BUS / MINIBUS,
9,2381-001,PANEL A,Panel A - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,2382-001,PANEL B,Panel B - 2 Visits,YES,CHARCOAL,0
2,2382-001,PANEL B,Panel B - 2 Visits,YES,PARAFFIN OR KEROSENE,150
3,2382-001,PANEL B,Panel B - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,2382-001,PANEL B,Panel B - 2 Visits,NO,CANDLES,
5,2382-001,PANEL B,Panel B - 2 Visits,YES,MATCHES,40
6,2382-001,PANEL B,Panel B - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
7,2382-001,PANEL B,Panel B - 2 Visits,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
8,2382-001,PANEL B,Panel B - 2 Visits,YES,PUBLIC TRANSPORT - BUS / MINIBUS,900
9,2382-001,PANEL B,Panel B - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,2383-001,PANEL A,Panel A - 2 Visits,NO,CHARCOAL,
2,2383-001,PANEL A,Panel A - 2 Visits,NO,PARAFFIN OR KEROSENE,
3,2383-001,PANEL A,Panel A - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,2383-001,PANEL A,Panel A - 2 Visits,NO,CANDLES,
5,2383-001,PANEL A,Panel A - 2 Visits,YES,MATCHES,20
6,2383-001,PANEL A,Panel A - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
7,2383-001,PANEL A,Panel A - 2 Visits,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
8,2383-001,PANEL A,Panel A - 2 Visits,NO,PUBLIC TRANSPORT - BUS / MINIBUS,
9,2383-001,PANEL A,Panel A - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,2384-001,PANEL B,Panel B - 2 Visits,NO,CHARCOAL,
2,2384-001,PANEL B,Panel B - 2 Visits,NO,PARAFFIN OR KEROSENE,
3,2384-001,PANEL B,Panel B - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,2384-001,PANEL B,Panel B - 2 Visits,NO,CANDLES,
5,2384-001,PANEL B,Panel B - 2 Visits,YES,MATCHES,25
6,2384-001,PANEL B,Panel B - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
7,2384-001,PANEL B,Panel B - 2 Visits,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
8,2384-001,PANEL B,Panel B - 2 Visits,NO,PUBLIC TRANSPORT - BUS / MINIBUS,
9,2384-001,PANEL B,Panel B - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,2385-001,PANEL A,Panel A - 2 Visits,NO,CHARCOAL,
2,2385-001,PANEL A,Panel A - 2 Visits,YES,PARAFFIN OR KEROSENE,500
3,2385-001,PANEL A,Panel A - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,2385-001,PANEL A,Panel A - 2 Visits,NO,CANDLES,
5,2385-001,PANEL A,Panel A - 2 Visits,YES,MATCHES,200
6,2385-001,PANEL A,Panel A - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
7,2385-001,PANEL A,Panel A - 2 Visits,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
8,2385-001,PANEL A,Panel A - 2 Visits,NO,PUBLIC TRANSPORT - BUS / MINIBUS,
9,2385-001,PANEL A,Panel A - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,2386-001,PANEL B,Panel B - 2 Visits,NO,CHARCOAL,
2,2386-001,PANEL B,Panel B - 2 Visits,YES,PARAFFIN OR KEROSENE,400
3,2386-001,PANEL B,Panel B - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,2386-001,PANEL B,Panel B - 2 Visits,NO,CANDLES,
5,2386-001,PANEL B,Panel B - 2 Visits,YES,MATCHES,80
6,2386-001,PANEL B,Panel B - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
7,2386-001,PANEL B,Panel B - 2 Visits,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
8,2386-001,PANEL B,Panel B - 2 Visits,NO,PUBLIC TRANSPORT - BUS / MINIBUS,
9,2386-001,PANEL B,Panel B - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,2387-001,PANEL A,Panel A - 2 Visits,NO,CHARCOAL,
2,2387-001,PANEL A,Panel A - 2 Visits,NO,PARAFFIN OR KEROSENE,
3,2387-001,PANEL A,Panel A - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,2387-001,PANEL A,Panel A - 2 Visits,NO,CANDLES,
5,2387-001,PANEL A,Panel A - 2 Visits,YES,MATCHES,25
6,2387-001,PANEL A,Panel A - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
7,2387-001,PANEL A,Panel A - 2 Visits,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
8,2387-001,PANEL A,Panel A - 2 Visits,NO,PUBLIC TRANSPORT - BUS / MINIBUS,
9,2387-001,PANEL A,Panel A - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,2388-001,PANEL B,Panel B - Combined Visit,YES,CHARCOAL,700
2,2388-001,PANEL B,Panel B - Combined Visit,NO,PARAFFIN OR KEROSENE,
3,2388-001,PANEL B,Panel B - Combined Visit,NO,CIGARETTES OR OTHER TOBACCO,
4,2388-001,PANEL B,Panel B - Combined Visit,YES,CANDLES,350
5,2388-001,PANEL B,Panel B - Combined Visit,YES,MATCHES,40
6,2388-001,PANEL B,Panel B - Combined Visit,NO,NEWSPAPERS OR MAGAZINES,
7,2388-001,PANEL B,Panel B - Combined Visit,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
8,2388-001,PANEL B,Panel B - Combined Visit,YES,PUBLIC TRANSPORT - BUS / MINIBUS,1400
9,2388-001,PANEL B,Panel B - Combined Visit,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,2389-001,PANEL A,Panel A - 2 Visits,NO,CHARCOAL,
2,2389-001,PANEL A,Panel A - 2 Visits,NO,PARAFFIN OR KEROSENE,
3,2389-001,PANEL A,Panel A - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,2389-001,PANEL A,Panel A - 2 Visits,NO,CANDLES,
5,2389-001,PANEL A,Panel A - 2 Visits,YES,MATCHES,60
6,2389-001,PANEL A,Panel A - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
7,2389-001,PANEL A,Panel A - 2 Visits,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
8,2389-001,PANEL A,Panel A - 2 Visits,NO,PUBLIC TRANSPORT - BUS / MINIBUS,
9,2389-001,PANEL A,Panel A - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,2389-002,PANEL A,Panel A - 2 Visits,NO,CHARCOAL,
2,2389-002,PANEL A,Panel A - 2 Visits,NO,PARAFFIN OR KEROSENE,
3,2389-002,PANEL A,Panel A - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,2389-002,PANEL A,Panel A - 2 Visits,NO,CANDLES,
5,2389-002,PANEL A,Panel A - 2 Visits,YES,MATCHES,25
6,2389-002,PANEL A,Panel A - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
7,2389-002,PANEL A,Panel A - 2 Visits,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
8,2389-002,PANEL A,Panel A - 2 Visits,YES,PUBLIC TRANSPORT - BUS / MINIBUS,600
9,2389-002,PANEL A,Panel A - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,2390-001,PANEL B,Panel B - 2 Visits,NO,CHARCOAL,
2,2390-001,PANEL B,Panel B - 2 Visits,NO,PARAFFIN OR KEROSENE,
3,2390-001,PANEL B,Panel B - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,2390-001,PANEL B,Panel B - 2 Visits,NO,CANDLES,
5,2390-001,PANEL B,Panel B - 2 Visits,NO,MATCHES,
6,2390-001,PANEL B,Panel B - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
7,2390-001,PANEL B,Panel B - 2 Visits,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
8,2390-001,PANEL B,Panel B - 2 Visits,NO,PUBLIC TRANSPORT - BUS / MINIBUS,
9,2390-001,PANEL B,Panel B - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,2391-001,PANEL A,Panel A - 2 Visits,NO,CHARCOAL,
2,2391-001,PANEL A,Panel A - 2 Visits,YES,PARAFFIN OR KEROSENE,50
3,2391-001,PANEL A,Panel A - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,2391-001,PANEL A,Panel A - 2 Visits,NO,CANDLES,
5,2391-001,PANEL A,Panel A - 2 Visits,YES,MATCHES,30
6,2391-001,PANEL A,Panel A - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
7,2391-001,PANEL A,Panel A - 2 Visits,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
8,2391-001,PANEL A,Panel A - 2 Visits,NO,PUBLIC TRANSPORT - BUS / MINIBUS,
9,2391-001,PANEL A,Panel A - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,2392-001,PANEL B,Panel B - 2 Visits,NO,CHARCOAL,
2,2392-001,PANEL B,Panel B - 2 Visits,NO,PARAFFIN OR KEROSENE,
3,2392-001,PANEL B,Panel B - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,2392-001,PANEL B,Panel B - 2 Visits,NO,CANDLES,
5,2392-001,PANEL B,Panel B - 2 Visits,YES,MATCHES,20
6,2392-001,PANEL B,Panel B - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
7,2392-001,PANEL B,Panel B - 2 Visits,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
8,2392-001,PANEL B,Panel B - 2 Visits,NO,PUBLIC TRANSPORT - BUS / MINIBUS,
9,2392-001,PANEL B,Panel B - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,2392-003,PANEL B,Panel B - 2 Visits,NO,CHARCOAL,
2,2392-003,PANEL B,Panel B - 2 Visits,NO,PARAFFIN OR KEROSENE,
3,2392-003,PANEL B,Panel B - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,2392-003,PANEL B,Panel B - 2 Visits,NO,CANDLES,
5,2392-003,PANEL B,Panel B - 2 Visits,YES,MATCHES,60
6,2392-003,PANEL B,Panel B - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
7,2392-003,PANEL B,Panel B - 2 Visits,YES,PUBLIC TRANSPORT - BICYCLE TAXI,1000
8,2392-003,PANEL B,Panel B - 2 Visits,YES,PUBLIC TRANSPORT - BUS / MINIBUS,2000
9,2392-003,PANEL B,Panel B - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,2393-001,PANEL A,Panel A - 2 Visits,NO,CHARCOAL,
2,2393-001,PANEL A,Panel A - 2 Visits,NO,PARAFFIN OR KEROSENE,
3,2393-001,PANEL A,Panel A - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,2393-001,PANEL A,Panel A - 2 Visits,NO,CANDLES,
5,2393-001,PANEL A,Panel A - 2 Visits,YES,MATCHES,50
6,2393-001,PANEL A,Panel A - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
7,2393-001,PANEL A,Panel A - 2 Visits,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
