occ,y2_hhid,qx_type,interview_status,ag_t0a,ag_t01,ag_t02
10,2364-001,PANEL B,Panel B - 2 Visits,FORESTRY,NO,
11,2364-001,PANEL B,Panel B - 2 Visits,GENERAL ANIMAL CARE,NO,
12,2364-001,PANEL B,Panel B - 2 Visits,ANIMAL DISEASES / VACCINATION,NO,
13,2364-001,PANEL B,Panel B - 2 Visits,FISHERY PRODUCTION,NO,
14,2364-001,PANEL B,Panel B - 2 Visits,OTHER (SPECIFY),NO,
1,2365-001,PANEL A,Panel A - 2 Visits,NEW SEED VARIETIES,YES,NGO
2,2365-001,PANEL A,Panel A - 2 Visits,PEST CONTROL,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
3,2365-001,PANEL A,Panel A - 2 Visits,FERTILIZER USE,YES,NGO
4,2365-001,PANEL A,Panel A - 2 Visits,PIT PLANTING,YES,NGO
5,2365-001,PANEL A,Panel A - 2 Visits,IRRIGATION,YES,NGO
6,2365-001,PANEL A,Panel A - 2 Visits,COMPOSTING,YES,NGO
7,2365-001,PANEL A,Panel A - 2 Visits,MARKETING/CROP SALES,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
8,2365-001,PANEL A,Panel A - 2 Visits,GROWING/SELLING TOBACCO,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
9,2365-001,PANEL A,Panel A - 2 Visits,ACCESS TO CREDIT,NO,
10,2365-001,PANEL A,Panel A - 2 Visits,FORESTRY,NO,
11,2365-001,PANEL A,Panel A - 2 Visits,GENERAL ANIMAL CARE,NO,
12,2365-001,PANEL A,Panel A - 2 Visits,ANIMAL DISEASES / VACCINATION,YES,GOV. AGRICULTURAL EXTENSION SERVICE
13,2365-001,PANEL A,Panel A - 2 Visits,FISHERY PRODUCTION,NO,
14,2365-001,PANEL A,Panel A - 2 Visits,OTHER (SPECIFY),NO,
1,2366-001,PANEL B,Panel B - 2 Visits,NEW SEED VARIETIES,YES,GOV. AGRICULTURAL EXTENSION SERVICE
2,2366-001,PANEL B,Panel B - 2 Visits,PEST CONTROL,NO,
3,2366-001,PANEL B,Panel B - 2 Visits,FERTILIZER USE,YES,GOV. AGRICULTURAL EXTENSION SERVICE
4,2366-001,PANEL B,Panel B - 2 Visits,PIT PLANTING,NO,
5,2366-001,PANEL B,Panel B - 2 Visits,IRRIGATION,NO,
6,2366-001,PANEL B,Panel B - 2 Visits,COMPOSTING,NO,
7,2366-001,PANEL B,Panel B - 2 Visits,MARKETING/CROP SALES,NO,
8,2366-001,PANEL B,Panel B - 2 Visits,GROWING/SELLING TOBACCO,NO,
9,2366-001,PANEL B,Panel B - 2 Visits,ACCESS TO CREDIT,NO,
10,2366-001,PANEL B,Panel B - 2 Visits,FORESTRY,NO,
11,2366-001,PANEL B,Panel B - 2 Visits,GENERAL ANIMAL CARE,NO,
12,2366-001,PANEL B,Panel B - 2 Visits,ANIMAL DISEASES / VACCINATION,NO,
13,2366-001,PANEL B,Panel B - 2 Visits,FISHERY PRODUCTION,NO,
14,2366-001,PANEL B,Panel B - 2 Visits,OTHER (SPECIFY),NO,
1,2367-002,PANEL A,Panel A - 2 Visits,NEW SEED VARIETIES,NO,
2,2367-002,PANEL A,Panel A - 2 Visits,PEST CONTROL,NO,
3,2367-002,PANEL A,Panel A - 2 Visits,FERTILIZER USE,NO,
4,2367-002,PANEL A,Panel A - 2 Visits,PIT PLANTING,NO,
5,2367-002,PANEL A,Panel A - 2 Visits,IRRIGATION,NO,
6,2367-002,PANEL A,Panel A - 2 Visits,COMPOSTING,NO,
7,2367-002,PANEL A,Panel A - 2 Visits,MARKETING/CROP SALES,NO,
8,2367-002,PANEL A,Panel A - 2 Visits,GROWING/SELLING TOBACCO,NO,
9,2367-002,PANEL A,Panel A - 2 Visits,ACCESS TO CREDIT,NO,
10,2367-002,PANEL A,Panel A - 2 Visits,FORESTRY,NO,
11,2367-002,PANEL A,Panel A - 2 Visits,GENERAL ANIMAL CARE,NO,
12,2367-002,PANEL A,Panel A - 2 Visits,ANIMAL DISEASES / VACCINATION,NO,
13,2367-002,PANEL A,Panel A - 2 Visits,FISHERY PRODUCTION,NO,
14,2367-002,PANEL A,Panel A - 2 Visits,OTHER (SPECIFY),NO,
1,2368-002,PANEL B,Panel B - 2 Visits,NEW SEED VARIETIES,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
2,2368-002,PANEL B,Panel B - 2 Visits,PEST CONTROL,NO,
3,2368-002,PANEL B,Panel B - 2 Visits,FERTILIZER USE,NO,
4,2368-002,PANEL B,Panel B - 2 Visits,PIT PLANTING,NO,
5,2368-002,PANEL B,Panel B - 2 Visits,IRRIGATION,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
6,2368-002,PANEL B,Panel B - 2 Visits,COMPOSTING,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
7,2368-002,PANEL B,Panel B - 2 Visits,MARKETING/CROP SALES,NO,
8,2368-002,PANEL B,Panel B - 2 Visits,GROWING/SELLING TOBACCO,NO,
9,2368-002,PANEL B,Panel B - 2 Visits,ACCESS TO CREDIT,NO,
10,2368-002,PANEL B,Panel B - 2 Visits,FORESTRY,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
11,2368-002,PANEL B,Panel B - 2 Visits,GENERAL ANIMAL CARE,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
12,2368-002,PANEL B,Panel B - 2 Visits,ANIMAL DISEASES / VACCINATION,NO,
13,2368-002,PANEL B,Panel B - 2 Visits,FISHERY PRODUCTION,NO,
14,2368-002,PANEL B,Panel B - 2 Visits,OTHER (SPECIFY),NO,
1,2369-001,PANEL A,Panel A - 2 Visits,NEW SEED VARIETIES,YES,VILLAGE AGRICULTURAL EXTENSION MEETING
2,2369-001,PANEL A,Panel A - 2 Visits,PEST CONTROL,YES,VILLAGE AGRICULTURAL EXTENSION MEETING
3,2369-001,PANEL A,Panel A - 2 Visits,FERTILIZER USE,YES,VILLAGE AGRICULTURAL EXTENSION MEETING
4,2369-001,PANEL A,Panel A - 2 Visits,PIT PLANTING,NO,
5,2369-001,PANEL A,Panel A - 2 Visits,IRRIGATION,NO,
6,2369-001,PANEL A,Panel A - 2 Visits,COMPOSTING,YES,VILLAGE AGRICULTURAL EXTENSION MEETING
7,2369-001,PANEL A,Panel A - 2 Visits,MARKETING/CROP SALES,NO,
8,2369-001,PANEL A,Panel A - 2 Visits,GROWING/SELLING TOBACCO,NO,
9,2369-001,PANEL A,Panel A - 2 Visits,ACCESS TO CREDIT,NO,
10,2369-001,PANEL A,Panel A - 2 Visits,FORESTRY,NO,
11,2369-001,PANEL A,Panel A - 2 Visits,GENERAL ANIMAL CARE,NO,
12,2369-001,PANEL A,Panel A - 2 Visits,ANIMAL DISEASES / VACCINATION,NO,
13,2369-001,PANEL A,Panel A - 2 Visits,FISHERY PRODUCTION,NO,
14,2369-001,PANEL A,Panel A - 2 Visits,OTHER (SPECIFY),NO,
1,2370-001,PANEL B,Panel B - 2 Visits,NEW SEED VARIETIES,NO,
2,2370-001,PANEL B,Panel B - 2 Visits,PEST CONTROL,NO,
3,2370-001,PANEL B,Panel B - 2 Visits,FERTILIZER USE,NO,
4,2370-001,PANEL B,Panel B - 2 Visits,PIT PLANTING,NO,
5,2370-001,PANEL B,Panel B - 2 Visits,IRRIGATION,NO,
6,2370-001,PANEL B,Panel B - 2 Visits,COMPOSTING,NO,
7,2370-001,PANEL B,Panel B - 2 Visits,MARKETING/CROP SALES,NO,
8,2370-001,PANEL B,Panel B - 2 Visits,GROWING/SELLING TOBACCO,NO,
9,2370-001,PANEL B,Panel B - 2 Visits,ACCESS TO CREDIT,NO,
10,2370-001,PANEL B,Panel B - 2 Visits,FORESTRY,NO,
11,2370-001,PANEL B,Panel B - 2 Visits,GENERAL ANIMAL CARE,NO,
12,2370-001,PANEL B,Panel B - 2 Visits,ANIMAL DISEASES / VACCINATION,NO,
13,2370-001,PANEL B,Panel B - 2 Visits,FISHERY PRODUCTION,NO,
14,2370-001,PANEL B,Panel B - 2 Visits,OTHER (SPECIFY),NO,
1,2370-002,PANEL B,Panel B - 2 Visits,NEW SEED VARIETIES,NO,
2,2370-002,PANEL B,Panel B - 2 Visits,PEST CONTROL,NO,
3,2370-002,PANEL B,Panel B - 2 Visits,FERTILIZER USE,NO,
4,2370-002,PANEL B,Panel B - 2 Visits,PIT PLANTING,NO,
5,2370-002,PANEL B,Panel B - 2 Visits,IRRIGATION,NO,
6,2370-002,PANEL B,Panel B - 2 Visits,COMPOSTING,NO,
7,2370-002,PANEL B,Panel B - 2 Visits,MARKETING/CROP SALES,NO,
8,2370-002,PANEL B,Panel B - 2 Visits,GROWING/SELLING TOBACCO,NO,
9,2370-002,PANEL B,Panel B - 2 Visits,ACCESS TO CREDIT,NO,
10,2370-002,PANEL B,Panel B - 2 Visits,FORESTRY,NO,
11,2370-002,PANEL B,Panel B - 2 Visits,GENERAL ANIMAL CARE,NO,
12,2370-002,PANEL B,Panel B - 2 Visits,ANIMAL DISEASES / VACCINATION,NO,
13,2370-002,PANEL B,Panel B - 2 Visits,FISHERY PRODUCTION,NO,
14,2370-002,PANEL B,Panel B - 2 Visits,OTHER (SPECIFY),NO,
1,2371-001,PANEL A,Panel A - 2 Visits,NEW SEED VARIETIES,YES,GOV. AGRICULTURAL EXTENSION SERVICE
2,2371-001,PANEL A,Panel A - 2 Visits,PEST CONTROL,NO,
3,2371-001,PANEL A,Panel A - 2 Visits,FERTILIZER USE,YES,GOV. AGRICULTURAL EXTENSION SERVICE
4,2371-001,PANEL A,Panel A - 2 Visits,PIT PLANTING,YES,GOV. AGRICULTURAL EXTENSION SERVICE
5,2371-001,PANEL A,Panel A - 2 Visits,IRRIGATION,YES,GOV. AGRICULTURAL EXTENSION SERVICE
6,2371-001,PANEL A,Panel A - 2 Visits,COMPOSTING,YES,GOV. AGRICULTURAL EXTENSION SERVICE
7,2371-001,PANEL A,Panel A - 2 Visits,MARKETING/CROP SALES,YES,GOV. AGRICULTURAL EXTENSION SERVICE
8,2371-001,PANEL A,Panel A - 2 Visits,GROWING/SELLING TOBACCO,NO,
9,2371-001,PANEL A,Panel A - 2 Visits,ACCESS TO CREDIT,NO,
10,2371-001,PANEL A,Panel A - 2 Visits,FORESTRY,NO,
11,2371-001,PANEL A,Panel A - 2 Visits,GENERAL ANIMAL CARE,NO,
12,2371-001,PANEL A,Panel A - 2 Visits,ANIMAL DISEASES / VACCINATION,NO,
13,2371-001,PANEL A,Panel A - 2 Visits,FISHERY PRODUCTION,NO,
14,2371-001,PANEL A,Panel A - 2 Visits,OTHER (SPECIFY),NO,
1,2371-004,PANEL A,Panel A - 2 Visits,NEW SEED VARIETIES,NO,
2,2371-004,PANEL A,Panel A - 2 Visits,PEST CONTROL,NO,
3,2371-004,PANEL A,Panel A - 2 Visits,FERTILIZER USE,NO,
4,2371-004,PANEL A,Panel A - 2 Visits,PIT PLANTING,NO,
5,2371-004,PANEL A,Panel A - 2 Visits,IRRIGATION,NO,
6,2371-004,PANEL A,Panel A - 2 Visits,COMPOSTING,NO,
7,2371-004,PANEL A,Panel A - 2 Visits,MARKETING/CROP SALES,NO,
8,2371-004,PANEL A,Panel A - 2 Visits,GROWING/SELLING TOBACCO,NO,
9,2371-004,PANEL A,Panel A - 2 Visits,ACCESS TO CREDIT,NO,
10,2371-004,PANEL A,Panel A - 2 Visits,FORESTRY,NO,
11,2371-004,PANEL A,Panel A - 2 Visits,GENERAL ANIMAL CARE,NO,
12,2371-004,PANEL A,Panel A - 2 Visits,ANIMAL DISEASES / VACCINATION,NO,
13,2371-004,PANEL A,Panel A - 2 Visits,FISHERY PRODUCTION,NO,
14,2371-004,PANEL A,Panel A - 2 Visits,OTHER (SPECIFY),NO,
1,2372-001,PANEL B,Panel B - 2 Visits,NEW SEED VARIETIES,NO,
2,2372-001,PANEL B,Panel B - 2 Visits,PEST CONTROL,NO,
3,2372-001,PANEL B,Panel B - 2 Visits,FERTILIZER USE,NO,
4,2372-001,PANEL B,Panel B - 2 Visits,PIT PLANTING,NO,
5,2372-001,PANEL B,Panel B - 2 Visits,IRRIGATION,NO,
6,2372-001,PANEL B,Panel B - 2 Visits,COMPOSTING,NO,
7,2372-001,PANEL B,Panel B - 2 Visits,MARKETING/CROP SALES,NO,
8,2372-001,PANEL B,Panel B - 2 Visits,GROWING/SELLING TOBACCO,NO,
9,2372-001,PANEL B,Panel B - 2 Visits,ACCESS TO CREDIT,NO,
10,2372-001,PANEL B,Panel B - 2 Visits,FORESTRY,NO,
11,2372-001,PANEL B,Panel B - 2 Visits,GENERAL ANIMAL CARE,NO,
12,2372-001,PANEL B,Panel B - 2 Visits,ANIMAL DISEASES / VACCINATION,NO,
13,2372-001,PANEL B,Panel B - 2 Visits,FISHERY PRODUCTION,NO,
14,2372-001,PANEL B,Panel B - 2 Visits,OTHER (SPECIFY),NO,
1,2373-001,PANEL A,Panel A - 2 Visits,NEW SEED VARIETIES,NO,
2,2373-001,PANEL A,Panel A - 2 Visits,PEST CONTROL,NO,
3,2373-001,PANEL A,Panel A - 2 Visits,FERTILIZER USE,NO,
4,2373-001,PANEL A,Panel A - 2 Visits,PIT PLANTING,NO,
5,2373-001,PANEL A,Panel A - 2 Visits,IRRIGATION,NO,
6,2373-001,PANEL A,Panel A - 2 Visits,COMPOSTING,NO,
7,2373-001,PANEL A,Panel A - 2 Visits,MARKETING/CROP SALES,NO,
8,2373-001,PANEL A,Panel A - 2 Visits,GROWING/SELLING TOBACCO,NO,
9,2373-001,PANEL A,Panel A - 2 Visits,ACCESS TO CREDIT,NO,
10,2373-001,PANEL A,Panel A - 2 Visits,FORESTRY,NO,
11,2373-001,PANEL A,Panel A - 2 Visits,GENERAL ANIMAL CARE,NO,
12,2373-001,PANEL A,Panel A - 2 Visits,ANIMAL DISEASES / VACCINATION,NO,
13,2373-001,PANEL A,Panel A - 2 Visits,FISHERY PRODUCTION,NO,
14,2373-001,PANEL A,Panel A - 2 Visits,OTHER (SPECIFY),NO,
1,2374-001,PANEL B,Panel B - 2 Visits,NEW SEED VARIETIES,NO,
2,2374-001,PANEL B,Panel B - 2 Visits,PEST CONTROL,NO,
3,2374-001,PANEL B,Panel B - 2 Visits,FERTILIZER USE,NO,
4,2374-001,PANEL B,Panel B - 2 Visits,PIT PLANTING,NO,
5,2374-001,PANEL B,Panel B - 2 Visits,IRRIGATION,NO,
6,2374-001,PANEL B,Panel B - 2 Visits,COMPOSTING,NO,
7,2374-001,PANEL B,Panel B - 2 Visits,MARKETING/CROP SALES,NO,
8,2374-001,PANEL B,Panel B - 2 Visits,GROWING/SELLING TOBACCO,NO,
9,2374-001,PANEL B,Panel B - 2 Visits,ACCESS TO CREDIT,NO,
10,2374-001,PANEL B,Panel B - 2 Visits,FORESTRY,NO,
11,2374-001,PANEL B,Panel B - 2 Visits,GENERAL ANIMAL CARE,NO,
12,2374-001,PANEL B,Panel B - 2 Visits,ANIMAL DISEASES / VACCINATION,NO,
13,2374-001,PANEL B,Panel B - 2 Visits,FISHERY PRODUCTION,NO,
14,2374-001,PANEL B,Panel B - 2 Visits,OTHER (SPECIFY),NO,
1,2375-002,PANEL A,Panel A - 2 Visits,NEW SEED VARIETIES,YES,VILLAGE AGRICULTURAL EXTENSION MEETING
2,2375-002,PANEL A,Panel A - 2 Visits,PEST CONTROL,YES,VILLAGE AGRICULTURAL EXTENSION MEETING
3,2375-002,PANEL A,Panel A - 2 Visits,FERTILIZER USE,NO,
4,2375-002,PANEL A,Panel A - 2 Visits,PIT PLANTING,NO,
5,2375-002,PANEL A,Panel A - 2 Visits,IRRIGATION,YES,VILLAGE AGRICULTURAL EXTENSION MEETING
6,2375-002,PANEL A,Panel A - 2 Visits,COMPOSTING,YES,VILLAGE AGRICULTURAL EXTENSION MEETING
7,2375-002,PANEL A,Panel A - 2 Visits,MARKETING/CROP SALES,YES,OTHER FARMER (NEIGHBOR/RELATIVE)
8,2375-002,PANEL A,Panel A - 2 Visits,GROWING/SELLING TOBACCO,YES,OTHER FARMER (NEIGHBOR/RELATIVE)
9,2375-002,PANEL A,Panel A - 2 Visits,ACCESS TO CREDIT,YES,VILLAGE AGRICULTURAL EXTENSION MEETING
10,2375-002,PANEL A,Panel A - 2 Visits,FORESTRY,YES,VILLAGE AGRICULTURAL EXTENSION MEETING
11,2375-002,PANEL A,Panel A - 2 Visits,GENERAL ANIMAL CARE,YES,VILLAGE AGRICULTURAL EXTENSION MEETING
12,2375-002,PANEL A,Panel A - 2 Visits,ANIMAL DISEASES / VACCINATION,YES,VILLAGE AGRICULTURAL EXTENSION MEETING
13,2375-002,PANEL A,Panel A - 2 Visits,FISHERY PRODUCTION,NO,
14,2375-002,PANEL A,Panel A - 2 Visits,OTHER (SPECIFY),NO,
1,2376-001,PANEL B,Panel B - 2 Visits,NEW SEED VARIETIES,YES,GOV. AGRICULTURAL EXTENSION SERVICE
2,2376-001,PANEL B,Panel B - 2 Visits,PEST CONTROL,NO,
3,2376-001,PANEL B,Panel B - 2 Visits,FERTILIZER USE,YES,GOV. AGRICULTURAL EXTENSION SERVICE
4,2376-001,PANEL B,Panel B - 2 Visits,PIT PLANTING,YES,GOV. AGRICULTURAL EXTENSION SERVICE
5,2376-001,PANEL B,Panel B - 2 Visits,IRRIGATION,YES,GOV. AGRICULTURAL EXTENSION SERVICE
6,2376-001,PANEL B,Panel B - 2 Visits,COMPOSTING,YES,GOV. AGRICULTURAL EXTENSION SERVICE
7,2376-001,PANEL B,Panel B - 2 Visits,MARKETING/CROP SALES,NO,
8,2376-001,PANEL B,Panel B - 2 Visits,GROWING/SELLING TOBACCO,NO,
9,2376-001,PANEL B,Panel B - 2 Visits,ACCESS TO CREDIT,NO,
10,2376-001,PANEL B,Panel B - 2 Visits,FORESTRY,NO,
11,2376-001,PANEL B,Panel B - 2 Visits,GENERAL ANIMAL CARE,NO,
12,2376-001,PANEL B,Panel B - 2 Visits,ANIMAL DISEASES / VACCINATION,YES,GOV. AGRICULTURAL EXTENSION SERVICE
13,2376-001,PANEL B,Panel B - 2 Visits,FISHERY PRODUCTION,NO,
14,2376-001,PANEL B,Panel B - 2 Visits,OTHER (SPECIFY),NO,
1,2377-001,PANEL A,Panel A - 2 Visits,NEW SEED VARIETIES,YES,AGRICULTURAL EXTENSION COURSE
2,2377-001,PANEL A,Panel A - 2 Visits,PEST CONTROL,NO,
3,2377-001,PANEL A,Panel A - 2 Visits,FERTILIZER USE,NO,
4,2377-001,PANEL A,Panel A - 2 Visits,PIT PLANTING,NO,
5,2377-001,PANEL A,Panel A - 2 Visits,IRRIGATION,YES,AGRICULTURAL EXTENSION COURSE
6,2377-001,PANEL A,Panel A - 2 Visits,COMPOSTING,YES,AGRICULTURAL EXTENSION COURSE
7,2377-001,PANEL A,Panel A - 2 Visits,MARKETING/CROP SALES,YES,AGRICULTURAL EXTENSION COURSE
8,2377-001,PANEL A,Panel A - 2 Visits,GROWING/SELLING TOBACCO,NO,
9,2377-001,PANEL A,Panel A - 2 Visits,ACCESS TO CREDIT,NO,
10,2377-001,PANEL A,Panel A - 2 Visits,FORESTRY,NO,
11,2377-001,PANEL A,Panel A - 2 Visits,GENERAL ANIMAL CARE,NO,
12,2377-001,PANEL A,Panel A - 2 Visits,ANIMAL DISEASES / VACCINATION,NO,
13,2377-001,PANEL A,Panel A - 2 Visits,FISHERY PRODUCTION,NO,
14,2377-001,PANEL A,Panel A - 2 Visits,OTHER (SPECIFY),NO,
1,2378-001,PANEL B,Panel B - 2 Visits,NEW SEED VARIETIES,NO,
2,2378-001,PANEL B,Panel B - 2 Visits,PEST CONTROL,NO,
3,2378-001,PANEL B,Panel B - 2 Visits,FERTILIZER USE,NO,
4,2378-001,PANEL B,Panel B - 2 Visits,PIT PLANTING,NO,
5,2378-001,PANEL B,Panel B - 2 Visits,IRRIGATION,NO,
6,2378-001,PANEL B,Panel B - 2 Visits,COMPOSTING,NO,
7,2378-001,PANEL B,Panel B - 2 Visits,MARKETING/CROP SALES,NO,
8,2378-001,PANEL B,Panel B - 2 Visits,GROWING/SELLING TOBACCO,NO,
9,2378-001,PANEL B,Panel B - 2 Visits,ACCESS TO CREDIT,NO,
10,2378-001,PANEL B,Panel B - 2 Visits,FORESTRY,NO,
11,2378-001,PANEL B,Panel B - 2 Visits,GENERAL ANIMAL CARE,NO,
12,2378-001,PANEL B,Panel B - 2 Visits,ANIMAL DISEASES / VACCINATION,NO,
13,2378-001,PANEL B,Panel B - 2 Visits,FISHERY PRODUCTION,NO,
14,2378-001,PANEL B,Panel B - 2 Visits,OTHER (SPECIFY),NO,
1,2379-001,PANEL A,Panel A - 2 Visits,NEW SEED VARIETIES,NO,
2,2379-001,PANEL A,Panel A - 2 Visits,PEST CONTROL,NO,
3,2379-001,PANEL A,Panel A - 2 Visits,FERTILIZER USE,NO,
4,2379-001,PANEL A,Panel A - 2 Visits,PIT PLANTING,NO,
5,2379-001,PANEL A,Panel A - 2 Visits,IRRIGATION,NO,
6,2379-001,PANEL A,Panel A - 2 Visits,COMPOSTING,NO,
7,2379-001,PANEL A,Panel A - 2 Visits,MARKETING/CROP SALES,NO,
8,2379-001,PANEL A,Panel A - 2 Visits,GROWING/SELLING TOBACCO,NO,
9,2379-001,PANEL A,Panel A - 2 Visits,ACCESS TO CREDIT,NO,
10,2379-001,PANEL A,Panel A - 2 Visits,FORESTRY,NO,
11,2379-001,PANEL A,Panel A - 2 Visits,GENERAL ANIMAL CARE,NO,
12,2379-001,PANEL A,Panel A - 2 Visits,ANIMAL DISEASES / VACCINATION,NO,
13,2379-001,PANEL A,Panel A - 2 Visits,FISHERY PRODUCTION,NO,
14,2379-001,PANEL A,Panel A - 2 Visits,OTHER (SPECIFY),NO,
1,2380-001,PANEL B,Panel B - 2 Visits,NEW SEED VARIETIES,NO,
2,2380-001,PANEL B,Panel B - 2 Visits,PEST CONTROL,NO,
3,2380-001,PANEL B,Panel B - 2 Visits,FERTILIZER USE,NO,
4,2380-001,PANEL B,Panel B - 2 Visits,PIT PLANTING,NO,
5,2380-001,PANEL B,Panel B - 2 Visits,IRRIGATION,NO,
6,2380-001,PANEL B,Panel B - 2 Visits,COMPOSTING,NO,
7,2380-001,PANEL B,Panel B - 2 Visits,MARKETING/CROP SALES,NO,
8,2380-001,PANEL B,Panel B - 2 Visits,GROWING/SELLING TOBACCO,NO,
9,2380-001,PANEL B,Panel B - 2 Visits,ACCESS TO CREDIT,NO,
10,2380-001,PANEL B,Panel B - 2 Visits,FORESTRY,NO,
11,2380-001,PANEL B,Panel B - 2 Visits,GENERAL ANIMAL CARE,NO,
12,2380-001,PANEL B,Panel B - 2 Visits,ANIMAL DISEASES / VACCINATION,NO,
13,2380-001,PANEL B,Panel B - 2 Visits,FISHERY PRODUCTION,NO,
14,2380-001,PANEL B,Panel B - 2 Visits,OTHER (SPECIFY),NO,
1,2381-001,PANEL A,Panel A - 2 Visits,NEW SEED VARIETIES,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
2,2381-001,PANEL A,Panel A - 2 Visits,PEST CONTROL,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
3,2381-001,PANEL A,Panel A - 2 Visits,FERTILIZER USE,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
4,2381-001,PANEL A,Panel A - 2 Visits,PIT PLANTING,YES,VILLAGE AGRICULTURAL EXTENSION MEETING
5,2381-001,PANEL A,Panel A - 2 Visits,IRRIGATION,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
6,2381-001,PANEL A,Panel A - 2 Visits,COMPOSTING,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
7,2381-001,PANEL A,Panel A - 2 Visits,MARKETING/CROP SALES,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
8,2381-001,PANEL A,Panel A - 2 Visits,GROWING/SELLING TOBACCO,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
9,2381-001,PANEL A,Panel A - 2 Visits,ACCESS TO CREDIT,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
10,2381-001,PANEL A,Panel A - 2 Visits,FORESTRY,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
11,2381-001,PANEL A,Panel A - 2 Visits,GENERAL ANIMAL CARE,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
12,2381-001,PANEL A,Panel A - 2 Visits,ANIMAL DISEASES / VACCINATION,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
13,2381-001,PANEL A,Panel A - 2 Visits,FISHERY PRODUCTION,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
14,2381-001,PANEL A,Panel A - 2 Visits,OTHER (SPECIFY),NO,
1,2382-001,PANEL B,Panel B - 2 Visits,NEW SEED VARIETIES,NO,
2,2382-001,PANEL B,Panel B - 2 Visits,PEST CONTROL,NO,
3,2382-001,PANEL B,Panel B - 2 Visits,FERTILIZER USE,NO,
4,2382-001,PANEL B,Panel B - 2 Visits,PIT PLANTING,NO,
5,2382-001,PANEL B,Panel B - 2 Visits,IRRIGATION,NO,
6,2382-001,PANEL B,Panel B - 2 Visits,COMPOSTING,NO,
7,2382-001,PANEL B,Panel B - 2 Visits,MARKETING/CROP SALES,NO,
8,2382-001,PANEL B,Panel B - 2 Visits,GROWING/SELLING TOBACCO,NO,
9,2382-001,PANEL B,Panel B - 2 Visits,ACCESS TO CREDIT,NO,
10,2382-001,PANEL B,Panel B - 2 Visits,FORESTRY,NO,
11,2382-001,PANEL B,Panel B - 2 Visits,GENERAL ANIMAL CARE,NO,
12,2382-001,PANEL B,Panel B - 2 Visits,ANIMAL DISEASES / VACCINATION,NO,
13,2382-001,PANEL B,Panel B - 2 Visits,FISHERY PRODUCTION,NO,
14,2382-001,PANEL B,Panel B - 2 Visits,OTHER (SPECIFY),NO,
1,2383-001,PANEL A,Panel A - 2 Visits,NEW SEED VARIETIES,YES,NGO
2,2383-001,PANEL A,Panel A - 2 Visits,PEST CONTROL,YES,GOV. AGRICULTURAL EXTENSION SERVICE
3,2383-001,PANEL A,Panel A - 2 Visits,FERTILIZER USE,NO,
4,2383-001,PANEL A,Panel A - 2 Visits,PIT PLANTING,NO,
5,2383-001,PANEL A,Panel A - 2 Visits,IRRIGATION,NO,
6,2383-001,PANEL A,Panel A - 2 Visits,COMPOSTING,YES,GOV. AGRICULTURAL EXTENSION SERVICE
7,2383-001,PANEL A,Panel A - 2 Visits,MARKETING/CROP SALES,YES,GOV. AGRICULTURAL EXTENSION SERVICE
8,2383-001,PANEL A,Panel A - 2 Visits,GROWING/SELLING TOBACCO,NO,
9,2383-001,PANEL A,Panel A - 2 Visits,ACCESS TO CREDIT,NO,
10,2383-001,PANEL A,Panel A - 2 Visits,FORESTRY,NO,
11,2383-001,PANEL A,Panel A - 2 Visits,GENERAL ANIMAL CARE,YES,GOV. AGRICULTURAL EXTENSION SERVICE
12,2383-001,PANEL A,Panel A - 2 Visits,ANIMAL DISEASES / VACCINATION,YES,GOV. AGRICULTURAL EXTENSION SERVICE
13,2383-001,PANEL A,Panel A - 2 Visits,FISHERY PRODUCTION,NO,
14,2383-001,PANEL A,Panel A - 2 Visits,OTHER (SPECIFY),NO,
1,2384-001,PANEL B,Panel B - 2 Visits,NEW SEED VARIETIES,NO,
2,2384-001,PANEL B,Panel B - 2 Visits,PEST CONTROL,NO,
3,2384-001,PANEL B,Panel B - 2 Visits,FERTILIZER USE,NO,
4,2384-001,PANEL B,Panel B - 2 Visits,PIT PLANTING,NO,
5,2384-001,PANEL B,Panel B - 2 Visits,IRRIGATION,NO,
