occ,y2_hhid,PID,qx_type,interview_status,hh_c01,hh_c02,hh_c03,hh_c04,hh_c05a,hh_c05b,hh_c06,hh_c08,hh_c09,hh_c11,hh_c12,hh_c13,hh_c15,hh_c16,hh_c17,hh_c18,hh_c19a,hh_c19b,hh_c20,hh_c22a,hh_c22b,hh_c22c,hh_c22d,hh_c22e,hh_c22f,hh_c22g,hh_c22h,hh_c22i,hh_c22j
9,2754-004,275400409,PANEL B,Panel B - 2 Visits,9,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2754-004,275404,PANEL B,Panel B - 2 Visits,10,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 3,NONE,NO,,NO,2005,,,,,,,,,,,,,,,,
11,2754-004,275400411,PANEL B,Panel B - 2 Visits,11,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2754-004,275400412,PANEL B,Panel B - 2 Visits,12,,ANOTHER HH MEMBER,1,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
1,2755-001,275501,PANEL A,Panel A - 2 Visits,1,,SELF-REPORTED,,YES,YES,YES,UNIVERSITY 4,UNIVERSITY DIPLOMA,NO,,NO,2004,,,,,,,,,,,,,,,,
2,2755-001,275500102,PANEL A,Panel A - 2 Visits,2,,ANOTHER HH MEMBER,1,YES,YES,YES,TRAINING COLLEGE YEAR 2,NON-UNIVERSITY DIPLOMA,NO,,NO,2004,,,,,,,,,,,,,,,,
3,2755-001,275500103,PANEL A,Panel A - 2 Visits,3,,ANOTHER HH MEMBER,1,YES,YES,YES,PRIMARY STANDARD 2,NONE,YES,PRIMARY STANDARD 1,YES,,CHURCH / MISSION SCHOOL,DAY SCHOLAR,PRIVATE VEHICLE,5,MINUTE,NO,120000,21000,680,0,0,0,83000,0,0,
4,2755-001,275500104,PANEL A,Panel A - 2 Visits,4,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2755-001,275500105,PANEL A,Panel A - 2 Visits,5,,ANOTHER HH MEMBER,1,YES,YES,YES,SECONDARY FORM 4,MSCE,YES,SECONDARY FORM 4,YES,,OTHER SECONDARY,DAY SCHOLAR,FOOT,20,MINUTE,NO,70000,0,3900,3000,0,0,0,0,10000,
6,2755-001,275500106,PANEL A,Panel A - 2 Visits,6,,ANOTHER HH MEMBER,1,YES,YES,YES,SECONDARY FORM 1,PSLC,YES,PRIMARY STANDARD 8,YES,,GOVERNMENT (CONVENTIONAL),DAY SCHOLAR,FOOT,10,MINUTE,NO,7500,0,850,3000,0,0,0,0,6000,
7,2755-001,275500107,PANEL A,Panel A - 2 Visits,7,,ANOTHER HH MEMBER,1,YES,YES,YES,PRIMARY STANDARD 6,NONE,YES,PRIMARY STANDARD 6,NO,2012,,,,,,NO,0,0,0,0,0,0,0,0,0,
1,2755-002,275502,PANEL A,Panel A - 2 Visits,1,,SELF-REPORTED,,YES,YES,YES,SECONDARY FORM 4,MSCE,NO,,NO,2006,,,,,,,,,,,,,,,,
1,2755-003,275503,PANEL A,Panel A - 2 Visits,1,,SELF-REPORTED,,YES,YES,YES,SECONDARY FORM 4,MSCE,NO,,NO,2003,,,,,,,,,,,,,,,,
2,2755-003,275500302,PANEL A,Panel A - 2 Visits,2,,SELF-REPORTED,,YES,YES,YES,SECONDARY FORM 4,JCE,NO,,NO,2007,,,,,,,,,,,,,,,,
3,2755-003,275504,PANEL A,Panel A - 2 Visits,3,,SELF-REPORTED,,YES,YES,YES,PRIMARY STANDARD 8,NONE,NO,,NO,1994,,,,,,,,,,,,,,,,
4,2755-003,275500304,PANEL A,Panel A - 2 Visits,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2755-003,275500305,PANEL A,Panel A - 2 Visits,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2756-002,275602,PANEL B,Panel B - 2 Visits,1,,SELF-REPORTED,,NO,NO,YES,PRIMARY STANDARD 5,NONE,NO,,NO,1994,,,,,,,,,,,,,,,,
2,2756-002,275603,PANEL B,Panel B - 2 Visits,2,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 2,NONE,NO,,NO,2004,,,,,,,,,,,,,,,,
3,2756-002,275600203,PANEL B,Panel B - 2 Visits,3,,ANOTHER HH MEMBER,1,YES,NO,YES,PRIMARY STANDARD 5,NONE,NO,,NO,2010,,,,,,,,,,,,,,,,
4,2756-002,275604,PANEL B,Panel B - 2 Visits,4,,ANOTHER HH MEMBER,1,YES,NO,YES,PRIMARY STANDARD 8,NONE,YES,PRIMARY STANDARD 7,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,17,MINUTE,NO,800,300,1400,,,,,,300,
5,2756-002,275605,PANEL B,Panel B - 2 Visits,5,,ANOTHER HH MEMBER,1,YES,NO,YES,PRIMARY STANDARD 5,NONE,YES,PRIMARY STANDARD 4,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,17,MINUTE,NO,,,200,,,,,,300,
6,2756-002,275606,PANEL B,Panel B - 2 Visits,6,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 2,NONE,YES,PRIMARY STANDARD 2,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,17,MINUTE,NO,,,200,750,,,,,300,
7,2756-002,275607,PANEL B,Panel B - 2 Visits,7,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 2,NONE,YES,PRIMARY STANDARD 1,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,17,MINUTE,NO,,,100,850,,,,,300,
8,2756-002,275608,PANEL B,Panel B - 2 Visits,8,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 1,NONE,YES,PRIMARY STANDARD 1,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,17,MINUTE,NO,,,100,400,,,,,300,
9,2756-002,275609,PANEL B,Panel B - 2 Visits,9,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 1,NONE,NO,,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,17,MINUTE,NO,0,0,100,0,0,0,0,0,300,
10,2756-002,275610,PANEL B,Panel B - 2 Visits,10,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2757-001,275700101,PANEL A,Panel A - 2 Visits,1,,ANOTHER HH MEMBER,2,YES,YES,YES,SECONDARY FORM 3,PSLC,NO,,NO,1992,,,,,,,,,,,,,,,,
2,2757-001,275701,PANEL A,Panel A - 2 Visits,2,,SELF-REPORTED,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
3,2757-001,275702,PANEL A,Panel A - 2 Visits,3,,ANOTHER HH MEMBER,2,YES,NO,YES,PRIMARY STANDARD 6,NONE,YES,PRIMARY STANDARD 6,NO,2013,,,,,,,0,0,100,0,0,0,0,0,0,100
4,2757-001,275703,PANEL A,Panel A - 2 Visits,4,,ANOTHER HH MEMBER,2,NO,NO,YES,PRIMARY STANDARD 4,NONE,NO,,NO,2012,,,,,,YES,,,,,,,,,,
5,2757-001,275704,PANEL A,Panel A - 2 Visits,5,,ANOTHER HH MEMBER,2,NO,NO,YES,PRIMARY STANDARD 4,NONE,YES,PRIMARY STANDARD 3,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,2,MINUTE,NO,0,540,180,0,0,0,0,0,0,720
6,2757-001,275705,PANEL A,Panel A - 2 Visits,6,,ANOTHER HH MEMBER,2,NO,NO,YES,PRIMARY STANDARD 2,NONE,YES,PRIMARY STANDARD 1,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,2,MINUTE,YES,0,90,140,0,0,0,0,0,0,230
7,2757-001,275706,PANEL A,Panel A - 2 Visits,7,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2758-001,275801,PANEL B,Panel B - 2 Visits,1,,SELF-REPORTED,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
2,2758-001,275800102,PANEL B,Panel B - 2 Visits,2,,ANOTHER HH MEMBER,1,YES,NO,YES,PRIMARY STANDARD 3,NONE,YES,PRIMARY STANDARD 3,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,20,MINUTE,NO,0,0,600,1500,0,0,0,0,0,2100
1,2758-002,275800201,PANEL B,Panel B - 2 Visits,1,,SELF-REPORTED,,YES,NO,YES,PRIMARY STANDARD 3,NONE,NO,,NO,1951,,,,,,,,,,,,,,,,
2,2758-002,275802,PANEL B,Panel B - 2 Visits,2,,ANOTHER HH MEMBER,1,YES,NO,YES,PRIMARY STANDARD 5,NONE,NO,,NO,2003,,,,,,,,,,,,,,,,
1,2759-001,275901,PANEL A,Panel A - 2 Visits,1,,ANOTHER HH MEMBER,2,YES,NO,YES,PRIMARY STANDARD 8,NONE,NO,,NO,1986,,,,,,,,,,,,,,,,
2,2759-001,275902,PANEL A,Panel A - 2 Visits,2,,SELF-REPORTED,,NO,NO,YES,PRIMARY STANDARD 2,NONE,NO,,NO,1990,,,,,,,,,,,,,,,,
3,2759-001,275904,PANEL A,Panel A - 2 Visits,3,,ANOTHER HH MEMBER,2,YES,NO,YES,PRIMARY STANDARD 5,NONE,YES,PRIMARY STANDARD 4,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,2,MINUTE,NO,0,0,750,600,0,100,0,300,0,1750
1,2759-003,275900301,PANEL A,Panel A - 2 Visits,1,,ANOTHER HH MEMBER,3,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
2,2759-003,275900302,PANEL A,Panel A - 2 Visits,2,,ANOTHER HH MEMBER,3,YES,YES,YES,SECONDARY FORM 2,PSLC,NO,,NO,2007,,,,,,,,,,,,,,,,
3,2759-003,275903,PANEL A,Panel A - 2 Visits,3,,SELF-REPORTED,,YES,NO,YES,PRIMARY STANDARD 5,NONE,NO,,NO,2007,,,,,,,,,,,,,,,,
4,2759-003,275900304,PANEL A,Panel A - 2 Visits,4,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2760-001,276001,PANEL B,Panel B - 2 Visits,1,,SELF-REPORTED,,NO,NO,YES,PRIMARY STANDARD 1,NONE,NO,,NO,1940,,,,,,,,,,,,,,,,
2,2760-001,276002,PANEL B,Panel B - 2 Visits,2,,ANOTHER HH MEMBER,1,YES,YES,YES,PRIMARY STANDARD 7,NONE,YES,PRIMARY STANDARD 6,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,20,MINUTE,NO,0,0,400,0,0,0,0,0,300,700
3,2760-001,276003,PANEL B,Panel B - 2 Visits,3,,ANOTHER HH MEMBER,1,YES,NO,YES,PRIMARY STANDARD 5,NONE,YES,PRIMARY STANDARD 4,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,20,MINUTE,NO,0,0,300,0,0,0,0,0,300,600
4,2760-001,276004,PANEL B,Panel B - 2 Visits,4,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 3,NONE,YES,PRIMARY STANDARD 2,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,20,MINUTE,NO,0,0,100,0,0,0,0,0,0,100
5,2760-001,276005,PANEL B,Panel B - 2 Visits,5,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 2,NONE,YES,PRIMARY STANDARD 1,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,20,MINUTE,NO,0,0,70,0,0,0,0,200,0,220
6,2760-001,276000106,PANEL B,Panel B - 2 Visits,6,,ANOTHER HH MEMBER,1,YES,NO,YES,PRIMARY STANDARD 5,NONE,YES,PRIMARY STANDARD 4,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,20,MINUTE,NO,0,0,400,0,0,0,0,0,300,700
7,2760-001,276000107,PANEL B,Panel B - 2 Visits,7,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2761-001,276101,PANEL A,Panel A - 2 Visits,1,,SELF-REPORTED,,YES,NO,YES,PRIMARY STANDARD 7,NONE,NO,,NO,1972,,,,,,,,,,,,,,,,
2,2761-001,276102,PANEL A,Panel A - 2 Visits,2,,ANOTHER HH MEMBER,1,YES,YES,YES,SECONDARY FORM 2,PSLC,YES,SECONDARY FORM 1,YES,,COMMUNITY DAY (CDSS),BOARDER,,,,NO,10000,0,2500,1500,5500,0,700,0,0,21700
3,2761-001,276103,PANEL A,Panel A - 2 Visits,3,,ANOTHER HH MEMBER,1,YES,NO,YES,PRIMARY STANDARD 5,NONE,NO,,NO,2011,,,,,,,,,,,,,,,,
4,2761-001,276104,PANEL A,Panel A - 2 Visits,4,,ANOTHER HH MEMBER,1,YES,NO,YES,PRIMARY STANDARD 6,NONE,YES,PRIMARY STANDARD 5,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,5,MINUTE,NO,0,0,1200,0,0,0,0,0,0,1200
5,2761-001,276105,PANEL A,Panel A - 2 Visits,5,,ANOTHER HH MEMBER,1,YES,NO,YES,PRIMARY STANDARD 5,NONE,YES,PRIMARY STANDARD 5,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,5,MINUTE,NO,0,0,1200,0,0,0,0,0,0,1200
6,2761-001,276106,PANEL A,Panel A - 2 Visits,6,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 2,NONE,YES,PRIMARY STANDARD 1,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,5,MINUTE,NO,0,0,500,0,0,150,0,0,0,650
7,2761-001,276107,PANEL A,Panel A - 2 Visits,7,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 2,NONE,YES,PRIMARY STANDARD 1,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,5,MINUTE,NO,0,0,500,0,0,0,0,0,0,500
8,2761-001,276108,PANEL A,Panel A - 2 Visits,8,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 2,NONE,NO,,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,5,MINUTE,NO,0,0,420,0,0,0,0,0,0,420
1,2763-001,276302,PANEL A,Panel A - 2 Visits,1,,SELF-REPORTED,,NO,NO,YES,PRIMARY STANDARD 2,NONE,NO,,NO,1963,,,,,,,,,,,,,,,,
2,2763-001,276301,PANEL A,Panel A - 2 Visits,2,,ANOTHER HH MEMBER,1,YES,YES,YES,PRIMARY STANDARD 8,NONE,NO,,NO,1968,,,,,,,,,,,,,,,,
3,2763-001,276303,PANEL A,Panel A - 2 Visits,3,,ANOTHER HH MEMBER,1,YES,NO,YES,PRIMARY STANDARD 4,NONE,YES,PRIMARY STANDARD 3,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,15,MINUTE,NO,0,0,140,550,0,150,0,0,0,840
4,2763-001,276300104,PANEL A,Panel A - 2 Visits,4,,ANOTHER HH MEMBER,1,YES,NO,YES,PRIMARY STANDARD 4,NONE,YES,PRIMARY STANDARD 3,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,15,MINUTE,NO,0,0,140,550,0,150,0,0,0,840
1,2764-001,276401,PANEL B,Panel B - 2 Visits,1,,SELF-REPORTED,,YES,NO,YES,PRIMARY STANDARD 5,NONE,NO,,NO,1962,,,,,,,,,,,,,,,,
2,2764-001,276402,PANEL B,Panel B - 2 Visits,2,,ANOTHER HH MEMBER,1,YES,YES,YES,PRIMARY STANDARD 7,NONE,YES,PRIMARY STANDARD 7,YES,,CHURCH / MISSION SCHOOL,DAY SCHOLAR,FOOT,20,MINUTE,NO,300,0,650,1500,0,200,0,0,0,2650
3,2764-001,276403,PANEL B,Panel B - 2 Visits,3,,ANOTHER HH MEMBER,1,YES,YES,YES,PRIMARY STANDARD 6,NONE,YES,PRIMARY STANDARD 5,YES,,CHURCH / MISSION SCHOOL,DAY SCHOLAR,FOOT,20,MINUTE,NO,300,0,500,1000,0,200,0,0,0,1700
4,2764-001,276404,PANEL B,Panel B - 2 Visits,4,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 2,NONE,YES,PRIMARY STANDARD 2,YES,,CHURCH / MISSION SCHOOL,DAY SCHOLAR,FOOT,20,MINUTE,NO,200,0,160,700,0,200,0,0,0,1260
5,2764-001,276405,PANEL B,Panel B - 2 Visits,5,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 2,NONE,YES,PRIMARY STANDARD 2,YES,,CHURCH / MISSION SCHOOL,DAY SCHOLAR,FOOT,20,MINUTE,NO,200,0,160,700,0,200,0,0,0,1260
6,2764-001,276406,PANEL B,Panel B - 2 Visits,6,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 1,NONE,YES,NURSERY / PRE SCHOOL,YES,,CHURCH / MISSION SCHOOL,DAY SCHOLAR,FOOT,20,MINUTE,NO,0,0,0,700,0,0,0,0,0,700
7,2764-001,276400107,PANEL B,Panel B - 2 Visits,7,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 1,NONE,NO,,YES,,CHURCH / MISSION SCHOOL,DAY SCHOLAR,FOOT,20,MINUTE,NO,300,0,100,0,0,0,0,0,0,400
8,2764-001,276400108,PANEL B,Panel B - 2 Visits,8,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2765-001,276501,PANEL A,Panel A - 2 Visits,1,,SELF-REPORTED,,YES,NO,YES,PRIMARY STANDARD 6,NONE,NO,,NO,1989,,,,,,,,,,,,,,,,
2,2765-001,276500102,PANEL A,Panel A - 2 Visits,2,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2766-001,276601,PANEL B,Panel B - 2 Visits,1,,SELF-REPORTED,,YES,NO,YES,PRIMARY STANDARD 4,NONE,NO,,NO,1989,,,,,,,,,,,,,,,,
2,2766-001,276602,PANEL B,Panel B - 2 Visits,2,,ANOTHER HH MEMBER,1,YES,NO,YES,PRIMARY STANDARD 6,NONE,NO,,NO,1994,,,,,,,,,,,,,,,,
3,2766-001,276603,PANEL B,Panel B - 2 Visits,3,,ANOTHER HH MEMBER,1,YES,YES,YES,SECONDARY FORM 1,PSLC,YES,PRIMARY STANDARD 8,YES,,COMMUNITY DAY (CDSS),DAY SCHOLAR,FOOT,45,MINUTE,NO,5000,0,1500,1500,0,0,0,0,0,8000
4,2766-001,276604,PANEL B,Panel B - 2 Visits,4,,ANOTHER HH MEMBER,1,YES,YES,YES,PRIMARY STANDARD 6,NONE,YES,PRIMARY STANDARD 5,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,15,MINUTE,NO,0,0,800,1200,0,0,0,0,0,2000
5,2766-001,276605,PANEL B,Panel B - 2 Visits,5,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 2,NONE,YES,PRIMARY STANDARD 1,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,15,MINUTE,NO,0,0,50,1000,0,0,0,0,0,1050
6,2766-001,276606,PANEL B,Panel B - 2 Visits,6,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 1,NONE,YES,PRIMARY STANDARD 1,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,30,MINUTE,NO,0,0,50,1000,0,0,0,0,0,1050
7,2766-001,276607,PANEL B,Panel B - 2 Visits,7,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2767-001,276701,PANEL A,Panel A - 2 Visits,1,,SELF-REPORTED,,YES,YES,YES,PRIMARY STANDARD 7,NONE,NO,,NO,1990,,,,,,,,,,,,,,,,
2,2767-001,276702,PANEL A,Panel A - 2 Visits,2,,SELF-REPORTED,,NO,NO,YES,PRIMARY STANDARD 4,NONE,NO,,NO,1986,,,,,,,,,,,,,,,,
3,2767-001,276703,PANEL A,Panel A - 2 Visits,3,,ANOTHER HH MEMBER,1,YES,YES,YES,PRIMARY STANDARD 8,PSLC,YES,PRIMARY STANDARD 8,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,10,MINUTE,NO,0,0,0,0,0,900,0,0,900,1800
4,2767-001,276704,PANEL A,Panel A - 2 Visits,4,,ANOTHER HH MEMBER,1,YES,YES,YES,PRIMARY STANDARD 7,NONE,YES,PRIMARY STANDARD 6,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,10,MINUTE,NO,0,0,0,0,0,900,0,0,500,1400
5,2767-001,276700105,PANEL A,Panel A - 2 Visits,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2768-001,276801,PANEL B,Panel B - 2 Visits,1,,SELF-REPORTED,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
2,2768-001,276802,PANEL B,Panel B - 2 Visits,2,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 4,NONE,NO,,NO,2007,,,,,,,,,,,,,,,,
3,2768-001,276803,PANEL B,Panel B - 2 Visits,3,,ANOTHER HH MEMBER,1,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
4,2768-001,276800104,PANEL B,Panel B - 2 Visits,4,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2769-001,276901,PANEL A,Panel A - 2 Visits,1,,SELF-REPORTED,,YES,YES,YES,SECONDARY FORM 2,PSLC,NO,,NO,2003,,,,,,,,,,,,,,,,
2,2769-001,276900102,PANEL A,Panel A - 2 Visits,2,,ANOTHER HH MEMBER,1,YES,YES,YES,SECONDARY FORM 1,PSLC,NO,,NO,2006,,,,,,,,,,,,,,,,
3,2769-001,276900103,PANEL A,Panel A - 2 Visits,3,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 2,NONE,YES,PRIMARY STANDARD 1,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,15,MINUTE,YES,0,0,2000,6000,0,150,0,0,0,8150
4,2769-001,276900104,PANEL A,Panel A - 2 Visits,4,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2769-001,276900105,PANEL A,Panel A - 2 Visits,5,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2769-001,276900106,PANEL A,Panel A - 2 Visits,6,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2770-001,277001,PANEL B,Panel B - 2 Visits,1,,SELF-REPORTED,,YES,NO,YES,PRIMARY STANDARD 4,NONE,NO,,NO,1986,,,,,,,,,,,,,,,,
2,2770-001,277002,PANEL B,Panel B - 2 Visits,2,,ANOTHER HH MEMBER,1,YES,YES,YES,SECONDARY FORM 2,PSLC,NO,,NO,2010,,,,,,,,,,,,,,,,
4,2770-001,277004,PANEL B,Panel B - 2 Visits,4,,ANOTHER HH MEMBER,1,YES,NO,YES,PRIMARY STANDARD 4,NONE,NO,,NO,2010,,,,,,,,,,,,,,,,
5,2770-001,277005,PANEL B,Panel B - 2 Visits,5,,ANOTHER HH MEMBER,1,YES,NO,YES,PRIMARY STANDARD 4,NONE,YES,PRIMARY STANDARD 3,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,1,HOUR,YES,0,0,0,0,0,0,0,200,70,270
1,2770-003,277000301,PANEL B,Panel B - Combined Visit,1,,ANOTHER HH MEMBER,2,YES,NO,YES,PRIMARY STANDARD 6,NONE,NO,,NO,2006,,,,,,,,,,,,,,,,
2,2770-003,277003,PANEL B,Panel B - Combined Visit,2,,SELF-REPORTED,,YES,NO,YES,PRIMARY STANDARD 6,NONE,NO,,NO,2005,,,,,,,,,,,,,,,,
3,2770-003,277000303,PANEL B,Panel B - Combined Visit,3,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2771-001,277101,PANEL A,Panel A - 2 Visits,1,,ANOTHER HH MEMBER,2,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
2,2771-001,277102,PANEL A,Panel A - 2 Visits,2,,SELF-REPORTED,,YES,NO,YES,PRIMARY STANDARD 4,NONE,NO,,NO,1984,,,,,,,,,,,,,,,,
3,2771-001,277103,PANEL A,Panel A - 2 Visits,3,,ANOTHER HH MEMBER,2,YES,YES,YES,SECONDARY FORM 2,PSLC,YES,SECONDARY FORM 2,YES,,OTHER SECONDARY,DAY SCHOLAR,FOOT,20,MINUTE,YES,30500,2000,1090,1800,0,0,0,0,0,35390
4,2771-001,277104,PANEL A,Panel A - 2 Visits,4,,ANOTHER HH MEMBER,2,YES,YES,YES,PRIMARY STANDARD 8,NONE,YES,PRIMARY STANDARD 7,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,14,MINUTE,NO,0,0,1350,800,0,450,0,0,1050,3650
1,2772-001,277201,PANEL B,Panel B - 2 Visits,1,,ANOTHER HH MEMBER,2,YES,YES,YES,PRIMARY STANDARD 8,NONE,NO,,NO,1990,,,,,,,,,,,,,,,,
2,2772-001,277202,PANEL B,Panel B - 2 Visits,2,,SELF-REPORTED,,YES,NO,YES,PRIMARY STANDARD 5,NONE,NO,,NO,1996,,,,,,,,,,,,,,,,
3,2772-001,277203,PANEL B,Panel B - 2 Visits,3,,ANOTHER HH MEMBER,2,YES,YES,YES,PRIMARY STANDARD 6,NONE,YES,PRIMARY STANDARD 6,YES,,CHURCH / MISSION SCHOOL,DAY SCHOLAR,FOOT,30,MINUTE,NO,250,0,500,800,0,0,0,0,0,1550
4,2772-001,277204,PANEL B,Panel B - 2 Visits,4,,ANOTHER HH MEMBER,2,YES,NO,YES,PRIMARY STANDARD 3,NONE,YES,PRIMARY STANDARD 2,YES,,CHURCH / MISSION SCHOOL,DAY SCHOLAR,FOOT,30,MINUTE,NO,250,0,300,600,0,0,0,0,0,1150
1,2773-001,277301,PANEL A,Panel A - 2 Visits,1,,ANOTHER HH MEMBER,2,YES,NO,YES,PRIMARY STANDARD 7,NONE,NO,,NO,2001,,,,,,,,,,,,,,,,
2,2773-001,277302,PANEL A,Panel A - 2 Visits,2,,SELF-REPORTED,,NO,NO,YES,PRIMARY STANDARD 1,NONE,NO,,NO,1994,,,,,,,,,,,,,,,,
3,2773-001,277303,PANEL A,Panel A - 2 Visits,3,,ANOTHER HH MEMBER,2,YES,NO,YES,PRIMARY STANDARD 4,NONE,YES,PRIMARY STANDARD 3,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,15,MINUTE,NO,0,0,700,700,0,150,0,0,0,1550
4,2773-001,277304,PANEL A,Panel A - 2 Visits,4,,ANOTHER HH MEMBER,2,NO,NO,YES,PRIMARY STANDARD 1,NONE,YES,PRIMARY STANDARD 1,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,15,MINUTE,YES,0,0,200,0,0,100,0,0,0,300
5,2773-001,277305,PANEL A,Panel A - 2 Visits,5,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2773-001,277300106,PANEL A,Panel A - 2 Visits,6,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2773-001,277300107,PANEL A,Panel A - 2 Visits,7,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2774-001,277400101,PANEL B,Panel B - 2 Visits,1,,SELF-REPORTED,,YES,YES,YES,SECONDARY FORM 2,PSLC,NO,,NO,1999,,,,,,,,,,,,,,,,
2,2774-001,277401,PANEL B,Panel B - 2 Visits,2,,SELF-REPORTED,,YES,YES,YES,PRIMARY STANDARD 8,PSLC,NO,,NO,1999,,,,,,,,,,,,,,,,
3,2774-001,277402,PANEL B,Panel B - 2 Visits,3,,ANOTHER HH MEMBER,1,YES,YES,YES,PRIMARY STANDARD 5,NONE,YES,PRIMARY STANDARD 4,YES,,CHURCH / MISSION SCHOOL,DAY SCHOLAR,FOOT,15,MINUTE,NO,300,0,2000,0,0,0,0,0,0,2300
