occ,y2_hhid,qx_type,interview_status,ag_i0b,ag_i01,ag_i01_1,ag_i02a,ag_i02b,ag_i02c,ag_i03,ag_i11,ag_i12a,ag_i12b,ag_i12c,ag_i12_1a,ag_i12_1b,ag_i13,ag_i14a,ag_i14b,ag_i15a,ag_i15b,ag_i16,ag_i17,ag_i18,ag_i19,ag_i20,ag_i21a,ag_i21b,ag_i21c,ag_i21_1a,ag_i21_1b,ag_i22,ag_i23a,ag_i23b,ag_i24a,ag_i24b,ag_i25,ag_i26,ag_i27,ag_i31a,ag_i31b,ag_i31c,ag_i32a,ag_i32b,ag_i32c,ag_i33a,ag_i33b,ag_i33c,ag_i34a,ag_i34b,ag_i34c,ag_i35a,ag_i35b,ag_i35c,ag_i36a,ag_i36b,ag_i36c,ag_i36d,ag_i37a,ag_i37b,ag_i38,ag_i39,ag_i40a,ag_i40b,ag_i40c,ag_i41a,ag_i41b,ag_i42a,ag_i42b
2,2784-001,PANEL B,Panel B - 2 Visits,MAIZE HYBRID,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
3,2784-001,PANEL B,Panel B - 2 Visits,COTTON,YES,2,2,50 KG BAG,NOT APPLICABLE,5000,N02,2,50 KG BAG,NOT APPLICABLE,2,,5000,2,,AUGUST,2013,4,ON FOOT,0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,TO SELL AT A HIGHER PRICE,
1,2785-001,PANEL A,Panel A - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,20,KILOGRAM,SHELLED,0,,,,,,YES,BAGS IN HOUSE,4,50 KG BAG,SHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,2785-001,PANEL A,Panel A - 2 Visits,PIGEONPEA(NANDOLO),YES,2,1,50 KG BAG,SHELLED,5000,N01,1,50 KG BAG,SHELLED,1,2,5000,1,2,AUGUST,2013,1,BUYER PICKED UP THE CROP,0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,10,KILOGRAM,UNSHELLED,,INSECTS,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
3,2785-001,PANEL A,Panel A - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,10,KILOGRAM,SHELLED,0,,,,,,YES,BAGS IN HOUSE,20,KILOGRAM,SHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
4,2785-001,PANEL A,Panel A - 2 Visits,PIGEONPEA(NANDOLO),NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,KILOGRAM,SHELLED,0,,,0,,,0,,,10,KILOGRAM,SHELLED,16,KILOGRAM,UNSHELLED,,INSECTS,,YES,BAGS IN HOUSE,25,KILOGRAM,SHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,2786-001,PANEL B,Panel B - 2 Visits,MAIZE HYBRID,YES,1,1,50 KG BAG,SHELLED,3000,N03,1,50 KG BAG,SHELLED,1,,3000,1,,JUNE,2013,1,BUYER PICKED UP THE CROP,0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,YES,HEAPED IN HOUSE,1,OXCART,UNSHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,2787-002,PANEL A,Panel A - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.25,50 KG BAG,SHELLED,0,,,0,,,10,KILOGRAM,SHELLED,0,,,0,,,,,,YES,BAGS IN HOUSE,1.5,50 KG BAG,SHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,
2,2787-002,PANEL A,Panel A - 2 Visits,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
1,2788-001,PANEL B,Panel B - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,YES,TRADITIONAL NKHOKWE,.5,OXCART,UNSHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,
2,2788-001,PANEL B,Panel B - 2 Visits,PEA,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,2,KILOGRAM,SHELLED,0,,,,,,YES,HEAPED IN HOUSE,15,KILOGRAM,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,
3,2788-001,PANEL B,Panel B - 2 Visits,NKHWANI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
4,2788-001,PANEL B,Panel B - 2 Visits,GROUNDNUT MANIPINTA,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
5,2788-001,PANEL B,Panel B - 2 Visits,COTTON,YES,2,120,KILOGRAM,NOT APPLICABLE,46000,N06,120,KILOGRAM,NOT APPLICABLE,1,2,46000,1,2,AUGUST,2013,4,BUYER PICKED UP THE CROP,0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,WAIT FOR THE ARRIVAL OF BUYER,
1,2789-001,PANEL A,Panel A - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,5,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,2789-001,PANEL A,Panel A - 2 Visits,PIGEONPEA(NANDOLO),YES,1,5,KILOGRAM,SHELLED,500,N05,5,KILOGRAM,SHELLED,1,,500,1,2,SEPTEMBER,2013,1,ON FOOT,0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,3,KILOGRAM,SHELLED,0,,,,,,YES,BAGS IN HOUSE,1,50 KG BAG,SHELLED,OTHER (SPECIFY),,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,2790-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2791-001,PANEL A,Panel A - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50 KG BAG,SHELLED,0,,,0,,,0,,,1,50 KG BAG,SHELLED,0,,,,,,YES,BAGS IN HOUSE,5,50 KG BAG,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,
2,2791-001,PANEL A,Panel A - 2 Visits,PIGEONPEA(NANDOLO),YES,2,1,50 KG BAG,SHELLED,5000,N01,1,50 KG BAG,SHELLED,1,2,5000,1,2,SEPTEMBER,2013,1,ON FOOT,0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,2,KILOGRAM,SHELLED,0,,,,,,YES,BAGS IN HOUSE,1,50 KG BAG,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,2791-003,PANEL A,Panel A - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,2791-003,PANEL A,Panel A - 2 Visits,PIGEONPEA(NANDOLO),NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,2792-002,PANEL B,Panel B - 2 Visits,MAIZE HYBRID,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,YES,BAGS IN HOUSE,4,50 KG BAG,SHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,2792-002,PANEL B,Panel B - 2 Visits,COTTON,YES,1,4,50 KG BAG,NOT APPLICABLE,21300,N02,4,50 KG BAG,NOT APPLICABLE,1,,21300,1,,JUNE,2013,4,OTHER (SPECIFY),0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,TO SELL AT A HIGHER PRICE,WAIT FOR THE ARRIVAL OF BUYER
1,2794-002,PANEL B,Panel B - 2 Visits,MAIZE HYBRID RECYCLED,YES,3,3,50 KG BAG,SHELLED,9500,N05,3,50 KG BAG,SHELLED,1,3,9500,1,3,MARCH,2013,1,OWN BICYCLE OR OXCART,0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,YES,BAGS IN HOUSE,25,KILOGRAM,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,
2,2794-002,PANEL B,Panel B - 2 Visits,COTTON,YES,1,3,50 KG BAG,NOT APPLICABLE,12000,N06,3,50 KG BAG,NOT APPLICABLE,1,,12000,1,,MAY,2013,1,BUYER PICKED UP THE CROP,0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,WAIT FOR THE ARRIVAL OF BUYER,
1,2796-006,PANEL B,Panel B - 2 Visits,MAIZE HYBRID,YES,2,1,50 KG BAG,SHELLED,4000,N02,1,50 KG BAG,SHELLED,2,1,4000,2,1,JULY,2013,1,BUYER PICKED UP THE CROP,0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,25,KILOGRAM,SHELLED,,,,YES,BAGS IN HOUSE,75,KILOGRAM,SHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,
2,2796-006,PANEL B,Panel B - 2 Visits,PEA,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,KILOGRAM,SHELLED,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
1,2797-001,PANEL A,Panel A - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,10,KILOGRAM,SHELLED,0,,,,,,YES,UNPROTECTED PILE,10,KILOGRAM,SHELLED,OTHER (SPECIFY),,SEED FOR PLANTING,
2,2797-001,PANEL A,Panel A - 2 Visits,PIGEONPEA(NANDOLO),NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,3,KILOGRAM,SHELLED,0,,,,,,YES,UNPROTECTED PILE,3,KILOGRAM,SHELLED,OTHER (SPECIFY),,SEED FOR PLANTING,
1,2798-001,PANEL B,Panel B - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,50 KG BAG,SHELLED,0,,,0,,,0,,,1,50 KG BAG,SHELLED,0,,,,,,YES,BAGS IN HOUSE,2,50 KG BAG,SHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,2798-001,PANEL B,Panel B - 2 Visits,MAIZE HYBRID,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,YES,BAGS IN HOUSE,3,50 KG BAG,SHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
3,2798-001,PANEL B,Panel B - 2 Visits,COTTON,YES,1,35,50 KG BAG,NOT APPLICABLE,69000,N03,35,50 KG BAG,NOT APPLICABLE,1,4,69000,1,4,JUNE,2013,4,OWN BICYCLE OR OXCART,0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,DOES NOT USUALLY STORE,
1,2799-001,PANEL A,Panel A - 2 Visits,MAIZE HYBRID RECYCLED,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,YES,BAGS IN HOUSE,2,50 KG BAG,SHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,
2,2799-001,PANEL A,Panel A - 2 Visits,PIGEONPEA(NANDOLO),NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,PAIL (SMALL),SHELLED,0,,,0,,,1,PAIL (SMALL),SHELLED,0,,,0,,,,,,YES,BAGS IN HOUSE,1,PAIL (SMALL),SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
3,2799-001,PANEL A,Panel A - 2 Visits,SWEET POTATO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,PAIL (LARGE),NOT APPLICABLE,0,,,0,,,.5,50 KG BAG,NOT APPLICABLE,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
4,2799-001,PANEL A,Panel A - 2 Visits,MAIZE HYBRID,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,KILOGRAM,SHELLED,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
1,2800-001,PANEL B,Panel B - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,10,KILOGRAM,SHELLED,0,,,,,,YES,BAGS IN HOUSE,2,50 KG BAG,SHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,2800-001,PANEL B,Panel B - 2 Visits,COTTON,YES,1,50,KILOGRAM,NOT APPLICABLE,5000,N03,50,KILOGRAM,NOT APPLICABLE,1,,5000,1,,APRIL,2013,1,ON FOOT,0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,TO SELL AT A HIGHER PRICE,WAIT FOR THE ARRIVAL OF BUYER
1,2801-001,PANEL A,Panel A - 2 Visits,MAIZE HYBRID,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,2801-001,PANEL A,Panel A - 2 Visits,MAIZE HYBRID RECYCLED,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,YES,BAGS IN HOUSE,4,50 KG BAG,SHELLED,SMOKING,,FOOD FOR HOUSEHOLD,
3,2801-001,PANEL A,Panel A - 2 Visits,PIGEONPEA(NANDOLO),NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
4,2801-001,PANEL A,Panel A - 2 Visits,THERERE/OKRA,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
5,2801-001,PANEL A,Panel A - 2 Visits,NKHWANI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,DOES NOT USUALLY STORE,
1,2802-002,PANEL B,Panel B - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,2803-001,PANEL A,Panel A - 2 Visits,MAIZE HYBRID,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,2803-001,PANEL A,Panel A - 2 Visits,PIGEONPEA(NANDOLO),NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
3,2803-001,PANEL A,Panel A - 2 Visits,PEA,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,1,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
4,2803-001,PANEL A,Panel A - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,5,KILOGRAM,SHELLED,0,,,,,,YES,BAGS IN HOUSE,2,50 KG BAG,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,
5,2803-001,PANEL A,Panel A - 2 Visits,PIGEONPEA(NANDOLO),NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,KILOGRAM,SHELLED,0,,,0,,,0,,,10,KILOGRAM,SHELLED,0,,,,,,YES,BAGS IN HOUSE,10,KILOGRAM,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
6,2803-001,PANEL A,Panel A - 2 Visits,PEA,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,1,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
7,2803-001,PANEL A,Panel A - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,KILOGRAM,SHELLED,0,,,0,,,0,,,15,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
8,2803-001,PANEL A,Panel A - 2 Visits,PIGEONPEA(NANDOLO),NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,2,KILOGRAM,SHELLED,0,,,,,,YES,BAGS IN HOUSE,10,KILOGRAM,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
9,2803-001,PANEL A,Panel A - 2 Visits,PEA,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,1,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,2804-001,PANEL B,Panel B - 2 Visits,MAIZE HYBRID,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,20,KILOGRAM,SHELLED,0,,,,,,YES,BAGS IN HOUSE,6,50 KG BAG,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,
2,2804-001,PANEL B,Panel B - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,10,KILOGRAM,SHELLED,2,50 KG BAG,SHELLED,,THEFT,,YES,BAGS IN HOUSE,3,50 KG BAG,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,
1,2805-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2805-002,PANEL A,Panel A - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,10,KILOGRAM,SHELLED,0,,,,,,YES,TRADITIONAL NKHOKWE,4,50 KG BAG,SHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,2805-002,PANEL A,Panel A - 2 Visits,MAIZE HYBRID,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,YES,BAGS IN HOUSE,4,50 KG BAG,SHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,
3,2805-002,PANEL A,Panel A - 2 Visits,PIGEONPEA(NANDOLO),NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,5,KILOGRAM,SHELLED,0,,,,,,YES,BAGS IN HOUSE,25,KILOGRAM,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
4,2805-002,PANEL A,Panel A - 2 Visits,NKHWANI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,.5,KILOGRAM,NOT APPLICABLE,0,,,,,,NO,,,,,,,SEED FOR PLANTING,
1,2806-001,PANEL B,Panel B - 2 Visits,MAIZE HYBRID,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,YES,BAGS IN HOUSE,2,50 KG BAG,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,
1,2806-006,PANEL B,Panel B - 2 Visits,MAIZE HYBRID,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,YES,BAGS IN HOUSE,6,50 KG BAG,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,2806-006,PANEL B,Panel B - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,KILOGRAM,SHELLED,0,,,0,,,0,,,0,,,0,,,,,,YES,BAGS IN HOUSE,3,50 KG BAG,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
3,2806-006,PANEL B,Panel B - 2 Visits,PIGEONPEA(NANDOLO),NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,2807-001,PANEL A,Panel A - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,KILOGRAM,SHELLED,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,2807-001,PANEL A,Panel A - 2 Visits,PIGEONPEA(NANDOLO),YES,1,20,KILOGRAM,SHELLED,1600,N04,20,KILOGRAM,SHELLED,1,,1600,1,,AUGUST,2013,1,BUYER PICKED UP THE CROP,0,NO,,,,,,,,,,,,,,,2,KILOGRAM,SHELLED,0,,,0,,,0,,,10,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
3,2807-001,PANEL A,Panel A - 2 Visits,MAIZE LOCAL,YES,1,3,50 KG BAG,SHELLED,21000,N04,33,50 KG BAG,SHELLED,1,,21000,1,,AUGUST,2013,1,BUYER PICKED UP THE CROP,0,NO,,,,,,,,,,,,,,,10,KILOGRAM,SHELLED,0,,,0,,,0,,,15,KILOGRAM,SHELLED,0,,,,,,YES,BAGS IN HOUSE,4,50 KG BAG,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
4,2807-001,PANEL A,Panel A - 2 Visits,PIGEONPEA(NANDOLO),NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,KILOGRAM,SHELLED,0,,,0,,,0,,,5,KILOGRAM,SHELLED,0,,,,,,YES,BAGS IN HOUSE,40,KILOGRAM,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,2807-002,PANEL A,Panel A - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,KILOGRAM,SHELLED,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,2807-002,PANEL A,Panel A - 2 Visits,PIGEONPEA(NANDOLO),YES,1,4,KILOGRAM,SHELLED,400,N01,4,KILOGRAM,SHELLED,2,,400,2,,AUGUST,2013,1,ON FOOT,0,NO,,,,,,,,,,,,,,,2,KILOGRAM,SHELLED,0,,,0,,,0,,,2,KILOGRAM,SHELLED,20,KILOGRAM,UNSHELLED,,INSECTS,,YES,BAGS IN HOUSE,7,KILOGRAM,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,2808-001,PANEL B,Panel B - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,25,KILOGRAM,SHELLED,,ROTTING,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,2808-001,PANEL B,Panel B - 2 Visits,GROUNDNUT CG7,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
3,2808-001,PANEL B,Panel B - 2 Visits,COTTON,YES,1,1,BALE,NOT APPLICABLE,2500,N04,1,BALE,NOT APPLICABLE,1,,25000,1,,JULY,2013,1,OWN BICYCLE OR OXCART,0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,TO SELL AT A HIGHER PRICE,
1,2809-001,PANEL A,Panel A - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,KILOGRAM,SHELLED,0,,,0,,,15,50 KG BAG,SHELLED,30,KILOGRAM,SHELLED,0,,,,,,YES,BAGS IN HOUSE,21,50 KG BAG,SHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,
2,2809-001,PANEL A,Panel A - 2 Visits,PIGEONPEA(NANDOLO),YES,2,5,50 KG BAG,SHELLED,25000,N03,5,50 KG BAG,SHELLED,1,2,25000,1,2,SEPTEMBER,2013,1,ON FOOT,0,NO,,,,,,,,,,,,,,,4,KILOGRAM,SHELLED,0,,,0,,,0,,,10,KILOGRAM,SHELLED,0,,,,,,YES,BAGS IN HOUSE,2,50 KG BAG,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,2809-006,PANEL A,Panel A - 2 Visits,MAIZE HYBRID,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,1,50 KG BAG,SHELLED,0,,,,,,YES,BAGS IN HOUSE,8,50 KG BAG,SHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,
1,2811-001,PANEL A,Panel A - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,YES,BAGS IN HOUSE,40,KILOGRAM,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,2811-001,PANEL A,Panel A - 2 Visits,PIGEONPEA(NANDOLO),NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,KILOGRAM,SHELLED,0,,,0,,,0,,,5,KILOGRAM,SHELLED,0,,,,,,YES,BAGS IN HOUSE,15,KILOGRAM,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
