occ,y2_hhid,qx_type,interview_status,ag_nr00,ag_nr02,ag_nr03
1,2788-001,PANEL B,Panel B - 2 Visits,N01,MAIN MARKET,NEAR THE TOWN
2,2788-001,PANEL B,Panel B - 2 Visits,N02,NGO,WITHIN THE VILLAGE
3,2788-001,PANEL B,Panel B - 2 Visits,N03,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
4,2788-001,PANEL B,Panel B - 2 Visits,N04,PRIVATE TRADER IN MAIN MARKET,WITHIN THE VILLAGE
5,2788-001,PANEL B,Panel B - 2 Visits,N05,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
6,2788-001,PANEL B,Panel B - 2 Visits,N06,FARMER BASED CLUB/ASSOCIATION,NEAR THE VILLAGE
1,2789-001,PANEL A,Panel A - 2 Visits,N01,PARASTATAL ORGANIZATION,NEAR THE VILLAGE
2,2789-001,PANEL A,Panel A - 2 Visits,N02,FRIEND/NEIGHBOR,NEAR THE VILLAGE
3,2789-001,PANEL A,Panel A - 2 Visits,N03,RELATIVE,WITHIN THE VILLAGE
4,2789-001,PANEL A,Panel A - 2 Visits,N04,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
5,2789-001,PANEL A,Panel A - 2 Visits,N05,MOBILE MARKET,WITHIN THE VILLAGE
1,2790-001,PANEL B,Panel B - 2 Visits,,,
1,2791-001,PANEL A,Panel A - 2 Visits,N01,MOBILE MARKET,WITHIN THE VILLAGE
2,2791-001,PANEL A,Panel A - 2 Visits,N02,RELATIVE,NEAR THE VILLAGE
1,2791-003,PANEL A,Panel A - 2 Visits,N01,VILLAGE OPEN FORUM,NEAR THE VILLAGE
2,2791-003,PANEL A,Panel A - 2 Visits,N02,LOCAL MARKET,NEAR THE TOWN
3,2791-003,PANEL A,Panel A - 2 Visits,N03,FRIEND/NEIGHBOR,NEAR THE VILLAGE
1,2792-002,PANEL B,Panel B - 2 Visits,N01,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE VILLAGE
2,2792-002,PANEL B,Panel B - 2 Visits,N02,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE TOWN
3,2792-002,PANEL B,Panel B - 2 Visits,N03,MOBILE MARKET,WITHIN THE VILLAGE
1,2794-002,PANEL B,Panel B - 2 Visits,N01,RELATIVE,WITHIN THE VILLAGE
2,2794-002,PANEL B,Panel B - 2 Visits,N02,MAIN MARKET,NEAR THE VILLAGE
3,2794-002,PANEL B,Panel B - 2 Visits,N03,TRUST,WITHIN THE VILLAGE
4,2794-002,PANEL B,Panel B - 2 Visits,N04,PRIVATE VETERINARY,NEAR THE VILLAGE
5,2794-002,PANEL B,Panel B - 2 Visits,N05,LOCAL MARKET,WITHIN THE VILLAGE
6,2794-002,PANEL B,Panel B - 2 Visits,N06,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE TOWN
1,2796-006,PANEL B,Panel B - 2 Visits,N01,RELATIVE,WITHIN THE VILLAGE
2,2796-006,PANEL B,Panel B - 2 Visits,N02,PRIVATE COMPANY/BUSINESS PERSON,WITHIN THE VILLAGE
1,2797-001,PANEL A,Panel A - 2 Visits,N01,FRIEND/NEIGHBOR,NEAR THE VILLAGE
2,2797-001,PANEL A,Panel A - 2 Visits,N02,VILLAGE HEADMAN,NEAR THE VILLAGE
3,2797-001,PANEL A,Panel A - 2 Visits,N03,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
1,2798-001,PANEL B,Panel B - 2 Visits,N01,VILLAGE OPEN FORUM,NEAR THE VILLAGE
2,2798-001,PANEL B,Panel B - 2 Visits,N02,PARASTATAL ORGANIZATION,NEAR THE VILLAGE
3,2798-001,PANEL B,Panel B - 2 Visits,N03,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE VILLAGE
1,2799-001,PANEL A,Panel A - 2 Visits,N01,RELATIVE,WITHIN THE VILLAGE
2,2799-001,PANEL A,Panel A - 2 Visits,N02,AGRICULTURAL COOPERATIVE,NEAR THE VILLAGE
3,2799-001,PANEL A,Panel A - 2 Visits,N03,PARASTATAL ORGANIZATION,WITHIN THE VILLAGE
4,2799-001,PANEL A,Panel A - 2 Visits,N04,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
5,2799-001,PANEL A,Panel A - 2 Visits,N05,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
6,2799-001,PANEL A,Panel A - 2 Visits,N06,PRIVATE TRADER IN MAIN MARKET,WITHIN THE VILLAGE
7,2799-001,PANEL A,Panel A - 2 Visits,N07,PRIVATE COMPANY/BUSINESS PERSON,WITHIN THE VILLAGE
1,2800-001,PANEL B,Panel B - 2 Visits,N01,VILLAGE OPEN FORUM,WITHIN THE VILLAGE
2,2800-001,PANEL B,Panel B - 2 Visits,N02,PARASTATAL ORGANIZATION,NEAR THE VILLAGE
3,2800-001,PANEL B,Panel B - 2 Visits,N03,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE VILLAGE
4,2800-001,PANEL B,Panel B - 2 Visits,N04,MOBILE MARKET,WITHIN THE VILLAGE
1,2801-001,PANEL A,Panel A - 2 Visits,N01,FRIEND/NEIGHBOR,NEAR THE TOWN
2,2801-001,PANEL A,Panel A - 2 Visits,N02,MOBILE MARKET,WITHIN THE VILLAGE
1,2802-002,PANEL B,Panel B - 2 Visits,,,
1,2803-001,PANEL A,Panel A - 2 Visits,N01,MOBILE MARKET,WITHIN THE VILLAGE
2,2803-001,PANEL A,Panel A - 2 Visits,N02,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
3,2803-001,PANEL A,Panel A - 2 Visits,N03,FRIEND/NEIGHBOR,NEAR THE VILLAGE
4,2803-001,PANEL A,Panel A - 2 Visits,N04,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
5,2803-001,PANEL A,Panel A - 2 Visits,N05,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
6,2803-001,PANEL A,Panel A - 2 Visits,N06,LOCAL MARKET,WITHIN THE VILLAGE
1,2804-001,PANEL B,Panel B - 2 Visits,N01,AGRICULTURAL COOPERATIVE,NEAR THE TOWN
2,2804-001,PANEL B,Panel B - 2 Visits,N02,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
3,2804-001,PANEL B,Panel B - 2 Visits,N03,RELATIVE,NEAR THE TOWN
4,2804-001,PANEL B,Panel B - 2 Visits,N04,FRIEND/NEIGHBOR,NEAR THE VILLAGE
5,2804-001,PANEL B,Panel B - 2 Visits,N05,MOBILE MARKET,NEAR THE VILLAGE
1,2805-001,PANEL A,Panel A - 2 Visits,N01,PRIVATE COMPANY/BUSINESS PERSON,WITHIN THE VILLAGE
1,2805-002,PANEL A,Panel A - 2 Visits,N01,VILLAGE HEADMAN,WITHIN THE VILLAGE
2,2805-002,PANEL A,Panel A - 2 Visits,N02,PARASTATAL ORGANIZATION,NEAR THE VILLAGE
3,2805-002,PANEL A,Panel A - 2 Visits,N03,MOBILE MARKET,NEAR THE TOWN
4,2805-002,PANEL A,Panel A - 2 Visits,N04,MOBILE MARKET,NEAR THE TOWN
5,2805-002,PANEL A,Panel A - 2 Visits,N05,MOBILE MARKET,NEAR THE TOWN
1,2806-001,PANEL B,Panel B - 2 Visits,N01,VILLAGE HEADMAN,WITHIN THE VILLAGE
2,2806-001,PANEL B,Panel B - 2 Visits,N02,PARASTATAL ORGANIZATION,NEAR THE VILLAGE
1,2806-006,PANEL B,Panel B - 2 Visits,N01,VILLAGE OPEN FORUM,WITHIN THE VILLAGE
2,2806-006,PANEL B,Panel B - 2 Visits,N02,AGRICULTURAL COOPERATIVE,NEAR THE TOWN
3,2806-006,PANEL B,Panel B - 2 Visits,N03,LOCAL MARKET,NEAR THE VILLAGE
4,2806-006,PANEL B,Panel B - 2 Visits,N04,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
1,2807-001,PANEL A,Panel A - 2 Visits,N01,VILLAGE HEADMAN,WITHIN THE VILLAGE
2,2807-001,PANEL A,Panel A - 2 Visits,N02,LOCAL MARKET,NEAR THE DISTRICT/URBAN CENTER
3,2807-001,PANEL A,Panel A - 2 Visits,N03,GOVERNMENT AGENCY,WITHIN THE VILLAGE
1,2807-002,PANEL A,Panel A - 2 Visits,N01,MOBILE MARKET,NEAR THE VILLAGE
1,2808-001,PANEL B,Panel B - 2 Visits,N01,VILLAGE HEADMAN,WITHIN THE VILLAGE
2,2808-001,PANEL B,Panel B - 2 Visits,N02,PARASTATAL ORGANIZATION,NEAR THE TOWN
3,2808-001,PANEL B,Panel B - 2 Visits,N03,MAIN MARKET,NEAR THE TOWN
4,2808-001,PANEL B,Panel B - 2 Visits,N04,NGO,WITHIN THE VILLAGE
1,2809-001,PANEL A,Panel A - 2 Visits,N01,RELATIVE,OUTSIDE THE DISTRICT
2,2809-001,PANEL A,Panel A - 2 Visits,N02,FRIEND/NEIGHBOR,NEAR THE VILLAGE
3,2809-001,PANEL A,Panel A - 2 Visits,N03,MOBILE MARKET,WITHIN THE VILLAGE
1,2809-006,PANEL A,Panel A - 2 Visits,N01,FRIEND/NEIGHBOR,NEAR THE VILLAGE
2,2809-006,PANEL A,Panel A - 2 Visits,N02,RELATIVE,NEAR THE VILLAGE
3,2809-006,PANEL A,Panel A - 2 Visits,N03,PRIVATE VETERINARY,OUTSIDE THE DISTRICT
4,2809-006,PANEL A,Panel A - 2 Visits,N04,RELATIVE,NEAR THE VILLAGE
1,2811-001,PANEL A,Panel A - 2 Visits,N01,MOBILE MARKET,OUTSIDE THE DISTRICT
2,2811-001,PANEL A,Panel A - 2 Visits,N02,RELATIVE,WITHIN THE VILLAGE
3,2811-001,PANEL A,Panel A - 2 Visits,N03,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
1,2812-001,PANEL B,Panel B - 2 Visits,,,
1,2813-001,PANEL A,Panel A - 2 Visits,N01,MAIN MARKET,OUTSIDE THE DISTRICT
2,2813-001,PANEL A,Panel A - 2 Visits,N02,RELATIVE,OUTSIDE THE DISTRICT
3,2813-001,PANEL A,Panel A - 2 Visits,N03,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
1,2813-002,PANEL A,Panel A - 2 Visits,N01,PRIVATE COMPANY/BUSINESS PERSON,WITHIN THE VILLAGE
2,2813-002,PANEL A,Panel A - 2 Visits,N02,MOBILE MARKET,WITHIN THE VILLAGE
3,2813-002,PANEL A,Panel A - 2 Visits,N03,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
1,2814-001,PANEL B,Panel B - 2 Visits,N01,VILLAGE OPEN FORUM,WITHIN THE VILLAGE
2,2814-001,PANEL B,Panel B - 2 Visits,N02,PARASTATAL ORGANIZATION,NEAR THE VILLAGE
3,2814-001,PANEL B,Panel B - 2 Visits,N03,MOBILE MARKET,WITHIN THE VILLAGE
1,2815-001,PANEL A,Panel A - 2 Visits,N01,AGRICULTURAL COOPERATIVE,NEAR THE VILLAGE
2,2815-001,PANEL A,Panel A - 2 Visits,N02,PARASTATAL ORGANIZATION,WITHIN THE VILLAGE
3,2815-001,PANEL A,Panel A - 2 Visits,N03,RELATIVE,WITHIN THE VILLAGE
4,2815-001,PANEL A,Panel A - 2 Visits,N04,PARASTATAL ORGANIZATION,NEAR THE TOWN
5,2815-001,PANEL A,Panel A - 2 Visits,N05,RELIGIOUS GROUP/INSTITUTION,WITHIN THE VILLAGE
6,2815-001,PANEL A,Panel A - 2 Visits,N06,FRIEND/NEIGHBOR,NEAR THE VILLAGE
7,2815-001,PANEL A,Panel A - 2 Visits,N07,PRIVATE COMPANY/BUSINESS PERSON,WITHIN THE VILLAGE
8,2815-001,PANEL A,Panel A - 2 Visits,N08,RELATIVE,WITHIN THE VILLAGE
9,2815-001,PANEL A,Panel A - 2 Visits,N09,NGO,WITHIN THE VILLAGE
1,2815-003,PANEL A,Panel A - 2 Visits,N01,RELATIVE,WITHIN THE VILLAGE
1,2816-002,PANEL B,Panel B - 2 Visits,N01,FRIEND/NEIGHBOR,NEAR THE VILLAGE
1,2817-001,PANEL A,Panel A - 2 Visits,N01,PRIVATE TRADER IN LOCAL MARKET,WITHIN THE VILLAGE
2,2817-001,PANEL A,Panel A - 2 Visits,N02,FRIEND/NEIGHBOR,NEAR THE VILLAGE
3,2817-001,PANEL A,Panel A - 2 Visits,N03,RELATIVE,WITHIN THE VILLAGE
1,2818-002,PANEL B,Panel B - 2 Visits,N01,MOBILE MARKET,NEAR THE VILLAGE
2,2818-002,PANEL B,Panel B - 2 Visits,N02,MAIN MARKET,NEAR THE VILLAGE
3,2818-002,PANEL B,Panel B - 2 Visits,N03,RELATIVE,NEAR THE VILLAGE
4,2818-002,PANEL B,Panel B - 2 Visits,N04,RELATIVE,WITHIN THE VILLAGE
5,2818-002,PANEL B,Panel B - 2 Visits,N05,RELATIVE,WITHIN THE VILLAGE
6,2818-002,PANEL B,Panel B - 2 Visits,N06,RELATIVE,WITHIN THE VILLAGE
1,2819-001,PANEL A,Panel A - 2 Visits,N01,PRIVATE TRADER IN LOCAL MARKET,WITHIN THE VILLAGE
2,2819-001,PANEL A,Panel A - 2 Visits,N02,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
3,2819-001,PANEL A,Panel A - 2 Visits,N03,RELATIVE,NEAR THE VILLAGE
4,2819-001,PANEL A,Panel A - 2 Visits,N04,PRIVATE TRADER IN LOCAL MARKET,WITHIN THE VILLAGE
1,2820-001,PANEL B,Panel B - 2 Visits,N01,AGRICULTURAL COOPERATIVE,NEAR THE TOWN
1,2821-001,PANEL A,Panel A - 2 Visits,N01,LOCAL MARKET,WITHIN THE VILLAGE
1,2822-001,PANEL B,Panel B - Combined Visit,N01,RELATIVE,WITHIN THE VILLAGE
2,2822-001,PANEL B,Panel B - Combined Visit,N02,LOCAL MARKET,NEAR THE DISTRICT/URBAN CENTER
3,2822-001,PANEL B,Panel B - Combined Visit,N03,PRIVATE TRADER IN MAIN MARKET,NEAR THE DISTRICT/URBAN CENTER
1,2823-001,PANEL A,Panel A - 2 Visits,N01,GOVERNMENT AGENCY,NEAR THE DISTRICT/URBAN CENTER
2,2823-001,PANEL A,Panel A - 2 Visits,N02,RELATIVE,WITHIN THE VILLAGE
1,2824-001,PANEL B,Panel B - 2 Visits,N01,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE TOWN
1,2825-001,PANEL A,Panel A - 2 Visits,N01,LOCAL MERCHANT/GROCERY,WITHIN THE VILLAGE
2,2825-001,PANEL A,Panel A - 2 Visits,N02,RELATIVE,WITHIN THE VILLAGE
3,2825-001,PANEL A,Panel A - 2 Visits,N03,RELATIVE,WITHIN THE VILLAGE
4,2825-001,PANEL A,Panel A - 2 Visits,N04,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
1,2826-001,PANEL B,Panel B - 2 Visits,N01,RELATIVE,WITHIN THE VILLAGE
2,2826-001,PANEL B,Panel B - 2 Visits,N02,RELATIVE,WITHIN THE VILLAGE
3,2826-001,PANEL B,Panel B - 2 Visits,N03,RELATIVE,WITHIN THE VILLAGE
4,2826-001,PANEL B,Panel B - 2 Visits,N04,FARMER BASED CLUB/ASSOCIATION,WITHIN THE VILLAGE
5,2826-001,PANEL B,Panel B - 2 Visits,N05,AGRICULTURAL COOPERATIVE,NEAR THE TOWN
6,2826-001,PANEL B,Panel B - 2 Visits,N06,PRIVATE TRADER IN MAIN MARKET,NEAR THE VILLAGE
7,2826-001,PANEL B,Panel B - 2 Visits,N07,MOBILE MARKET,WITHIN THE VILLAGE
8,2826-001,PANEL B,Panel B - 2 Visits,N08,FARMER BASED CLUB/ASSOCIATION,NEAR THE DISTRICT/URBAN CENTER
9,2826-001,PANEL B,Panel B - 2 Visits,N09,RELATIVE,OUTSIDE THE DISTRICT
10,2826-001,PANEL B,Panel B - 2 Visits,N10,FARMER BASED CLUB/ASSOCIATION,WITHIN THE VILLAGE
1,2827-001,PANEL A,Panel A - 2 Visits,N01,FRIEND/NEIGHBOR,NEAR THE VILLAGE
2,2827-001,PANEL A,Panel A - 2 Visits,N02,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
3,2827-001,PANEL A,Panel A - 2 Visits,N03,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
4,2827-001,PANEL A,Panel A - 2 Visits,N04,RELATIVE,WITHIN THE VILLAGE
5,2827-001,PANEL A,Panel A - 2 Visits,N05,LOCAL MARKET,WITHIN THE VILLAGE
6,2827-001,PANEL A,Panel A - 2 Visits,N06,RELATIVE,WITHIN THE VILLAGE
7,2827-001,PANEL A,Panel A - 2 Visits,N07,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
8,2827-001,PANEL A,Panel A - 2 Visits,N08,RELATIVE,NEAR THE VILLAGE
1,2828-001,PANEL B,Panel B - 2 Visits,N01,FRIEND/NEIGHBOR,NEAR THE VILLAGE
2,2828-001,PANEL B,Panel B - 2 Visits,N02,GOVERNMENT AGENCY,NEAR THE VILLAGE
1,2829-003,PANEL A,Panel A - 2 Visits,N01,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
2,2829-003,PANEL A,Panel A - 2 Visits,N02,VILLAGE HEADMAN,NEAR THE VILLAGE
3,2829-003,PANEL A,Panel A - 2 Visits,N03,FRIEND/NEIGHBOR,NEAR THE VILLAGE
4,2829-003,PANEL A,Panel A - 2 Visits,N04,PRIVATE TRADER IN LOCAL MARKET,NEAR THE VILLAGE
1,2830-001,PANEL B,Panel B - 2 Visits,N01,AGRICULTURAL COOPERATIVE,NEAR THE DISTRICT/URBAN CENTER
2,2830-001,PANEL B,Panel B - 2 Visits,N02,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE VILLAGE
3,2830-001,PANEL B,Panel B - 2 Visits,N03,MOBILE MARKET,WITHIN THE VILLAGE
4,2830-001,PANEL B,Panel B - 2 Visits,N04,GOVERNMENT AGENCY,NEAR THE TOWN
5,2830-001,PANEL B,Panel B - 2 Visits,N05,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
6,2830-001,PANEL B,Panel B - 2 Visits,N06,RELATIVE,NEAR THE VILLAGE
1,2831-001,PANEL A,Panel A - 2 Visits,N01,FRIEND/NEIGHBOR,NEAR THE VILLAGE
2,2831-001,PANEL A,Panel A - 2 Visits,N02,MOBILE MARKET,NEAR THE VILLAGE
3,2831-001,PANEL A,Panel A - 2 Visits,N03,FRIEND/NEIGHBOR,NEAR THE VILLAGE
1,2832-001,PANEL B,Panel B - 2 Visits,N01,NGO,NEAR THE VILLAGE
2,2832-001,PANEL B,Panel B - 2 Visits,N02,PRIVATE TRADER IN MAIN MARKET,NEAR THE VILLAGE
3,2832-001,PANEL B,Panel B - 2 Visits,N03,RELATIVE,NEAR THE VILLAGE
4,2832-001,PANEL B,Panel B - 2 Visits,N04,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE DISTRICT/URBAN CENTER
1,2834-001,PANEL B,Panel B - 2 Visits,N01,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
2,2834-001,PANEL B,Panel B - 2 Visits,N02,FRIEND/NEIGHBOR,NEAR THE VILLAGE
3,2834-001,PANEL B,Panel B - 2 Visits,N03,MOBILE MARKET,WITHIN THE VILLAGE
1,2835-001,PANEL A,Panel A - 2 Visits,N01,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
2,2835-001,PANEL A,Panel A - 2 Visits,N02,LOCAL MARKET,NEAR THE VILLAGE
3,2835-001,PANEL A,Panel A - 2 Visits,N03,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
4,2835-001,PANEL A,Panel A - 2 Visits,N04,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
1,2837-001,PANEL A,Panel A - 2 Visits,N01,RELATIVE,NEAR THE DISTRICT/URBAN CENTER
2,2837-001,PANEL A,Panel A - 2 Visits,N02,VILLAGE HEADMAN,NEAR THE VILLAGE
3,2837-001,PANEL A,Panel A - 2 Visits,N03,PARASTATAL ORGANIZATION,WITHIN THE VILLAGE
4,2837-001,PANEL A,Panel A - 2 Visits,N04,LOCAL MARKET,WITHIN THE VILLAGE
5,2837-001,PANEL A,Panel A - 2 Visits,N05,FRIEND/NEIGHBOR,NEAR THE VILLAGE
6,2837-001,PANEL A,Panel A - 2 Visits,N06,RELATIVE,NEAR THE VILLAGE
1,2838-001,PANEL B,Panel B - Combined Visit,N01,PRIVATE COMPANY/BUSINESS PERSON,WITHIN THE VILLAGE
2,2838-001,PANEL B,Panel B - Combined Visit,N02,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
3,2838-001,PANEL B,Panel B - Combined Visit,N03,AGRICULTURAL COOPERATIVE,NEAR THE TOWN
4,2838-001,PANEL B,Panel B - Combined Visit,N04,AGRICULTURAL COOPERATIVE,NEAR THE TOWN
5,2838-001,PANEL B,Panel B - Combined Visit,N05,LOCAL MARKET,NEAR THE VILLAGE
6,2838-001,PANEL B,Panel B - Combined Visit,N06,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE VILLAGE
1,2839-001,PANEL A,Panel A - 2 Visits,N01,RELATIVE,OUTSIDE THE DISTRICT
2,2839-001,PANEL A,Panel A - 2 Visits,N02,LOCAL MARKET,OUTSIDE THE DISTRICT
3,2839-001,PANEL A,Panel A - 2 Visits,N03,RELATIVE,OUTSIDE THE DISTRICT
1,2839-002,PANEL A,Panel A - 2 Visits,N01,LOCAL MARKET,NEAR THE VILLAGE
1,2839-005,PANEL A,Panel A - 2 Visits,N01,FRIEND/NEIGHBOR,NEAR THE VILLAGE
2,2839-005,PANEL A,Panel A - 2 Visits,N02,RELATIVE,NEAR THE VILLAGE
3,2839-005,PANEL A,Panel A - 2 Visits,N03,PRIVATE TRADER IN MAIN MARKET,NEAR THE TOWN
4,2839-005,PANEL A,Panel A - 2 Visits,N04,VILLAGE HEADMAN,NEAR THE VILLAGE
5,2839-005,PANEL A,Panel A - 2 Visits,N05,PRIVATE TRADER IN LOCAL MARKET,WITHIN THE VILLAGE
6,2839-005,PANEL A,Panel A - 2 Visits,N06,RELATIVE,NEAR THE VILLAGE
7,2839-005,PANEL A,Panel A - 2 Visits,N07,RELATIVE,NEAR THE VILLAGE
8,2839-005,PANEL A,Panel A - 2 Visits,N08,LOCAL MARKET,NEAR THE VILLAGE
9,2839-005,PANEL A,Panel A - 2 Visits,N09,MOBILE MARKET,NEAR THE VILLAGE
1,2840-001,PANEL B,Panel B - 2 Visits,N01,AGRICULTURAL COOPERATIVE,NEAR THE VILLAGE
2,2840-001,PANEL B,Panel B - 2 Visits,N02,GOVERNMENT AGENCY,NEAR THE DISTRICT/URBAN CENTER
3,2840-001,PANEL B,Panel B - 2 Visits,N03,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
4,2840-001,PANEL B,Panel B - 2 Visits,N04,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
5,2840-001,PANEL B,Panel B - 2 Visits,N05,NGO,NEAR THE VILLAGE
1,2842-001,PANEL B,Panel B - 2 Visits,N01,LOCAL MARKET,WITHIN THE VILLAGE
2,2842-001,PANEL B,Panel B - 2 Visits,N02,FARMER BASED CLUB/ASSOCIATION,WITHIN THE VILLAGE
3,2842-001,PANEL B,Panel B - 2 Visits,N03,PRIVATE COMPANY/BUSINESS PERSON,WITHIN THE VILLAGE
1,2843-001,PANEL A,Panel A - 2 Visits,N01,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE TOWN
2,2843-001,PANEL A,Panel A - 2 Visits,N02,FRIEND/NEIGHBOR,NEAR THE VILLAGE
1,2844-001,PANEL B,Panel B - 2 Visits,N01,AGRICULTURAL COOPERATIVE,WITHIN THE VILLAGE
2,2844-001,PANEL B,Panel B - 2 Visits,N02,GOVERNMENT AGENCY,WITHIN THE VILLAGE
3,2844-001,PANEL B,Panel B - 2 Visits,N03,LOCAL MARKET,NEAR THE VILLAGE
1,2844-002,PANEL B,Panel B - Combined Visit,N01,FRIEND/NEIGHBOR,NEAR THE VILLAGE
2,2844-002,PANEL B,Panel B - Combined Visit,N02,RELATIVE,WITHIN THE VILLAGE
3,2844-002,PANEL B,Panel B - Combined Visit,N03,LOCAL MARKET,NEAR THE TOWN
1,2844-003,PANEL B,Panel B - 2 Visits,N01,RELATIVE,NEAR THE VILLAGE
2,2844-003,PANEL B,Panel B - 2 Visits,N02,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE VILLAGE
3,2844-003,PANEL B,Panel B - 2 Visits,N03,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
4,2844-003,PANEL B,Panel B - 2 Visits,N04,RELIGIOUS GROUP/INSTITUTION,WITHIN THE VILLAGE
1,2845-001,PANEL A,Panel A - 2 Visits,N01,RELATIVE,WITHIN THE VILLAGE
2,2845-001,PANEL A,Panel A - 2 Visits,N02,FRIEND/NEIGHBOR,NEAR THE VILLAGE
1,2846-001,PANEL B,Panel B - 2 Visits,N01,GOVERNMENT AGENCY,NEAR THE TOWN
2,2846-001,PANEL B,Panel B - 2 Visits,N02,FRIEND/NEIGHBOR,NEAR THE VILLAGE
3,2846-001,PANEL B,Panel B - 2 Visits,N03,RELATIVE,WITHIN THE VILLAGE
4,2846-001,PANEL B,Panel B - 2 Visits,N04,FRIEND/NEIGHBOR,NEAR THE VILLAGE
5,2846-001,PANEL B,Panel B - 2 Visits,N05,MOBILE MARKET,WITHIN THE VILLAGE
1,2847-001,PANEL A,Panel A - 2 Visits,N01,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
2,2847-001,PANEL A,Panel A - 2 Visits,N02,DISTRICT VETERINARY,NEAR THE VILLAGE
3,2847-001,PANEL A,Panel A - 2 Visits,N03,LOCAL MERCHANT/GROCERY,NEAR THE TOWN
4,2847-001,PANEL A,Panel A - 2 Visits,N04,FRIEND/NEIGHBOR,NEAR THE VILLAGE
1,2848-001,PANEL B,Panel B - 2 Visits,N01,VILLAGE OPEN FORUM,WITHIN THE VILLAGE
2,2848-001,PANEL B,Panel B - 2 Visits,N02,PARASTATAL ORGANIZATION,NEAR THE VILLAGE
3,2848-001,PANEL B,Panel B - 2 Visits,N03,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE TOWN
4,2848-001,PANEL B,Panel B - 2 Visits,N04,RELATIVE,WITHIN THE VILLAGE
5,2848-001,PANEL B,Panel B - 2 Visits,N05,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE VILLAGE
6,2848-001,PANEL B,Panel B - 2 Visits,N06,RELIGIOUS GROUP/INSTITUTION,NEAR THE TOWN
1,2849-001,PANEL A,Panel A - 2 Visits,N01,MAIN MARKET,NEAR THE DISTRICT/URBAN CENTER
1,2849-002,PANEL A,Panel A - 2 Visits,N01,VILLAGE OPEN FORUM,WITHIN THE VILLAGE
2,2849-002,PANEL A,Panel A - 2 Visits,N02,PARASTATAL ORGANIZATION,WITHIN THE VILLAGE
3,2849-002,PANEL A,Panel A - 2 Visits,N03,PRIVATE COMPANY/BUSINESS PERSON,WITHIN THE VILLAGE
4,2849-002,PANEL A,Panel A - 2 Visits,N04,LOCAL MARKET,WITHIN THE VILLAGE
1,2850-001,PANEL B,Panel B - 2 Visits,N01,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
2,2850-001,PANEL B,Panel B - 2 Visits,N02,AGRICULTURAL COOPERATIVE,NEAR THE DISTRICT/URBAN CENTER
3,2850-001,PANEL B,Panel B - 2 Visits,N03,AUCTION IN MAIN MARKET,NEAR THE VILLAGE
4,2850-001,PANEL B,Panel B - 2 Visits,N04,RELIGIOUS GROUP/INSTITUTION,NEAR THE VILLAGE
5,2850-001,PANEL B,Panel B - 2 Visits,N05,MOBILE MARKET,WITHIN THE VILLAGE
6,2850-001,PANEL B,Panel B - 2 Visits,N06,MOBILE MARKET,WITHIN THE VILLAGE
1,2851-001,PANEL A,Panel A - 2 Visits,N01,PRIVATE COMPANY/BUSINESS PERSON,OUTSIDE THE DISTRICT
