occ,y2_hhid,qx_type,interview_status,ag_g0a,ag_g00,ag_g0b,ag_g0e,ag_g01,ag_g02,ag_g03,ag_g04a,ag_g04b,ag_g05a,ag_g05b,ag_g07,ag_g08a,ag_g08b,ag_g08c,ag_g09a,ag_g09b,ag_g09c,ag_g10,ag_g11a,ag_g11b,ag_g13a,ag_g13b,ag_g13c,ag_g12a,ag_g12b,ag_g14a,ag_g14b
1,2374-001,PANEL B,Panel B - 2 Visits,YES,R01,MAIZE LOCAL,1,PURE STAND,,,2,GRAM,DECEMBER,2012,YES,,,,14,50 KG BAG,UNSHELLED,NO,,,12,50 KG BAG,SHELLED,APRIL,APRIL,1,2
2,2374-001,PANEL B,Panel B - 2 Visits,YES,R02,MAIZE HYBRID,1,PURE STAND,,,1,KILOGRAM,DECEMBER,2012,YES,,,,5,50 KG BAG,SHELLED,YES,OTHER (SPECIFY),,5,50 KG BAG,SHELLED,APRIL,APRIL,1,2
3,2374-001,PANEL B,Panel B - 2 Visits,YES,R03,GROUNDNUT CHALIMBANA,1,PURE STAND,,,1,KILOGRAM,DECEMBER,2012,NO,2,50 KG BAG,SHELLED,,,,YES,IRREGULAR RAINS,,2,50 KG BAG,SHELLED,APRIL,APRIL,1,2
1,2375-002,PANEL A,Panel A - 2 Visits,YES,R01,MAIZE LOCAL,2,PURE STAND,YES,,3,KILOGRAM,DECEMBER,2012,YES,,,,2,50 KG BAG,SHELLED,YES,FLOODING,,75,KILOGRAM,SHELLED,APRIL,APRIL,1,2
2,2375-002,PANEL A,Panel A - 2 Visits,YES,R02,MAIZE LOCAL,2,PURE STAND,YES,,7,KILOGRAM,DECEMBER,2012,YES,,,,8,50 KG BAG,SHELLED,YES,FLOODING,,5,50 KG BAG,SHELLED,APRIL,APRIL,1,2
1,2376-001,PANEL B,Panel B - 2 Visits,YES,R01,MAIZE LOCAL,2,MIXED STAND,YES,,10,KILOGRAM,DECEMBER,2012,YES,,,,4,50 KG BAG,SHELLED,YES,OTHER (SPECIFY),,4,50 KG BAG,SHELLED,APRIL,APRIL,2,
2,2376-001,PANEL B,Panel B - 2 Visits,YES,R01,PIGEONPEA(NANDOLO),2,MIXED STAND,YES,,5,KILOGRAM,DECEMBER,2012,NO,25,KILOGRAM,SHELLED,,,,YES,INSECTS,,3,KILOGRAM,SHELLED,AUGUST,AUGUST,2,
3,2376-001,PANEL B,Panel B - 2 Visits,YES,R03,MAIZE HYBRID,2,MIXED STAND,YES,,2500,GRAM,DECEMBER,2012,YES,,,,5,50 KG BAG,SHELLED,NO,,,5,50 KG BAG,SHELLED,MARCH,MARCH,2,
4,2376-001,PANEL B,Panel B - 2 Visits,YES,R03,PIGEONPEA(NANDOLO),2,MIXED STAND,YES,,5,KILOGRAM,DECEMBER,2012,NO,25,KILOGRAM,SHELLED,,,,YES,INSECTS,,2,KILOGRAM,SHELLED,AUGUST,AUGUST,2,
1,2377-001,PANEL A,Panel A - 2 Visits,YES,R01,MAIZE HYBRID RECYCLED,2,MIXED STAND,YES,,3,KILOGRAM,NOVEMBER,2012,YES,,,,2,50 KG BAG,SHELLED,YES,DROUGHT,,2,50 KG BAG,SHELLED,APRIL,APRIL,1,
2,2377-001,PANEL A,Panel A - 2 Visits,YES,R01,PIGEONPEA(NANDOLO),2,MIXED STAND,YES,,2,KILOGRAM,NOVEMBER,2012,YES,,,,10,KILOGRAM,SHELLED,YES,DROUGHT,,10,KILOGRAM,SHELLED,JULY,JULY,1,
3,2377-001,PANEL A,Panel A - 2 Visits,YES,R02,MAIZE HYBRID,2,MIXED STAND,YES,,7,KILOGRAM,NOVEMBER,2012,YES,,,,6,50 KG BAG,SHELLED,YES,DROUGHT,,6,50 KG BAG,SHELLED,APRIL,APRIL,1,
4,2377-001,PANEL A,Panel A - 2 Visits,YES,R02,SORGHUM,2,MIXED STAND,YES,,1,KILOGRAM,NOVEMBER,2012,NO,1,50 KG BAG,NOT APPLICABLE,,,,YES,DROUGHT,,1,50 KG BAG,NOT APPLICABLE,JULY,JULY,1,
5,2377-001,PANEL A,Panel A - 2 Visits,YES,R02,PIGEONPEA(NANDOLO),2,MIXED STAND,YES,,3,KILOGRAM,NOVEMBER,2012,NO,10,KILOGRAM,SHELLED,,,,YES,DROUGHT,,20,KILOGRAM,SHELLED,JULY,JULY,1,
1,2378-001,PANEL B,Panel B - 2 Visits,YES,R01,MAIZE HYBRID RECYCLED,2,MIXED STAND,YES,,2,KILOGRAM,DECEMBER,2012,YES,,,,2,50 KG BAG,SHELLED,,,,,,,,,,
2,2378-001,PANEL B,Panel B - 2 Visits,YES,R01,PIGEONPEA(NANDOLO),2,MIXED STAND,YES,,2,KILOGRAM,DECEMBER,2012,NO,1,50 KG BAG,SHELLED,,,,NO,,,0,,,,,,
3,2378-001,PANEL B,Panel B - 2 Visits,YES,R01,GROUNDNUT CHALIMBANA,2,MIXED STAND,YES,,5,KILOGRAM,DECEMBER,2012,NO,1,50 KG BAG,UNSHELLED,,,,NO,,,1,50 KG BAG,UNSHELLED,MAY,MAY,1,2
4,2378-001,PANEL B,Panel B - 2 Visits,YES,R02,MAIZE HYBRID,2,MIXED STAND,YES,,10,KILOGRAM,DECEMBER,2012,YES,,,,20,50 KG BAG,SHELLED,YES,LACK OF HIRED LABOR,,20,50 KG BAG,SHELLED,MAY,MAY,1,2
5,2378-001,PANEL B,Panel B - 2 Visits,YES,R02,PIGEONPEA(NANDOLO),2,MIXED STAND,YES,,10,KILOGRAM,DECEMBER,2012,NO,1,50 KG BAG,SHELLED,,,,YES,INSECTS,,0,,,,,,
6,2378-001,PANEL B,Panel B - 2 Visits,YES,R03,MAIZE HYBRID,2,MIXED STAND,YES,,5,KILOGRAM,DECEMBER,2012,YES,,,,8,50 KG BAG,SHELLED,NO,,,8,KILOGRAM,UNSHELLED,MAY,MAY,1,2
7,2378-001,PANEL B,Panel B - 2 Visits,YES,R03,PIGEONPEA(NANDOLO),2,MIXED STAND,YES,,3,KILOGRAM,DECEMBER,2012,NO,25,KILOGRAM,SHELLED,,,,YES,INSECTS,,0,,,,,,
1,2379-001,PANEL A,Panel A - 2 Visits,YES,R01,MAIZE HYBRID RECYCLED,2,MIXED STAND,YES,,10,KILOGRAM,NOVEMBER,2012,YES,,,,20,50 KG BAG,SHELLED,YES,CROP THEFT,,20,50 KG BAG,SHELLED,APRIL,APRIL,1,2
2,2379-001,PANEL A,Panel A - 2 Visits,YES,R01,SORGHUM,2,MIXED STAND,YES,,500,GRAM,NOVEMBER,2012,YES,,,,1,50 KG BAG,NOT APPLICABLE,NO,,,1,50 KG BAG,NOT APPLICABLE,JUNE,JUNE,1,2
3,2379-001,PANEL A,Panel A - 2 Visits,YES,R01,PIGEONPEA(NANDOLO),2,MIXED STAND,YES,,1,KILOGRAM,NOVEMBER,2012,NO,1,50 KG BAG,SHELLED,,,,YES,DROUGHT,,2,50 KG BAG,SHELLED,JULY,JULY,1,2
4,2379-001,PANEL A,Panel A - 2 Visits,YES,R02,MAIZE HYBRID RECYCLED,2,MIXED STAND,YES,,5,KILOGRAM,NOVEMBER,2012,YES,,,,8,50 KG BAG,SHELLED,NO,,,8,50 KG BAG,SHELLED,APRIL,APRIL,1,2
5,2379-001,PANEL A,Panel A - 2 Visits,YES,R02,SORGHUM,2,MIXED STAND,YES,,500,GRAM,NOVEMBER,2012,YES,,,,1,50 KG BAG,NOT APPLICABLE,NO,,,1,50 KG BAG,NOT APPLICABLE,JUNE,JUNE,1,2
6,2379-001,PANEL A,Panel A - 2 Visits,YES,R02,PIGEONPEA(NANDOLO),2,MIXED STAND,YES,,1,KILOGRAM,NOVEMBER,2012,NO,1,50 KG BAG,SHELLED,,,,YES,DROUGHT,,45,KILOGRAM,SHELLED,JULY,JULY,1,2
7,2379-001,PANEL A,Panel A - 2 Visits,YES,R03,MAIZE HYBRID,2,MIXED STAND,NO,1/2,5,KILOGRAM,NOVEMBER,2012,YES,,,,5,50 KG BAG,SHELLED,NO,,,5,50 KG BAG,SHELLED,APRIL,APRIL,1,2
8,2379-001,PANEL A,Panel A - 2 Visits,YES,R03,PIGEONPEA(NANDOLO),2,MIXED STAND,YES,,1,KILOGRAM,NOVEMBER,2012,NO,1,50 KG BAG,SHELLED,,,,NO,,,1,50 KG BAG,SHELLED,JULY,JULY,1,2
1,2380-001,PANEL B,Panel B - 2 Visits,YES,R01,MAIZE LOCAL,2,PURE STAND,,,6,KILOGRAM,OCTOBER,2012,YES,,,,1.5,50 KG BAG,SHELLED,YES,OTHER (SPECIFY),DROUGHT,4,50 KG BAG,SHELLED,APRIL,APRIL,1,2
1,2381-001,PANEL A,Panel A - 2 Visits,YES,R01,MAIZE LOCAL,1,PURE STAND,YES,,3,KILOGRAM,DECEMBER,2012,YES,,,,8,50 KG BAG,SHELLED,YES,IRREGULAR RAINS,,4,50 KG BAG,SHELLED,APRIL,APRIL,1,
1,2382-001,PANEL B,Panel B - 2 Visits,YES,R01,MAIZE HYBRID,1,MIXED STAND,YES,,7,KILOGRAM,NOVEMBER,2012,YES,,,,7,50 KG BAG,SHELLED,NO,,,7,50 KG BAG,SHELLED,MARCH,APRIL,1,
2,2382-001,PANEL B,Panel B - 2 Visits,YES,R01,PIGEONPEA(NANDOLO),1,MIXED STAND,YES,,5,KILOGRAM,NOVEMBER,2012,NO,1,50 KG BAG,SHELLED,,,,YES,DROUGHT,,25,KILOGRAM,SHELLED,SEPTEMBER,SEPTEMBER,1,
3,2382-001,PANEL B,Panel B - 2 Visits,YES,R02,MAIZE HYBRID,1,MIXED STAND,YES,,5,KILOGRAM,NOVEMBER,2012,YES,,,,2,50 KG BAG,SHELLED,NO,,,2,50 KG BAG,SHELLED,APRIL,APRIL,1,
4,2382-001,PANEL B,Panel B - 2 Visits,YES,R02,PIGEONPEA(NANDOLO),1,MIXED STAND,YES,,5,KILOGRAM,NOVEMBER,2012,NO,25,KILOGRAM,SHELLED,,,,YES,DROUGHT,,25,KILOGRAM,SHELLED,SEPTEMBER,SEPTEMBER,1,
1,2383-001,PANEL A,Panel A - 2 Visits,YES,R01,MAIZE LOCAL,1,MIXED STAND,YES,,10,KILOGRAM,NOVEMBER,2012,YES,,,,4.5,50 KG BAG,SHELLED,YES,DROUGHT,,5,50 KG BAG,SHELLED,APRIL,APRIL,1,
2,2383-001,PANEL A,Panel A - 2 Visits,YES,R01,PIGEONPEA(NANDOLO),1,MIXED STAND,YES,,3,KILOGRAM,NOVEMBER,2012,NO,0,,,,,,YES,INSECTS,,0,,,,,,
1,2384-001,PANEL B,Panel B - 2 Visits,YES,R01,MAIZE LOCAL,2,MIXED STAND,YES,,2.5,KILOGRAM,DECEMBER,2012,YES,,,,6,50 KG BAG,SHELLED,NO,,,6,50 KG BAG,SHELLED,APRIL,APRIL,1,2
2,2384-001,PANEL B,Panel B - 2 Visits,YES,R01,PIGEONPEA(NANDOLO),2,MIXED STAND,YES,,2,KILOGRAM,DECEMBER,2012,NO,20,KILOGRAM,SHELLED,,,,NO,,,2,OTHER (SPECIFY),SHELLED,AUGUST,AUGUST,1,2
3,2384-001,PANEL B,Panel B - 2 Visits,YES,R01,OTHER (SPECIFY),2,MIXED STAND,NO,LESS THAN 1/4,1,KILOGRAM,DECEMBER,2012,YES,,,,0,KILOGRAM,UNSHELLED,NO,,,1,OTHER (SPECIFY),SHELLED,FEBRUARY,FEBRUARY,1,2
1,2385-001,PANEL A,Panel A - 2 Visits,YES,R01,MAIZE LOCAL,2,MIXED STAND,YES,,6,KILOGRAM,DECEMBER,2012,YES,,,,3,50 KG BAG,SHELLED,YES,OTHER (SPECIFY),,3,50 KG BAG,SHELLED,MAY,MAY,2,
2,2385-001,PANEL A,Panel A - 2 Visits,YES,R01,PIGEONPEA(NANDOLO),2,MIXED STAND,YES,,2,KILOGRAM,DECEMBER,2012,NO,1,50 KG BAG,SHELLED,,,,YES,IRREGULAR RAINS,,30,KILOGRAM,SHELLED,AUGUST,AUGUST,2,
3,2385-001,PANEL A,Panel A - 2 Visits,YES,R01,SORGHUM,2,MIXED STAND,YES,,1,KILOGRAM,DECEMBER,2012,YES,,,,15,KILOGRAM,NOT APPLICABLE,YES,IRREGULAR RAINS,,15,KILOGRAM,NOT APPLICABLE,JULY,JULY,2,
4,2385-001,PANEL A,Panel A - 2 Visits,YES,R02,GROUNDNUT CG7,2,PURE STAND,,,1,KILOGRAM,DECEMBER,2012,YES,,,,25,KILOGRAM,SHELLED,YES,IRREGULAR RAINS,,25,KILOGRAM,SHELLED,APRIL,APRIL,2,
5,2385-001,PANEL A,Panel A - 2 Visits,YES,R03,MAIZE LOCAL,2,MIXED STAND,YES,,4,KILOGRAM,DECEMBER,2012,YES,,,,2,50 KG BAG,SHELLED,YES,OTHER (SPECIFY),,2,50 KG BAG,SHELLED,MAY,MAY,2,
6,2385-001,PANEL A,Panel A - 2 Visits,YES,R03,PIGEONPEA(NANDOLO),2,MIXED STAND,NO,1/4,1,KILOGRAM,DECEMBER,2012,NO,25,KILOGRAM,SHELLED,,,,YES,IRREGULAR RAINS,,20,KILOGRAM,SHELLED,AUGUST,AUGUST,2,
7,2385-001,PANEL A,Panel A - 2 Visits,YES,R03,SORGHUM,2,MIXED STAND,NO,1/4,1,KILOGRAM,DECEMBER,2012,YES,,,,10,KILOGRAM,NOT APPLICABLE,YES,IRREGULAR RAINS,,10,KILOGRAM,NOT APPLICABLE,JULY,JULY,2,
1,2386-001,PANEL B,Panel B - 2 Visits,YES,R01,MAIZE LOCAL,1,MIXED STAND,YES,,5,KILOGRAM,DECEMBER,2012,YES,,,,6,50 KG BAG,SHELLED,YES,OTHER (SPECIFY),,5,50 KG BAG,SHELLED,APRIL,APRIL,1,2
2,2386-001,PANEL B,Panel B - 2 Visits,YES,R01,PIGEONPEA(NANDOLO),1,MIXED STAND,YES,,2,KILOGRAM,DECEMBER,2012,NO,25,KILOGRAM,SHELLED,,,,YES,OTHER (SPECIFY),,2,50 KG BAG,SHELLED,SEPTEMBER,SEPTEMBER,1,2
3,2386-001,PANEL B,Panel B - 2 Visits,YES,R01,GROUNDNUT CG7,1,MIXED STAND,YES,,2,KILOGRAM,DECEMBER,2012,YES,,,,3,50 KG BAG,UNSHELLED,NO,,,2,50 KG BAG,UNSHELLED,APRIL,APRIL,1,2
4,2386-001,PANEL B,Panel B - 2 Visits,YES,R02,MAIZE LOCAL,1,MIXED STAND,YES,,10,KILOGRAM,DECEMBER,2012,YES,,,,9,50 KG BAG,SHELLED,NO,,,8,50 KG BAG,SHELLED,APRIL,APRIL,1,2
5,2386-001,PANEL B,Panel B - 2 Visits,YES,R02,PIGEONPEA(NANDOLO),1,MIXED STAND,YES,,5,KILOGRAM,DECEMBER,2012,NO,1,50 KG BAG,SHELLED,,,,YES,OTHER (SPECIFY),,2,50 KG BAG,SHELLED,SEPTEMBER,SEPTEMBER,1,2
6,2386-001,PANEL B,Panel B - 2 Visits,YES,R02,NKHWANI,1,MIXED STAND,NO,1/4,500,GRAM,DECEMBER,2012,YES,,,,1,PAIL (LARGE),NOT APPLICABLE,YES,DROUGHT,,4,PIECE,NOT APPLICABLE,APRIL,APRIL,1,2
7,2386-001,PANEL B,Panel B - 2 Visits,YES,R03,MAIZE LOCAL,1,MIXED STAND,YES,,10,KILOGRAM,DECEMBER,2012,YES,,,,9,50 KG BAG,SHELLED,NO,,,6,50 KG BAG,SHELLED,APRIL,APRIL,1,2
8,2386-001,PANEL B,Panel B - 2 Visits,YES,R03,PIGEONPEA(NANDOLO),1,MIXED STAND,YES,,5,KILOGRAM,DECEMBER,2012,NO,2,50 KG BAG,SHELLED,,,,YES,INSECTS,,5,50 KG BAG,SHELLED,SEPTEMBER,SEPTEMBER,1,2
9,2386-001,PANEL B,Panel B - 2 Visits,YES,R03,NKHWANI,1,MIXED STAND,NO,1/4,500,GRAM,DECEMBER,2012,YES,,,,1,PAIL (LARGE),NOT APPLICABLE,YES,DROUGHT,,6,PIECE,NOT APPLICABLE,APRIL,APRIL,1,2
10,2386-001,PANEL B,Panel B - 2 Visits,YES,R04,MAIZE LOCAL,1,MIXED STAND,YES,,5,KILOGRAM,DECEMBER,2012,YES,,,,8,50 KG BAG,SHELLED,NO,,,2,50 KG BAG,SHELLED,APRIL,APRIL,1,2
11,2386-001,PANEL B,Panel B - 2 Visits,YES,R04,PIGEONPEA(NANDOLO),1,MIXED STAND,YES,,2,KILOGRAM,DECEMBER,2012,NO,2,50 KG BAG,SHELLED,,,,YES,INSECTS,,1,PAIL (LARGE),SHELLED,SEPTEMBER,SEPTEMBER,1,2
1,2387-001,PANEL A,Panel A - 2 Visits,YES,R01,MAIZE HYBRID,2,PURE STAND,,,1,5 KG BAG,DECEMBER,2012,YES,,,,9,50 KG BAG,SHELLED,YES,DROUGHT,,9,50 KG BAG,SHELLED,APRIL,APRIL,1,
2,2387-001,PANEL A,Panel A - 2 Visits,YES,R02,TOBACCO BURLEY,2,PURE STAND,,,100,GRAM,DECEMBER,2012,YES,,,,2,BALE,NOT APPLICABLE,YES,OTHER (SPECIFY),,125,KILOGRAM,NOT APPLICABLE,JANUARY,MARCH,1,
1,2388-001,PANEL B,Panel B - Combined Visit,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2389-001,PANEL A,Panel A - 2 Visits,YES,R01,MAIZE HYBRID,2,MIXED STAND,YES,,5,KILOGRAM,NOVEMBER,2012,YES,,,,2,50 KG BAG,SHELLED,YES,DROUGHT,,2,50 KG BAG,SHELLED,APRIL,APRIL,2,
2,2389-001,PANEL A,Panel A - 2 Visits,YES,R01,PIGEONPEA(NANDOLO),2,MIXED STAND,YES,,1,KILOGRAM,NOVEMBER,2012,YES,,,,20,KILOGRAM,SHELLED,YES,DROUGHT,,20,KILOGRAM,SHELLED,JUNE,JUNE,2,
3,2389-001,PANEL A,Panel A - 2 Visits,YES,R01,NKHWANI,2,MIXED STAND,YES,,500,KILOGRAM,NOVEMBER,2012,YES,,,,2,50 KG BAG,NOT APPLICABLE,YES,DROUGHT,,2,50 KG BAG,NOT APPLICABLE,MARCH,APRIL,2,
4,2389-001,PANEL A,Panel A - 2 Visits,YES,R02,MAIZE LOCAL,2,MIXED STAND,YES,,5,KILOGRAM,NOVEMBER,2012,YES,,,,2.5,50 KG BAG,SHELLED,YES,DROUGHT,,3,50 KG BAG,SHELLED,APRIL,APRIL,2,
5,2389-001,PANEL A,Panel A - 2 Visits,YES,R02,PIGEONPEA(NANDOLO),2,MIXED STAND,YES,,1,KILOGRAM,NOVEMBER,2012,YES,,,,20,KILOGRAM,SHELLED,YES,DROUGHT,,20,KILOGRAM,SHELLED,JUNE,JUNE,2,
6,2389-001,PANEL A,Panel A - 2 Visits,YES,R02,NKHWANI,2,MIXED STAND,YES,,500,KILOGRAM,NOVEMBER,2012,YES,,,,1,50 KG BAG,NOT APPLICABLE,YES,DROUGHT,,1,50 KG BAG,NOT APPLICABLE,MARCH,APRIL,2,
1,2389-002,PANEL A,Panel A - 2 Visits,YES,R01,MAIZE LOCAL,1,MIXED STAND,YES,,5,KILOGRAM,NOVEMBER,2012,YES,,,,5,50 KG BAG,SHELLED,NO,,,5,50 KG BAG,SHELLED,APRIL,APRIL,1,2
2,2389-002,PANEL A,Panel A - 2 Visits,YES,R01,PIGEONPEA(NANDOLO),1,MIXED STAND,YES,,2,KILOGRAM,NOVEMBER,2012,NO,5,KILOGRAM,SHELLED,,,,NO,,,10,KILOGRAM,SHELLED,AUGUST,AUGUST,1,2
3,2389-002,PANEL A,Panel A - 2 Visits,YES,R02,MAIZE LOCAL,1,MIXED STAND,YES,,2,KILOGRAM,DECEMBER,2012,YES,,,,4,50 KG BAG,SHELLED,NO,,,4,50 KG BAG,SHELLED,APRIL,APRIL,1,2
4,2389-002,PANEL A,Panel A - 2 Visits,YES,R02,PIGEONPEA(NANDOLO),1,MIXED STAND,YES,,500,GRAM,DECEMBER,2012,NO,5,KILOGRAM,SHELLED,,,,NO,,,5,KILOGRAM,SHELLED,AUGUST,AUGUST,1,2
5,2389-002,PANEL A,Panel A - 2 Visits,YES,R03,MAIZE HYBRID,1,MIXED STAND,YES,,2,KILOGRAM,DECEMBER,2012,YES,,,,7,50 KG BAG,SHELLED,NO,,,7,50 KG BAG,SHELLED,APRIL,APRIL,1,2
6,2389-002,PANEL A,Panel A - 2 Visits,YES,R03,PIGEONPEA(NANDOLO),1,MIXED STAND,YES,,500,GRAM,DECEMBER,2012,NO,2,KILOGRAM,SHELLED,,,,NO,,,5,KILOGRAM,SHELLED,AUGUST,AUGUST,1,2
1,2390-001,PANEL B,Panel B - 2 Visits,YES,R01,MAIZE HYBRID,1,MIXED STAND,YES,,1.2,KILOGRAM,DECEMBER,2012,YES,,,,80,KILOGRAM,SHELLED,YES,OTHER (SPECIFY),,2,50 KG BAG,SHELLED,MARCH,MARCH,1,
2,2390-001,PANEL B,Panel B - 2 Visits,YES,R01,PIGEONPEA(NANDOLO),1,MIXED STAND,YES,,1,KILOGRAM,DECEMBER,2012,NO,1,50 KG BAG,SHELLED,,,,YES,OTHER (SPECIFY),,1,PAIL (LARGE),SHELLED,SEPTEMBER,SEPTEMBER,1,
3,2390-001,PANEL B,Panel B - 2 Visits,YES,R01,PEA,1,MIXED STAND,YES,,1,KILOGRAM,DECEMBER,2012,YES,,,,15,KILOGRAM,SHELLED,NO,,,1,PAIL (LARGE),SHELLED,MARCH,MARCH,1,
4,2390-001,PANEL B,Panel B - 2 Visits,YES,R02,MAIZE LOCAL,1,MIXED STAND,YES,,6,KILOGRAM,DECEMBER,2012,YES,,,,5,50 KG BAG,SHELLED,YES,OTHER (SPECIFY),,3,50 KG BAG,SHELLED,MARCH,MARCH,1,
5,2390-001,PANEL B,Panel B - 2 Visits,YES,R02,PIGEONPEA(NANDOLO),1,MIXED STAND,YES,,2,KILOGRAM,DECEMBER,2012,NO,25,KILOGRAM,SHELLED,,,,NO,,,2,PAIL (LARGE),SHELLED,SEPTEMBER,SEPTEMBER,1,
6,2390-001,PANEL B,Panel B - 2 Visits,YES,R02,PEA,1,MIXED STAND,YES,,2,KILOGRAM,DECEMBER,2012,YES,,,,10,KILOGRAM,SHELLED,YES,ANIMALS,CROP THEFT,1,PAIL (SMALL),SHELLED,MARCH,MARCH,1,
1,2391-001,PANEL A,Panel A - 2 Visits,YES,R01,MAIZE LOCAL,1,PURE STAND,YES,,10,KILOGRAM,DECEMBER,2012,YES,,,,2,50 KG BAG,SHELLED,YES,OTHER (SPECIFY),,3,50 KG BAG,SHELLED,MARCH,MARCH,1,
2,2391-001,PANEL A,Panel A - 2 Visits,YES,R02,MAIZE LOCAL,1,PURE STAND,YES,,10,KILOGRAM,DECEMBER,2012,YES,,,,2,50 KG BAG,SHELLED,YES,OTHER (SPECIFY),,125,KILOGRAM,SHELLED,MARCH,MARCH,1,
1,2392-001,PANEL B,Panel B - 2 Visits,YES,R01,MAIZE HYBRID,2,MIXED STAND,YES,,10,KILOGRAM,DECEMBER,2012,YES,,,,6,50 KG BAG,SHELLED,YES,OTHER (SPECIFY),,8,50 KG BAG,SHELLED,MARCH,MARCH,1,2
2,2392-001,PANEL B,Panel B - 2 Visits,YES,R02,SORGHUM,2,PURE STAND,,,2,KILOGRAM,DECEMBER,2012,NO,1,50 KG BAG,SHELLED,,,,YES,LACK OF HIRED LABOR,,25,KILOGRAM,SHELLED,JUNE,JUNE,1,2
3,2392-001,PANEL B,Panel B - 2 Visits,YES,R01,PIGEONPEA(NANDOLO),2,MIXED STAND,YES,,2,KILOGRAM,DECEMBER,2012,NO,25,KILOGRAM,SHELLED,,,,NO,,,0,,,,,,
1,2392-003,PANEL B,Panel B - 2 Visits,YES,R01,MAIZE HYBRID,1,MIXED STAND,,,10,KILOGRAM,NOVEMBER,2012,YES,,,,4,50 KG BAG,SHELLED,YES,OTHER (SPECIFY),IRREGULAR RAINS,4,50 KG BAG,SHELLED,MARCH,MARCH,1,
2,2392-003,PANEL B,Panel B - 2 Visits,YES,R01,PIGEONPEA(NANDOLO),1,MIXED STAND,,,5,KILOGRAM,NOVEMBER,2012,NO,1,50 KG BAG,SHELLED,,,,NO,,,0,,,,,,
3,2392-003,PANEL B,Panel B - 2 Visits,YES,R01,GROUNDNUT CHALIMBANA,1,MIXED STAND,,,2,KILOGRAM,NOVEMBER,2012,YES,,,,25,KILOGRAM,SHELLED,YES,IRREGULAR RAINS,,25,KILOGRAM,SHELLED,MARCH,MARCH,1,
1,2393-001,PANEL A,Panel A - 2 Visits,YES,R01,MAIZE LOCAL,2,MIXED STAND,YES,,10,KILOGRAM,NOVEMBER,2012,YES,,,,6,50 KG BAG,SHELLED,YES,DROUGHT,,6,50 KG BAG,SHELLED,APRIL,APRIL,2,
2,2393-001,PANEL A,Panel A - 2 Visits,YES,R01,PIGEONPEA(NANDOLO),2,MIXED STAND,YES,,1,KILOGRAM,NOVEMBER,2012,NO,1,50 KG BAG,SHELLED,,,,YES,DROUGHT,,25,KILOGRAM,SHELLED,JULY,JULY,2,
3,2393-001,PANEL A,Panel A - 2 Visits,YES,R01,SORGHUM,2,MIXED STAND,YES,,1,KILOGRAM,NOVEMBER,2012,YES,,,,30,KILOGRAM,NOT APPLICABLE,YES,DROUGHT,,30,KILOGRAM,NOT APPLICABLE,APRIL,APRIL,2,
1,2394-001,PANEL B,Panel B - 2 Visits,YES,R01,MAIZE HYBRID,2,MIXED STAND,YES,,10,KILOGRAM,NOVEMBER,2012,YES,,,,12,50 KG BAG,SHELLED,YES,OTHER (SPECIFY),DROUGHT,12,50 KG BAG,SHELLED,APRIL,APRIL,1,2
2,2394-001,PANEL B,Panel B - 2 Visits,YES,R01,PIGEONPEA(NANDOLO),2,MIXED STAND,YES,,5,KILOGRAM,NOVEMBER,2012,NO,25,KILOGRAM,SHELLED,,,,YES,DROUGHT,,20,KILOGRAM,SHELLED,AUGUST,SEPTEMBER,1,2
3,2394-001,PANEL B,Panel B - 2 Visits,YES,R01,SORGHUM,2,MIXED STAND,YES,,500,GRAM,NOVEMBER,2012,NO,5,KILOGRAM,SHELLED,,,,YES,DROUGHT,,25,KILOGRAM,SHELLED,JUNE,JUNE,1,2
4,2394-001,PANEL B,Panel B - 2 Visits,YES,R01,PEA,2,MIXED STAND,YES,,500,GRAM,NOVEMBER,2012,NO,25,KILOGRAM,SHELLED,,,,YES,DROUGHT,,1,50 KG BAG,SHELLED,JULY,JULY,1,2
5,2394-001,PANEL B,Panel B - 2 Visits,YES,R02,MAIZE HYBRID,2,MIXED STAND,YES,,2,KILOGRAM,NOVEMBER,2012,YES,,,,3,50 KG BAG,SHELLED,YES,OTHER (SPECIFY),DROUGHT,3,50 KG BAG,SHELLED,APRIL,APRIL,1,2
6,2394-001,PANEL B,Panel B - 2 Visits,YES,R02,PIGEONPEA(NANDOLO),2,MIXED STAND,YES,,500,GRAM,NOVEMBER,2012,NO,5,KILOGRAM,SHELLED,,,,YES,DROUGHT,,1,50 KG BAG,SHELLED,SEPTEMBER,SEPTEMBER,1,2
1,2394-004,PANEL B,Panel B - 2 Visits,,R01,MAIZE HYBRID RECYCLED,2,PURE STAND,,,1,5 KG BAG,OCTOBER,2012,YES,,,,3,50 KG BAG,SHELLED,YES,IRREGULAR RAINS,,3,50 KG BAG,SHELLED,MARCH,MARCH,1,2
2,2394-004,PANEL B,Panel B - 2 Visits,,R02,MAIZE HYBRID RECYCLED,2,MIXED STAND,YES,,1,10 KG BAG,OCTOBER,2012,YES,,,,6,50 KG BAG,SHELLED,YES,IRREGULAR RAINS,,6,50 KG BAG,SHELLED,MARCH,MARCH,1,2
