HHID,case_id,ea_id,qx_type,visit,ag_b0a,ag_b0c,ag_b0c_os,ag_b01a,ag_b01b,ag_b02,ag_b03a,ag_b03a_os,ag_b03b,ag_b03b_os,ag_b04a,ag_b04b,ag_b04b_os,ag_b04c,ag_b05a,ag_b05b,ag_b06,ag_b07a,ag_b07b,ag_b07b_os,ag_b07c,ag_b08,ag_b09a,ag_b09b,ag_b10,ag_b11a,ag_b11b,ag_b11b_os,ag_b11c,ag_b12a,ag_b12b,ag_b12b_os,ag_b12c,ag_b13a,ag_b13b,ag_b13b_os,ag_b13c,ag_b14a,ag_b14b,ag_b14b_os,ag_b14c,ag_b15a,ag_b15b,ag_b15b_os,ag_b15c,ag_b16a,ag_b16b,ag_b16b_os,ag_b16c,ag_b16d,ag_b17a,ag_b17a_os,ag_b17b,ag_b17b_os,ag_b18,ag_b19,ag_b19_os,ag_b20a,ag_b20b,ag_b20b_os,ag_b20c,ag_b21a,ag_b21a_os,ag_b21b,ag_b21b_os,ag_b22a,ag_b22a_os,ag_b22b,ag_b22b_os,ag_b23,ag_b24a,ag_b24b,ag_b24b_os,ag_b24c,ag_b25a,ag_b25b,ag_b25b_os,ag_b25c,ag_b26,ag_b27a,ag_b27b,ag_b27b_os,ag_b27c,ag_b28a,ag_b28b,ag_b28b_os,ag_b28c,ag_b29a,ag_b29b,ag_b29b_os,ag_b29c
2340,305036850206,30503685,Panel B,1,Yes,NKHWANI,,.5,Acre,No,,,,,25,Kilogram,,Not applicable,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
2340,305036850206,30503685,Panel B,1,Yes,MAIZE HYBRID,,.5,Acre,Yes,Crop theft,,,,1,50 kg bag,,Shelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,1,50 kg Bag,,S: Shelled,1,50 kg Bag,,S: Shelled,Yes,0,,,,,,,,,,,
2346,305045180008,30504518,Panel B,1,Yes,MAIZE LOCAL,,1,Acre,No,,,,,40,Basket (dengu),,Unshelled,March,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
2346,305045180008,30504518,Panel B,1,Yes,MAIZE HYBRID,,1,Acre,No,,,,,4,50 kg bag,,Shelled,March,April,Yes,3,50 kg Bag,,S: Shelled,2100,1,,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
2346,305045180008,30504518,Panel B,1,Yes,PIGEONPEA(NANDOLO),,1,Acre,No,,,,,25,Kilogram,,Shelled,July,August,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
2366,305045180016,30504518,Panel B,1,Yes,MAIZE HYBRID,,1,Acre,Yes,Drought,,,,2,50 kg bag,,Shelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,10,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,Yes,0,,,,50,Kilogram,,S: Shelled,No,,,,,45,Kilogram,,S: Shelled,50,Kilogram,,S: Shelled
2366,305045180016,30504518,Panel B,1,Yes,PIGEONPEA(NANDOLO),,1,Acre,Yes,Drought,,,,25,Kilogram,,Shelled,August,August,Yes,5,Kilogram,,S: Shelled,1500,1,,0,15,Kilogram,,S: Shelled,0,,,,0,,,,0,,,,1,Kilogram,,S: Shelled,1,Kilogram,,S: Shelled,,Insects,,Rodents/Pests,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,No,,,,,,,,,,,,,,,,,,,,,
2366,305045180016,30504518,Panel B,1,Yes,MAIZE LOCAL,,1,Acre,Yes,Drought,,,,1,50 kg bag,,Shelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
2366,305045180016,30504518,Panel B,1,Yes,MAIZE HYBRID,,1,Acre,Yes,Drought,,,,2,50 kg bag,,Shelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
2366,305045180016,30504518,Panel B,1,Yes,MAIZE HYBRID,,1,Acre,Yes,Drought,,,,75,Kilogram,,Shelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,5,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
2354,305045180033,30504518,Panel B,1,Yes,PIGEONPEA(NANDOLO),,1,Acre,No,,,,,5,50 kg bag,,Shelled,June,June,Yes,4,50 kg Bag,,S: Shelled,19000,1,2,0,0,,,,0,,,,0,,,,0,,,,25,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,No,,,,,,,,,,,,,,,,,,,,,
2354,305045180033,30504518,Panel B,1,Yes,MAIZE HYBRID,,1,Acre,No,,,,,22,50 kg bag,,Shelled,April,April,Yes,10,50 kg Bag,,S: Shelled,21000,1,2,0,2,50 kg Bag,,S: Shelled,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
2354,305045180033,30504518,Panel B,1,Yes,MAIZE LOCAL,,1,Acre,No,,,,,199,Basket (dengu),,Unshelled,April,April,No,,,,,,,,,4,50 kg Bag,,S: Shelled,0,,,,0,,,,0,,,,25,Kilogram,,S: Shelled,1,50 kg Bag,,S: Shelled,,Insects,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
2354,305045180033,30504518,Panel B,1,Yes,GROUNDNUT MANIPINTA,,1,Acre,No,,,,,11,50 kg bag,,Unshelled,June,June,Yes,1,50 kg Bag,,S: Shelled,3500,1,2,0,10,Kilogram,,S: Shelled,0,,,,0,,,,0,,,,25,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,No,,,,,,,,,,,,,,,,,,,,,
2356,305045180041,30504518,Panel B,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2360,305045180050,30504518,Panel B,1,Yes,MAIZE LOCAL,,1,Acre,No,,,,,4,50 kg bag,,Shelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,2,50 kg Bag,,S: Shelled,3,50 kg Bag,,S: Shelled,No,,,,,2,50 kg Bag,,S: Shelled,0,,,
2372,305045180066,30504518,Panel B,1,Yes,PIGEONPEA(NANDOLO),,.5,Acre,No,,,,,15,Kilogram,,Shelled,August,August,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,No,,,,,,,,,,,,,,,,,,,,,
2372,305045180066,30504518,Panel B,1,Yes,MAIZE LOCAL,,.5,Acre,No,,,,,5,50 kg bag,,Shelled,April,April,No,,,,,,,,,25,Kilogram,,S: Shelled,0,,,,0,,,,0,,,,5,Kilogram,,S: Shelled,2,50 kg Bag,,S: Shelled,,Theft,,Rodents/Pests,,Yes,Traditional Nkhokwe,,25,Kilogram,,S: Shelled,Spraying,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,0,,,,2,50 kg Bag,,S: Shelled
2350,305045180075,30504518,Panel B,1,Yes,MAIZE LOCAL,,.5,Acre,No,,,,,5,50 kg bag,,Unshelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,4,50 kg Bag,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
2350,305045180075,30504518,Panel B,1,Yes,MAIZE HYBRID,,.40000001,Acre,No,,,,,25,Kilogram,,Unshelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
2350,305045180075,30504518,Panel B,1,Yes,OTHER GROUNDNUT (SPECIFY),COWPEAS,.40000001,Acre,No,,,,,3,Kilogram,,Unshelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,No,,,,,,,,,,,,,,,,,,,,,
2350,305045180075,30504518,Panel B,1,Yes,NKHWANI,,.5,Acre,No,,,,,20,Piece,,Not applicable,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,500,Kilogram,,Not Applicable,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,No,,,,,,,,,,,,,,,,,,,,,
2364,305045180083,30504518,Panel B,1,Yes,MAIZE LOCAL,,1.2,Acre,No,,,,,2.5,Ox-cart,,Unshelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,10,Kilogram,,S: Shelled,0,,,,,,,,,Yes,Traditional Nkhokwe,,1.5,Ox-cart,,U: Unshelled,Spraying,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
2362,305045180100,30504518,Panel B,1,Yes,MAIZE LOCAL,,3,Acre,No,,,,,6,Ox-cart,,Unshelled,March,April,No,,,,,,,,,2,50 kg Bag,,S: Shelled,0,,,,0,,,,0,,,,25,Kilogram,,S: Shelled,0,,,,,,,,,Yes,Bags in house,,1,50 kg Bag,,S: Shelled,Spraying,,,,Food for household,,Seed for planting,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
2376,305045180108,30504518,Panel B,1,Yes,MAIZE LOCAL,,1,Acre,No,,,,,1,Ox-cart,,Unshelled,March,April,Yes,3,50 kg Bag,,S: Shelled,4500,2,,0,0,,,,0,,,,0,,,,0,,,,10,Kilogram,,S: Shelled,0,,,,,,,,,Yes,Bags in house,,2,50 kg Bag,,S: Shelled,Spraying,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,0,,,,2,50 kg Bag,,S: Shelled
2376,305045180108,30504518,Panel B,1,Yes,PIGEONPEA(NANDOLO),,1,Acre,No,,,,,1,50 kg bag,,Shelled,July,August,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,2,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
2352,305045180116,30504518,Panel B,1,Yes,OTHER GROUNDNUT (SPECIFY),GROUNDNUTS,1,Acre,No,,,,,1,50 kg bag,,Unshelled,March,March,Yes,1,50 kg Bag,,S: Shelled,700,1,2,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,No,,,,,,,,,,,,,,,,,,,,,
2352,305045180116,30504518,Panel B,1,Yes,MAIZE HYBRID,,1,Acre,No,,,,,3,50 kg bag,,Shelled,March,March,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
2352,305045180116,30504518,Panel B,1,Yes,PIGEONPEA(NANDOLO),,.5,Acre,No,,,,,25,Kilogram,,Shelled,August,August,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,No,,,,,,,,,,,,,,,,,,,,,
2352,305045180116,30504518,Panel B,1,Yes,MAIZE LOCAL,,1,Acre,No,,,,,4,50 kg bag,,Shelled,March,March,Yes,10,Kilogram,,S: Shelled,450,1,2,0,0,,,,0,,,,0,,,,0,,,,25,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,Yes,0,,,,1,50 kg Bag,,S: Shelled,No,,,,,75,Kilogram,,S: Shelled,0,,,
2352,305045180116,30504518,Panel B,1,Yes,PIGEONPEA(NANDOLO),,1,Acre,No,,,,,1,50 kg bag,,Shelled,August,August,Yes,1,50 kg Bag,,S: Shelled,2500,1,2,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,No,,,,,,,,,,,,,,,,,,,,,
2352,305045180116,30504518,Panel B,1,Yes,MAIZE LOCAL,,.5,Acre,No,,,,,3,50 kg bag,,Unshelled,March,March,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
2370,305045180133,30504518,Panel B,1,Yes,OTHER GROUNDNUT (SPECIFY),COWPEAS,1.1,Acre,No,,,,,3,50 kg bag,,Unshelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,5,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
2370,305045180133,30504518,Panel B,1,Yes,PIGEONPEA(NANDOLO),,1.1,Acre,No,,,,,30,Kilogram,,Shelled,July,August,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,2,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
2370,305045180133,30504518,Panel B,1,Yes,MAIZE LOCAL,,1.1,Acre,No,,,,,20,50 kg bag,,Shelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,20,Kilogram,,S: Shelled,0,,,,,,,,,Yes,Bags in house,,6,50 kg Bag,,S: Shelled,Spraying,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
2374,305045180141,30504518,Panel B,1,Yes,OTHER GROUNDNUT (SPECIFY),COWPEAS,1,Acre,No,,,,,50,Kilogram,,Unshelled,June,June,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,5,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,No,,,,,,,,,,,,,,,,,,,,,
2374,305045180141,30504518,Panel B,1,Yes,THERERE/OKRA,,.2,Acre,No,,,,,5,Kilogram,,Not applicable,March,March,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
2374,305045180141,30504518,Panel B,1,Yes,MAIZE LOCAL,,1,Acre,No,,,,,5,50 kg bag,,Unshelled,March,March,No,,,,,,,,,5,Kilogram,,S: Shelled,0,,,,0,,,,0,,,,25,Kilogram,,U: Unshelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,Yes,0,,,,0,,,,No,,,,,30,Kilogram,,S: Shelled,0,,,
2374,305045180141,30504518,Panel B,1,Yes,MAIZE LOCAL,,.2,Acre,No,,,,,50,Kilogram,,Unshelled,March,March,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,No,,,,,,,,,,,,,,,,,,,,,
2374,305045180141,30504518,Panel B,1,Yes,PIGEONPEA(NANDOLO),,1,Acre,Yes,Rains,,Animals,,10,Kilogram,,Shelled,June,June,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,No,,,,,,,,,,,,,,,,,,,,,
2348,305045180150,30504518,Panel B,1,Yes,MAIZE LOCAL,,.5,Acre,No,,,,,15,Basket (dengu),,Unshelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,25,Kilogram,,S: Shelled,25,Kilogram,,S: Shelled,,Insects,,Theft,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
2348,305045180150,30504518,Panel B,1,Yes,MAIZE HYBRID,,.5,Acre,No,,,,,225,Kilogram,,Shelled,April,April,No,,,,,,,,,25,Kilogram,,S: Shelled,0,,,,0,,,,0,,,,25,Kilogram,,S: Shelled,25,Kilogram,,S: Shelled,,Insects,,Theft,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
2348,305045180150,30504518,Panel B,1,Yes,PIGEONPEA(NANDOLO),,.5,Acre,No,,,,,5,Kilogram,,Shelled,August,August,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,2,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
2368,305045180166,30504518,Panel B,1,Yes,MAIZE LOCAL,,.5,Acre,No,,,,,9,50 kg bag,,Shelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,25,Kilogram,,S: Shelled,1,50 kg Bag,,S: Shelled,,Theft,,Insects,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
2358,305045180175,30504518,Panel B,1,Yes,GROUNDNUT CHALIMBANA,,.5,Acre,No,,,,,5,50 kg bag,,Unshelled,April,April,Yes,2,50 kg Bag,,U: Unshelled,1800,,,0,1,50 kg Bag,,U: Unshelled,0,,,,0,,,,0,,,,.5,50 kg Bag,,U: Unshelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,No,,,,,,,,,,,,,,,,,,,,,
2358,305045180175,30504518,Panel B,1,Yes,MAIZE HYBRID,,1,Acre,No,,,,,21,50 kg bag,,Shelled,April,April,Yes,2,50 kg Bag,,S: Shelled,3000,,,0,1,50 kg Bag,,S: Shelled,0,,,,0,,,,0,,,,15,Kilogram,,S: Shelled,0,,,,,,,,,Yes,Bags in house,,10,50 kg Bag,,S: Shelled,Spraying,,,,Food for household,,To sell at a higher price,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
2358,305045180175,30504518,Panel B,1,Yes,MAIZE LOCAL,,.5,Acre,No,,,,,8,50 kg bag,,Shelled,April,April,Yes,2,50 kg Bag,,S: Shelled,3000,,,100,0,,,,0,,,,0,,,,0,,,,10,Kilogram,,S: Shelled,0,,,,,,,,,Yes,Bags in house,,4,50 kg Bag,,S: Shelled,Spraying,,,,Food for household,,Seed for planting,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
2401,306022350012,30602235,Panel A,1,Yes,MAIZE HYBRID,,1,Acre,No,,,,,16,50 kg bag,,Shelled,April,April,Yes,2,50 kg Bag,,S: Shelled,1600,1,,0,10,Kilogram,,S: Shelled,5,Kilogram,,S: Shelled,0,,,,0,,,,20,Kilogram,,S: Shelled,15,Kilogram,,S: Shelled,,Rodents/Pests,,,,Yes,Bags in house,,16,50 kg Bag,,S: Shelled,Spraying,,,,Food for household,,To sell at a higher price,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
2411,306022350041,30602235,Panel A,1,Yes,MAIZE LOCAL,,1,Acre,Yes,,,,,6,Basket (dengu),,Shelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,10,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
2409,306022350058,30602235,Panel A,1,Yes,SWEET POTATO,,.029999999,Acre,Yes,Rains,,,,1,Pail (large),,Not applicable,July,July,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,No,,,,,,,,,,,,,,,,,,,,,
2409,306022350058,30602235,Panel A,1,Yes,MAIZE LOCAL,,1,Acre,Yes,Lack of hired labor,,,,5,50 kg bag,,Shelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,5,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,Yes,25,Kilogram,,S: Shelled,2,50 kg Bag,,S: Shelled,No,,,,,1,50 kg Bag,,S: Shelled,0,,,
2409,306022350058,30602235,Panel A,1,Yes,MAIZE HYBRID,,1,Acre,Yes,Animals,,,,1,50 kg bag,,Shelled,September,September,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,No,,,,,,,,,,,,,,,,,,,,,
2431,306022350060,30602235,Panel A,1,Yes,MAIZE LOCAL,,1,Acre,Yes,Drought,,,,13,Basket (dengu),,Unshelled,May,May,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,3,Pail (large),,S: Shelled,3,Pail (large),,S: Shelled,No,,,,,1,Pail (large),,S: Shelled,0,,,
2425,306022350068,30602235,Panel A,1,Yes,MAIZE HYBRID RECYCLED,,.5,Acre,No,,,,,1,Other (specify),NKHOKWE,Unshelled,May,May,Yes,100,50 kg Bag,,S: Shelled,4000,1,,0,10,Kilogram,,S: Shelled,0,,,,0,,,,0,,,,5,Kilogram,,S: Shelled,0,,,,,,,,,Yes,Traditional Nkhokwe,,4,Ox-cart,,U: Unshelled,Spraying,,,,Food for household,,To sell at a higher price,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
2425,306022350068,30602235,Panel A,1,Yes,MAIZE LOCAL,,1,Acre,No,,,,,1,Other (specify),NKHOKWE,Unshelled,May,May,No,,,,,,,,,20,Kilogram,,S: Shelled,0,,,,0,,,,0,,,,20,Kilogram,,S: Shelled,0,,,,,,,,,Yes,Traditional Nkhokwe,,4,Ox-cart,,U: Unshelled,Spraying,,,,Food for household,,To sell at a higher price,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
2421,306022350079,30602235,Panel A,1,Yes,MAIZE LOCAL,,1.5,Acre,No,,,,,30,Basket (dengu),,Unshelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,Basket (Dengu),,U: Unshelled,1,50 kg Bag,,S: Shelled,,Insects,,,,Yes,Traditional Nkhokwe,,1,50 kg Bag,,S: Shelled,Did Nothing,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
2415,306022350091,30602235,Panel A,1,Yes,MAIZE HYBRID,,1,Acre,No,,,,,20,50 kg bag,,Shelled,April,April,Yes,5,50 kg Bag,,S: Shelled,15000,1,,0,0,,,,50,50 kg Bag,,S: Shelled,0,,,,0,,,,10,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,1,50 kg Bag,,S: Shelled,0,,,
2415,306022350091,30602235,Panel A,1,Yes,MAIZE HYBRID,,.029999999,Acre,No,,,,,8,50 kg bag,,Shelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
2405,306022350100,30602235,Panel A,1,Yes,MAIZE LOCAL,,1,Acre,Yes,Other (Specify),LACK OF FARM INPUTS,,,3,50 kg bag,,Shelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,3,50 kg Bag,,S: Shelled,0,,,
2423,306022350101,30602235,Panel A,1,Yes,MAIZE LOCAL,,1,Acre,No,,,,,30,Basket (dengu),,Unshelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,Pail (large),,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,8,Pail (large),,S: Shelled,No,,,,,4,Pail (large),,S: Shelled,0,,,
2423,306022350101,30602235,Panel A,1,Yes,MAIZE HYBRID,,.5,Acre,No,,,,,2,50 kg bag,,Shelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
2423,306022350101,30602235,Panel A,1,Yes,PIGEONPEA(NANDOLO),,1,Acre,No,,,,,1,50 kg bag,,Shelled,April,April,Yes,1,50 kg Bag,,S: Shelled,5000,2,,100,0,,,,0,,,,0,,,,0,,,,5,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
2417,306022350105,30602235,Panel A,1,Yes,PIGEONPEA(NANDOLO),,.5,Acre,No,,,,,4,50 kg bag,,Shelled,September,October,Yes,2,50 kg Bag,,S: Shelled,10000,1,2,100,0,,,,0,,,,0,,,,0,,,,5,50 kg Bag,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Wait for the arrival of buyer,,No,,,,,,,,,,,,,,,,,,,,,
2417,306022350105,30602235,Panel A,1,Yes,MAIZE LOCAL,,1.5,Acre,No,,,,,10,50 kg bag,,Shelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,15,50 kg Bag,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,2,50 kg Bag,,S: Shelled,1,50 kg Bag,,S: Shelled,No,,,,,1,50 kg Bag,,S: Shelled,3,50 kg Bag,,S: Shelled
2407,306022350120,30602235,Panel A,1,Yes,MAIZE LOCAL,,.5,Acre,No,,,,,25,50 kg bag,,Shelled,March,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
2407,306022350120,30602235,Panel A,1,Yes,MAIZE HYBRID,,1,Acre,No,,,,,25,50 kg bag,,Shelled,March,April,Yes,12,50 kg Bag,,S: Shelled,18000,1,,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Wait for the arrival of buyer,,Yes,0,,,,0,,,,Yes,2,50 kg Bag,,S: Shelled,,,,,,,,
2407,306022350120,30602235,Panel A,1,Yes,PIGEONPEA(NANDOLO),,.25,Acre,Yes,Rains,,,,5,50 kg bag,,Shelled,August,September,Yes,2,50 kg Bag,,S: Shelled,10000,1,2,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Wait for the arrival of buyer,,No,,,,,,,,,,,,,,,,,,,,,
2407,306022350120,30602235,Panel A,1,Yes,GROUNDNUT CG7,,.25,Acre,No,,,,,3,50 kg bag,,Unshelled,February,March,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
