HHID,case_id,qx_type,visit,ea_id,hh_f01,hh_f02,hh_f03a,hh_f03b,hh_f04a,hh_f04b,hh_f05,hh_f06,hh_f07,hh_f07_os,hh_f08,hh_f08_os,hh_f09,hh_f09_os,hh_f10,hh_f11,hh_f11_os,hh_f12,hh_f12_os,hh_f13,hh_f14,hh_f15,hh_f15_os,hh_f16a,hh_f16b,hh_f17,hh_f18,hh_f19,hh_f20a,hh_f20a_os,hh_f20b,hh_f20b_os,hh_f21,hh_f22,hh_f23,hh_f24,hh_f25,hh_f26a,hh_f26b,hh_f27,hh_f28,hh_f29,hh_f30,hh_f31,hh_f32,hh_f33a,hh_f33b,hh_f34,hh_f35,hh_f36,hh_f36_os,hh_f37,hh_f38a,hh_f38b,hh_f39,hh_f40,hh_f41,hh_f41_os,hh_f42,hh_f43,hh_f43_os,hh_f44,hh_f45,hh_f46,hh_f47
3019,314413890005,Panel A,1,31441389,Owned,180000,25000,Month,,,5,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,7,Candles,,Charcoal,,No,,,,,,,,No,,,,,,,,,,,,Yes,Yes,Connection/wiring fee unaffordable,,No,,,,5,12000,Piped into dwelling,,480,On Permises,,All year around,,Flush toilet,,Household members only,Rubbish pit,,Yes,Yes,Yes,"Yes, for all children under five"
3033,314413890017,Panel A,1,31441389,Rented,,,,2000,Month,Don't Know,Semi-Permanent,Mud brick,,Iron sheets,,Smooth cement,,1,Candles,,Charcoal,,Yes,No,,,,,,50,No,,,,,,,,,,,,Yes,No,,,No,,,,2,3000,Communal standpipe,,150,5,Minute,All year around,,Traditional latrine with roof,,Other households also,Rubbish pit,,Yes,Yes,Yes,"Yes, for all children under five"
3009,314413890027,Panel A,1,31441389,Rented,,,,2000,Month,Don't Know,Semi-Permanent,Mud brick,,Iron sheets,,Smooth cement,,2,Parrafin,,Charcoal,,Yes,No,,,,,,60,No,,,,,,,,,,,,Yes,No,,,No,,,,1,2000,Communal standpipe,,150,2,Minute,All year around,,Traditional latrine with roof,,Other households also,Rubbish pit,,Yes,Yes,Yes,"Yes, for all children under five"
3035,314413890028,Panel A,1,31441389,Rented,,,,4500,Month,Don't Know,Semi-Permanent,Mud brick,,Iron sheets,,Smooth cement,,2,Electricity,,Charcoal,,Yes,No,,,,,,100,Yes,Candles,,Charcoal,,Yes,Not applicable,No,Never,2000,1,Month,,,,,No,,,,2,4500,Piped into yard/plot,,500,2,Minute,All year around,,Traditional latrine with roof,,Other households also,Rubbish pit,,Yes,No,No,
3017,314413890031,Panel A,1,31441389,Rented,,,,500,Month,Don't Know,Semi-Permanent,Mud brick,,Iron sheets,,Smoothed mud,,1,Parrafin,,Collected firewood,,,,Own woodlot,,30,Minute,None,100,No,,,,,,,,,,,,Yes,No,,,No,,,,0,,Communal standpipe,,150,5,Minute,All year around,,VIP latrine,,Other households also,Rubbish pit,,Yes,Yes,No,
3027,314413890036,Panel A,1,31441389,Rented,,,,400,Month,Don't Know,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,1,Parrafin,,Puchased firewood,,,Yes,Community woodlot,,5,Minute,All,130,No,,,,,,,,,,,,Yes,No,,,No,,,,0,,Communal standpipe,,150,5,Minute,All year around,,VIP latrine,,Other households also,Public rubbish heap,,Yes,No,No,
3011,314413890063,Panel A,1,31441389,Owned,100000,1500,Month,,,2,Semi-Permanent,Mud brick,,Iron sheets,,Smoothed mud,,3,Candles,,Charcoal,,Yes,Yes,Own woodlot,,30,Minute,All,50,No,,,,,,,,,,,,No,,,,No,,,,1,2000,Communal standpipe,,150,2,Minute,All year around,,VIP latrine,,Household members only,Rubbish pit,,Yes,Yes,Yes,"Yes, for all children under five"
3025,314413890100,Panel A,1,31441389,Rented,,,,700,Month,Don't Know,Traditional,Mud brick,,Grass,,Smooth cement,,2,Parrafin,,Charcoal,,No,,,,,,,,No,,,,,,,,,,,,Yes,No,,,No,,,,2,2500,Piped into yard/plot,,150,2,Minute,All year around,,Traditional latrine with roof,,Other households also,Rubbish pit,,No,,,
3031,314413890115,Panel A,1,31441389,Rented,,,,5000,Month,Don't Know,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,3,Electricity,,Electricity,,Yes,No,,,,,,500,Yes,Candles,,Firewood,,Yes,Not applicable,No,Several times a week,1250,1,Month,,,,,No,,,,2,2000,Piped into yard/plot,,500,1,Minute,All year around,,Traditional latrine with roof,,Household members only,Public rubbish heap,,Yes,No,Yes,"Yes, for all children under five"
3013,314413890144,Panel A,1,31441389,Rented,,,,150,Month,Don't Know,Semi-Permanent,Mud brick,,Iron sheets,,Smoothed mud,,1,Parrafin,,Puchased firewood,,,No,,,,,,300,No,,,,,,,,,,,,Yes,Yes,,,No,,,,2,500,Piped into yard/plot,,500,10,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,Yes,Yes,"Yes, for all children under five"
3029,314413890156,Panel A,1,31441389,Rented,,,,1000,Month,Don't Know,Semi-Permanent,Mud brick,,Iron sheets,,Smooth cement,,1,Parrafin,,Charcoal,,Yes,Yes,Community woodlot,,30,Minute,None,0,No,,,,,,,,,,,,Yes,No,,,No,,,,0,,Borehole,,50,5,Minute,All year around,,Traditional latrine with roof,,Other households also,Public rubbish heap,,Yes,No,Yes,"Yes, for all children under five"
3039,314413890157,Panel A,1,31441389,Rented,,,,1000,Month,Don't Know,Semi-Permanent,Mud brick,,Iron sheets,,Smooth cement,,1,Parrafin,,Charcoal,,Yes,Yes,Forest reserve,,75,Minute,All,150,No,,,,,,,,,,,,Yes,No,,,No,,,,0,,Borehole,,20,10,Minute,All year around,,Traditional latrine with roof,,Other households also,Public rubbish heap,,Yes,No,Yes,"Yes, for all children under five"
3021,314413890181,Panel A,1,31441389,Rented,,,,13200,Month,Don't Know,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,2,Electricity,,Electricity,,No,,,,,,,,Yes,Candles,,Charcoal,,Yes,Not applicable,No,Several times a week,1950,1,Month,,,,,No,,,,3,1400,Piped into dwelling,,1500,1,Minute,All year around,,Flush toilet,,Household members only,Rubbish pit,,Yes,Yes,No,
3015,314413890182,Panel A,1,31441389,Rented,,,,12700,Month,Don't Know,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,2,Electricity,,Electricity,,No,,,,,,,,Yes,Candles,,Charcoal,,Yes,Not applicable,No,Several times a week,2800,1,Month,,,,,No,,,,3,5000,Piped into dwelling,,3200,1,Minute,All year around,,Flush toilet,,Household members only,Rubbish pit,,Yes,Yes,No,
3023,314413890183,Panel A,1,31441389,Rented,,,,12700,Month,3,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,3,Electricity,,Electricity,,No,,,,,,,,Yes,Candles,,Charcoal,,Yes,Not applicable,No,Several times a week,1350,1,Month,,,,,No,,,,2,2500,Piped into dwelling,,1100,On Permises,,All year around,,Flush toilet,,Household members only,Rubbish pit,,Yes,Yes,Yes,"Yes, for all children under five"
3037,314413890207,Panel A,1,31441389,Rented,,,,6000,Year,Don't Know,Semi-Permanent,Mud brick,,Iron sheets,,Smooth cement,,4,Electricity,,Charcoal,,No,,,,,,,,Yes,Candles,,Charcoal,,Yes,Not applicable,No,Several times a month,1500,1,Month,,,,,No,,,,1,3000,Communal standpipe,,150,10,Minute,All year around,,Traditional latrine with roof,,Other households also,Rubbish pit,,Yes,Yes,No,
3000,314423940001,Panel B,2,31442394,Rented,,,,4000,Month,Don't Know,Permanent,Burnt bricks,,Iron sheets,,Smoothed mud,,3,Electricity,,Electricity,,No,,,,,,,,Yes,Candles,,Charcoal,,Yes,Not applicable,No,Several times a month,4500,1,Month,,,,,No,,,,3,500,Piped into yard/plot,,1200,On Permises,,All year around,,Traditional latrine with roof,,Other households also,Rubbish pit,,Yes,Yes,Yes,"Yes, for all children under five"
3006,314423940006,Panel B,2,31442394,Rented,,,,2500,Month,Don't Know,Semi-Permanent,Mud brick,,Iron sheets,,Smooth cement,,2,Electricity,,Charcoal,,Yes,No,,,,,,250,Yes,Candles,,Charcoal,,Yes,Not applicable,No,Several times a week,2200,1,Month,,,,,No,,,,2,2500,Piped into yard/plot,,2000,On Permises,,All year around,,Traditional latrine with roof,,Other households also,Rubbish pit,,Yes,Yes,No,
2992,314423940018,Panel B,2,31442394,Rented,,,,400,Year,Don't Know,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,3,Electricity,,Electricity,,No,,,,,,,,Yes,Candles,,Charcoal,,Yes,Not applicable,No,Several times a week,2800,1,Month,,,,,No,,,,3,1400,Piped into yard/plot,,4000,On Permises,,All year around,,VIP latrine,,Household members only,Rubbish bin,,Yes,Yes,Yes,"Yes, for all children under five"
2984,314423940024,Panel B,2,31442394,Owned,100000,2000,Month,,,3,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,2,Parrafin,,Charcoal,,No,,,,,,,,No,,,,,,,,,,,,Yes,Yes,Connection/wiring fee unaffordable,,No,,,,2,2000,Piped into dwelling,,200,10,Minute,All year around,,VIP latrine,,Household members only,Rubbish pit,,Yes,Yes,Yes,"Yes, for all children under five"
2986,314423940030,Panel B,2,31442394,Owned,50000,3500,Month,,,3,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,3,Electricity,,Puchased firewood,,,No,,,,,,600,Yes,Candles,,Charcoal,,Yes,85,No,Never,900,1,Month,,,,,No,,,,1,500,Piped into yard/plot,,5000,On Permises,,All year around,,Traditional latrine with roof,,Household members only,Public rubbish heap,,Yes,Yes,No,
2998,314423940042,Panel B,2,31442394,Rented,,,,4000,Month,Don't Know,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,3,Electricity,,Charcoal,,No,,,,,,,,Yes,Candles,,Charcoal,,Yes,Not applicable,No,Never,3000,1,Month,,,,,No,,,,4,1500,Piped into yard/plot,,2000,On Permises,,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,Yes,No,
2994,314423940048,Panel B,2,31442394,Rented,,,,1100,Month,Don't Know,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,1,Parrafin,,Collected firewood,,,,Own woodlot,,2,Hour,All,200,No,,,,,,,,,,,,Yes,No,,,No,,,,0,,Piped into dwelling,,200,On Permises,,All year around,,VIP latrine,,Other households also,Rubbish pit,,Yes,No,No,
3004,314423940054,Panel B,2,31442394,Rented,,,,10000,Month,2,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,4,Electricity,,Electricity,,Yes,No,,,,,,120,Yes,Candles,,Charcoal,,Yes,52,No,Several times a week,1700,1,Month,,,,,No,,,,3,3000,Piped into dwelling,,1400,On Permises,,All year around,,Flush toilet,,Household members only,Burning,,Yes,No,No,
3008,314423940066,Panel B,2,31442394,Rented,,,,800,Month,Don't Know,Permanent,Burnt bricks,,Iron sheets,,Smoothed mud,,1,Candles,,Charcoal,,No,,,,,,,,No,,,,,,,,,,,,Yes,No,,,No,,,,1,1500,Borehole,,50,10,Minute,All year around,,Traditional latrine with roof,,Other households also,None,,No,,,
2982,314423940072,Panel B,2,31442394,Rented,,,,800,Month,Don't Know,Semi-Permanent,Mud brick,,Iron sheets,,Smooth cement,,2,Battery/dry cell,,Charcoal,,Yes,Yes,Own woodlot,,30,Minute,Less than half,100,No,,,,,,,,,,,,Yes,No,,,No,,,,1,3000,Piped into yard/plot,,300,1,Minute,All year around,,Traditional latrine with roof,,Other households also,Rubbish pit,,Yes,Yes,No,
2980,314423940078,Panel B,2,31442394,Owned,300000,500,Month,,,6,Traditional,Mud brick,,Grass,,Smoothed mud,,3,Parrafin,,Collected firewood,,,,Forest reserve,,10,Minute,None,200,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,50,5,Minute,All year around,,Traditional latrine with roof,,Household members only,Burning,,Yes,Yes,Yes,"Yes, for all children under five"
2990,314423940090,Panel B,2,31442394,Owned,500000,700,Month,,,30,Semi-Permanent,Mud brick,,Iron sheets,,Smooth cement,,3,Parrafin,,Puchased firewood,,,Yes,Own woodlot,,5,Minute,Half,650,No,,,,,,,,,,,,Yes,Yes,Connection/wiring fee unaffordable,,No,,,,2,1500,Piped into yard/plot,,1300,3,Minute,All year around,,Latrine without roof,,Other households also,Rubbish pit,,Yes,Yes,No,
2988,314423940102,Panel B,2,31442394,Rented,,,,5000,Month,Don't Know,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,3,Electricity,,Charcoal,,No,,,,,,,,Yes,Candles,,Charcoal,,Yes,Not applicable,No,Never,,1,Month,,,,,Yes,260,1,Month,2,2000,Communal standpipe,,200,5,Minute,All year around,,Traditional latrine with roof,,Other households also,Public rubbish heap,,Yes,Yes,No,
3002,314423940114,Panel B,2,31442394,Rented,,,,6500,Month,Don't Know,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,3,Electricity,,Charcoal,,No,,,,,,,,Yes,Candles,,Charcoal,,Yes,Not applicable,No,Several times a month,2600,1,Month,,,,,No,,,,2,5000,Piped into dwelling,,1500,1,Minute,All year around,,VIP latrine,,Household members only,Rubbish pit,,Yes,Yes,No,
2996,314423940120,Panel B,2,31442394,Owned,40000,1500,Month,,,6,Semi-Permanent,Burnt bricks,,Grass,,Smooth cement,,2,Parrafin,,Collected firewood,,,,Forest reserve,,8,Hour,Half,150,No,,,,,,,,,,,,Yes,Yes,Connection/wiring fee unaffordable,,No,,,,2,300,Borehole,,200,10,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,No,No,
3065,314431080017,Panel A,1,31443108,Rented,,,,4000,Month,Don't Know,Semi-Permanent,Mud brick,,Iron sheets,,Smooth cement,,3,Electricity,,Charcoal,,No,,,,,,,,Yes,Candles,,Charcoal,,Yes,Not applicable,No,Every day,500,1,Month,,,,,No,,,,1,1000,Piped into yard/plot,,200,On Permises,,All year around,,Traditional latrine with roof,,Other households also,Rubbish pit,,Yes,Yes,No,
3057,314431080018,Panel A,1,31443108,Owned,200000,8000,Month,,,23,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,4,Electricity,,Charcoal,,Yes,No,,,,,,3000,Yes,Candles,,Charcoal,,Yes,48,Yes,Several times a week,2480,1,Month,,,,,Yes,5000,1,Month,4,5000,Piped into dwelling,,3560,On Permises,,All year around,,VIP latrine,,Household members only,Rubbish pit,,Yes,Yes,Yes,"Yes, for all children under five"
3049,314431080030,Panel A,1,31443108,Rented,,,,3000,Month,Don't Know,Semi-Permanent,Mud brick,,Iron sheets,,Smooth cement,,2,Candles,,Charcoal,,Yes,No,,,,,,150,No,,,,,,,,,,,,Yes,No,,,No,,,,2,3000,Communal standpipe,,150,3,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,Yes,No,
3041,314431080042,Panel A,1,31443108,Rented,,,,1500,Month,17,Semi-Permanent,Burnt bricks,,Grass,,Smooth cement,,2,Electricity,,Charcoal,,Yes,No,,,,,,0,Yes,Paraffin,,Charcoal,,Yes,Not applicable,No,Several times a week,210,1,Month,,,,,No,,,,2,500,Communal standpipe,,150,5,Minute,All year around,,Traditional latrine with roof,,Other households also,Rubbish pit,,Yes,Yes,Yes,"Yes, for all children under five"
3051,314431080052,Panel A,1,31443108,Rented,,,,1500,Month,Don't Know,Semi-Permanent,Mud brick,,Iron sheets,,Smooth cement,,2,Parrafin,,Charcoal,,Yes,No,,,,,,300,No,,,,,,,,,,,,Yes,No,,,No,,,,2,2000,Communal standpipe,,150,5,Minute,All year around,,Traditional latrine with roof,,Other households also,Rubbish pit,,Yes,Yes,Yes,"Yes, for all children under five"
3061,314431080088,Panel A,1,31443108,Owned,1000000,5000,Month,,,4,Permanent,Burnt bricks,,Iron sheets,,Smoothed mud,,5,Parrafin,,Puchased firewood,,,No,,,,,,250,No,,,,,,,,,,,,Yes,Yes,Connection/wiring fee unaffordable,,No,,,,1,500,Communal standpipe,,150,20,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,Yes,Yes,"Yes, for all children under five"
3053,314431080099,Panel A,1,31443108,Owned,3500000,20000,Month,,,10,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,3,Electricity,,Electricity,,No,,,,,,,,Yes,Candles,,Charcoal,,Yes,12,Yes,Several times a week,4100,1,Month,,,,,Yes,240,3,Day,3,12000,Piped into yard/plot,,16000,On Permises,,All year around,,Flush toilet,,Household members only,Rubbish bin,,Yes,Yes,Yes,"Yes, for all children under five"
3047,314431080106,Panel A,1,31443108,Owned,300000,7500,Month,,,5,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,4,Electricity,,Charcoal,,Yes,No,,,,,,0,Yes,Candles,,Charcoal,,Yes,4,Yes,Every day,2200,1,Month,,,,,Yes,0,,,1,500,Piped into dwelling,,7800,On Permises,,All year around,,Flush toilet,,Household members only,Rubbish bin,,Yes,Yes,Yes,"Yes, for all children under five"
3071,314431080115,Panel A,1,31443108,Rented,,,,2500,Month,Don't Know,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,3,Parrafin,,Charcoal,,Yes,No,,,,,,0,No,,,,,,,,,,,,Yes,No,,,No,,,,1,750,Communal standpipe,,150,3,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,Yes,No,
3043,314431080137,Panel A,1,31443108,Rented,,,,3000,Month,Don't Know,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,2,Electricity,,Electricity,,Yes,No,,,,,,200,Yes,Candles,,Firewood,,Yes,Not applicable,No,Several times a week,1260,1,Month,,,,,No,,,,3,2000,Communal standpipe,,150,3,Minute,All year around,,Traditional latrine with roof,,Household members only,Burning,,Yes,No,Yes,"Yes, for all children under five"
3063,314431080143,Panel A,1,31443108,Rented,,,,5000,Month,Don't Know,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,3,Electricity,,Charcoal,,No,,,,,,,,Yes,Candles,,Charcoal,,Yes,Not applicable,No,Every day,2000,1,Month,,,,,No,,,,3,20000,Piped into dwelling,,1000,On Permises,,All year around,,VIP latrine,,Other households also,Rubbish pit,,Yes,Yes,Yes,"Yes, for all children under five"
3059,314431080159,Panel A,1,31443108,Owned,150000,3000,Month,,,4,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,3,Parrafin,,Puchased firewood,,,Yes,Forest reserve,,2,Hour,All,400,No,,,,,,,,,,,,Yes,Yes,Connection/wiring fee unaffordable,,No,,,,2,500,Communal standpipe,,150,4,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,Yes,Yes,"Yes, for all children under five"
3069,314431080165,Panel A,1,31443108,Owned,100000,2000,Month,,,6,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,3,Candles,,Puchased firewood,,,Yes,Own woodlot,,5,Minute,All,300,No,,,,,,,,,,,,Yes,Yes,Connection/wiring fee unaffordable,,No,,,,1,1500,Communal standpipe,,150,5,Minute,All year around,,Traditional latrine with roof,,Other households also,Burning,,Yes,Yes,No,
3055,314431080168,Panel A,1,31443108,Rented,,,,4500,Month,Don't Know,Semi-Permanent,Compacted earth,,Iron sheets,,Smooth cement,,3,Electricity,,Charcoal,,Yes,No,,,,,,500,Yes,Candles,,Charcoal,,Yes,Not applicable,No,Every day,400,1,Month,,,,,No,,,,1,700,Communal standpipe,,150,5,Minute,All year around,,VIP latrine,,Other households also,Rubbish pit,,No,,,
3067,314431080170,Panel A,1,31443108,Owned,85000,5000,Month,,,18,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,3,Electricity,,Charcoal,,Yes,No,,,,,,700,Yes,Candles,,Charcoal,,Yes,32,No,Every day,1500,1,Month,,,,,No,,,,6,7200,Piped into yard/plot,,600,On Permises,,All year around,,VIP latrine,,Household members only,Rubbish pit,,Yes,Yes,Yes,"Yes, for all children under five"
3045,314431080171,Panel A,1,31443108,Rented,,,,4000,Month,Don't Know,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,2,Candles,,Charcoal,,No,,,,,,,,No,,,,,,,,,,,,Yes,No,,,No,,,,3,3000,Other (specify),PIPED INTO ANOTHER YARD,0,1,Minute,All year around,,Latrine without roof,,Household members only,Rubbish bin,,Yes,Yes,No,
3032,314432700002,Panel B,2,31443270,Owned,500000,5000,Month,,,5,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,3,Electricity,,Charcoal,,Yes,No,,,,,,0,Yes,Paraffin,,Charcoal,,Yes,4,No,Several times a month,1200,1,Month,,,,,No,,,,2,1960,Piped into yard/plot,,800,On Permises,,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,Yes,No,
3030,314432700012,Panel B,2,31443270,Rented,,,,1500,Month,Don't Know,Permanent,Burnt bricks,,Iron sheets,,Smoothed mud,,3,Candles,,Charcoal,,No,,,,,,,,No,,,,,,,,,,,,Yes,Yes,Connection/wiring fee unaffordable,,No,,,,1,500,Communal standpipe,,100,5,Minute,All year around,,Traditional latrine with roof,,Other households also,Rubbish pit,,Yes,Yes,No,
3028,314432700023,Panel B,2,31443270,Owned,350000,1500,Month,,,10,Traditional,Mud brick,,Grass,,Smoothed mud,,2,Parrafin,,Collected firewood,,,,Community woodlot,,30,Minute,All,1300,No,,,,,,,,,,,,Yes,Yes,Connection/wiring fee unaffordable,,No,,,,1,2400,Communal standpipe,,150,2,Minute,All year around,,Traditional latrine with roof,,Other households also,Rubbish pit,,No,,,
3038,314432700044,Panel B,2,31443270,Employer provides,,8000,Month,,,7,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,4,Electricity,,Electricity,,Yes,No,,,,,,0,Yes,Candles,,Charcoal,,Yes,Not applicable,No,Several times a month,1500,1,Month,,,,,Yes,240,1,Week,3,1500,Piped into dwelling,,1700,On Permises,,All year around,,Flush toilet,,Household members only,Rubbish pit,,Yes,No,Yes,"Yes, for all children under five"
3024,314432700055,Panel B,2,31443270,Employer provides,,7000,Month,,,7,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,3,Electricity,,Electricity,,No,,,,,,,,Yes,Candles,,Charcoal,,Yes,Not applicable,No,Several times a month,2700,1,Month,,,,,No,,,,4,4000,Piped into dwelling,,1700,On Permises,,All year around,,Flush toilet,,Household members only,Rubbish bin,,Yes,Yes,No,
3014,314432700065,Panel B,2,31443270,Owned,100000,1500,Month,,,18,Semi-Permanent,Mud brick,,Iron sheets,,Smooth cement,,3,Candles,,Charcoal,,Yes,Yes,Forest reserve,,3,Hour,None,500,No,,,,,,,,,,,,Yes,Yes,Connection/wiring fee unaffordable,,No,,,,1,300,Communal standpipe,,150,10,Minute,All year around,,Traditional latrine with roof,,Other households also,Public rubbish heap,,Yes,No,Yes,"Yes, for all children under five"
3010,314432700087,Panel B,2,31443270,Owned,15000,700,Month,,,5,Traditional,Mud brick,,Grass,,Smoothed mud,,2,Parrafin,,Puchased firewood,,,No,,,,,,420,No,,,,,,,,,,,,Yes,Yes,Connection/wiring fee unaffordable,,No,,,,0,,Communal standpipe,,150,5,Minute,All year around,,Traditional latrine with roof,,Other households also,Rubbish pit,,Yes,No,Yes,"Yes, for all children under five"
3018,314432700097,Panel B,2,31443270,Rented,,,,1200,Month,Don't Know,Semi-Permanent,Mud brick,,Iron sheets,,Smoothed mud,,2,Parrafin,,Puchased firewood,,,Yes,Forest reserve,,1,Hour,More than half,1000,No,,,,,,,,,,,,Yes,No,,,No,,,,2,600,Communal standpipe,,150,5,Minute,All year around,,Latrine without roof,,Other households also,Rubbish pit,,Yes,Yes,Yes,"Yes, for all children under five"
3026,314432700108,Panel B,2,31443270,Owned,30000,1000,Month,,,Don't Know,Semi-Permanent,Mud brick,,Iron sheets,,Smoothed mud,,4,Battery/dry cell,,Charcoal,,Yes,Yes,Forest reserve,,3,Hour,A little,90,No,,,,,,,,,,,,Yes,Yes,Connection/wiring fee unaffordable,,No,,,,1,800,Communal standpipe,,150,10,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,Yes,Yes,"Yes, for all children under five"
