HHID,case_id,qx_type,visit,ea_id,hh_t01,hh_t02,hh_t03,hh_t04,hh_t05,hh_t06,hh_t07,hh_t08,hh_t09,hh_t10,hh_t10_os,hh_t11,hh_t11_os,hh_t12,hh_t12_os
2882,314325230232,Panel B,2,31432523,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,3,4,6,Only just meets your expenses,10,Bed & mattress,,Blanket & sheets,,Sheets only,
2874,314325230246,Panel B,2,31432523,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,3,2,4,Only just meets your expenses,10,Bed & mattress,,Blanket & sheets,,Sheets only,
2870,314325230275,Panel B,2,31432523,It was more than adequate for household needs,It was more than adequate for household needs,It was more than adequate for household needs,It was more than adequate for household needs,3,4,1,Allows you to build your savings,11,Bed & mattress,,Blanket & sheets,,Sheets only,
2856,314325230289,Panel B,2,31432523,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,3,3,3,Is really not sufficient so you need to borrow to meet expenses,3,Mat (grass) on floor,,Blanket only,,Chitenje cloth,
2921,314326760004,Panel A,1,31432676,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,3,6,6,Allows you to build your savings,10,Bed & mattress,,Blanket only,,Sheets only,
2917,314326760007,Panel A,1,31432676,It was just adequate for household needs,It was just adequate for household needs,It was more than adequate for household needs,It was less than adequate for household needs,4,3,4,Allows you to save just a little,5,Bed & mattress,,Blanket & sheets,,Sheets only,
2923,314326760010,Panel A,1,31432676,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,4,6,4,Allows you to build your savings,15,Bed & mattress,,Blanket & sheets,,Sheets only,
2929,314326760013,Panel A,1,31432676,It was just adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,3,5,4,Only just meets your expenses,30,Bed & mattress,,Blanket & sheets,,Sheets only,
2927,314326760018,Panel A,1,31432676,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,2,4,3,Allows you to save just a little,7,Bed & mattress,,Blanket only,,Sheets only,
2943,314326760021,Panel A,1,31432676,It was just adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,1,2,2,Only just meets your expenses,10,Bed & mattress,,Blanket only,,Sheets only,
2937,314326760023,Panel A,1,31432676,It was just adequate for household needs,It was more than adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,2,4,3,Only just meets your expenses,7,Bed & mattress,,Blanket & sheets,,Nothing,
2913,314326760026,Panel A,1,31432676,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,4,5,6,Allows you to save just a little,6,Bed & mattress,,Blanket only,,Sheets only,
2931,314326760032,Panel A,1,31432676,It was just adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,3,3,4,Allows you to build your savings,10,Bed & mattress,,Sheets only,,Sheets only,
2925,314326760034,Panel A,1,31432676,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,2,3,2,Only just meets your expenses,7,Bed & mattress,,Blanket & sheets,,Sheets only,
2933,314326760037,Panel A,1,31432676,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,3,3,4,Only just meets your expenses,5,Mattress on floor,,Blanket & sheets,,Sheets only,
2939,314326760040,Panel A,1,31432676,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,1,1,2,Only just meets your expenses,5,Bed & mattress,,Sheets only,,Sheets only,
2915,314326760045,Panel A,1,31432676,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,2,2,3,Allows you to save just a little,8,Bed & mattress,,Other (Specify),DUVET,Sheets only,
2935,314326760048,Panel A,1,31432676,It was less than adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,1,3,2,Is really not sufficient so you need to borrow to meet expenses,2,Mat (grass) on floor,,Blanket only,,Nothing,
2941,314326760051,Panel A,1,31432676,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,3,3,3,Only just meets your expenses,5,Bed & mattress,,Blanket & sheets,,Sheets only,
2919,314326760056,Panel A,1,31432676,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,1,1,1,Only just meets your expenses,9,Mattress on floor,,Blanket only,,Sheets only,
2898,314351200007,Panel B,2,31435120,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,2,3,4,Only just meets your expenses,10,Bed & mattress,,Blanket & sheets,,Sheets only,
2914,314351200021,Panel B,2,31435120,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,2,1,3,Allows you to build your savings,6,Bed & mattress,,Blanket & sheets,,Sheets only,
2890,314351200034,Panel B,2,31435120,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,2,3,3,Is really not sufficient so you need to borrow to meet expenses,30,Bed & mattress,,Blanket & sheets,,Sheets only,
2904,314351200047,Panel B,2,31435120,It was less than adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,2,4,2,Only just meets your expenses,7,Bed & mat (Grass),,Blanket only,,Blanket only,
2908,314351200074,Panel B,2,31435120,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,1,2,1,Only just meets your expenses,4,Mat (grass) on floor,,Blanket & sheets,,Sheets only,
