occ,y2_hhid,qx_type,interview_status,hh_f01,hh_f02,hh_f03a,hh_f03b,hh_f04a,hh_f04b,hh_f05,hh_f06,hh_f07,hh_f08,hh_f09,hh_f10,hh_f11,hh_f12,hh_f13,hh_f14,hh_f15,hh_f16a,hh_f16b,hh_f17,hh_f18,hh_f19,hh_f20a,hh_f20b,hh_f21,hh_f22,hh_f22a,hh_f22b,hh_f23,hh_f24,hh_f25,hh_f26a,hh_f26b,hh_f27,hh_f28,hh_f29,hh_f30,hh_f34,hh_f35,hh_f36,hh_f37,hh_f38a,hh_f38b,hh_f39,hh_f40,hh_f41,hh_f42,hh_f43,hh_f44,hh_f45,hh_f46,hh_f47,hh_f48,hh_f49,hh_f50,hh_f51a,hh_f51b,hh_f51c,hh_f52,hh_f53,hh_f54,hh_f55a,hh_f55b,hh_f55c
1,2419-002,PANEL A,Panel A - 2 Visits,OWNED,40000,2500,MONTH,,,3,TRADITIONAL,MUD BRICK,GRASS,SMOOTHED MUD,3,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,FOREST RESERVE,10,HOUR,NONE,400,NO,,,,,,,,,,,,NO,,,,0,,BOREHOLE,50,50,MINUTE,ALL YEAR AROUND,,NONE,,RUBBISH PIT,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,2420-001,PANEL B,Panel B - 2 Visits,OWNED,180000,2000,MONTH,,,1,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTHED MUD,4,OTHER (SPECIFY),COLLECTED FIREWOOD,,,OWN WOODLOT,100,MINUTE,NONE,500,NO,,,,,,,,,,,,NO,,,,0,,BOREHOLE,0,100,MINUTE,ALL YEAR AROUND,,NONE,,NONE,YES,YES,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,2421-001,PANEL A,Panel A - 2 Visits,OWNED,20000,500,MONTH,,,3,TRADITIONAL,MUD,GRASS,SMOOTHED MUD,1,COLLECTED FIREWOOD,COLLECTED FIREWOOD,,,OWN WOODLOT,20,MINUTE,NONE,250,NO,,,,,,,,,,,,NO,,,,0,,BOREHOLE,0,20,MINUTE,ALL YEAR AROUND,,NONE,,PUBLIC RUBBISH HEAP,YES,YES,NO,,2,,NO,,,,NO,,NO,,,
1,2422-001,PANEL B,Panel B - 2 Visits,OWNED,20000,1500,MONTH,,,13,SEMI-PERMANENT,BURNT BRICKS,GRASS,SMOOTHED MUD,3,PARRAFIN,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,300,MINUTE,NONE,400,NO,,,,,,,,,,,,YES,YES,CONNECTION / WIRING FEE UNAFFORDABLE,,1,4700,OPEN PUBLIC WELL,0,300,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,OTHER HOUSEHOLDS ALSO,PUBLIC RUBBISH HEAP,YES,YES,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,2422-003,PANEL B,Panel B - 2 Visits,OWNED,10000,1500,MONTH,,,1,TRADITIONAL,MUD BRICK,GRASS,SMOOTHED MUD,1,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,300,MINUTE,NONE,300,NO,,,,,,,,,,,,YES,YES,CONNECTION / WIRING FEE UNAFFORDABLE,,1,7000,SPRING,0,10,HOUR,ALL YEAR AROUND,,NONE,,PUBLIC RUBBISH HEAP,YES,YES,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,2422-006,PANEL B,Panel B - Combined Visit,RENTED,,,,2000,MONTH,DON'T KNOW,SEMI-PERMANENT,MUD BRICK,IRON SHEETS,SMOOTHED MUD,3,BATTERY/DRY CELL,CHARCOAL,YES,YES,OTHER (SPECIFY),100,MINUTE,ALL,1000,NO,,,,,,,,,,,,YES,NO,,,1,1950,COMMUNAL STANDPIPE,1200,100,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,OTHER HOUSEHOLDS ALSO,PUBLIC RUBBISH HEAP,NO,,,,2,,NO,,,,NO,,NO,,,
1,2423-001,PANEL A,Panel A - 2 Visits,OWNED,150000,2000,MONTH,,,9,TRADITIONAL,MUD,GRASS,SMOOTHED MUD,2,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,FOREST RESERVE,50,MINUTE,NONE,1000,NO,,,,,,,,,,,,YES,YES,NO NEED FOR ELECTRICITY,,0,,BOREHOLE,10,50,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,OTHER HOUSEHOLDS ALSO,RUBBISH PIT,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,2424-001,PANEL B,Panel B - 2 Visits,RENTED,,,,4500,MONTH,3,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTH CEMENT,3,ELECTRICITY,PUCHASED FIREWOOD,,YES,COMMUNITY WOODLOT,300,MINUTE,NONE,350,YES,CANDLES,FIREWOOD,YES,,NOT APPLICABLE,,NO,SEVERAL TIMES A WEEK,1000,1,MONTH,,,,,1,1000,BOREHOLE,0,100,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,OTHER HOUSEHOLDS ALSO,RUBBISH PIT,YES,ALL NETS TREATED & LESS THAN 6 MONTHS OLD,NO,,2,,YES,1,,,NO,,NO,,,
1,2425-001,PANEL A,Panel A - 2 Visits,OWNED,50000,5000,MONTH,,,12,TRADITIONAL,MUD,GRASS,SMOOTHED MUD,3,BATTERY/DRY CELL,PUCHASED FIREWOOD,,YES,FOREST RESERVE,300,MINUTE,ALL,400,NO,,,,,,,,,,,,NO,,,,1,2400,BOREHOLE,25,20,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,NO,NO,,1,1,YES,2,,,YES,1,YES,2,,
1,2426-001,PANEL B,Panel B - 2 Visits,RENTED,,,,2500,MONTH,DON'T KNOW,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTH CEMENT,3,CANDLES,CHARCOAL,YES,NO,,,,,1400,NO,,,,,,,,,,,,YES,NO,,,2,2500,COMMUNAL STANDPIPE,3000,10,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,NO,,,,2,,YES,1,,,NO,,YES,1,,
1,2427-001,PANEL A,Panel A - 2 Visits,OWNED,10000,800,MONTH,,,4,TRADITIONAL,MUD,GRASS,SMOOTHED MUD,1,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,FOREST RESERVE,10,HOUR,NONE,800,NO,,,,,,,,,,,,YES,YES,NO NEED FOR ELECTRICITY,,1,800,BOREHOLE,200,50,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,ALL NETS TREATED & LESS THAN 6 MONTHS OLD,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,2429-001,PANEL A,Panel A - 2 Visits,OWNED,280000,1500,MONTH,,,5,SEMI-PERMANENT,BURNT BRICKS,GRASS,SMOOTHED MUD,2,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,FOREST RESERVE,150,MINUTE,NONE,800,NO,,,,,,,,,,,,NO,,,,1,1660,BOREHOLE,150,100,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,OTHER HOUSEHOLDS ALSO,RUBBISH PIT,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,2430-001,PANEL B,Panel B - 2 Visits,OWNED,150000,15000,MONTH,,,5,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTH CEMENT,4,PUCHASED FIREWOOD,COLLECTED FIREWOOD,,,OTHER (SPECIFY),10,HOUR,LESS THAN HALF,1500,YES,OTHER (SPECIFY),FIREWOOD,YES,,12,MONTH,NO,SEVERAL TIMES A WEEK,1875,1,MONTH,,,,,5,5000,BOREHOLE,0,150,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,OTHER HOUSEHOLDS ALSO,PUBLIC RUBBISH HEAP,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,2430-003,PANEL B,Panel B - 2 Visits,EMPLOYER PROVIDES,,10000,MONTH,,,DON'T KNOW,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTH CEMENT,2,ELECTRICITY,ELECTRICITY,NO,,,,,,,YES,CANDLES,CHARCOAL,YES,,NOT APPLICABLE,99,NO,SEVERAL TIMES A WEEK,15000,2,MONTH,,,,,3,3500,BOREHOLE,0,50,MINUTE,ALL YEAR AROUND,,VIP LATRINE,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,NO,NO,,1,1,NO,,,,NO,,NO,,,
1,2431-001,PANEL A,Panel A - 2 Visits,OWNED,200000,3500,MONTH,,,DON'T KNOW,SEMI-PERMANENT,BURNT BRICKS,GRASS,SMOOTHED MUD,2,GRASS,COLLECTED FIREWOOD,,,FOREST RESERVE,300,MINUTE,NONE,800,NO,,,,,,,,,,,,YES,YES,NO NEED FOR ELECTRICITY,,0,,BOREHOLE,0,100,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,ALL NETS TREATED & LESS THAN 6 MONTHS OLD,NO,,2,,NO,,,,NO,,NO,,,
1,2432-001,PANEL B,Panel B - 2 Visits,OWNED,3000000,60000,MONTH,,,3,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTH CEMENT,3,ELECTRICITY,ELECTRICITY,NO,,,,,,,YES,OTHER (SPECIFY),CHARCOAL,YES,,3,MONTH,NO,SEVERAL TIMES A MONTH,3500,1,MONTH,,,,,2,2500,BOREHOLE,0,20,MINUTE,ALL YEAR AROUND,,FLUSH TOILET,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,YES,NO,,1,1,YES,2,,,YES,1,NO,,,
1,2433-001,PANEL A,Panel A - 2 Visits,RENTED,,,,7500,MONTH,DON'T KNOW,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTH CEMENT,2,ELECTRICITY,CHARCOAL,YES,NO,,,,,0,YES,CANDLES,CHARCOAL,YES,,NOT APPLICABLE,99,NO,SEVERAL TIMES A WEEK,4335,2,MONTH,,,,,1,27900,PIPED INTO YARD/PLOT,1300,990,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,ALL NETS TREATED & LESS THAN 6 MONTHS OLD,NO,,1,2,NO,,,,NO,,NO,,,
1,2434-001,PANEL B,Panel B - 2 Visits,OWNED,150000,2000,MONTH,,,11,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTHED MUD,3,PARRAFIN,COLLECTED FIREWOOD,,,FOREST RESERVE,150,MINUTE,NONE,600,NO,,,,,,,,,,,,YES,YES,CONNECTION / WIRING FEE UNAFFORDABLE,,2,325,BOREHOLE,0,80,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,YES,NO,,2,,NO,,,,NO,,NO,,,
1,2436-001,PANEL B,Panel B - 2 Visits,OWNED,10000,1000,MONTH,,,3,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTHED MUD,2,PARRAFIN,COLLECTED FIREWOOD,,,OWN WOODLOT,20,MINUTE,NONE,500,NO,,,,,,,,,,,,NO,,,,1,1000,BOREHOLE,0,60,MINUTE,ALL YEAR AROUND,,NONE,,NONE,YES,YES,NO,,2,,NO,,,,NO,,NO,,,
1,2437-001,PANEL A,Panel A - 2 Visits,OWNED,700000,6000,MONTH,,,7,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTH CEMENT,3,ELECTRICITY,CHARCOAL,NO,,,,,,,YES,CANDLES,CHARCOAL,YES,,4,DAY,YES,SEVERAL TIMES A MONTH,3000,1,MONTH,,,,,1,2500,PIPED INTO YARD/PLOT,4800,990,,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,YES,YES,"YES, FOR ALL CHILDREN UNDER FIVE",1,2,YES,2,,,YES,2,YES,2,,
1,2438-001,PANEL B,Panel B - 2 Visits,OWNED,100000,10000,MONTH,,,36,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTH CEMENT,4,BATTERY/DRY CELL,PUCHASED FIREWOOD,,YES,OWN WOODLOT,50,MINUTE,NONE,1000,NO,,,,,,,,,,,,YES,YES,APPLICATION PENDING,6,3,1050,OPEN PUBLIC WELL,0,50,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,NO,NO,,1,2,NO,,,,NO,,NO,,,
1,2438-003,PANEL B,Panel B - 2 Visits,RENTED,,,,8000,MONTH,0,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTH CEMENT,2,ELECTRICITY,COLLECTED FIREWOOD,,,OWN WOODLOT,150,MINUTE,NONE,1000,YES,CANDLES,FIREWOOD,YES,,NOT APPLICABLE,99,YES,SEVERAL TIMES A MONTH,10000,1,MONTH,,,,,2,7000,BOREHOLE,0,50,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,NONE,YES,YES,YES,"YES, FOR ALL CHILDREN UNDER FIVE",1,1,NO,,,,NO,,NO,,,
1,2438-004,PANEL B,Panel B - 2 Visits,RENTED,,,,2500,MONTH,DON'T KNOW,SEMI-PERMANENT,MUD BRICK,IRON SHEETS,SMOOTH CEMENT,1,CANDLES,CHARCOAL,NO,,,,,,,NO,,,,,,,,,,,,YES,NO,,,0,,COMMUNAL STANDPIPE,500,40,MINUTE,ALL YEAR AROUND,,VIP LATRINE,OTHER HOUSEHOLDS ALSO,RUBBISH PIT,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,2439-001,PANEL A,Panel A - 2 Visits,"FREE, AUTHORISED",,2000,MONTH,,,10,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTHED MUD,2,PARRAFIN,COLLECTED FIREWOOD,,,FOREST RESERVE,300,MINUTE,NONE,1000,NO,,,,,,,,,,,,YES,NO,,,2,1000,BOREHOLE,0,100,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,OTHER HOUSEHOLDS ALSO,PUBLIC RUBBISH HEAP,YES,ALL NETS TREATED & LESS THAN 6 MONTHS OLD,YES,"YES, FOR ALL CHILDREN UNDER FIVE",1,2,YES,1,,,NO,,NO,,,
1,2440-001,PANEL B,Panel B - 2 Visits,OWNED,300000,3000,MONTH,,,15,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTH CEMENT,4,ELECTRICITY,COLLECTED FIREWOOD,,,OWN WOODLOT,100,MINUTE,NONE,2000,YES,PARAFFIN,FIREWOOD,YES,,6,,YES,SEVERAL TIMES A WEEK,2000,1,MONTH,,,,,4,3000,OPEN PUBLIC WELL,0,100,MINUTE,ONLY DRY SEASON,BOREHOLE,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,YES,NO,,1,2,YES,1,,,YES,2,NO,,,
1,2441-001,PANEL A,Panel A - 2 Visits,OWNED,1000000,7000,MONTH,,,3,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTH CEMENT,4,ELECTRICITY,CHARCOAL,YES,YES,OWN WOODLOT,50,MINUTE,NONE,300,YES,CANDLES,CHARCOAL,YES,,NOT APPLICABLE,,YES,SEVERAL TIMES A MONTH,2000,1,MONTH,,,,,3,1000,PIPED INTO YARD/PLOT,700,990,,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",1,2,YES,1,,,NO,,NO,,,
1,2442-001,PANEL B,Panel B - 2 Visits,OWNED,100000,10000,MONTH,,,6,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTHED MUD,2,PARRAFIN,COLLECTED FIREWOOD,,,OTHER (SPECIFY),10,HOUR,NONE,2500,NO,,,,,,,,,,,,YES,YES,CONNECTION / WIRING FEE UNAFFORDABLE,,1,0,BOREHOLE,0,500,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,OTHER HOUSEHOLDS ALSO,RUBBISH PIT,YES,YES,NO,,2,,NO,,,,NO,,NO,,,
1,2443-001,PANEL A,Panel A - 2 Visits,RENTED,,,,1500,MONTH,DON'T KNOW,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTH CEMENT,1,CANDLES,CHARCOAL,YES,NO,,,,,600,NO,,,,,,,,,,,,YES,NO,,,2,3000,BOREHOLE,100,30,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,OTHER HOUSEHOLDS ALSO,RUBBISH PIT,YES,NO,NO,,2,,NO,,,,NO,,NO,,,
1,2444-001,PANEL B,Panel B - 2 Visits,EMPLOYER PROVIDES,,6000,MONTH,,,DON'T KNOW,SEMI-PERMANENT,BURNT BRICKS,GRASS,SMOOTHED MUD,2,PARRAFIN,COLLECTED FIREWOOD,,,FOREST RESERVE,300,MINUTE,HALF,1000,NO,,,,,,,,,,,,YES,NO,,,1,6000,PIPED INTO YARD/PLOT,0,30,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,BURNING,YES,YES,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,2445-001,PANEL A,Panel A - Combined Visit,RENTED,,,,3000,MONTH,DON'T KNOW,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTH CEMENT,1,ELECTRICITY,CHARCOAL,YES,NO,,,,,200,YES,OTHER (SPECIFY),CHARCOAL,NO,,,,,,500,1,MONTH,,,,,1,2000,PIPED INTO DWELLING,1500,990,,ALL YEAR AROUND,,FLUSH TOILET,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,NO,NO,,1,1,NO,,,,NO,,NO,,,
1,2446-001,PANEL B,Panel B - 2 Visits,"FREE, NOT AUTHORISED",,1000,MONTH,,,6,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTHED MUD,1,ELECTRICITY,COLLECTED FIREWOOD,,,FOREST RESERVE,300,MINUTE,NONE,500,YES,PARAFFIN,FIREWOOD,NO,,,,,,1000,1,MONTH,,,,,1,1300,COMMUNAL STANDPIPE,0,50,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,OTHER HOUSEHOLDS ALSO,RUBBISH PIT,YES,YES,NO,,1,1,YES,2,,,YES,1,NO,,,
1,2447-001,PANEL A,Panel A - 2 Visits,OWNED,300000,1500,MONTH,,,DON'T KNOW,TRADITIONAL,MUD,GRASS,SMOOTHED MUD,2,BATTERY/DRY CELL,PUCHASED FIREWOOD,,NO,,,,,1500,NO,,,,,,,,,,,,YES,YES,CONNECTION / WIRING FEE UNAFFORDABLE,,2,200,PIPED INTO YARD/PLOT,2100,990,,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,YES,NO,,1,1,YES,2,,,YES,1,YES,2,,
1,2448-001,PANEL B,Panel B - 2 Visits,OWNED,150000,1500,MONTH,,,2,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTHED MUD,3,PARRAFIN,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,300,MINUTE,NONE,350,NO,,,,,,,,,,,,NO,,,,0,,BOREHOLE,50,100,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,OTHER HOUSEHOLDS ALSO,PUBLIC RUBBISH HEAP,YES,YES,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,2448-002,PANEL B,Panel B - 2 Visits,EMPLOYER PROVIDES,,10000,MONTH,,,DON'T KNOW,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTH CEMENT,4,ELECTRICITY,ELECTRICITY,YES,NO,,,,,2500,YES,CANDLES,CHARCOAL,YES,,6,YEAR,NO,EVERY DAY,1500,1,MONTH,,,,,0,,PIPED INTO DWELLING,1300,990,,ALL YEAR AROUND,,FLUSH TOILET,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,YES,YES,"YES, FOR ALL CHILDREN UNDER FIVE",1,1,YES,2,,,NO,,YES,2,,
1,2449-001,PANEL A,Panel A - 2 Visits,OWNED,3500000,20000,MONTH,,,10,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTH CEMENT,4,ELECTRICITY,CHARCOAL,YES,YES,FOREST RESERVE,10,HOUR,ALL,700,YES,CANDLES,CHARCOAL,YES,,1,MONTH,NO,NEVER,15000,1,MONTH,,,,,1,2800,PIPED INTO YARD/PLOT,5000,990,,ALL YEAR AROUND,,FLUSH TOILET,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,NO,,,,1,2,YES,1,,,YES,2,YES,1,,
1,2450-001,PANEL B,Panel B - 2 Visits,OWNED,300000,5000,MONTH,,,12,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTH CEMENT,3,ELECTRICITY,COLLECTED FIREWOOD,,,OWN WOODLOT,200,MINUTE,ALL,700,YES,CANDLES,FIREWOOD,YES,,6,MONTH,NO,SEVERAL TIMES A MONTH,1900,1,MONTH,,,,,2,1200,BOREHOLE,50,100,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,OTHER HOUSEHOLDS ALSO,RUBBISH PIT,YES,NO,NO,,1,2,YES,1,,,YES,2,NO,,,
1,2450-003,PANEL B,Panel B - 2 Visits,OWNED,50000,5000,MONTH,,,1,SEMI-PERMANENT,BURNT BRICKS,GRASS,SMOOTHED MUD,1,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,OWN WOODLOT,10,HOUR,NONE,1500,NO,,,,,,,,,,,,YES,YES,CONNECTION / WIRING FEE UNAFFORDABLE,,1,800,BOREHOLE,0,200,MINUTE,ALL YEAR AROUND,,NONE,,RUBBISH PIT,YES,YES,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,2451-002,PANEL A,Panel A - 2 Visits,RENTED,,,,5500,MONTH,DON'T KNOW,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTH CEMENT,2,ELECTRICITY,CHARCOAL,YES,YES,COMMUNITY WOODLOT,100,MINUTE,NONE,300,YES,CANDLES,CHARCOAL,YES,,NOT APPLICABLE,99,NO,SEVERAL TIMES A MONTH,NEVER PAYS,,,,,,,1,1500,BOREHOLE,100,50,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,OTHER HOUSEHOLDS ALSO,RUBBISH PIT,YES,YES,YES,"YES, FOR ALL CHILDREN UNDER FIVE",1,1,NO,,,,NO,,NO,,,
1,2452-001,PANEL B,Panel B - 2 Visits,OWNED,100000,1500,MONTH,,,8,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTHED MUD,2,PARRAFIN,COLLECTED FIREWOOD,,,OTHER (SPECIFY),30,HOUR,NONE,2000,NO,,,,,,,,,,,,YES,YES,CONNECTION / WIRING FEE UNAFFORDABLE,,0,,BOREHOLE,50,300,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,YES,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,2453-001,PANEL A,Panel A - 2 Visits,RENTED,,,,6000,MONTH,DON'T KNOW,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTH CEMENT,3,ELECTRICITY,GAS,NO,,,,,,,YES,CANDLES,CHARCOAL,YES,,NOT APPLICABLE,99,NO,NEVER,7000,1,MONTH,,,,,1,2000,PIPED INTO YARD/PLOT,0,990,,ALL YEAR AROUND,,VIP LATRINE,OTHER HOUSEHOLDS ALSO,RUBBISH PIT,NO,,,,1,4,YES,1,,,NO,,YES,2,,
1,2454-001,PANEL B,Panel B - 2 Visits,OWNED,180000,1500,MONTH,,,2,SEMI-PERMANENT,BURNT BRICKS,GRASS,SMOOTHED MUD,2,PARRAFIN,PUCHASED FIREWOOD,,YES,UNFARMED AREAS OF COMMUNITY,10,HOUR,MORE THAN HALF,500,NO,,,,,,,,,,,,YES,YES,CONNECTION / WIRING FEE UNAFFORDABLE,,1,5000,BOREHOLE,50,10,HOUR,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,YES,YES,"YES, FOR ALL CHILDREN UNDER FIVE",1,2,YES,1,,,YES,2,YES,1,,
1,2455-001,PANEL A,Panel A - 2 Visits,RENTED,,,,3000,MONTH,DON'T KNOW,SEMI-PERMANENT,MUD BRICK,IRON SHEETS,SMOOTH CEMENT,2,PARRAFIN,CHARCOAL,NO,,,,,,,YES,CANDLES,CHARCOAL,YES,,2,YEAR,YES,NEVER,4900,1,MONTH,,,,,2,9300,BOREHOLE,100,100,MINUTE,ALL YEAR AROUND,,LATRINE WITHOUT ROOF,OTHER HOUSEHOLDS ALSO,PUBLIC RUBBISH HEAP,YES,YES,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,2456-001,PANEL B,Panel B - 2 Visits,OWNED,80000,2000,MONTH,,,2,TRADITIONAL,MUD BRICK,GRASS,SMOOTHED MUD,2,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,150,MINUTE,ALL,1000,NO,,,,,,,,,,,,NO,,,,0,,BOREHOLE,70,100,MINUTE,ALL YEAR AROUND,,LATRINE WITHOUT ROOF,HOUSEHOLD MEMBERS ONLY,BURNING,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,2456-003,PANEL B,Panel B - 2 Visits,EMPLOYER PROVIDES,,2000,MONTH,,,3,SEMI-PERMANENT,BURNT BRICKS,GRASS,SMOOTHED MUD,1,PARRAFIN,COLLECTED FIREWOOD,,,COMMUNITY WOODLOT,400,MINUTE,MORE THAN HALF,160,NO,,,,,,,,,,,,YES,NO,,,0,,BOREHOLE,50,100,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,OTHER HOUSEHOLDS ALSO,PUBLIC RUBBISH HEAP,NO,,,,2,,NO,,,,NO,,NO,,,
1,2457-001,PANEL A,Panel A - 2 Visits,RENTED,,,,2000,MONTH,DON'T KNOW,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTHED MUD,3,CANDLES,CHARCOAL,YES,NO,,,,,900,NO,,,,,,,,,,,,YES,NO,,,2,20000,BOREHOLE,400,100,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,OTHER HOUSEHOLDS ALSO,RUBBISH PIT,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",1,1,NO,,,,NO,,NO,,,
