occ,y2_hhid,qx_type,interview_status,hh_g09,hh_g10a,hh_g10c,hh_g11
3,2434-001,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2434-001,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2436-001,PANEL B,Panel B - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,2436-001,PANEL B,Panel B - 2 Visits,YES,B. CHILDREN 6-15 YEARS,2,2
3,2436-001,PANEL B,Panel B - 2 Visits,YES,C. ADULTS 16-65 YEARS,0,0
4,2436-001,PANEL B,Panel B - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,2437-001,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2437-001,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2437-001,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2437-001,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2438-001,PANEL B,Panel B - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,2438-001,PANEL B,Panel B - 2 Visits,YES,B. CHILDREN 6-15 YEARS,0,0
3,2438-001,PANEL B,Panel B - 2 Visits,YES,C. ADULTS 16-65 YEARS,0,0
4,2438-001,PANEL B,Panel B - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,1,1
1,2438-003,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2438-003,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2438-003,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2438-003,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2438-004,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2438-004,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2438-004,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2438-004,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2439-001,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2439-001,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2439-001,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2439-001,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2440-001,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2440-001,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2440-001,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2440-001,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2441-001,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2441-001,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2441-001,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2441-001,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2442-001,PANEL B,Panel B - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,
2,2442-001,PANEL B,Panel B - 2 Visits,YES,B. CHILDREN 6-15 YEARS,0,
3,2442-001,PANEL B,Panel B - 2 Visits,YES,C. ADULTS 16-65 YEARS,2,1
4,2442-001,PANEL B,Panel B - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,
1,2443-001,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2443-001,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2443-001,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2443-001,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2444-001,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2444-001,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2444-001,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2444-001,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2445-001,PANEL A,Panel A - Combined Visit,NO,A. CHILDREN 0-5 YEARS,,
2,2445-001,PANEL A,Panel A - Combined Visit,NO,B. CHILDREN 6-15 YEARS,,
3,2445-001,PANEL A,Panel A - Combined Visit,NO,C. ADULTS 16-65 YEARS,,
4,2445-001,PANEL A,Panel A - Combined Visit,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2446-001,PANEL B,Panel B - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,2446-001,PANEL B,Panel B - 2 Visits,YES,B. CHILDREN 6-15 YEARS,0,0
3,2446-001,PANEL B,Panel B - 2 Visits,YES,C. ADULTS 16-65 YEARS,1,2
4,2446-001,PANEL B,Panel B - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,2447-001,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2447-001,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2447-001,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2447-001,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2448-001,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2448-001,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2448-001,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2448-001,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2448-002,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2448-002,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2448-002,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2448-002,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2449-001,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2449-001,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2449-001,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2449-001,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2450-001,PANEL B,Panel B - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,2450-001,PANEL B,Panel B - 2 Visits,YES,B. CHILDREN 6-15 YEARS,7,14
3,2450-001,PANEL B,Panel B - 2 Visits,YES,C. ADULTS 16-65 YEARS,3,3
4,2450-001,PANEL B,Panel B - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,2450-003,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2450-003,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2450-003,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2450-003,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2451-002,PANEL A,Panel A - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,2451-002,PANEL A,Panel A - 2 Visits,YES,B. CHILDREN 6-15 YEARS,0,0
3,2451-002,PANEL A,Panel A - 2 Visits,YES,C. ADULTS 16-65 YEARS,7,14
4,2451-002,PANEL A,Panel A - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,2452-001,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2452-001,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2452-001,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2452-001,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2453-001,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2453-001,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2453-001,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2453-001,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2454-001,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2454-001,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2454-001,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2454-001,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2455-001,PANEL A,Panel A - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,2455-001,PANEL A,Panel A - 2 Visits,YES,B. CHILDREN 6-15 YEARS,0,0
3,2455-001,PANEL A,Panel A - 2 Visits,YES,C. ADULTS 16-65 YEARS,7,7
4,2455-001,PANEL A,Panel A - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,2456-001,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2456-001,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2456-001,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2456-001,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2456-003,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2456-003,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2456-003,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2456-003,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2457-001,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2457-001,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2457-001,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2457-001,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2458-001,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2458-001,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2458-001,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2458-001,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2459-001,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2459-001,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2459-001,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2459-001,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2460-001,PANEL B,Panel B - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,2460-001,PANEL B,Panel B - 2 Visits,YES,B. CHILDREN 6-15 YEARS,0,0
3,2460-001,PANEL B,Panel B - 2 Visits,YES,C. ADULTS 16-65 YEARS,7,7
4,2460-001,PANEL B,Panel B - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,2461-001,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2461-001,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2461-001,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2461-001,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2461-006,PANEL A,Panel A - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,2461-006,PANEL A,Panel A - 2 Visits,YES,B. CHILDREN 6-15 YEARS,0,0
3,2461-006,PANEL A,Panel A - 2 Visits,YES,C. ADULTS 16-65 YEARS,1,1
4,2461-006,PANEL A,Panel A - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,2462-001,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2462-001,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2462-001,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2462-001,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2463-001,PANEL A,Panel A - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,2463-001,PANEL A,Panel A - 2 Visits,YES,B. CHILDREN 6-15 YEARS,0,0
3,2463-001,PANEL A,Panel A - 2 Visits,YES,C. ADULTS 16-65 YEARS,2,6
4,2463-001,PANEL A,Panel A - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,2464-001,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2464-001,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2464-001,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2464-001,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2465-001,PANEL A,Panel A - Combined Visit,YES,A. CHILDREN 0-5 YEARS,,
2,2465-001,PANEL A,Panel A - Combined Visit,YES,B. CHILDREN 6-15 YEARS,,
3,2465-001,PANEL A,Panel A - Combined Visit,YES,C. ADULTS 16-65 YEARS,1,1
4,2465-001,PANEL A,Panel A - Combined Visit,YES,D. PEOPLE OVER 66 YEARS OLD,,
1,2465-002,PANEL A,Panel A - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,2465-002,PANEL A,Panel A - 2 Visits,YES,B. CHILDREN 6-15 YEARS,0,0
3,2465-002,PANEL A,Panel A - 2 Visits,YES,C. ADULTS 16-65 YEARS,1,1
4,2465-002,PANEL A,Panel A - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,2465-003,PANEL A,Panel A - Combined Visit,NO,A. CHILDREN 0-5 YEARS,,
2,2465-003,PANEL A,Panel A - Combined Visit,NO,B. CHILDREN 6-15 YEARS,,
3,2465-003,PANEL A,Panel A - Combined Visit,NO,C. ADULTS 16-65 YEARS,,
4,2465-003,PANEL A,Panel A - Combined Visit,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2466-001,PANEL B,Panel B - 2 Visits,YES,A. CHILDREN 0-5 YEARS,3,1
2,2466-001,PANEL B,Panel B - 2 Visits,YES,B. CHILDREN 6-15 YEARS,0,
3,2466-001,PANEL B,Panel B - 2 Visits,YES,C. ADULTS 16-65 YEARS,0,
4,2466-001,PANEL B,Panel B - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,
1,2467-001,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2467-001,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2467-001,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2467-001,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2468-001,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2468-001,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2468-001,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2468-001,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2469-001,PANEL A,Panel A - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,2469-001,PANEL A,Panel A - 2 Visits,YES,B. CHILDREN 6-15 YEARS,0,0
3,2469-001,PANEL A,Panel A - 2 Visits,YES,C. ADULTS 16-65 YEARS,1,2
4,2469-001,PANEL A,Panel A - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,2470-001,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2470-001,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2470-001,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2470-001,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2471-002,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2471-002,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2471-002,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2471-002,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2473-001,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2473-001,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2473-001,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2473-001,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2474-001,PANEL B,Panel B - Combined Visit,YES,A. CHILDREN 0-5 YEARS,0,0
2,2474-001,PANEL B,Panel B - Combined Visit,YES,B. CHILDREN 6-15 YEARS,0,0
3,2474-001,PANEL B,Panel B - Combined Visit,YES,C. ADULTS 16-65 YEARS,1,1
4,2474-001,PANEL B,Panel B - Combined Visit,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,2475-001,PANEL A,Panel A - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,2475-001,PANEL A,Panel A - 2 Visits,YES,B. CHILDREN 6-15 YEARS,0,0
3,2475-001,PANEL A,Panel A - 2 Visits,YES,C. ADULTS 16-65 YEARS,1,1
4,2475-001,PANEL A,Panel A - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,2476-001,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2476-001,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2476-001,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2476-001,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2477-001,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2477-001,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2477-001,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2477-001,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2477-002,PANEL A,Panel A - Combined Visit,NO,A. CHILDREN 0-5 YEARS,,
2,2477-002,PANEL A,Panel A - Combined Visit,NO,B. CHILDREN 6-15 YEARS,,
3,2477-002,PANEL A,Panel A - Combined Visit,NO,C. ADULTS 16-65 YEARS,,
4,2477-002,PANEL A,Panel A - Combined Visit,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2478-002,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2478-002,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2478-002,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2478-002,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2479-001,PANEL A,Panel A - 2 Visits,YES,A. CHILDREN 0-5 YEARS,2,1
2,2479-001,PANEL A,Panel A - 2 Visits,YES,B. CHILDREN 6-15 YEARS,0,0
3,2479-001,PANEL A,Panel A - 2 Visits,YES,C. ADULTS 16-65 YEARS,0,0
4,2479-001,PANEL A,Panel A - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,2480-001,PANEL B,Panel B - 2 Visits,YES,A. CHILDREN 0-5 YEARS,7,13
2,2480-001,PANEL B,Panel B - 2 Visits,YES,B. CHILDREN 6-15 YEARS,7,10
3,2480-001,PANEL B,Panel B - 2 Visits,YES,C. ADULTS 16-65 YEARS,2,2
4,2480-001,PANEL B,Panel B - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,2481-001,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2481-001,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2481-001,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2481-001,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2482-001,PANEL B,Panel B - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,2482-001,PANEL B,Panel B - 2 Visits,YES,B. CHILDREN 6-15 YEARS,0,0
3,2482-001,PANEL B,Panel B - 2 Visits,YES,C. ADULTS 16-65 YEARS,1,1
4,2482-001,PANEL B,Panel B - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,2482-004,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2482-004,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2482-004,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2482-004,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2483-001,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2483-001,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2483-001,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2483-001,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2484-001,PANEL B,Panel B - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,2484-001,PANEL B,Panel B - 2 Visits,YES,B. CHILDREN 6-15 YEARS,3,8
3,2484-001,PANEL B,Panel B - 2 Visits,YES,C. ADULTS 16-65 YEARS,0,0
4,2484-001,PANEL B,Panel B - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,2484-003,PANEL B,Panel B - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,2484-003,PANEL B,Panel B - 2 Visits,YES,B. CHILDREN 6-15 YEARS,0,0
3,2484-003,PANEL B,Panel B - 2 Visits,YES,C. ADULTS 16-65 YEARS,2,2
4,2484-003,PANEL B,Panel B - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,2485-001,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2485-001,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2485-001,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2485-001,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2486-004,PANEL B,Panel B - Combined Visit,NO,A. CHILDREN 0-5 YEARS,,
2,2486-004,PANEL B,Panel B - Combined Visit,NO,B. CHILDREN 6-15 YEARS,,
3,2486-004,PANEL B,Panel B - Combined Visit,NO,C. ADULTS 16-65 YEARS,,
4,2486-004,PANEL B,Panel B - Combined Visit,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2487-001,PANEL A,Panel A - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,2487-001,PANEL A,Panel A - 2 Visits,YES,B. CHILDREN 6-15 YEARS,3,3
3,2487-001,PANEL A,Panel A - 2 Visits,YES,C. ADULTS 16-65 YEARS,0,0
4,2487-001,PANEL A,Panel A - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,2489-001,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2489-001,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2489-001,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2489-001,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2490-001,PANEL B,Panel B - 2 Visits,YES,A. CHILDREN 0-5 YEARS,7,21
2,2490-001,PANEL B,Panel B - 2 Visits,YES,B. CHILDREN 6-15 YEARS,7,21
3,2490-001,PANEL B,Panel B - 2 Visits,YES,C. ADULTS 16-65 YEARS,7,14
4,2490-001,PANEL B,Panel B - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,2491-001,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2491-001,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2491-001,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2491-001,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2492-001,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2492-001,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2492-001,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2492-001,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2493-001,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2493-001,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2493-001,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2493-001,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2494-001,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2494-001,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2494-001,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2494-001,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2495-001,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2495-001,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2495-001,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2495-001,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2496-001,PANEL B,Panel B - Combined Visit,YES,A. CHILDREN 0-5 YEARS,0,0
2,2496-001,PANEL B,Panel B - Combined Visit,YES,B. CHILDREN 6-15 YEARS,0,0
3,2496-001,PANEL B,Panel B - Combined Visit,YES,C. ADULTS 16-65 YEARS,1,1
4,2496-001,PANEL B,Panel B - Combined Visit,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
