HHID,case_id,qx_type,ea_id,ag_nr00,ag_nr02,ag_nr02_os,ag_nr03
2650,309016030124,Panel B,30901603,N05,LOCAL MARKET,,NEAR THE VILLAGE
2650,309016030124,Panel B,30901603,N06,AUCTION IN MAIN MARKET,,OUTSIDE THE DISTRICT
2640,309016030135,Panel B,30901603,N01,RELATIVE,,NEAR THE VILLAGE
2640,309016030135,Panel B,30901603,N02,PARASTATAL ORGANIZATION,,NEAR THE TOWN
2640,309016030135,Panel B,30901603,N03,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
2640,309016030135,Panel B,30901603,N04,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
2640,309016030135,Panel B,30901603,N05,RELATIVE,,WITHIN THE VILLAGE
2658,309016030145,Panel B,30901603,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
2658,309016030145,Panel B,30901603,N02,PARASTATAL ORGANIZATION,,NEAR THE TOWN
2644,309016030156,Panel B,30901603,N01,RELATIVE,,WITHIN THE VILLAGE
2654,309016030177,Panel B,30901603,N01,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
2654,309016030177,Panel B,30901603,N02,LOCAL MARKET,,NEAR THE DISTRICT/URBAN CENTER
2654,309016030177,Panel B,30901603,N03,AGRICULTURAL COOPERATIVE,,NEAR THE DISTRICT/URBAN CENTER
2654,309016030177,Panel B,30901603,N04,FRIEND/NEIGHBOR,,OUTSIDE THE DISTRICT
2654,309016030177,Panel B,30901603,N05,AUCTION IN MAIN MARKET,,OUTSIDE THE DISTRICT
2654,309016030177,Panel B,30901603,N06,RELATIVE,,WITHIN THE VILLAGE
2656,309016030199,Panel B,30901603,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
2656,309016030199,Panel B,30901603,N02,PARASTATAL ORGANIZATION,,NEAR THE DISTRICT/URBAN CENTER
2660,309016030200,Panel B,30901603,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
2660,309016030200,Panel B,30901603,N02,PARASTATAL ORGANIZATION,,NEAR THE DISTRICT/URBAN CENTER
2741,310013330001,Panel A,31001333,N01,LOCAL MERCHANT/GROCERY,,NEAR THE VILLAGE
2741,310013330001,Panel A,31001333,N02,LOCAL MERCHANT/GROCERY,,NEAR THE VILLAGE
2741,310013330001,Panel A,31001333,N03,ROADSIDE,,WITHIN THE VILLAGE
2741,310013330001,Panel A,31001333,N04,LOCAL MARKET,,NEAR THE VILLAGE
2741,310013330001,Panel A,31001333,N05,RELATIVE,,NEAR THE VILLAGE
2737,310013330010,Panel A,31001333,N01,LOCAL MARKET,,WITHIN THE VILLAGE
2737,310013330010,Panel A,31001333,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
2733,310013330012,Panel A,31001333,N01,OTHER (SPECIFY),NATI PARK AREAS,NEAR THE TOWN
2733,310013330012,Panel A,31001333,N02,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
2733,310013330012,Panel A,31001333,N03,MAIN MARKET,,NEAR THE VILLAGE
2743,310013330022,Panel A,31001333,N01,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
2743,310013330022,Panel A,31001333,N02,PRIVATE COMPANY/BUSINESS PERSON,,WITHIN THE VILLAGE
2743,310013330022,Panel A,31001333,N03,LOCAL MARKET,,NEAR THE VILLAGE
2743,310013330022,Panel A,31001333,N04,RELATIVE,,WITHIN THE VILLAGE
2725,310013330024,Panel A,31001333,N01,PRIVATE TRADER IN LOCAL MARKET,,NEAR THE VILLAGE
2725,310013330024,Panel A,31001333,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
2725,310013330024,Panel A,31001333,N03,LOCAL MARKET,,NEAR THE VILLAGE
2721,310013330071,Panel A,31001333,N01,VILLAGE HEADMAN,,NEAR THE VILLAGE
2721,310013330071,Panel A,31001333,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
2721,310013330071,Panel A,31001333,N03,PRIVATE TRADER IN LOCAL MARKET,,OUTSIDE THE DISTRICT
2721,310013330071,Panel A,31001333,N04,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
2721,310013330071,Panel A,31001333,N05,PRIVATE TRADER IN LOCAL MARKET,,NEAR THE VILLAGE
2721,310013330071,Panel A,31001333,N06,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
2727,310013330132,Panel A,31001333,N01,LOCAL MARKET,,NEAR THE VILLAGE
2727,310013330132,Panel A,31001333,N02,RELATIVE,,WITHIN THE VILLAGE
2723,310013330144,Panel A,31001333,,,,
2723,310013330144,Panel A,31001333,N01,,,
2735,310013330150,Panel A,31001333,N01,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE DISTRICT/URBAN CENTER
2735,310013330150,Panel A,31001333,N02,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE DISTRICT/URBAN CENTER
2735,310013330150,Panel A,31001333,N03,TRADITIONAL AUTHORITY,,NEAR THE VILLAGE
2735,310013330150,Panel A,31001333,N04,RELATIVE,,WITHIN THE VILLAGE
2745,310013330155,Panel A,31001333,N01,MOBILE MARKET,,NEAR THE VILLAGE
2751,310013330178,Panel A,31001333,N01,PRIVATE TRADER IN MAIN MARKET,,NEAR THE VILLAGE
2751,310013330178,Panel A,31001333,N02,RELATIVE,,WITHIN THE VILLAGE
2749,310013330208,Panel A,31001333,N01,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
2749,310013330208,Panel A,31001333,N02,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
2731,310013330215,Panel A,31001333,N01,LOCAL MARKET,,WITHIN THE VILLAGE
2747,310013330233,Panel A,31001333,N01,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
2747,310013330233,Panel A,31001333,N02,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
2747,310013330233,Panel A,31001333,N03,LOCAL MARKET,,NEAR THE DISTRICT/URBAN CENTER
2747,310013330233,Panel A,31001333,N04,RELATIVE,,WITHIN THE VILLAGE
2747,310013330233,Panel A,31001333,N05,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
2729,310013330243,Panel A,31001333,N01,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
2729,310013330243,Panel A,31001333,N02,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
2729,310013330243,Panel A,31001333,N03,LOCAL MARKET,,NEAR THE VILLAGE
2729,310013330243,Panel A,31001333,N04,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
2729,310013330243,Panel A,31001333,N05,RELATIVE,,WITHIN THE VILLAGE
2729,310013330243,Panel A,31001333,N06,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
2739,310013330244,Panel A,31001333,N01,PRIVATE TRADER IN LOCAL MARKET,,NEAR THE VILLAGE
2739,310013330244,Panel A,31001333,N02,LOCAL MARKET,,WITHIN THE VILLAGE
2739,310013330244,Panel A,31001333,N03,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
2686,310017490008,Panel B,31001749,N01,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
2686,310017490008,Panel B,31001749,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
2686,310017490008,Panel B,31001749,N03,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
2686,310017490008,Panel B,31001749,N04,LOCAL MARKET,,NEAR THE VILLAGE
2686,310017490008,Panel B,31001749,N05,MOBILE MARKET,,WITHIN THE VILLAGE
2670,310017490018,Panel B,31001749,N01,PRIVATE TRADER IN LOCAL MARKET,,NEAR THE VILLAGE
2670,310017490018,Panel B,31001749,N02,PRIVATE TRADER IN LOCAL MARKET,,NEAR THE VILLAGE
2670,310017490018,Panel B,31001749,N03,LOCAL MARKET,,WITHIN THE VILLAGE
2692,310017490028,Panel B,31001749,N01,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
2692,310017490028,Panel B,31001749,N02,TRADITIONAL AUTHORITY,,NEAR THE VILLAGE
2692,310017490028,Panel B,31001749,N03,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
2692,310017490028,Panel B,31001749,N04,LOCAL MARKET,,WITHIN THE VILLAGE
2688,310017490049,Panel B,31001749,N01,RELATIVE,,NEAR THE VILLAGE
2688,310017490049,Panel B,31001749,N02,VILLAGE HEADMAN,,WITHIN THE VILLAGE
2668,310017490059,Panel B,31001749,N01,PRIVATE COMPANY/BUSINESS PERSON,,WITHIN THE VILLAGE
2668,310017490059,Panel B,31001749,N02,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
2668,310017490059,Panel B,31001749,N03,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
2668,310017490059,Panel B,31001749,N04,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
2668,310017490059,Panel B,31001749,N05,RELATIVE,,WITHIN THE VILLAGE
2668,310017490059,Panel B,31001749,N06,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
2690,310017490069,Panel B,31001749,N01,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
2690,310017490069,Panel B,31001749,N02,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
2690,310017490069,Panel B,31001749,N03,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
2690,310017490069,Panel B,31001749,N04,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
2690,310017490069,Panel B,31001749,N05,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
2680,310017490090,Panel B,31001749,N01,LOCAL MARKET,,NEAR THE VILLAGE
2672,310017490100,Panel B,31001749,N01,LOCAL MARKET,,NEAR THE VILLAGE
2672,310017490100,Panel B,31001749,N02,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
2684,310017490110,Panel B,31001749,N01,LOCAL MARKET,,NEAR THE VILLAGE
2682,310017490130,Panel B,31001749,N01,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
2682,310017490130,Panel B,31001749,N02,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
2682,310017490130,Panel B,31001749,N03,FRIEND/NEIGHBOR,,OUTSIDE THE REGION
2682,310017490130,Panel B,31001749,N04,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
2674,310017490140,Panel B,31001749,N01,LOCAL MARKET,,WITHIN THE VILLAGE
2674,310017490140,Panel B,31001749,N02,MOBILE MARKET,,WITHIN THE VILLAGE
2678,310017490151,Panel B,31001749,N01,LOCAL MARKET,,NEAR THE VILLAGE
2678,310017490151,Panel B,31001749,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
2678,310017490151,Panel B,31001749,N03,GOVERNMENT AGENCY,,NEAR THE VILLAGE
2662,310017490171,Panel B,31001749,N01,RELATIVE,,WITHIN THE VILLAGE
2666,310017490181,Panel B,31001749,N01,LOCAL MARKET,,NEAR THE VILLAGE
2664,310017490191,Panel B,31001749,N01,LOCAL MARKET,,WITHIN THE VILLAGE
2676,310017490212,Panel B,31001749,N01,LOCAL MARKET,,NEAR THE VILLAGE
2676,310017490212,Panel B,31001749,N02,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
2753,310021690014,Panel A,31002169,N01,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
2753,310021690014,Panel A,31002169,N02,LOCAL MARKET,,WITHIN THE VILLAGE
2753,310021690014,Panel A,31002169,N03,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
2753,310021690014,Panel A,31002169,N04,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
2753,310021690014,Panel A,31002169,N05,PRIVATE TRADER IN LOCAL MARKET,,WITHIN THE VILLAGE
2759,310021690116,Panel A,31002169,,,,
2759,310021690116,Panel A,31002169,N01,,,
2757,310021690118,Panel A,31002169,N01,FRIEND/NEIGHBOR,,NEAR THE DISTRICT/URBAN CENTER
2757,310021690118,Panel A,31002169,N02,PRIVATE TRADER IN MAIN MARKET,,NEAR THE VILLAGE
2761,310021690125,Panel A,31002169,N01,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
2761,310021690125,Panel A,31002169,N02,LOCAL MARKET,,NEAR THE VILLAGE
2777,310021690162,Panel A,31002169,,,,
2777,310021690162,Panel A,31002169,N01,,,
2771,310021690165,Panel A,31002169,N01,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
2771,310021690165,Panel A,31002169,N02,GOVERNMENT AGENCY,,NEAR THE TOWN
2771,310021690165,Panel A,31002169,N03,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
2771,310021690165,Panel A,31002169,N04,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
2783,310021690231,Panel A,31002169,N01,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
2783,310021690231,Panel A,31002169,N02,LOCAL MARKET,,WITHIN THE VILLAGE
2720,310043120006,Panel B,31004312,N01,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
2720,310043120006,Panel B,31004312,N02,RELATIVE,,WITHIN THE VILLAGE
2720,310043120006,Panel B,31004312,N03,LOCAL MARKET,,NEAR THE VILLAGE
2702,310043120011,Panel B,31004312,N01,RELATIVE,,NEAR THE VILLAGE
2702,310043120011,Panel B,31004312,N02,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
2702,310043120011,Panel B,31004312,N03,PRIVATE TRADER IN LOCAL MARKET,,WITHIN THE VILLAGE
2708,310043120017,Panel B,31004312,N01,PRIVATE COMPANY/BUSINESS PERSON,,WITHIN THE VILLAGE
2708,310043120017,Panel B,31004312,N02,LOCAL MARKET,,NEAR THE VILLAGE
2706,310043120023,Panel B,31004312,N01,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
2706,310043120023,Panel B,31004312,N02,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
2706,310043120023,Panel B,31004312,N03,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
2706,310043120023,Panel B,31004312,N04,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
2706,310043120023,Panel B,31004312,N05,LOCAL MARKET,,WITHIN THE VILLAGE
2710,310043120029,Panel B,31004312,N01,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
2710,310043120029,Panel B,31004312,N02,LOCAL MARKET,,NEAR THE VILLAGE
2710,310043120029,Panel B,31004312,N03,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
2722,310043120040,Panel B,31004312,N01,LOCAL MARKET,,WITHIN THE VILLAGE
2712,310043120046,Panel B,31004312,N01,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
2704,310043120052,Panel B,31004312,N01,LOCAL MARKET,,NEAR THE VILLAGE
2704,310043120052,Panel B,31004312,N02,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
2704,310043120052,Panel B,31004312,N03,MOBILE MARKET,,NEAR THE VILLAGE
2704,310043120052,Panel B,31004312,N04,LOCAL MARKET,,NEAR THE VILLAGE
2704,310043120052,Panel B,31004312,N05,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
2696,310043120057,Panel B,31004312,,,,
2696,310043120057,Panel B,31004312,N01,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
2716,310043120069,Panel B,31004312,N01,PRIVATE TRADER IN LOCAL MARKET,,NEAR THE VILLAGE
2716,310043120069,Panel B,31004312,N02,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
2714,310043120075,Panel B,31004312,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
2714,310043120075,Panel B,31004312,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
2700,310043120081,Panel B,31004312,N01,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
2700,310043120081,Panel B,31004312,N02,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
2700,310043120081,Panel B,31004312,N03,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
2700,310043120081,Panel B,31004312,N04,LOCAL MARKET,,NEAR THE VILLAGE
2700,310043120081,Panel B,31004312,N05,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
2724,310043120086,Panel B,31004312,N01,VDC MEMBER,,WITHIN THE VILLAGE
2724,310043120086,Panel B,31004312,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
2724,310043120086,Panel B,31004312,N03,MAIN MARKET,,OUTSIDE THE DISTRICT
2724,310043120086,Panel B,31004312,N04,LOCAL MARKET,,WITHIN THE VILLAGE
2694,310043120104,Panel B,31004312,N01,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
2718,310043120109,Panel B,31004312,N01,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
2718,310043120109,Panel B,31004312,N02,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
2718,310043120109,Panel B,31004312,N03,MOBILE MARKET,,NEAR THE VILLAGE
2718,310043120109,Panel B,31004312,N04,LOCAL MARKET,,NEAR THE VILLAGE
2718,310043120109,Panel B,31004312,N05,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
2718,310043120109,Panel B,31004312,N06,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
2718,310043120109,Panel B,31004312,N07,RELATIVE,,NEAR THE VILLAGE
2718,310043120109,Panel B,31004312,N08,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
2698,310043120121,Panel B,31004312,N01,VDC MEMBER,,WITHIN THE VILLAGE
2698,310043120121,Panel B,31004312,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
2698,310043120121,Panel B,31004312,N03,PRIVATE TRADER IN MAIN MARKET,,NEAR THE VILLAGE
2698,310043120121,Panel B,31004312,N04,LOCAL MARKET,,NEAR THE VILLAGE
2813,310065560120,Panel A,31006556,N01,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
2813,310065560120,Panel A,31006556,N02,VILLAGE HEADMAN,,NEAR THE VILLAGE
2813,310065560120,Panel A,31006556,N03,PRIVATE COMPANY/BUSINESS PERSON,,OUTSIDE THE DISTRICT
2813,310065560120,Panel A,31006556,N04,RELATIVE,,NEAR THE VILLAGE
2813,310065560120,Panel A,31006556,N05,LOCAL MARKET,,NEAR THE VILLAGE
2807,310065560154,Panel A,31006556,,,,
2807,310065560154,Panel A,31006556,N01,,,
2803,310065560157,Panel A,31006556,N01,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
2815,310065560166,Panel A,31006556,N01,LOCAL MARKET,,WITHIN THE VILLAGE
2815,310065560166,Panel A,31006556,N02,VILLAGE HEADMAN,,WITHIN THE VILLAGE
2815,310065560166,Panel A,31006556,N03,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
2799,310065560168,Panel A,31006556,N01,GOVERNMENT AGENCY,,NEAR THE TOWN
2799,310065560168,Panel A,31006556,N02,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
2799,310065560168,Panel A,31006556,N03,LOCAL MARKET,,NEAR THE VILLAGE
2799,310065560168,Panel A,31006556,N04,VILLAGE HEADMAN,,NEAR THE VILLAGE
2799,310065560168,Panel A,31006556,N05,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
2799,310065560168,Panel A,31006556,N06,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
2799,310065560168,Panel A,31006556,N07,ROADSIDE,,WITHIN THE VILLAGE
2791,310065560199,Panel A,31006556,N01,LOCAL MARKET,,WITHIN THE VILLAGE
2805,310065560216,Panel A,31006556,N01,PRIVATE COMPANY/BUSINESS PERSON,,OUTSIDE THE DISTRICT
2805,310065560216,Panel A,31006556,N02,RELATIVE,,NEAR THE VILLAGE
2789,310065560246,Panel A,31006556,N01,RELATIVE,,NEAR THE VILLAGE
2797,310065560257,Panel A,31006556,N01,VDC MEMBER,,NEAR THE VILLAGE
2797,310065560257,Panel A,31006556,N02,RELATIVE,,NEAR THE VILLAGE
2797,310065560257,Panel A,31006556,N03,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
2795,310065560261,Panel A,31006556,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
2795,310065560261,Panel A,31006556,N02,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
2793,310065560288,Panel A,31006556,N01,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
2787,310065560292,Panel A,31006556,N01,LOCAL MARKET,,OUTSIDE THE DISTRICT
2787,310065560292,Panel A,31006556,N02,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
2785,310065560328,Panel A,31006556,N01,LOCAL MARKET,,NEAR THE VILLAGE
2809,310065560344,Panel A,31006556,N01,LOCAL MARKET,,WITHIN THE VILLAGE
2801,310065560370,Panel A,31006556,N01,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
2801,310065560370,Panel A,31006556,N02,PRIVATE TRADER IN LOCAL MARKET,,NEAR THE TOWN
2801,310065560370,Panel A,31006556,N03,LOCAL MARKET,,WITHIN THE VILLAGE
2811,310065560417,Panel A,31006556,N01,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
2811,310065560417,Panel A,31006556,N02,ROADSIDE,,WITHIN THE VILLAGE
2746,310073350006,Panel B,31007335,N01,PARASTATAL ORGANIZATION,,WITHIN THE VILLAGE
2746,310073350006,Panel B,31007335,N02,LOCAL MARKET,,WITHIN THE VILLAGE
2748,310073350029,Panel B,31007335,N01,LOCAL MARKET,,WITHIN THE VILLAGE
2734,310073350074,Panel B,31007335,N01,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
2734,310073350074,Panel B,31007335,N02,RELATIVE,,WITHIN THE VILLAGE
2734,310073350074,Panel B,31007335,N03,LOCAL MARKET,,WITHIN THE VILLAGE
2750,310073350097,Panel B,31007335,N01,LOCAL MARKET,,NEAR THE VILLAGE
2750,310073350097,Panel B,31007335,N02,RELATIVE,,WITHIN THE VILLAGE
2732,310073350120,Panel B,31007335,N01,PARASTATAL ORGANIZATION,,NEAR THE TOWN
2756,310073350166,Panel B,31007335,N01,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
2756,310073350166,Panel B,31007335,N02,MAIN MARKET,,NEAR THE VILLAGE
2736,310073350189,Panel B,31007335,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
2736,310073350189,Panel B,31007335,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
2736,310073350189,Panel B,31007335,N03,LOCAL MARKET,,NEAR THE VILLAGE
2726,310073350212,Panel B,31007335,N01,RELATIVE,,WITHIN THE VILLAGE
2726,310073350212,Panel B,31007335,N02,LOCAL MARKET,,WITHIN THE VILLAGE
2726,310073350212,Panel B,31007335,N03,LOCAL MERCHANT/GROCERY,,WITHIN THE VILLAGE
2730,310073350258,Panel B,31007335,N01,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
2730,310073350258,Panel B,31007335,N02,RELATIVE,,WITHIN THE VILLAGE
2730,310073350258,Panel B,31007335,N03,RELATIVE,,NEAR THE VILLAGE
2730,310073350258,Panel B,31007335,N04,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
2730,310073350258,Panel B,31007335,N05,LOCAL MARKET,,NEAR THE VILLAGE
2728,310073350304,Panel B,31007335,N01,VDC MEMBER,,NEAR THE VILLAGE
2728,310073350304,Panel B,31007335,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
2728,310073350304,Panel B,31007335,N03,LOCAL MARKET,,WITHIN THE VILLAGE
2740,310073350350,Panel B,31007335,N01,RELATIVE,,WITHIN THE VILLAGE
2738,310073350373,Panel B,31007335,N01,LOCAL MARKET,,WITHIN THE VILLAGE
2754,310073350396,Panel B,31007335,N01,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
2754,310073350396,Panel B,31007335,N02,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE DISTRICT/URBAN CENTER
2754,310073350396,Panel B,31007335,N03,LOCAL MARKET,,NEAR THE VILLAGE
2754,310073350396,Panel B,31007335,N04,RELATIVE,,NEAR THE VILLAGE
2752,310073350442,Panel B,31007335,N01,RELATIVE,,WITHIN THE VILLAGE
2752,310073350442,Panel B,31007335,N02,LOCAL MARKET,,WITHIN THE VILLAGE
2744,310073350465,Panel B,31007335,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
2744,310073350465,Panel B,31007335,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
2744,310073350465,Panel B,31007335,N03,LOCAL MARKET,,WITHIN THE VILLAGE
2819,311087030024,Panel A,31108703,N01,LOCAL MARKET,,WITHIN THE VILLAGE
2837,311087030057,Panel A,31108703,N01,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
2837,311087030057,Panel A,31108703,N02,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
2831,311087030121,Panel A,31108703,N01,RELATIVE,,WITHIN THE VILLAGE
2831,311087030121,Panel A,31108703,N02,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
2831,311087030121,Panel A,31108703,N03,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
2831,311087030121,Panel A,31108703,N04,MOBILE MARKET,,WITHIN THE VILLAGE
2831,311087030121,Panel A,31108703,N05,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
2847,311087030174,Panel A,31108703,N01,PRIVATE TRADER IN MAIN MARKET,,NEAR THE VILLAGE
2847,311087030174,Panel A,31108703,N02,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
2847,311087030174,Panel A,31108703,N03,PRIVATE TRADER IN LOCAL MARKET,,WITHIN THE VILLAGE
2823,311087030266,Panel A,31108703,N01,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE DISTRICT/URBAN CENTER
2823,311087030266,Panel A,31108703,N02,LOCAL MARKET,,WITHIN THE VILLAGE
2823,311087030266,Panel A,31108703,N03,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
2823,311087030266,Panel A,31108703,N04,RELATIVE,,WITHIN THE VILLAGE
2843,311087030267,Panel A,31108703,N01,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
2843,311087030267,Panel A,31108703,N02,RELATIVE,,WITHIN THE VILLAGE
2843,311087030267,Panel A,31108703,N03,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
2843,311087030267,Panel A,31108703,N04,LOCAL MARKET,,WITHIN THE VILLAGE
2825,311087030288,Panel A,31108703,N01,RELATIVE,,WITHIN THE VILLAGE
2825,311087030288,Panel A,31108703,N02,LOCAL MARKET,,WITHIN THE VILLAGE
2827,311087030320,Panel A,31108703,N01,RELATIVE,,OUTSIDE THE DISTRICT
2827,311087030320,Panel A,31108703,N02,LOCAL MARKET,,WITHIN THE VILLAGE
2835,311087030327,Panel A,31108703,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
2835,311087030327,Panel A,31108703,N02,LOCAL MARKET,,WITHIN THE VILLAGE
2839,311087030335,Panel A,31108703,N01,PARASTATAL ORGANIZATION,,WITHIN THE VILLAGE
2839,311087030335,Panel A,31108703,N02,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
2839,311087030335,Panel A,31108703,N03,LOCAL MARKET,,WITHIN THE VILLAGE
2829,311087030344,Panel A,31108703,N01,RELATIVE,,WITHIN THE VILLAGE
2829,311087030344,Panel A,31108703,N02,LOCAL MARKET,,WITHIN THE VILLAGE
2833,311087030374,Panel A,31108703,N01,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
2833,311087030374,Panel A,31108703,N02,LOCAL MARKET,,WITHIN THE VILLAGE
2817,311087030375,Panel A,31108703,,,,
2817,311087030375,Panel A,31108703,N01,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
