ea_id,com_ci0b,com_ci0b_oth,com_ci01,com_ci02,com_ci03,com_ci04,com_ci05,com_ci06,com_ci07a,com_ci07a_oth,com_ci07b,com_ci07b_oth,com_ci07c,com_ci07c_oth,com_ci08a,com_ci08a_oth,com_ci08b,com_ci08b_oth,com_ci08c,com_ci08c_oth,com_ci09a,com_ci09a_oth,com_ci09b,com_ci09b_oth,com_ci09c,com_ci09c_oth,com_ci010,com_ci011,com_ci012,com_ci12_oth,com_ci013,com_ci014
30902727,Pasture,,Yes,yes,no,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Somewhat Effective,no,,,no,
30902728,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30902728,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30902728,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30902728,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30902728,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30902729,Unallocated Arable Land,,Yes,yes,no,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,no,,,no,
30902729,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30902729,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30902729,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30902729,Pasture,,Yes,no,no,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,no,,,no,
30902730,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30902730,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30902730,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30902730,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30902730,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30902731,Forest,,Yes,yes,no,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,no,,,no,
30902731,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30902731,Pasture,,Yes,yes,no,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,no,,,no,
30902731,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30902731,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30903732,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30903732,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30903732,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30903732,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30903732,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30903733,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30903733,Forest,,Yes,yes,no,no,no,yes,Use guards,SET UP COMMITTEE TO MONITOR USAGE,Other (Specify),SET UP COMMITTEE TO MONITOR USAGE,,,No restrictions,,,,,,Use threat of fine,,,,,,Fully Effective,no,,,no,
30903733,Unallocated Arable Land,,Yes,yes,no,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,no,,,no,
30903733,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30903733,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30903734,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30903734,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30903734,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30903734,Forest,,Yes,yes,no,no,no,yes,Use the threat of Fine,,,,,,Time restrictions,,,,,,Use threat of fine,,,,,,Fully Effective,no,,,no,
30903734,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31001735,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31001735,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31001735,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31001735,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31001735,Forest,,Yes,yes,yes,no,no,yes,Use the threat of Religious sanctions,,Use the threat of Fine,,,,Other (Specify),USED FOR ONLY COMMUNITY PROJECTS,,,,,Use threat of fine,,Confiscation of tools/products,,,,Fully Effective,no,,,no,
31001737,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31001737,Forest,,Yes,yes,no,no,no,yes,Use the threat of Fine,,,,,,Rotation among groups of families,,,,,,Use threat of fine,,Confiscation of tools/products,,Taking away [RESOURCE] use rights,,Somewhat Effective,no,,,no,
31001737,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31001737,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31001737,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31001738,Forest,,Yes,yes,yes,yes,no,no,,,,,,,Time restrictions,,Rotation among groups of families,,,,Use threat of fine,,Taking away [RESOURCE] use rights,,,,Somewhat Effective,no,,,no,
31001738,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31001738,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31001738,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31001738,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31001739,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31001739,Forest,,Yes,yes,yes,no,no,yes,Use the threat of Fine,,Use the threat of Religious sanctions,,,,Rotation among groups of families,USED FOR ONLY COMMUNITY PROJECTS,Other (Specify),USED FOR COMMUNITY DEVELOPMENT PROJECTS,,,Social sanctions,,Confiscation of tools/products,,Discriminaton at future handouts,,Fully Effective,no,,,no,
31001739,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31001739,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31001739,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31001741,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31001741,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31001741,Water Body: Specify,BOREHOLE,Yes,yes,no,yes,yes,yes,Use guards,,,,,,Time restrictions,,Limitations on number of users at a given time,,,,Social sanctions,,Taking away [RESOURCE] use rights,,,,Fully Effective,no,,,no,
31001741,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31001741,Forest,,Yes,yes,no,yes,yes,yes,Use the threat of Physical punishment,,Use the threat of Fine,,,,Time restrictions,,Rotation among groups of families,,,,Confiscation of tools/products,,Taking away [RESOURCE] use rights,,,,Fully Effective,no,,,no,
31001742,Forest,,Yes,yes,no,no,yes,yes,Use the threat of Fine,,Use guards,,,,Limitations on number of users at a given time,,Time restrictions,,,,Use threat of fine,,Confiscation of tools/products,,Social sanctions,,Somewhat Effective,no,,,no,
31001742,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31001742,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31001742,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31001742,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31002743,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31002743,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31002743,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31002743,Forest,,Yes,yes,yes,no,no,yes,Use the threat of Fine,,Use the threat of Religious sanctions,,,,Limitations on number of users at a given time,,Rotation among groups of families,,,,Confiscation of tools/products,,Social sanctions,,,,Somewhat Effective,no,,,no,
31002743,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31002744,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31002744,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31002744,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31002744,Forest,,Yes,yes,yes,yes,yes,yes,Use the threat of Religious sanctions,REPLANT A TREE IF CUT,Use the threat of Fine,REPLANT A TREE IF CUT,Other (Specify),if one cuts one tree he plants 20 trees,Rotation among groups of families,,,,,,Use threat of fine,,Confiscation of tools/products,,Taking away [RESOURCE] use rights,,Fully Effective,no,,,no,
31002744,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31003745,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31003745,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31003745,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31003745,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31003745,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31003746,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31003746,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31003746,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31003746,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31003746,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31003747,Water Body: Specify,BOREHOLE,Yes,yes,no,yes,yes,yes,Use the threat of Fine,,,,,,Rotation among groups of families,,Limitations on number of users at a given time,,,,Use threat of fine,,Taking away [RESOURCE] use rights,,Social sanctions,,Not Effective,no,,,no,
31003747,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31003747,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31003747,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31003747,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31003749,Forest,,Yes,yes,yes,yes,no,yes,Use the threat of Fine,,Use the threat of Physical punishment,,,,No restrictions,,,,,,Use threat of fine,,Confiscation of tools/products,,Use the threat of physical punishment,,Somewhat Effective,no,,,no,
31003749,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31003749,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31003749,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31003749,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31004750,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31004750,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31004750,Water Body: Specify,BOREHOLE,Yes,yes,yes,no,no,yes,Use guards,,,,,,Rotation among groups of families,,No restrictions,,,,Use threat of fine,,Taking away [RESOURCE] use rights,,Social sanctions,,Somewhat Effective,no,,,no,
31004750,Forest,,Yes,yes,yes,no,no,yes,Use guards,,Use the threat of Fine,,,,Time restrictions,,Limitations on number of users at a given time,,,,Use threat of fine,,Confiscation of tools/products,,Social sanctions,,Somewhat Effective,no,,,no,
31004750,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31004751,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31004751,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31004751,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31004751,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31004751,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31005752,Water Body: Specify,WATER ASSOCIATION,Yes,yes,yes,no,yes,yes,Use the threat of Fine,,,,,,Time restrictions,,,,,,Taking away [RESOURCE] use rights,,,,,,Fully Effective,no,,,no,
31005752,Forest,,Yes,yes,no,no,no,no,,,,,,,Limitations on number of users at a given time,,,,,,Confiscation of tools/products,,Use threat of fine,,,,Fully Effective,no,,,no,
31005752,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31005752,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31005752,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31006753,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31006753,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31006753,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31006753,Forest,,Yes,yes,yes,no,no,no,,,,,,,Time restrictions,USED FOR ONLY COMMUNITY PROJECTS,Other (Specify),USED FOR COMMUNITY DEVELOPMENT PROJECTS,,,Confiscation of tools/products,,Use threat of fine,,Social sanctions,,Fully Effective,no,,,no,
31006753,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31006754,Forest,,Yes,yes,yes,no,no,yes,Use the threat of Fine,,Use the threat of Physical punishment,,,,Limitations on number of users at a given time,,Rotation among groups of families,,,,Use threat of fine,,Confiscation of tools/products,,Social sanctions,,Somewhat Effective,no,,,no,
31006754,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31006754,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31006754,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31006754,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31007755,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31007755,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31007755,Forest,,Yes,yes,no,yes,no,yes,Use the threat of Physical punishment,,Use the threat of Fine,,,,Rotation among groups of families,,,,,,Use threat of fine,,,,,,Fully Effective,no,,,no,
31007755,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31007755,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31007756,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31007756,Forest,,Yes,yes,yes,no,no,yes,Use the threat of Fine,,Use the threat of Religious sanctions,,,,Limitations on number of users at a given time,,Rotation among groups of families,,,,Use threat of fine,,Taking away [RESOURCE] use rights,,Social sanctions,,Somewhat Effective,no,,,no,
31007756,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31007756,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31007756,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31007757,Forest,,Yes,yes,yes,no,no,yes,Use the threat of Fine,,Use the threat of Religious sanctions,,,,Rotation among groups of families,,,,,,Use threat of fine,,Confiscation of tools/products,,Taking away [RESOURCE] use rights,,Somewhat Effective,no,,,no,
31007757,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31007757,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31007757,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31007757,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31020758,Forest,,Yes,yes,yes,no,no,no,,,,,,,Time restrictions,,Rotation among groups of families,,,,Use threat of fine,,Social sanctions,,Taking away [RESOURCE] use rights,,Somewhat Effective,no,,,no,
31020758,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31020758,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31020758,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31020758,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31101760,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31101760,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31101760,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31101760,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31101760,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31102761,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31102761,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31102761,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31102761,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31102761,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31104762,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31104762,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31104762,Forest,,Yes,yes,yes,yes,yes,yes,Use the threat of Fine,,Use guards,,,,Time restrictions,,Limitations on number of users at a given time,,,,Use threat of fine,,Confiscation of tools/products,,Social sanctions,,Somewhat Effective,no,,,yes,no
31104762,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31104762,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31104763,Pasture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31104763,Unallocated Arable Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31104763,Other (Specify),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31104763,Forest,,Yes,yes,yes,no,no,yes,Use the threat of Religious sanctions,,Use the threat of Fine,,,,Time restrictions,USED FOR ONLY COMMUNITY PROJECTS,Rotation among groups of families,USED FOR COMMUNITY DEVELOPMENT PROJECTS,Other (Specify),ONLY USED FOR COMMUNITY PROJECTS,Confiscation of tools/products,,Social sanctions,,Discriminaton at future handouts,,Somewhat Effective,no,,,no,
31104763,Water Body: Specify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31104764,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31104764,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31104764,Forest,,Yes,yes,no,no,no,yes,Use the threat of Religious sanctions,,Use the threat of Fine,,Use the threat of Physical punishment,,Other (Specify),GAZETTED SINCE NOT READY FOR USE,,,,,Confiscation of tools/products,POLICY TO REPLANT AFTER RECUTTING,Social sanctions,IF ONE TREE IS UPROOTED 15 TREES SHOULD BE PLANTED BACK,Other (Specify),IF ONE TREE IS UPROOTED 15 TREES SHOULD BE PLANTED BACK,Somewhat Effective,no,,,no,
31104764,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31104764,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31104765,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31104765,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31104765,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31104765,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31104765,Forest,,Yes,yes,yes,no,no,no,,,,,,,Rotation among groups of families,,Limitations on number of users at a given time,,,,Use threat of fine,,Confiscation of tools/products,,Social sanctions,,Somewhat Effective,no,,,no,
31104766,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31104766,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31104766,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31104766,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31104766,Forest,,Yes,yes,yes,no,no,yes,Use the threat of Fine,,Use guards,,,,Other (Specify),USED FOR ONLY COMMUNITY PROJECTS,,,,,Social sanctions,,Confiscation of tools/products,,Taking away [RESOURCE] use rights,,Somewhat Effective,no,,,no,
31104767,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31104767,Forest,,Yes,yes,yes,yes,yes,yes,Use the threat of Fine,,Use guards,,,,Limitations on number of users at a given time,,Rotation among groups of families,,,,Use threat of fine,,Taking away [RESOURCE] use rights,,,,Somewhat Effective,no,,,yes,yes
31104767,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31104767,Water Body: Specify,BOREHOLE,Yes,yes,yes,yes,yes,yes,Use the threat of Religious sanctions,,Use the threat of Fine,,,,Rotation among groups of families,,Limitations on number of users at a given time,,,,Use threat of fine,,Social sanctions,,,,Somewhat Effective,no,,,no,
31104767,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31104768,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31104768,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31104768,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31104768,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31104768,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31105769,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31105769,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31105769,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31105769,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31105769,Forest,,Yes,yes,yes,no,no,yes,Use guards,,Use the threat of Fine,,,,Time restrictions,,Limitations on number of users at a given time,,,,Confiscation of tools/products,,Taking away [RESOURCE] use rights,,Social sanctions,,Somewhat Effective,no,,,no,
31105770,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31105770,Forest,,Yes,yes,yes,no,no,yes,Use the threat of Fine,,Use the threat of Religious sanctions,,,,Time restrictions,,,,,,Use threat of fine,,Taking away [RESOURCE] use rights,,Social sanctions,,Somewhat Effective,no,,,no,
31105770,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31105770,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31105770,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31106772,Pasture,,Yes,yes,yes,no,no,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Fully Effective,no,,,no,
31106772,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31106772,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31106772,Forest,,Yes,yes,yes,no,no,yes,Use the threat of Fine,,Use the threat of Religious sanctions,,Use guards,,Limitations on number of users at a given time,USED FOR ONLY COMMUNITY PROJECTS,Other (Specify),USED FOR COMMUNITY DEVELOPMENT PROJECTS,,,Use threat of fine,,Confiscation of tools/products,,Social sanctions,,Somewhat Effective,no,,,no,
31106772,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31106773,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31106773,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31106773,Forest,,Yes,yes,yes,no,no,yes,Use the threat of Fine,,Use the threat of Religious sanctions,,,,Limitations on number of users at a given time,,Rotation among groups of families,,,,Confiscation of tools/products,,Taking away [RESOURCE] use rights,,Social sanctions,,Somewhat Effective,no,,,no,
31106773,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31106773,Unallocated Arable Land,,Yes,yes,yes,no,no,yes,Use the threat of Fine,,Use the threat of Religious sanctions,,,,Rotation among groups of families,,Limitations on number of users at a given time,,,,Confiscation of tools/products,,Taking away [RESOURCE] use rights,,Social sanctions,,Somewhat Effective,no,,,no,
31106774,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31106774,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31106774,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31106774,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31106774,Forest,,Yes,yes,yes,no,no,yes,Use guards,,Use the threat of Religious sanctions,,,,Limitations on number of users at a given time,,Rotation among groups of families,,,,Confiscation of tools/products,USED FOR COMMUNITY PROJECTS,Social sanctions,"""ONLY USED FOR COMMUNITY """,Other (Specify),"""ONLY USED FOR COMMUNITY """,Somewhat Effective,no,,,no,
31106775,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31106775,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31106775,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31106775,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31106775,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31106776,Pasture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31106776,Forest,,Yes,yes,yes,no,no,yes,Use guards,,Use the threat of Religious sanctions,,Use the threat of Physical punishment,,Time restrictions,USED FOR ONLY COMMUNITY PROJECTS,Limitations on number of users at a given time,USED FOR COMMUNITY DEVELOPMENT PROJECTS,Other (Specify),ONLY USED FOR VILLAGE DEVELOPMENT PROJECTS,Confiscation of tools/products,,Social sanctions,,Use the threat of religious sanctions,,Somewhat Effective,no,,,no,
31106776,Water Body: Specify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31106776,Unallocated Arable Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31106776,Other (Specify),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31107777,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31107777,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31107777,Forest,,Yes,yes,yes,no,no,no,,,,,,,Limitations on number of users at a given time,,Rotation among groups of families,,,,Use threat of fine,,Confiscation of tools/products,,Use the threat of physical punishment,,Somewhat Effective,no,,,no,
31107777,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31107777,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31108778,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31108778,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31108778,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31108778,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31108778,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31109779,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31109779,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
