ea_id,com_ce01a,com_ce01a_oth,com_ce01b,com_ce01b_oth,com_ce01c,com_ce01c_oth,com_ce02,com_ce03,com_ce04,com_ce05a,com_ce05a_oth,com_ce05b,com_ce05b_oth,com_ce06,com_ce07,com_ce08_1,com_ce08_2,com_ce08a,com_ce08a_oth,com_ce08b,com_ce08b_oth,com_ce09,com_ce10,com_ce11a,com_ce11b,com_ce12,com_ce13,com_ce14a,com_ce14b,com_ce15
31535860,"FIREWOOD,CHARCOAL SELLING",,CIVIL SERVICE,,PROFESSIONAL OCCUPATIONS,,yes,1/4,OUTSIDE MALAWI,PROFESSIONAL OCCUPATIONS,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,RURAL AREAS,800,800,SMALL-SCALE TRADE & SERVICE PROVISION,MOUDLING BRICKS,OTHER (SPECIFY),MOUDLING BRICKS,yes,7200,2,week,1/4,7200,2,week,1/4
31535861,"FIREWOOD,CHARCOAL SELLING",,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,yes,1/4,OUTSIDE MALAWI,OTHER (SPECIFY),,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,OUTSIDE MALAWI,2000,1800,SMALL-SCALE TRADE & SERVICE PROVISION,,LARGE-SCALE COMMERCIAL INDUSTRY,,no,,,,,,,,
31536863,"FIREWOOD,CHARCOAL SELLING",,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,yes,1/4,OUTSIDE MALAWI,SMALL-SCALE TRADE & SERVICE PROVISION,,OTHER (SPECIFY),,yes,RURAL AREAS,1000,800,OTHER (SPECIFY),DOMESTIC HOUSEWORK,SMALL-SCALE TRADE & SERVICE PROVISION,DOMESTIC HOUSEWORK,yes,7200,2,week,1/4,7200,2,week,1/4
31537864,SMALL-SCALE TRADE & SERVICE PROVISION,,CIVIL SERVICE,,LARGE-SCALE COMMERCIAL INDUSTRY,,yes,1/4,OUTSIDE MALAWI,SMALL-SCALE TRADE & SERVICE PROVISION,,PROFESSIONAL OCCUPATIONS,,yes,RURAL AREAS,1000,1000,OTHER (SPECIFY),MOUDLING BRICKS,,,yes,14400,1,month,1/4,14400,1,month,1/4
31539865,SMALL-SCALE TRADE & SERVICE PROVISION,,CIVIL SERVICE,,PROFESSIONAL OCCUPATIONS,,yes,1/4,RURAL AREAS,OTHER (SPECIFY),,"FIREWOOD,CHARCOAL SELLING",,yes,RURAL AREAS,800,550,OTHER (SPECIFY),MOUDLING BRICKS,,,yes,7200,2,week,1/4,7200,2,week,1/4
31539866,SMALL-SCALE TRADE & SERVICE PROVISION,,PROFESSIONAL OCCUPATIONS,,CIVIL SERVICE,,yes,1/4,OUTSIDE MALAWI,SMALL-SCALE TRADE & SERVICE PROVISION,,OTHER (SPECIFY),,yes,RURAL AREAS,650,650,OTHER (SPECIFY),SECURITY,SMALL-SCALE TRADE & SERVICE PROVISION,SECURITY,yes,14400,1,month,1/4,14400,1,month,1/4
31540867,SMALL-SCALE TRADE & SERVICE PROVISION,,"FIREWOOD,CHARCOAL SELLING",,"BEER BREWING, KACHASU",,yes,1/4,OUTSIDE MALAWI,SMALL-SCALE TRADE & SERVICE PROVISION,,"HANDICRAFT PRODUCTION, SMALL-SCALE INDUSTRY",,yes,RURAL AREAS,1000,850,"FIREWOOD,CHARCOAL SELLING",,"BEER BREWING, KACHASU",,yes,7200,2,week,1/4,7200,2,week,1/4
31544869,SMALL-SCALE TRADE & SERVICE PROVISION,,PROFESSIONAL OCCUPATIONS,,,,yes,1/4,OUTSIDE MALAWI,PROFESSIONAL OCCUPATIONS,,"HANDICRAFT PRODUCTION, SMALL-SCALE INDUSTRY",,yes,RURAL AREAS,1000,500,OTHER (SPECIFY),CASUAL LABOR(GANYU),,,no,,,,,,,,
31546870,"FIREWOOD,CHARCOAL SELLING",,"BEER BREWING, KACHASU",,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,1/4,OUTSIDE MALAWI,SMALL-SCALE TRADE & SERVICE PROVISION,,PROFESSIONAL OCCUPATIONS,,yes,RURAL AREAS,650,550,"FIREWOOD,CHARCOAL SELLING",MOUDLING BRICKS,OTHER (SPECIFY),MOUDLING BRICKS,yes,7200,2,week,1/4,7200,2,week,1/4
31547871,SMALL-SCALE TRADE & SERVICE PROVISION,,"FIREWOOD,CHARCOAL SELLING",,"BEER BREWING, KACHASU",,yes,1/4,URBAN CENTRES,farming,,OTHER (SPECIFY),,yes,URBAN CENTERS,1200,600,OTHER (SPECIFY),MOUDLING BRICKS,SMALL-SCALE TRADE & SERVICE PROVISION,MOUDLING BRICKS,yes,14700,1,month,1/4,14700,1,month,1/4
31548872,"FIREWOOD,CHARCOAL SELLING",,SMALL-SCALE TRADE & SERVICE PROVISION,,CIVIL SERVICE,,yes,1/4,OUTSIDE MALAWI,PROFESSIONAL OCCUPATIONS,,OTHER (SPECIFY),,yes,RURAL AREAS,1000,1000,SMALL-SCALE TRADE & SERVICE PROVISION,MOUDLING BRICKS,OTHER (SPECIFY),MOUDLING BRICKS,yes,14400,24,day,1/4,14400,24,day,1/4
31548873,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,"FIREWOOD,CHARCOAL SELLING",,yes,1/4,URBAN CENTRES,OTHER (SPECIFY),,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,RURAL AREAS,1500,1000,OTHER (SPECIFY),CASUAL LABOR(GANYU),,,yes,7200,2,week,1/4,7200,2,week,1/4
31551874,CIVIL SERVICE,,PROFESSIONAL OCCUPATIONS,,LARGE-SCALE COMMERCIAL INDUSTRY,,yes,1/4,OUTSIDE MALAWI,"HANDICRAFT PRODUCTION, SMALL-SCALE INDUSTRY",,PROFESSIONAL OCCUPATIONS,,yes,RURAL AREAS,800,650,OTHER (SPECIFY),DOMESTIC HOUSEWORK,,,no,,,,,,,,
31552875,SMALL-SCALE TRADE & SERVICE PROVISION,,"FIREWOOD,CHARCOAL SELLING",,CIVIL SERVICE,,yes,1/4,OUTSIDE MALAWI,OTHER (SPECIFY),,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,URBAN CENTERS,1000,850,"FIREWOOD,CHARCOAL SELLING",,CIVIL SERVICE,,yes,14400,1,month,1/4,14400,1,month,1/4
31553876,SMALL-SCALE TRADE & SERVICE PROVISION,BRICK LAYING,PROFESSIONAL OCCUPATIONS,BRICK LAYING,OTHER (SPECIFY),BRICK LAYING,yes,1/4,OUTSIDE MALAWI,SMALL-SCALE TRADE & SERVICE PROVISION,,PROFESSIONAL OCCUPATIONS,,yes,RURAL AREAS,850,600,SMALL-SCALE TRADE & SERVICE PROVISION,MOUDLING BRICKS,OTHER (SPECIFY),MOUDLING BRICKS,yes,14400,1,month,1/4,14400,1,month,1/4
31554877,SMALL-SCALE TRADE & SERVICE PROVISION,,"FIREWOOD,CHARCOAL SELLING",,farming,,yes,1/4,OUTSIDE MALAWI,LARGE-SCALE COMMERCIAL INDUSTRY,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,RURAL AREAS,650,600,OTHER (SPECIFY),DOMESTIC HOUSEWORK,SMALL-SCALE TRADE & SERVICE PROVISION,DOMESTIC HOUSEWORK,yes,7200,2,week,1/4,7200,2,week,1/4
31555878,SMALL-SCALE TRADE & SERVICE PROVISION,,PROFESSIONAL OCCUPATIONS,,CIVIL SERVICE,,yes,1/4,OUTSIDE MALAWI,SMALL-SCALE TRADE & SERVICE PROVISION,,OTHER (SPECIFY),,yes,RURAL AREAS,600,400,SMALL-SCALE TRADE & SERVICE PROVISION,,farming,,yes,14400,1,month,1/4,14400,1,month,1/4
